|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..Ownership|,|IEEE Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.All Events (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.All Events (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard.Without Major Event Days.SAIDI (minutes per year)|,|IEEE Standard.Without Major Event Days.SAIFI (times per year)|,|IEEE Standard.Without Major Event Days.CAIDI (minutes per interruption)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard...Number of Customers|,|IEEE Standard...Highest Dist. Voltage|,|IEEE Standard...Outages Recorded Automatically|,|Other Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|Other Standard.All Events (With Major Event Days).SAIFI (times per year)|,|Other Standard.All Events (With Major Event Days).CAIDI With MED|,|Other Standard.Without Major Event Days.SAIDI (minutes per year)|,|Other Standard.Without Major Event Days.SAIFI (times per year)|,|Other Standard.Without Major Event Days.CAIDI Without MED|,|Other Standard...Number of Customers|,|Other Standard...Inactive Accounts Included|,|Other Standard...Momentary Interruptions|,|Other Standard...Highest Dist. Voltage|,|..Outages Recorded Automatically|
2014,562,Amicalola Electric Member Corp,GA,Cooperative,549.7,3.1,177.32258,355.6,2.6,136.76923,533.3,3.1,172.03226,46730,25,N,.,.,.,.,.,.,.,,,.,
2014,590,City of Anaheim - (CA),CA,Municipal,48.5,0.8,60.625,48.5,0.8,60.625,48.5,0.8,60.625,115666,12,Y,.,.,.,.,.,.,.,,,.,
2014,599,Anchorage Municipal Light and Power,AK,Municipal,82,0.7,117.14286,82,0.7,117.14286,.,.,.,30789,35,N,.,.,.,.,.,.,.,,,.,
2014,636,City of Anderson - (IN),IN,Municipal,169.63,1.3,130.48462,169.63,1.3,130.48462,169.63,1.3,130.48462,33239,13.2,Y,.,.,.,.,.,.,.,,,.,
2014,689,Connexus Energy,MN,Cooperative,37.059,0.427,86.789227,23.421,0.355,65.974648,36.626,0.369,99.257453,128362,12.5,Y,.,.,.,.,.,.,.,,,.,
2014,691,City of Anoka,MN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,32,1.3,24.615385,24,0.4,60,11895,N,F,12.5,N
2014,694,Anza Electric Coop Inc,CA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,388.44,6.4,60.69375,388.44,6.4,60.69375,4521,N,F,14,N
2014,727,Appalachian Electric Coop,TN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,148.5,2.14,69.392523,99.6,.,.,45251,N,O,13.2,N
2014,733,Appalachian Power Co,VA,Investor Owned,363,1.705,212.90323,334.2,1.668,200.35971,340.7,1.561,218.25753,524605,35,Y,.,.,.,.,.,.,.,,,.,
2014,733,Appalachian Power Co,WV,Investor Owned,818.8,2.891,283.2238,640.8,2.727,234.9835,749.8,2.58,290.62016,431544,35,Y,.,.,.,.,.,.,.,,,.,
2014,803,Arizona Public Service Co,AZ,Investor Owned,111,0.91,121.97802,79,0.79,100,105,0.85,123.52941,1172231,69,N,.,.,.,.,.,.,.,,,.,
2014,814,Entergy Arkansas Inc,AR,Investor Owned,.,.,.,260.7,1.717,151.8346,785.9,2.599,302.38553,710625,34.5,Y,.,.,.,.,.,.,.,,,.,
2014,963,Atlantic City Electric Co,NJ,Investor Owned,123,1.2,102.5,123,1.2,102.5,123,1.2,102.5,539432,69,Y,.,.,.,.,.,.,.,,,.,
2014,1009,City of Austin - (MN),MN,Municipal,17.768,0.608,29.223684,.,.,.,.,.,.,12352,13.8,N,.,.,.,.,.,.,.,,,.,
2014,1015,Austin Energy,TX,Municipal,73.26,0.78,93.923077,50.09,0.66,75.893939,72.26,0.72,100.36111,432000,35,Y,.,.,.,.,.,.,.,,,.,
2014,1050,City of Azusa,CA,Municipal,.,.,.,11.754,0.08,146.925,.,.,.,16546,12.5,N,.,.,.,.,.,.,.,,,.,
2014,1062,BARC Electric Coop Inc,VA,Cooperative,471.65,2.705,174.36229,118.35,1.704,69.454225,418.768,2.57,162.94475,12669,25,Y,.,.,.,.,.,.,.,,,.,
2014,1149,Baldwin County El Member Corp,AL,Cooperative,99.728,1.3,76.713846,67.89,1.13,60.079646,98.651,1.18,83.602542,69738,12.5,Y,.,.,.,.,.,.,.,,,.,
2014,1167,Baltimore Gas & Electric Co,MD,Investor Owned,223,1.01,220.79208,71,0.77,92.207792,223,1.01,220.79208,1245225,34.5,Y,.,.,.,.,.,.,.,,,.,
2014,1175,"Bandera Electric Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,52,0.444,117.11712,.,.,.,33077,N,F,24,Y
2014,1179,Emera Maine,ME,Investor Owned,2155,3.919,549.88517,354,2.673,132.43547,2155,3.919,549.88517,156265,35,Y,.,.,.,.,.,.,.,,,.,
2014,1181,City of Bangor - (WI),WI,Municipal,53,0.6,88.333333,.,.,.,.,.,.,1875,12.5,N,.,.,.,.,.,.,.,,,.,
2014,1233,City of Barnesville - (MN),MN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,27.034,0.186,145.34409,.,.,.,1300,Y,F,2.4,N
2014,1251,Barron Electric Coop,WI,Cooperative,439.02,2.268,193.57143,165.06,1.466,112.59209,439.02,1.918,228.89468,18154,12.5,Y,.,.,.,.,.,.,.,,,.,
2014,1273,"Bartlett Electric Coop, Inc",TX,Cooperative,94.33,1.367,69.005121,62.22,0.987,63.039514,50.93,0.726,70.151515,11079,24.9,N,.,.,.,.,.,.,.,,,.,
2014,1283,Bartholomew County Rural E M C,IN,Cooperative,348.28,2.1,165.84762,191.99,1.26,152.37302,348.28,2.1,165.84762,11051,12,Y,.,.,.,.,.,.,.,,,.,
2014,1300,City of Bartow - (FL),FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,61,0.57,107.01754,.,.,.,11263,N,L,35,N
2014,1325,City of Batavia - (IL),IL,Municipal,88.191,1.279,68.953088,27.45,0.525,52.285714,88.191,1.279,68.953088,10888,34.5,N,.,.,.,.,.,.,.,,,.,
2014,1458,"Beauregard Electric Coop, Inc",LA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,456.6,3.88,117.68041,241.8,1.87,129.30481,41225,N,F,24.9,Y
2014,1529,"Beltrami Electric Coop, Inc",MN,Cooperative,133.08,1.28,103.96875,108.19,1.18,91.686441,127.38,1.02,124.88235,20484,12.5,Y,.,.,.,.,.,.,.,,,.,
2014,1579,PUD No 1 of Benton County,WA,Political Subdivision,28.7,0.26,110.38462,21.9,0.21,104.28571,.,.,.,49933,15,Y,.,.,.,.,.,.,.,,,.,
2014,1591,"Big Country Electric Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,173,.,.,.,.,.,12856,N,L,69,Y
2014,1613,Berkeley Electric Coop Inc,SC,Cooperative,1352.1,3.48,388.53448,160,2.08,76.923077,1350.6,3.35,403.16418,87810,25,Y,.,.,.,.,.,.,.,,,.,
2014,1625,Benton Rural Electric Assn,WA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,57,1.4,40.714286,.,.,.,15591,N,L,34.5,N
2014,1675,Big Horn Rural Electric Co,WY,Cooperative,147.07,1.02,144.18627,.,.,.,.,.,.,3787,7.2,N,.,.,.,.,.,.,.,,,.,
2014,1708,Big Sandy Rural Elec Coop Corp,KY,Cooperative,287.6,2.2,130.72727,196.5,1.9,103.42105,274.2,2.1,130.57143,13000,7.6,N,.,.,.,.,.,.,.,,,.,
2014,1723,"Big Bend Electric Coop, Inc",WA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,164,1.2,136.66667,109,0.98,111.22449,8833,N,O,24.9,N
2014,1763,"Black River Electric Coop, Inc - (SC)",SC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,817,1.23,664.22764,45,0.58,77.586207,31814,N,L,12.5,N
2014,1886,Blue Grass Energy Coop Corp,KY,Cooperative,257.8,1.54,167.4026,122.9,1.22,100.7377,183.23,1.22,150.18852,55614,25,Y,.,.,.,.,.,.,.,,,.,
2014,1889,Blue Ridge Elec Member Corp - (NC),NC,Cooperative,79.5,0.97,81.958763,65.5,0.95,68.947368,79.5,0.97,81.958763,73660,15,Y,.,.,.,.,.,.,.,,,.,
2014,1890,Blue Ridge Electric Coop Inc - (SC),SC,Cooperative,115.82,.,.,113.65,.,.,103.11,.,.,63819,7.2,N,.,.,.,.,.,.,.,,,.,
2014,1892,"Bluebonnet Electric Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,121.8,1.29,94.418605,.,.,.,86882,N,L,24.9,Y
2014,1898,"Bon Homme Yankton El Assn, Inc",SD,Cooperative,122.53,1.81,67.696133,.,.,.,.,.,.,3600,12.5,Y,.,.,.,.,.,.,.,,,.,
2014,1936,Bolivar Energy Authority,TN,Municipal,174.819,1.688,103.56576,44.464,.,.,.,.,.,11059,12.5,N,.,.,.,.,.,.,.,,,.,
2014,2001,Boone Electric Coop,MO,Cooperative,121.03,0.96,126.07292,52.29,0.66,79.227273,121.03,0.96,126.07292,30754,13.2,N,.,.,.,.,.,.,.,,,.,
2014,2049,"Bowie-Cass Electric Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,958,.,.,439,.,.,35950,N,O,12.5,Y
2014,2054,City of Bowling Green - (OH),OH,Municipal,6489.888,0.803,8082.0523,.,0.021,.,.,.,.,14643,12.5,N,.,.,.,.,.,.,.,,,.,
2014,2056,City of Bowling Green - (KY),KY,Municipal,.,.,.,.,.,.,.,.,.,.,.,,69.98,1.34,52.223881,69.98,1.34,52.223881,28981,N,L,12.5,N
2014,2089,Bozrah Light & Power Company,CT,Municipal,64,1,64,64,1,64,64,1,64,2663,69,N,.,.,.,.,.,.,.,,,.,
2014,2144,Town of Braintree - (MA),MA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,2,0.072,27.777778,.,.,.,16309,N,F,13.8,Y
2014,2212,"Broad River Electric Coop, Inc",SC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,114.6,.,.,114.6,.,.,20573,N,F,12.5,Y
2014,2247,City of Bristol - (TN),TN,Municipal,50.47,1.11,45.468468,34.54,0.74,46.675676,50.47,1.11,45.468468,32989,69,N,.,.,.,.,.,.,.,,,.,
2014,2248,Bristol Virginia Utilities,VA,Municipal,46.086,0.012,3840.5,23.67,0.008,2958.75,46.086,0.012,3840.5,16619,13.2,Y,.,.,.,.,.,.,.,,,.,
2014,2316,Brown County Rural Elec Assn,MN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,20,0.32,62.5,20,0.32,62.5,3931,N,L,12,N
2014,2409,Brownsville Public Utilities Board,TX,Municipal,11,0.1,110,.,.,.,.,.,.,49600,12.5,N,.,.,.,.,.,.,.,,,.,
2014,2442,City of Bryan - (TX),TX,Municipal,.,.,.,.,.,.,.,.,.,.,.,,19,0.28,67.857143,.,.,.,52504,N,F,12.5,Y
2014,2485,City of Buffalo - (MN),MN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,2.769,0.039,71,.,.,.,5741,y,L,12,N
2014,2507,City of Burbank Water and Power,CA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,10,0.235,42.553191,10,0.235,42.553191,52500,N,L,34.5,N
2014,2548,City of Burlington Electric - (VT),VT,Municipal,.,.,.,.,.,.,.,.,.,.,.,,.,1.3,.,.,1.1,.,20538,Y,F,13.8,Y
2014,2641,"Butler Rural El Coop Assn, Inc - (KS)",KS,Cooperative,80.28,0.94,85.404255,80.28,0.94,85.404255,62.1,0.73,85.068493,7233,12.5,Y,.,.,.,.,.,.,.,,,.,
2014,2651,Butler Rural Electric Coop Inc - (OH),OH,Cooperative,164.67,1.71,96.298246,97.34,1.11,87.693694,110.07,0.76,144.82895,11215,12,Y,.,.,.,.,.,.,.,,,.,
2014,2652,Butler County Rural Elec Coop - (IA),IA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,111,0.588,188.77551,32,0.397,80.604534,5069,N,F,12.5,N
2014,2655,"Butte Electric Coop, Inc",SD,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,14,0.15,93.333333,14,0.15,93.333333,5465,N,L,15,N
2014,2812,City of Calhoun - (GA),GA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,49,1.017,48.180924,21,0.569,36.906854,5164,Y,F,7.2,N
2014,2849,Central Electric Power Assn - (MS),MS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,269.82,.,.,160.56,.,.,35601,N,L,24.9,N
2014,2911,"Canadian Valley Elec Coop, Inc",OK,Cooperative,36.23,0.319,113.57367,.,.,.,.,.,.,24649,24.9,Y,.,.,.,.,.,.,.,,,.,
2014,2955,Canby Utility Board,OR,Municipal,.,.,.,.,.,.,.,.,.,.,.,,24,0.37,64.864865,20,0.3,66.666667,6811,N,F,12.5,N
2014,2960,"Caney Fork Electric Coop, Inc",TN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,194.4,.,.,194.4,.,.,31941,N,L,26,N
2014,2961,"Caney Valley El Coop Assn, Inc",KS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,308.03,3.385,90.998523,282.45,3.347,84.389005,5574,N,F,7.2,N
2014,2982,Cape Hatteras Elec Member Corp,NC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,512,3.51,145.86895,363,3.18,114.15094,7608,N,F,34.5,N
2014,2985,"Capital Electric Coop, Inc",ND,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,25.2,.,.,24.7,.,.,18294,N,F,7.2,Y
2014,2998,"Carbon Power & Light, Inc",WY,Cooperative,428.9,2.96,144.89865,355.7,2.79,127.49104,403.8,2.4,168.25,6313,25,Y,.,.,.,.,.,.,.,,,.,
2014,3046,Duke Energy Progress - (NC),NC,Investor Owned,469,1.86,252.15054,124,1.22,101.63934,449,1.68,267.2619,1312953,35,Y,.,.,.,.,.,.,.,,,.,
2014,3046,Duke Energy Progress - (NC),SC,Investor Owned,2132,3.24,658.02469,128,1.42,90.140845,2104,3.09,680.90615,165121,35,Y,.,.,.,.,.,.,.,,,.,
2014,3076,"Carroll Electric Coop, Inc - (OH)",OH,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,513,.,.,331,.,.,11846,N,F,12.5,Y
2014,3081,Carroll Electric Member Corp - (GA),GA,Cooperative,281,2.14,131.30841,97,1.46,66.438356,278,2.12,131.13208,49635,24.9,Y,.,.,.,.,.,.,.,,,.,
2014,3093,Carroll Electric Coop Corp - (AR),AR,Cooperative,144.6,1.65,87.636364,109.8,1.48,74.189189,.,.,.,80378,34.5,Y,.,.,.,.,.,.,.,,,.,
2014,3113,City of Carthage - (MO),MO,Municipal,45.813,1.131,40.506631,45.813,1.131,40.506631,45.813,1.131,40.506631,7468,13.2,Y,.,.,.,.,.,.,.,,,.,
2014,3203,Cedar Falls Utilities,IA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,34,0.97,35.051546,.,.,.,18710,Y,L,69,N
2014,3208,Cedarburg Light & Water Comm,WI,Municipal,.,.,.,.,.,.,.,.,.,.,.,,47.614,0.322,147.86957,.,.,.,6197,N,F,24.9,N
2014,3222,Central Alabama Electric Coop,AL,Cooperative,159,.,.,130,.,.,150,.,.,42020,24.9,Y,.,.,.,.,.,.,.,,,.,
2014,3226,"Central Rural Electric Cooperative, Inc",OK,Cooperative,256.83,1.63,157.56442,225.67,1.6,141.04375,251.15,1.56,160.99359,19722,25,Y,.,.,.,.,.,.,.,,,.,
2014,3245,"Central Florida Elec Coop, Inc",FL,Cooperative,227.96,.,.,167.93,.,.,223.77,.,.,32593,25,Y,.,.,.,.,.,.,.,,,.,
2014,3248,Central Georgia El Member Corp,GA,Cooperative,479,2.67,179.40075,106,1.34,79.104478,461,2.36,195.33898,52913,25,Y,.,.,.,.,.,.,.,,,.,
2014,3250,Central Electric Membership Corp. - (NC),NC,Cooperative,418.54,.,.,117.74,.,.,117.74,.,.,22051,25,Y,.,.,.,.,.,.,.,,,.,
2014,3264,Central Lincoln People's Ut Dt,OR,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,47.7,0.199,239.69849,.,.,.,38500,N,O,.,Y
2014,3265,Cleco Power LLC,LA,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,141.6,1.67,84.790419,141.6,1.67,84.790419,280439,N,F,34.6,Y
2014,3266,Central Maine Power Co,ME,Investor Owned,745.8,5.31,140.45198,197.4,1.8,109.66667,745.8,5.31,140.45198,614277,34.5,N,.,.,.,.,.,.,.,,,.,
2014,3268,Central Missouri Elec Coop Inc,MO,Cooperative,141.258,.,.,125.391,.,.,141.258,.,.,10558,25,N,.,.,.,.,.,.,.,,,.,
2014,3273,"Central New Mexico El Coop, Inc",NM,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,266,1.822,145.99341,205,1.514,135.40291,17516,N,F,25,Y
2014,3278,AEP Texas Central Company,TX,Investor Owned,182.3,1.887,96.608373,136.7,1.449,94.340925,157.8,1.416,111.44068,813976,35,Y,.,.,.,.,.,.,.,,,.,
2014,3287,"Central Valley Elec Coop, Inc",NM,Cooperative,66.6,0.342,194.73684,66.6,0.342,194.73684,62.94,0.291,216.28866,15040,25,N,.,.,.,.,.,.,.,,,.,
2014,3291,Central Virginia Electric Coop,VA,Cooperative,432.6,2.97,145.65657,350.4,.,.,277.2,.,.,35323,24.9,Y,.,.,.,.,.,.,.,,,.,
2014,3295,City of Centralia - (WA),WA,Municipal,104.398,0.7,149.14,74.421,0.6,124.035,104.398,0.7,149.14,10030,12.5,Y,.,.,.,.,.,.,.,,,.,
2014,3314,"Chariton Valley Elec Coop, Inc",IA,Cooperative,38,0.59,64.40678,38,0.59,64.40678,.,.,.,5806,24.9,N,.,.,.,.,.,.,.,,,.,
2014,3329,Borough of Chambersburg,PA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,29,1.52,19.078947,21,1.5,14,11199,Y,F,12.5,N
2014,3355,City of Chanute,KS,Municipal,.,.,.,.,.,.,.,.,.,.,.,,6,0.08,75,.,.,.,5660,N,L,12.5,N
2014,3390,"Caddo Electric Coop, Inc",OK,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,239,3.25,73.538462,239,3.25,73.538462,17876,N,L,24.9,Y
2014,3400,City of Chaska - (MN),MN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,80,0.687,116.44833,.,.,.,9788,Y,F,8,N
2014,3408,City of Chattanooga - (TN),TN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,302.874,1.459,207.59013,70.169,0.778,90.191517,174149,N,F,46,Y
2014,3413,PUD No 1 of Chelan County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,97.648,0.638,153.05329,.,.,.,48799,N,F,12.5,N
2014,3420,City of Cheney - (WA),WA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,264,1.958,134.83146,.,.,.,5069,N,F,13.2,N
2014,3436,Cherryland Electric Coop Inc,MI,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,74.534,0.614,121.39088,74.534,0.614,121.39088,34206,,F,12.5,
2014,3461,Cheyenne Light Fuel & Power Co,WY,Investor Owned,106.6,1.13,94.336283,72.1,0.89,81.011236,92.3,0.953,96.852046,40742,35,N,.,.,.,.,.,.,.,,,.,
2014,3477,City of Chicopee - (MA),MA,Municipal,4.621,0.054,85.574074,.,.,.,.,.,.,25750,13.8,N,.,.,.,.,.,.,.,,,.,
2014,3478,Cimarron Electric Coop,OK,Cooperative,13.069,0.142,92.035211,8.744,0.088,99.363636,13.019,0.141,92.333333,15511,24.9,Y,.,.,.,.,.,.,.,,,.,
2014,3486,Chillicothe Municipal Utils,MO,Municipal,.,.,.,.,.,.,.,.,.,.,.,,15,0.109,137.61468,15,0.109,137.61468,4565,Y,F,7.2,N
2014,3502,"Choctawhatche Elec Coop, Inc",FL,Cooperative,129.4,1.47,88.027211,104,1.29,80.620155,128.9,1.27,101.49606,46655,12.5,Y,.,.,.,.,.,.,.,,,.,
2014,3503,"Choptank Electric Coop, Inc",MD,Cooperative,119.87,1.2,99.891667,119.87,1.2,99.891667,69.94,0.89,78.58427,52485,69,Y,.,.,.,.,.,.,.,,,.,
2014,3542,Duke Energy Ohio Inc,OH,Investor Owned,145.41,1.29,112.72093,111.89,1.15,97.295652,136.92,1.11,123.35135,697677,34.5,N,.,.,.,.,.,.,.,,,.,
2014,3597,Citizens Electric Co - (PA),PA,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,71,0.88,80.681818,17,0.19,89.473684,6889,N,F,12.5,Y
2014,3600,Citizens Electric Corporation - (MO),MO,Cooperative,118,.,.,85,.,.,118,.,.,26688,13.2,Y,.,.,.,.,.,.,.,,,.,
2014,3634,City of Nixa - (MO),MO,Municipal,43.212,0.812,53.216749,.,.,.,43.212,0.812,53.216749,9100,12.5,N,.,.,.,.,.,.,.,,,.,
2014,3644,PUD No 1 of Clallam County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,225,1.18,190.67797,109,.,.,30663,N,L,34,Y
2014,3660,PUD No 1 of Clark County - (WA),WA,Political Subdivision,210.5,1.465,143.68601,34.736,0.557,62.362657,165.456,1.083,152.77562,189674,12.5,Y,.,.,.,.,.,.,.,,,.,
2014,3687,Clark Energy Coop Inc - (KY),KY,Cooperative,497.64,2.34,212.66667,156.76,1.61,97.36646,475.06,1.12,424.16071,25989,25,Y,.,.,.,.,.,.,.,,,.,
2014,3712,Clay County Electric Coop Corp,AR,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,219,2.3,95.217391,218,2.29,95.196507,12152,N,L,14.4,Y
2014,3722,Clarke Electric Coop Inc - (IA),IA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,140,1.463,95.69378,140,1.463,95.69378,5270,N,F,12.5,N
2014,3739,Clearwater Power Company,ID,Cooperative,449.9,2.618,171.84874,449.9,2.618,171.84874,413.6,2.618,157.98319,10621,25,N,.,.,.,.,.,.,.,,,.,
2014,3755,Cleveland Electric Illum Co,OH,Investor Owned,222.03,1.46,152.07534,105,1.03,101.94175,148.61,1.06,140.19811,726074,36,Y,.,.,.,.,.,.,.,,,.,
2014,3757,"Clay Electric Cooperative, Inc",FL,Cooperative,210,3.8,55.263158,180,3.2,56.25,174,2.1,82.857143,166255,25,N,.,.,.,.,.,.,.,,,.,
2014,3762,City of Cleveland - (OH),OH,Municipal,41.88,0.08,523.5,.,.,.,.,.,.,72511,13.8,N,.,.,.,.,.,.,.,,,.,
2014,3764,Clearwater-Polk Elec Coop Inc,MN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,77,.,.,73,.,.,4391,N,L,12.5,N
2014,3774,City of Clewiston,FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,9,0.09,100,.,.,.,4000,N,L,.,N
2014,3804,Clinton Combined Utility Sys,SC,Municipal,.,.,.,.,.,.,.,.,.,.,.,,70.046,0.704,99.497159,.,.,.,4127,N,L,25,N
2014,3812,City of Clinton - (TN),TN,Municipal,398.4,2.13,187.04225,112.8,1.57,71.847134,396.6,1.94,204.43299,29044,13,Y,.,.,.,.,.,.,.,,,.,
2014,3828,Cloverland Electric Co-op,MI,Cooperative,608,2.84,214.08451,254,2.01,126.36816,590,2.54,232.28346,42767,24.9,Y,.,.,.,.,.,.,.,,,.,
