|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..Part|,|Utility Characteristics..Service Type|,|Utility Characteristics.."Data Type O = Observed I = Imputed"|,|Utility Characteristics..State|,|Utility Characteristics..Ownership|,|Utility Characteristics.BA Code|,|RESIDENTIAL.Revenues.Thousand Dollars|,|RESIDENTIAL.Sales.Megawatthours|,|RESIDENTIAL.Customers.Count|,|COMMERCIAL.Revenues.Thousand Dollars|,|COMMERCIAL.Sales.Megawatthours|,|COMMERCIAL.Customers.Count|,|INDUSTRIAL.Revenues.Thousand Dollars|,|INDUSTRIAL.Sales.Megawatthours|,|INDUSTRIAL.Customers.Count|,|TRANSPORTATION.Revenues.Thousand Dollars|,|TRANSPORTATION.Sales.Megawatthours|,|TRANSPORTATION.Customers.Count|,|TOTAL.Revenues.Thousand Dollars|,|TOTAL.Sales.Megawatthours|,|TOTAL.Customers.Count|
2014,230,Albany Water Gas & Light Comm,A,Bundled,O,GA,Municipal,SOCO,39036.4,387819,31475,56603.6,579829,5618,.,.,.,.,.,.,95640,967648,37093
2014,232,City of Albemarle - (NC),A,Bundled,O,NC,Municipal,DUK,17096,129279,9791,14091,129124,2081,2977,34425,15,.,.,.,34164,292828,11887
2014,240,Albemarle Electric Member Corp,A,Bundled,O,NC,Cooperative,PJM,23887,181516,11511,4085,35920,1105,556,7483,17,.,.,.,28528,224919,12633
2014,241,Albertville Municipal Utilities Board,A,Bundled,O,AL,Municipal,TVA,11720,122141,7684,16256,158356,2354,19506,284226,16,0,0,0,47482,564723,10054
2014,261,AGC Division of APG Inc,A,Bundled,O,IN,Investor Owned,MISO,0,0,0,0,0,0,174264.8,4462895,1,0,0,0,174264.8,4462895,1
2014,276,Alcorn County Elec Power Assn,A,Bundled,O,MS,Cooperative,TVA,24700,227757,14657,20252,172827,4190,13131,229532,6,0,0,0,58083,630116,18853
2014,289,City of Alexander City,A,Bundled,O,AL,Municipal,SOCO,5914,56935,5252,4188,29077,1027,4027,48065,70,.,.,.,14129,134077,6349
2014,295,City of Alexandria - (MN),A,Bundled,O,MN,Municipal,MISO,7348.6,77148,7734,3483,37416,1635,12571.2,177182,204,.,.,.,23402.8,291746,9573
2014,296,"Alfalfa Electric Coop, Inc",A,Bundled,O,KS,Cooperative,SWPP,431,4296,218,1125,9161,719,1658,17214,21,.,.,.,3214,30671,958
2014,296,"Alfalfa Electric Coop, Inc",A,Bundled,O,OK,Cooperative,SWPP,5192,51708,2725,7997,66642,4813,51315,852479,96,.,.,.,64504,970829,7634
2014,298,City of Alexandria - (LA),A,Bundled,O,LA,Municipal,MISO,12957.6,299408,21132,15547.8,364017,3528,153.1,35820,448,.,.,.,28658.5,699245,25108
2014,305,Alger-Delta Coop Electric Assn,A,Bundled,O,MI,Cooperative,MISO,10066.1,48401,9398,2013.7,13613,549,1754.5,12288,1,0,0,0,13834.3,74302,9948
2014,307,Algoma Utility Comm,A,Bundled,O,WI,Municipal,MISO,1419.8,11346,1650,1543,13531,350,1634.8,18500,3,0,0,0,4597.6,43377,2003
2014,308,City of Acworth - (GA),A,Bundled,O,GA,Municipal,SOCO,8350,58136,5719,4596,35634,591,.,.,.,.,.,.,12946,93770,6310
2014,309,City of Algona - (IA),A,Bundled,O,IA,Municipal,WAUE,3562,30213,3033,2367,26013,671,3155,54381,14,.,.,.,9084,110607,3718
2014,329,"Allamakee-Clayton El Coop, Inc",A,Bundled,O,IA,Cooperative,MISO,15889.5,117710,9433,1631,13728,510,.,.,.,.,.,.,17520.5,131438,9943
2014,367,City of Alliance- (NE),A,Bundled,O,NE,Municipal,SWPP,4555.1,40856,4196,4868.9,42615,1010,2791.1,30822,12,.,.,.,12215.1,114293,5218
2014,392,Alpena Power Co,A,Bundled,O,MI,Investor Owned,MISO,11788,86837,13711,12163,102273,3957,10894,161629,4,.,.,.,34845,350739,17672
2014,407,Altamaha Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,32503,244571,18051,9717,82811,1818,6472,84294,184,0,0,0,48692,411676,20053
2014,416,City of Altus - (OK),A,Bundled,O,OK,Municipal,SWPP,12041,92132,8166,7514,70204,1197,2129,40954,2,.,.,.,21684,203290,9365
2014,471,Amana Society Service Co,A,Bundled,O,IA,Investor Owned,MISO,922,7279,709,969,8647,180,6081,73282,1,0,0,0,7972,89208,890
2014,540,BP Energy Company,B,Energy,O,WA,Retail Power Marketer,PSEI,.,.,.,.,.,.,37580,1094274,3,.,.,.,37580,1094274,3
2014,540,BP Energy Company,D,Bundled,O,TX,Retail Power Marketer,ERCO,.,.,.,.,.,.,4336,49404,2,.,.,.,4336,49404,2
2014,554,City of Ames - (IA),A,Bundled,O,IA,Municipal,MISO,18291.3,160204,22505,26502.1,320939,2888,11365.8,145797,8,.,.,.,56159.2,626940,25401
2014,560,City of Amherst- (OH),A,Bundled,O,OH,Municipal,PJM,5592,55601,5358,1558,13471,505,3316,34706,70,.,.,.,10466,103778,5933
2014,562,Amicalola Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,69221.8,625220,42247,13228.6,108318,4483,.,.,.,.,.,.,82450.4,733538,46730
2014,571,City of Amory,A,Bundled,O,MS,Municipal,TVA,4188,40969,2962,6423,59313,1115,3196,40520,3,0,0,0,13807,140802,4080
2014,577,City of Alcoa Utilities,A,Bundled,O,TN,Municipal,TVA,38936,383171,23757,24238,236093,4202,14,37,1,0,0,0,63188,619301,27960
2014,590,City of Anaheim - (CA),A,Bundled,O,CA,Municipal,CISO,90877,609720,98474,115922,759259,16836,131379,1097559,356,.,.,.,338178,2466538,115666
2014,599,Anchorage Municipal Light and Power,A,Bundled,O,AK,Municipal,AMPL,21435,133411,24429,113515.6,879373,6362,.,.,.,.,.,.,134950.6,1012784,30791
2014,604,City of Andalusia,A,Bundled,O,AL,Municipal,AEC,5658,43281,3664,8950,65273,977,17309,279650,2,.,.,.,31917,388204,4643
2014,636,City of Anderson - (IN),A,Bundled,O,IN,Municipal,PJM,33961,310587,30190,30227,327727,3801,15237,215148,51,.,.,.,79425,853462,34042
2014,689,Connexus Energy,A,Bundled,O,MN,Cooperative,MISO,150044.8,1164551,117213,67722,679501,11387,12401.9,135386,398,0,0,0,230168.7,1979438,128998
2014,690,City of Bardstown - (KY),A,Bundled,O,KY,Municipal,LGEE,3866,46433,3357,4193,57132,1058,6585,92827,14,.,.,.,14644,196392,4429
2014,691,City of Anoka,A,Bundled,O,MN,Municipal,MISO,9063.3,74192,10558,9093.3,95704,1319,8457.7,103903,18,.,.,.,26614.3,273799,11895
2014,694,Anza Electric Coop Inc,A,Bundled,O,CA,Cooperative,WALC,6452.2,36189,4204,2154.5,11673,317,0,0,0,.,.,.,8606.7,47862,4521
2014,719,Town of Apex- (NC),A,Bundled,O,NC,Municipal,CPLE,19078.7,165379,14829,9894.7,101187,1325,.,.,.,.,.,.,28973.4,266566,16154
2014,727,Appalachian Electric Coop,A,Bundled,O,TN,Cooperative,TVA,70387,635273,38974,26710,238247,6271,5590,79134,6,0,0,0,102687,952654,45251
2014,733,Appalachian Power Co,A,Bundled,O,VA,Investor Owned,PJM,729977,6461192,447766,370098,4013267,74952,385552,5479827,1900,.,.,.,1485627,15954286,524618
2014,733,Appalachian Power Co,A,Bundled,O,WV,Investor Owned,PJM,527296,5721741,364704,298034,3637041,66313,304901,4826478,2374,.,.,.,1130231,14185260,433391
2014,733,Appalachian Power Co,C,Delivery,O,VA,Investor Owned,PJM,.,.,.,282,35743,19,41,7722,1,.,.,.,323,43465,20
2014,750,Arab Electric Coop Inc,A,Bundled,O,AL,Cooperative,TVA,21840,205513,12373,11940,109042,2807,429,4515,1,0,0,0,34209,319070,15181
2014,803,Arizona Public Service Co,A,Bundled,O,AZ,Investor Owned,AZPS,1639834,12837752,1033728,1370781,12477518,125623,187965,2269263,3728,.,.,.,3198580,27584533,1163079
2014,814,Entergy Arkansas Inc,A,Bundled,O,AR,Investor Owned,MISO,746943,8069917,586022,475213.5,6170936,91417,420725.7,6808318,23645,8.9,86,1,1642891.1,21049257,701085
2014,814,Entergy Arkansas Inc,A,Bundled,O,TN,Investor Owned,MISO,0.4,4,1,2.9,28,3,2,17,3,.,.,.,5.3,49,7
2014,817,Arkansas Valley Elec Coop Corp,A,Bundled,O,AR,Cooperative,SWPP,77638.6,738355,49494,15885.8,162884,3581,14905.5,277979,22,.,.,.,108429.9,1179218,53097
2014,817,Arkansas Valley Elec Coop Corp,A,Bundled,O,OK,Cooperative,SWPP,5538.9,58570,4010,2351.2,28958,485,.,.,.,.,.,.,7890.1,87528,4495
2014,828,City of Arlington - (MN),A,Bundled,O,MN,Municipal,MISO,801.9,8466,971,953.3,10054,159,.,.,.,.,.,.,1755.2,18520,1130
2014,887,"Arrowhead Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,6263,45626,3683,2931,28129,424,.,.,.,.,.,.,9194,73755,4107
2014,907,City of Ashland - (OR),A,Bundled,O,OR,Municipal,PACW,7011,85448,9643,6399,81056,1524,.,.,.,.,.,.,13410,166504,11167
2014,918,City of Aspen- (CO),A,Bundled,O,CO,Municipal,PSCO,2373,22764,1966,4191,44402,1026,.,.,.,.,.,.,6564,67166,2992
2014,942,Atchison-Holt Electric Coop,A,Bundled,O,IA,Cooperative,AECI,1432,10682,1016,556,5457,83,117,500,56,.,.,.,2105,16639,1155
2014,942,Atchison-Holt Electric Coop,A,Bundled,O,MO,Cooperative,AECI,3392,26500,2302,1381,13545,188,1954,27680,132,.,.,.,6727,67725,2622
2014,944,City of Athens - (AL),A,Bundled,O,AL,Municipal,TVA,63444,654313,36713,32384,310399,6693,8792,125666,10,0,0,0,104620,1090378,43416
2014,947,Athens Utility Board,A,Bundled,O,TN,Municipal,TVA,16391,164173,10892,16200,151041,2271,17386,277812,9,0,0,0,49977,593026,13172
2014,963,Atlantic City Electric Co,A,Bundled,O,NJ,Investor Owned,PJM,527198.1,3395705,404344,124384.6,960039,43621,7889.5,100076,532,.,.,.,659472.2,4455820,448497
2014,963,Atlantic City Electric Co,C,Delivery,O,NJ,Investor Owned,PJM,54664.3,691783,74795,186596.1,3115915,21590,34997.4,787859,399,.,.,.,276257.8,4595557,96784
2014,965,Atlantic Municipal Utilities,A,Bundled,O,IA,Municipal,MISO,3396,41597,3802,4202,57226,820,587,11137,1,.,.,.,8185,109960,4623
2014,970,Homefield Energy,B,Energy,O,IL,Retail Power Marketer,PJM,69362,977470,135535,182647,2633571,1781,16245,284492,18,.,.,.,268254,3895533,137334
2014,970,Homefield Energy,B,Energy,O,IL,Retail Power Marketer,MISO,278458,4748602,542140,148139.4,2422656,1711,139143,3447453,164,1581.6,25438,1,567322,10644149,544016
2014,993,Auburn Board of Public Works,A,Bundled,O,NE,Municipal,SWPP,2291,25721,1929,2523,30839,852,299,3695,1,.,.,.,5113,60255,2782
2014,994,City of Auburn - (IN),A,Bundled,O,IN,Municipal,PJM,4986.5,66517,6241,2577,28780,941,25963.8,346821,132,.,.,.,33527.3,442118,7314
2014,998,City of Augusta - (KS),A,Bundled,O,KS,Municipal,SWPP,4342.3,37708,3877,2004.5,18937,404,799.6,8610,22,.,.,.,7146.4,65255,4303
2014,1009,City of Austin - (MN),A,Bundled,O,MN,Municipal,MISO,10371.1,77575,10544,14263,135304,1817,8745.5,119428,1,.,.,.,33379.6,332307,12362
2014,1015,Austin Energy,A,Bundled,O,TX,Municipal,ERCO,482609.3,4267484,394027,567409.6,5453445,48016,194766.2,2781583,144,.,.,.,1244785.1,12502512,442187
2014,1024,City of Ava - (MO),A,Bundled,O,MO,Municipal,AECI,831,11257,1202,335,4309,296,1728,43807,45,.,.,.,2894,59373,1543
2014,1036,Town of Ayden - (NC),A,Bundled,O,NC,Municipal,CPLE,6369.6,47197,3396,3370.9,27531,484,3113.2,31413,1,.,.,.,12853.7,106141,3881
2014,1050,City of Azusa,A,Bundled,O,CA,Municipal,CISO,10495,79069,14185,15623,82067,1737,10343,89144,33,.,.,.,36461,250280,15955
2014,1062,BARC Electric Coop Inc,A,Bundled,O,VA,Cooperative,PJM,16514.1,128746,11852,5685.9,52493,777,.,.,.,.,.,.,22200,181239,12629
2014,1101,Bagley Public Utilities Comm,A,Bundled,O,MN,Municipal,MISO,702.8,6635,544,399.7,3990,146,1403.8,14631,69,.,.,.,2506.3,25256,759
2014,1148,City of Baldwin City- (KS),A,Bundled,O,KS,Municipal,SWPP,2358.2,16794,1650,2123.3,16211,236,.,.,.,.,.,.,4481.5,33005,1886
2014,1149,Baldwin County El Member Corp,A,Bundled,O,AL,Cooperative,AEC,107206,911009,63737,45592,450541,6669,.,.,.,.,.,.,152798,1361550,70406
2014,1167,Baltimore Gas & Electric Co,A,Bundled,O,MD,Investor Owned,PJM,1223991,8927905,801160,399082,3147168,64114,21617,195402,2939,.,.,.,1644690,12270475,868213
2014,1167,Baltimore Gas & Electric Co,C,Delivery,O,MD,Investor Owned,PJM,180269,4046074,322791,344958,12840271,55155,25974,1109988,2584,2051,295273,3,553252,18291606,380533
2014,1169,Bailey County Elec Coop Assn,A,Bundled,O,TX,Cooperative,SWPP,3161,24823,3439,4272,37946,747,26725,233297,4668,.,.,.,34158,296066,8854
2014,1175,"Bandera Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,51826,425916,28661,16246,130513,4687,1587,20874,55,.,.,.,69659,577303,33403
2014,1176,City of Bandon - (OR),A,Bundled,O,OR,Municipal,BPAT,2473.3,31413,3081,2229.3,27349,870,143,1438,5,.,.,.,4845.6,60200,3956
2014,1179,Emera Maine,C,Delivery,O,ME,Investor Owned,NBSO,14440,190259,29696,7975,104528,6375,6795,224427,188,.,.,.,29210,519214,36259
2014,1179,Emera Maine,C,Delivery,O,ME,Investor Owned,ISNE,61321,615547,102028,48001,606162,17781,11449,291937,46,.,.,.,120771,1513646,119855
2014,1181,City of Bangor - (WI),A,Bundled,O,WI,Municipal,MISO,1509,12223,1413,1184,9959,451,503,5156,7,0,0,0,3196,27338,1871
2014,1192,City of Banning - (CA),A,Bundled,O,CA,Municipal,CISO,13162.2,67086,10748,11359.3,56371,1113,2957.7,20044,11,0,0,0,27479.2,143501,11872
2014,1196,Village of Baraga - (MI),A,Bundled,O,MI,Municipal,MISO,386.5,3036,647,1893.5,15711,221,0,0,0,0,0,0,2280,18747,868
2014,1201,Barbourville Utility Comm,A,Bundled,O,KY,Municipal,LGEE,3931.1,41958,3451,685.1,7508,515,3470.3,46030,188,0,.,.,8086.5,95496,4154
2014,1233,City of Barnesville - (MN),A,Bundled,O,MN,Municipal,MISO,1749,18396,1167,494,4950,138,.,.,.,.,.,.,2243,23346,1305
2014,1251,Barron Electric Coop,A,Bundled,O,WI,Cooperative,MISO,25929.9,207970,17762,3167.5,31636,203,6982.9,105663,140,.,.,.,36080.3,345269,18105
2014,1273,"Bartlett Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,18205.2,156589,10174,4024.1,34220,903,776.7,8734,3,.,.,.,23006,199543,11080
2014,1276,"Barrow Utils & Elec Coop, Inc",A,Bundled,O,AK,Cooperative,,1413.7,11679,1490,4141.5,39665,413,.,.,.,.,.,.,5555.2,51344,1903
2014,1279,Barry Electric Coop,A,Bundled,O,MO,Cooperative,AECI,11395.2,115995,8465,4216.9,50583,1290,1042,14956,2,.,.,.,16654.1,181534,9757
2014,1283,Bartholomew County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,20205.2,160051,10574,4229.5,39580,645,17002.1,216083,9,.,.,.,41436.8,415714,11228
2014,1300,City of Bartow - (FL),A,Bundled,O,FL,Municipal,FPC,17376,127344,10141,9038,68667,1432,8649,66678,284,.,.,.,35063,262689,11857
2014,1301,"Barton County Elec Coop, Inc",A,Bundled,O,MO,Cooperative,AECI,10105,79115,5010,4399,38803,1352,1758,29583,5,.,.,.,16262,147501,6367
2014,1307,Basin Electric Power Coop,A,Bundled,O,ND,Cooperative,WACM,.,.,.,.,.,.,85297,1142685,1,.,.,.,85297,1142685,1
2014,1307,Basin Electric Power Coop,A,Bundled,O,SD,Cooperative,WACM,.,.,.,538,4787,1,.,.,.,.,.,.,538,4787,1
2014,1307,Basin Electric Power Coop,A,Bundled,O,WY,Cooperative,PACE,.,.,.,33,577,1,.,.,.,.,.,.,33,577,1
2014,1325,City of Batavia - (IL),A,Bundled,O,IL,Municipal,PJM,11965,90185,9542,17724,160588,1335,18061,222711,11,.,.,.,47750,473484,10888
2014,1366,City of Bay City - (MI),A,Bundled,O,MI,Municipal,MISO,15069.7,128922,17696,14138.5,127272,2226,5295,53886,134,.,.,.,34503.2,310080,20056
2014,1367,"Bayfield Electric Coop, Inc",A,Bundled,O,MI,Cooperative,MISO,46,161,66,.,.,.,.,.,.,.,.,.,46,161,66
2014,1367,"Bayfield Electric Coop, Inc",A,Bundled,O,WI,Cooperative,MISO,11743,73209,8770,854,9015,53,.,.,.,.,.,.,12597,82224,8823
2014,1417,"Beartooth Electric Coop, Inc",A,Bundled,O,MT,Cooperative,NWMT,8055,47115,5040,1265,8307,330,215,1551,53,.,.,.,9535,56973,5423
2014,1417,"Beartooth Electric Coop, Inc",A,Bundled,O,WY,Cooperative,NWMT,649,3996,380,292,2347,64,.,.,.,.,.,.,941,6343,444
2014,1427,City of Beatrice - (NE),A,Bundled,O,NE,Municipal,SWPP,6713,72663,5800,2504,26974,870,5607,72519,123,.,.,.,14824,172156,6793
2014,1456,Town of Bedford - (VA),A,Bundled,O,VA,Municipal,PJM,9327,87509,5725,4685,44131,880,6428,94922,29,0,0,0,20440,226562,6634
2014,1458,"Beauregard Electric Coop, Inc",A,Bundled,O,LA,Cooperative,MISO,59894,631030,38054,26793,412352,3173,.,.,.,.,.,.,86687,1043382,41227
2014,1523,Town of Belmont - (MA),A,Bundled,O,MA,Municipal,ISNE,13963,72023,10347,4889,25139,900,4730,27870,32,.,.,.,23582,125032,11279
2014,1525,City of Beloit - (KS),A,Bundled,O,KS,Municipal,SWPP,2174,17122,2313,1577,12172,469,1687,17658,33,.,.,.,5438,46952,2815
2014,1529,"Beltrami Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,36373,318456,19117,8611,81270,1390,5.4,43,16,0,0,0,44989.4,399769,20523
2014,1566,City of Bennettsville - (SC),A,Bundled,O,SC,Municipal,SC,6379,48423,3999,4277,41395,532,.,.,.,.,.,.,10656,89818,4531
2014,1573,City of Benson - (MN),A,Bundled,O,MN,Municipal,MISO,1394.5,15530,1521,531.2,5114,266,1163.3,14900,52,.,.,.,3089,35544,1839
2014,1578,Benton County,A,Bundled,O,TN,Municipal,TVA,13768,118287,8511,7368,59126,1779,2529,30881,3,0,0,0,23665,208294,10293
2014,1579,PUD No 1 of Benton County,A,Bundled,O,WA,Political Subdivision,BPAT,52862,696804,41758,34445,540006,7504,26044,544512,791,.,.,.,113351,1781322,50053
2014,1581,City of Benton - (AR),A,Bundled,O,AR,Municipal,MISO,13125.9,131682,11286,5657,66598,1677,3491.4,41713,22,.,.,.,22274.3,239993,12985
2014,1582,City of Benton - (KY),A,Bundled,O,KY,Municipal,TVA,2885,25046,1827,3766,33907,670,999,11671,1,0,0,0,7650,70624,2498
2014,1586,City of Bentonville - (AR),A,Bundled,O,AR,Municipal,SWPP,20474,204331,17187,32678,416131,2749,.,.,.,.,.,.,53152,620462,19936
2014,1591,"Big Country Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,10159,77555,8392,18225,161641,3757,2248,21741,707,.,.,.,30632,260937,12856
2014,1601,City of Beresford,A,Bundled,O,SD,Municipal,WAUE,1099,9584,913,500,4926,232,1285,14274,16,.,.,.,2884,28784,1161
2014,1611,"Linde Energy Services, Inc.",B,Energy,O,DE,Retail Power Marketer,PJM,0,0,0,0,0,0,14583,238365,1,0,0,0,14583,238365,1
2014,1611,"Linde Energy Services, Inc.",B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0,0,0,0,10669,241548,4,0,0,0,10669,241548,4
2014,1611,"Linde Energy Services, Inc.",B,Energy,O,ME,Retail Power Marketer,ISNE,0,0,0,0,0,0,5028,93869,1,0,0,0,5028,93869,1
2014,1611,"Linde Energy Services, Inc.",B,Energy,O,NJ,Retail Power Marketer,PJM,0,0,0,0,0,0,943,9661,3,0,0,0,943,9661,3
2014,1611,"Linde Energy Services, Inc.",B,Energy,O,NY,Retail Power Marketer,NYIS,0,0,0,0,0,0,2532,41576,3,0,0,0,2532,41576,3
2014,1611,"Linde Energy Services, Inc.",B,Energy,O,OH,Retail Power Marketer,PJM,0,0,0,0,0,0,4448,94781,4,0,0,0,4448,94781,4
2014,1611,"Linde Energy Services, Inc.",B,Energy,O,PA,Retail Power Marketer,PJM,0,0,0,0,0,0,39782,681773,4,0,0,0,39782,681773,4
2014,1613,Berkeley Electric Coop Inc,A,Bundled,O,SC,Cooperative,SC,159002,1269704,78764,30054,244465,9179,45083,581482,168,.,.,.,234139,2095651,88111
2014,1625,Benton Rural Electric Assn,A,Bundled,O,WA,Cooperative,BPAT,18854,235720,12287,8109,128055,1413,12765,216757,1891,.,.,.,39728,580532,15591
2014,1640,City of Bessemer Utilities,A,Bundled,O,AL,Municipal,TVA,12883,120930,9314,19902,181439,1782,1634,20464,1,0,0,0,34419,322833,11097
2014,1651,Bethel Utilities Corp,A,Bundled,O,AK,Investor Owned,,2066.7,3598,1692,5685.1,10335,970,.,.,.,.,.,.,7751.8,13933,2662
2014,1675,Big Horn Rural Electric Co,A,Bundled,O,MT,Cooperative,WACM,46,340,39,290,2206,31,1559,13840,1,.,.,.,1895,16386,71
2014,1675,Big Horn Rural Electric Co,A,Bundled,O,WY,Cooperative,WACM,3776,29233,2948,2627,27129,448,5406,58754,272,.,.,.,11809,115116,3668
2014,1683,"Big Horn County Elec Coop, Inc",A,Bundled,O,MT,Cooperative,BPAT,3549,35295,2987,2482.7,23200,696,.,.,.,.,.,.,6031.7,58495,3683
2014,1683,"Big Horn County Elec Coop, Inc",A,Bundled,O,WY,Cooperative,BPAT,273.5,2472,242,144.8,1276,53,.,.,.,.,.,.,418.3,3748,295
2014,1708,Big Sandy Rural Elec Coop Corp,A,Bundled,O,KY,Cooperative,PJM,20353,180609,12015,4715,43528,1078,1603,20211,9,.,.,.,26671,244348,13102
2014,1723,"Big Bend Electric Coop, Inc",A,Bundled,O,WA,Cooperative,BPAT,7473.5,104716,4676,6614.6,98497,1754,18360.1,339195,2409,0,0,0,32448.2,542408,8839
2014,1736,Blachly-Lane County Coop El Assn,A,Bundled,O,OR,Cooperative,BPAT,5349,49426,3236,2744,44991,380,4094,70735,4,.,.,.,12187,165152,3620
2014,1738,Bonneville Power Administration,A,Bundled,O,ID,Federal,BPAT,.,.,.,.,.,.,1,18498,1,.,.,.,1,18498,1
2014,1738,Bonneville Power Administration,A,Bundled,O,MT,Federal,BPAT,.,.,.,.,.,.,605,4594,1,.,.,.,605,4594,1
2014,1738,Bonneville Power Administration,A,Bundled,O,OR,Federal,BPAT,.,.,.,202,4896,1,.,.,.,.,.,.,202,4896,1
2014,1738,Bonneville Power Administration,A,Bundled,O,WA,Federal,BPAT,.,.,.,31128,805053,7,120061,6324124,2,.,.,.,151189,7129177,9
2014,1763,"Black River Electric Coop, Inc - (SC)",A,Bundled,O,SC,Cooperative,SC,56313.8,481731,27712,13643.7,109807,4031,9663.9,121340,19,.,.,.,79621.4,712878,31762
2014,1764,Black Diamond Power Co,A,Bundled,O,WV,Investor Owned,PJM,5548.5,39152,3830,2015.3,17080,521,.,.,.,.,.,.,7563.8,56232,4351
