Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
April,2016-04-18,05:05:00,2016-04-20,07:55:00,Texas: Harris County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,Unknown,415103
April,2016-04-27,13:36:00,Unknown,Unknown,Tennessee,SERC,Suspected Physical Attack,Vandalism,0,0
April,2016-04-27,05:50:00,2016-04-28,01:35:00,Texas: Harris County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,Unknown,214864
April,2016-04-27,18:00:00,2016-04-27,18:05:00,Texas: Rusk County,TRE,Suspected Physical Attack,Sabotage,0,0
May,2016-05-07,07:49:00,2016-05-07,09:02:00,New York: Dutchess County;,NPCC,Suspected Physical Attack,Sabotage,0,0
May,2016-05-08,09:12:00,Unknown ,Unknown ,Washington: Clark County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Islanding,Unknown,Unknown
May,2016-05-10,20:45:00,2016-05-13,03:00:00,"Texas: Dallas County, Tarrant County, Parker County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Distribution Interruption,Unknown,85000
May,2016-05-14,21:25:00,2016-05-15,17:24:00,Missouri:,SERC,Suspected Physical Attack,Sabotage,0,0
May,2016-05-19,21:36:00,2016-05-20,01:00:00,Utah:,WECC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,System Operations,461,85179
May,2016-05-20,00:00:00,2016-05-22,05:00:00,Louisiana:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Distribution Interruption ,Unknown,85000
May,2016-05-20,01:15:00,Unknown ,Unknown ,Louisiana:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,Unknown,57184
May,2016-05-24,08:00:00,Unknown ,Unknown ,Missouri:,SERC,Suspected Physical Attack,Vandalism,0,0
May,2016-05-26,21:29:00,2016-05-27,00:40:00,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Transmission Interruption,82,56645
May,2016-05-31,07:30:00,2016-06-13,07:27:00,New York: Tompkins County;,NPCC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,150,Unknown
June,2016-06-07,12:00:00,2016-06-07,12:15:00,Utah,WECC,Suspected Physical Attack,Sabotage ,0,0
June,2016-06-14,07:59:00,2016-06-14,08:00:00,New Jersey,RFC,Suspected Physical Attack,Vandalism,0,0
June,2016-06-17,15:40:00,2016-06-18,08:34:00,"Georgia, Alabama, Mississippi, Florida",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather,304,91260
June,2016-06-17,04:30:00,2016-06-17,04:31:00,Delaware,RFC,Suspected Physical Attack,Vandalism,0,0
July,2016-07-02,04:00:00,2016-07-04,00:40:00,Oregon: Multnomah County,WECC,Suspected Physical Attack,Actual Physical Event,0,0
July,2016-07-05,02:45:00,2016-07-06,03:00:00,"Texas: Dallas County, Tarrant County",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,52000
July,2016-07-05,17:30:00,2016-07-06,16:00:00,"Minnesota, Wisconsin",MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,250000
July,2016-07-07,04:20:00,2016-07-07,08:00:00,"Kansas: Johnson County; Missouri: Jackson County, Platte County, Cass County, Buchanan County, Atchison County, Andrew County, Clay County, Nodaway County",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,58500
July,2016-07-07,05:53:00,2016-07-07,08:40:00,North Carolina: New Hanover County,SERC,Actual Physical Attack ,Vandalism,0,0
July,2016-07-08,20:50:00,2016-07-09,19:25:00,North Carolina,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,600,203345
July,2016-07-08,19:00:00,2016-07-09,00:00:00,"Michigan: Wayne County, Oakland County, Macomb County, St. Clair County, Lapeer County, Tuscola County, Sanilac County, Huron County",RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,160895
July,2016-07-08,18:00:00,Unknown,Unknown,West Virginia: Virginia,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,62961
July,2016-07-09,17:45:00,2016-07-11,14:00:00,Texas: Dallas County,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,62000
July,2016-07-12,14:10:00,2016-07-12,20:33:00,Puerto Rico,PR,Voltage Reduction,System Operations,450,218000
July,2016-07-13,13:00:00,2016-07-13,13:01:00,Washington,WECC,Suspected Physical Attack,Vandalism,0,0
July,2016-07-13,15:00:00,Unknown,Unknown,Tennessee: Shelby County,SERC,Public Appeal,System Operations,Unknown,Unknown
July,2016-07-14,17:30:00,2016-07-16,20:00:00,Oklahoma: Arkansas,SPP,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,7300
July,2016-07-14,16:30:00,2016-07-16,00:00:00,Arkansas: Louisiana: Mississippi: Texas,"SPP, SERC, TRE","Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,170244
July,2016-07-14,14:44:00,2016-07-15,04:00:00,Oklahoma,SPP,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,96966
July,2016-07-19,15:45:00,2016-07-19,19:29:00,Idaho,WECC,"Islanding, Uncontrolled Loss 300+ MW",System Operations,290,Unknown
July,2016-07-19,15:45:00,2016-07-19,19:25:00,Idaho,WECC,"Islanding, Uncontrolled Loss 300+ MW",System Operations,485,Unknown
July,2016-07-21,19:21:00,2016-07-22,00:09:00,Puerto Rico,PR,"Load Shed 100+ MW, Voltage Reduction",System Operations,200,266000
July,2016-07-21,06:18:00,2016-07-21,14:45:00,Delaware: New Castle County,RFC,Suspected Physical Attack,Suspicious Activity,0,0
July,2016-07-22,23:50:00,2016-07-23,09:10:00,Massachusetts: Connecticut: Rhode Island: New Hampshire: Vermont: Maine,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,57058
July,2016-07-23,15:15:00,2016-07-23,19:53:00,Pennsylvania: Cambria County,RFC,Voltage Reduction,System Operations,87,Unknown
July,2016-07-23,19:30:00,2016-07-24,07:30:00,Connecticut: Massachusetts: New Hampshire: Vermont: Rhode Island,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,101073
July,2016-07-25,18:51:00,2016-07-26,02:19:00,Puerto Rico,PR,Voltage Reduction,System Operations,0,0
July,2016-07-26,18:51:00,2016-07-27,01:45:00,Puerto Rico,PR,Voltage Reduction,System Operations,25,37100
July,2016-07-27,18:50:00,2016-07-28,01:38:00,Puerto Rico,PR,Voltage Reduction,System Operations,80,106300
July,2016-07-28,18:51:00,2016-07-29,02:02:00,Puerto Rico,PR,Voltage Reduction,System Operations,22,21600
July,2016-07-29,19:09:00,2016-07-29,19:57:00,Puerto Rico,PR,Voltage Reduction,System Operations,0,0
August,2016-08-04,14:15:00,2016-08-04,14:23:00,Delaware: New Castle County;,RFC,Suspected Physical Attack,Vandalism,0,0
August,2016-08-07,18:39:00,2016-08-07,20:27:00,New Mexico: Bernalillo County;,WECC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,System Operations,Unknown,Unknown
August,2016-08-10,06:00:00,Unknown,Unknown,California: Butte County;,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0
August,2016-08-11,16:30:00,2016-08-11,19:15:00,Ohio:,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,62140
August,2016-08-13,11:42:00,2016-08-13,14:07:00,South Carolina:,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,System Operations,506,0
August,2016-08-20,14:18:00,2016-08-20,21:19:00,New York:,NPCC,Actual Physical Attack,Actual Physical Event,Unknown,40000
August,2016-08-23,17:00:00,2016-08-24,00:05:00,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,72200
August,2016-08-24,18:13:00,2016-08-24,19:14:00,Puerto Rico:,PR,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,System Operations,600,400000
August,2016-08-24,19:18:00,2016-08-24,19:47:00,Washington: King County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Islanding,9232,Unknown
August,2016-08-25,18:40:00,2016-08-26,18:19:00,Oregon: Crook County;,WECC,  Suspected Physical Attack,Vandalism,0,0
August,2016-08-31,09:45:00,2016-08-31,09:55:00,Colorado:,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,0,0
August,2016-08-31,14:52:00,Unknown,Unknown,Washington: Clark County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Islanding,0,0
September,2016-09-01,22:00:00,Unknown,Unknown,Florida:,FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,100,Unknown
September,2016-09-02,00:40:00,2016-09-04,20:00:00,"Florida: Leon County, Wakulla County;",FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,450,75000
September,2016-09-02,04:00:00,2016-09-02,16:00:00,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;",FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,225,90000
September,2016-09-02,05:45:00,2016-09-03,00:30:00,Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,57000
September,2016-09-06,18:12:00,2016-09-06,21:24:00,Washington: Clark County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Islanding,300,Unknown
September,2016-09-08,08:30:00,2016-09-25,00:00:00,New York: Tompkins County;,NPCC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,210,Unknown
September,2016-09-08,14:49:00,2016-09-08,15:03:00,Washington:,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Islanding,0,0
September,2016-09-10,09:42:00,2016-09-10,09:57:00,Washington: Clark County;,WECC,Load shedding of 100 Megawatts or more implemented under emergency operational policy,Generation Inadequacy,135,Unknown
September,2016-09-11,12:05:00,2016-09-11,15:10:00,Connecticut: Massachusetts: New Hampshire: Rhode Island: Vermont: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,57960
September,2016-09-12,12:30:00,2016-09-12,17:56:00,"New Mexico: Bernalillo County, Sandoval County, Santa Fe County, Valencia County;",WECC,Load shedding of 100 Megawatts or more implemented under emergency operational policy,Generation Inadequacy,110,53753
September,2016-09-21,14:30:00,2016-09-24,02:30:00,Puerto Rico:,,Complete operational failure or shut-down of the transmission and/or distribution electrical system,System Operations,2750,1475000
September,2016-09-21,19:44:00,2016-09-21,21:17:00,Texas: Lubbock County;,TRE,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Event,0,0
September,2016-09-22,10:56:00,2016-09-22,11:41:00,Iowa: Black Hawk County;,MRO,Complete operational failure or shut-down of the transmission and/or distribution electrical system,System Operations,69,19124
September,2016-09-25,12:49:00,2016-09-25,18:20:00,"Utah: Kane County, Garfield County; Arizona: Coconino County, Mohave County",WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,20,10000
October,10/01/2016,12:24:00,10/02/2016,02:04:00,California: Mendocino County;,WECC,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations,Actual Physical Event,0,0
October,10/02/2016,23:30:00,10/05/2016,08:00:00,Utah:,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,Transmission Interruption,50,4000
October,10/03/2016,15:09:00,10/04/2016,19:00:00,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,Public Appeal,Unknown,Unknown
October,10/05/2016,11:32:00,10/05/2016,19:00:00,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,Public Appeal,Unknown,Unknown
October,10/05/2016,15:51:00,Unknown,Unknown,California: Imperial County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
October,10/06/2016,09:50:00,10/06/2016,19:00:00,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,Public Appeal,Unknown,Unknown
October,10/06/2016,19:30:00,2016-10-08,18:00:00,Florida:,FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,5600,1200000
October,10/07/2016,08:00:00,10/09/2016,13:00:00,"Florida: Alachua County, Bay County, Citrus County, Columbia County, Dixie County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;",FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,413,165000
October,10/07/2016,11:08:00,10/07/2016,19:00:00,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,Generation Inadequacy,Unknown,Unknown
October,10/07/2016,16:22:00,10/12/2016,11:00:00,Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,122,36384
October,10/07/2016,22:45:00,Unknown,Unknown,Florida:,FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,Unknown
October,10/07/2016,23:00:00,Unknown,Unknown,"South Carolina: Allendale County, Bamberg County, Beaufort County, Berkeley County, Charleston County, Chesterfield County, Clarendon County, Colleton County, Darlington County, Dorchester County, Florence County, Georgetown County, Hampton County, Horry County, Jasper County, Kershaw County, Lee County, Marion County, Marlboro County, Orangeburg County, Richland County, Sumter County, Williamsburg County;",SERC,"Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,Unknown
October,10/08/2016,08:21:00,10/13/2016,17:30:00,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,Unknown
October,10/08/2016,14:05:00,10/09/2016,06:06:00,North Carolina:,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,Severe Weather,Unknown,44875
October,10/08/2016,01:10:00,Unknown,Unknown,South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,1050,290824
October,10/10/2016,13:15:00,10/10/2016,19:00:00,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,Generation Inadequacy,Unknown,Unknown
October,10/12/2016,12:09:00,10/12/2016,13:16:00,Nevada: Clark County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,4,1671
October,10/18/2016,14:06:00,10/21/2016,15:00:00,"Oregon: Deschutes County, Lake County;",WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
October,10/20/2016,12:30:00,10/20/2016,12:31:00,Oregon:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
October,10/25/2016,07:40:00,10/27/2016,07:40:00,Tennessee: Shelby County;,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
October,10/26/2016,05:26:00,10/26/2016,05:27:00,Wyoming: Sweetwater County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
October,10/28/2016,13:29:00,10/28/2016,13:38:00,California: Plumas County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Islanding,4,482
October,2016-10-31,08:06:00,10/31/2016,15:53:00,North Carolina: Stokes County;,SERC,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations,Actual Physical Event,0,0
November,11/09/2016,11:59:00,11/09/2016,18:15:00,"California: Stanislaus County, San Joaquin County, Alameda County, Tuolumne County;",WECC,Cyber event that could potentially impact electric power system adequacy or reliability,Cyber Attack,0,0
November,11/09/2016,06:44:00,11/09/2016,07:44:00,California:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
November,11/01/2016,20:55:00,Unknown,Unknown,Washington: Clark County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,0,0
December,12/08/2016,01:00:00,12/08/2016,02:30:00,Oregon: Multnomah County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
December,12/11/2016,07:45:00,12/11/2016,07:46:00,Utah: Utah County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
December,12/13/2016,14:09:00,12/13/2016,14:30:00,California: Riverside County;,WECC,Cyber event that could potentially impact electric power system adequacy or reliability,Cyber Event,0,0
December,12/15/2016,06:30:00,Unknown,Unknown,California: Merced County;,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,Unknown,Unknown
December,12/16/2016,07:45:00,12/16/2016,08:45:00,Oregon: Multnomah County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
December,12/26/2016,04:00:00,12/26/2016,06:00:00,Washington:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
December,12/28/2016,04:03:00,12/31/2016,06:00:00,California:,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0
December,12/30/2016,08:55:00,12/30/2016,08:56:00,Vermont: Chittenden County;,NPCC,Cyber event that could potentially impact electric power system adequacy or reliability,Other,0,0
December,12/30/2016,02:30:00,12/30/2016,19:00:00,Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Weather or Natural Disaster,Unknown,85263
