Utility Characteristics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,RESIDENTIAL,Unnamed: 10,Unnamed: 11,COMMERCIAL,Unnamed: 13,Unnamed: 14,INDUSTRIAL,Unnamed: 16,Unnamed: 17,TRANSPORTATION,Unnamed: 19,Unnamed: 20,TOTAL,Unnamed: 22,Unnamed: 23
,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
Data Year,Utility Number,Utility Name,Part,Service Type,"Data Type
O = Observed
I = Imputed",State,Ownership,BA_CODE,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count,Thousand Dollars,Megawatthours,Count
2015,17896,City of Shasta Lake - (CA),A,Bundled,O,CA,Municipal,BANC,6150,36941,4151,2961.4,19293,357,9915.7,130931,2,.,.,.,19027.1,187165,4510
2015,17899,City of St Paul - (NE),A,Bundled,O,NE,Municipal,SWPP,1152,11112,954,529,4439,244,802,8908,32,.,.,.,2483,24459,1230
2015,17900,City of Saint Peter,A,Bundled,O,MN,Municipal,MISO,3548.5,26783,3777,3928.4,37432,448,2602.1,28149,6,.,.,.,10079,92364,4231
2015,17979,Stanton County Public Pwr Dist,A,Bundled,O,NE,Political Subdivision,SWPP,3174,28177,1788,1142,9357,303,7461,93517,594,0,0,0,11777,131051,2685
2015,17983,City of Staples- (MN),A,Bundled,O,MN,Municipal,MISO,1012,8680,1003,694,6095,198,560,6928,9,.,.,.,2266,21703,1210
2015,18004,City of Starke - (FL),A,Bundled,O,FL,Municipal,FPL,2743,23280,2009,5673,44561,750,.,.,.,.,.,.,8416,67841,2759
2015,18006,City of Starkville,A,Bundled,O,MS,Municipal,TVA,13274,122986,11287,16120,156145,1935,11254,143916,4,0,0,0,40648,423047,13226
2015,18019,Stearns Cooperative Elec Assn,A,Bundled,O,MN,Cooperative,MISO,39924.5,370814,23836,8763.5,86370,1531,4090.6,45041,512,.,.,.,52778.6,502225,25879
2015,18022,City of Statesville - (NC),A,Bundled,O,NC,Municipal,DUK,13832.3,114436,10575,22676.8,197346,2569,10751.1,135619,62,.,.,.,47260.2,447401,13206
2015,18047,Steele-Waseca Cooperative Electric,A,Bundled,O,MN,Cooperative,MISO,15537.8,108564,10061,6958,57915,1208,9210,119031,41,.,.,.,31705.8,285510,11310
2015,18051,Town of Steilacoom,A,Bundled,O,WA,Municipal,BPAT,2038.5,28551,2795,409.3,6364,146,.,.,.,.,.,.,2447.8,34915,2941
2015,18085,South Central Power Company,A,Bundled,O,OH,Cooperative,PJM,172282.2,1456988,108067,45066.6,409036,9081,50385.5,627235,113,.,.,.,267734.3,2493259,117261
2015,18087,Town of Sterling - (MA),A,Bundled,O,MA,Municipal,ISNE,4034.7,29391,3406,745.1,5812,232,3409.2,26485,137,.,.,.,8189,61688,3775
2015,18100,Steuben County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,10509.7,86500,9048,3501.6,32087,592,6062.1,64176,9,.,.,.,20073.4,182763,9649
2015,18102,"Steuben Rural Elec Coop, Inc",A,Bundled,O,NY,Cooperative,NYIS,8243,65854,6064,1876,21829,207,.,.,.,.,.,.,10119,87683,6271
2015,18125,Stillwater Utilities Authority,A,Bundled,O,OK,Municipal,SWPP,22455,198660,18539,18081,173469,2381,5984,78907,5,.,.,.,46520,451036,20925
2015,18126,City of Stilwell - (OK),A,Bundled,O,OK,Municipal,SWPP,1367,13734,1544,2200,25651,459,1647,34381,10,.,.,.,5214,73766,2013
2015,18177,City of Story City - (IA),A,Bundled,O,IA,Municipal,MISO,1873,15831,1666,701,4934,198,2517,30742,43,.,.,.,5091,51507,1907
2015,18181,City of Stoughton - (WI),A,Bundled,O,WI,Municipal,MISO,7467.8,63093,7659,5407.6,51752,877,2031,22747,3,0,0,0,14906.4,137592,8539
2015,18193,Direct Energy Business,B,Energy,O,CA,Retail Power Marketer,CISO,0,0,0,240723,4159796,467,15365,265519,30,0,0,0,256088,4425315,497
2015,18193,Direct Energy Business,B,Energy,O,CT,Retail Power Marketer,ISNE,0,0,0,175061,2107246,2298,0,0,0,4745.1,75180,1,179806.1,2182426,2299
2015,18193,Direct Energy Business,B,Energy,O,DC,Retail Power Marketer,PJM,0,0,0,71131,940900,4345,0,0,0,20877,333972,1,92008,1274872,4346
2015,18193,Direct Energy Business,B,Energy,O,DE,Retail Power Marketer,PJM,0,0,0,49554,727821,400,4141,57296,27,0,0,0,53695,785117,427
2015,18193,Direct Energy Business,B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0,381094,6897145,8496,0,0,0,10.5,182,1,381104.5,6897327,8497
2015,18193,Direct Energy Business,B,Energy,O,MA,Retail Power Marketer,ISNE,0,0,0,320795,3654227,4106,37664,439070,1400,0,0,0,358459,4093297,5506
2015,18193,Direct Energy Business,B,Energy,O,MD,Retail Power Marketer,PJM,0,0,0,276450,3838912,3039,77044,1258853,352,14592.4,249912,1,368086.4,5347677,3392
2015,18193,Direct Energy Business,B,Energy,O,ME,Retail Power Marketer,ISNE,0,0,0,52758,694763,1262,0,0,0,0,0,0,52758,694763,1262
2015,18193,Direct Energy Business,B,Energy,O,MI,Retail Power Marketer,MISO,0,0,0,38797,702949,270,0,0,0,0,0,0,38797,702949,270
2015,18193,Direct Energy Business,B,Energy,O,NH,Retail Power Marketer,ISNE,0,0,0,23130,309297,324,0,0,0,0,0,0,23130,309297,324
2015,18193,Direct Energy Business,B,Energy,O,NJ,Retail Power Marketer,PJM,0,0,0,501887,5871959,5085,132540,1834298,2844,6229.9,93306,1,640656.9,7799563,7930
2015,18193,Direct Energy Business,B,Energy,O,NY,Retail Power Marketer,NYIS,0,0,0,734101,9826430,9895,318482,4490800,5085,0,0,0,1052583,14317230,14980
2015,18193,Direct Energy Business,B,Energy,O,OH,Retail Power Marketer,PJM,0,0,0,489333,8414951,10102,64391,1121494,1005,2849.9,56870,1,556573.9,9593315,11108
2015,18193,Direct Energy Business,B,Energy,O,PA,Retail Power Marketer,PJM,0,0,0,669817,10016512,10098,151331,2384012,2362,0,0,0,821148,12400524,12460
2015,18193,Direct Energy Business,B,Energy,O,RI,Retail Power Marketer,ISNE,0,0,0,54625,631338,439,11195,152446,77,0,0,0,65820,783784,516
2015,18193,Direct Energy Business,D,Bundled,O,TX,Retail Power Marketer,ERCO,0,0,0,948778,12443083,19055,0,0,0,0,0,0,948778,12443083,19055
2015,18199,"Swisher Electric Coop, Inc",A,Bundled,O,TX,Cooperative,SWPP,2800,22782,3321,3070,29608,365,12508,92482,4370,0,0,0,18378,144872,8056
2015,18203,Tallapoosa River Elec Coop Inc,A,Bundled,O,AL,Cooperative,AEC,42375,357831,25342,5443,49659,901,11296,126209,9,.,.,.,59114,533699,26252
2015,18206,Strawberry Electric Serv Dist,A,Bundled,O,UT,Political Subdivision,PACE,4083.7,37494,3009,1228.7,11532,457,337.9,3862,30,0,0,0,5650.3,52888,3496
2015,18249,City of Sturgeon Bay - (WI),A,Bundled,O,WI,Municipal,MISO,6136.9,51175,7105,8461.9,82638,1664,1210.4,14452,1,0,0,0,15809.2,148265,8770
2015,18252,City of Sturgis,A,Bundled,O,MI,Municipal,PJM,6211.6,48535,6054,5380,35157,916,13362.3,135013,58,0,0,0,24953.9,218705,7028
2015,18260,Surprise Valley Electrification,A,Bundled,O,CA,Cooperative,PACW,2647.7,31678,2821,819,9484,888,4505.1,64462,864,0,0,0,7971.8,105624,4573
2015,18260,Surprise Valley Electrification,A,Bundled,O,NV,Cooperative,PACW,3.8,49,3,5.9,70,6,0,0,0,0,0,0,9.7,119,9
2015,18260,Surprise Valley Electrification,A,Bundled,O,OR,Cooperative,PACW,1226.2,15071,1153,349.9,4050,405,1130.1,15796,274,0,0,0,2706.2,34917,1832
2015,18273,City of Sullivan - (MO),A,Bundled,O,MO,Municipal,AECI,3628,39304,3088,1039,10489,579,4328,56786,119,.,.,.,8995,106579,3786
2015,18280,Sulphur Springs Valley E C Inc,A,Bundled,O,AZ,Cooperative,WALC,44923.7,339449,41438,42521.4,399928,9825,4592.7,53538,4,.,.,.,92037.8,792915,51267
2015,18304,"Sumter Electric Coop, Inc",A,Bundled,O,FL,Cooperative,SEC,268025,2167742,176255,28892,208720,15654,68907,772901,1201,.,.,.,365824,3149363,193110
2015,18305,Sumter Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,29271,237956,14680,13179,89453,5580,3676,40103,14,0,0,0,46126,367512,20274
2015,18312,Sun Prairie Utilities,A,Bundled,O,WI,Municipal,MISO,11297.5,100007,13032,12678.7,131588,1622,2467.1,29925,5,0,0,0,26443.3,261520,14659
2015,18316,"Sumner-Cowley Elec Coop, Inc",A,Bundled,O,KS,Cooperative,SWPP,7226.6,46984,3229,4403.4,29785,1181,672.1,5872,31,.,.,.,12302.1,82641,4441
2015,18330,City of Superior - (NE),A,Bundled,O,NE,Municipal,SWPP,1047,9608,1023,738,8824,302,560,6017,15,.,.,.,2345,24449,1340
2015,18336,Superior Water and Light Co,A,Bundled,O,WI,Investor Owned,MISO,9635,86971,12559,11934,139470,2029,37227,561901,116,0,0,0,58796,788342,14704
2015,18339,Surry-Yadkin Elec Member Corp,A,Bundled,O,NC,Cooperative,DUK,46909,350468,26603,2131.4,22010,242,117.3,1136,1,.,.,.,49157.7,373614,26846
2015,18360,Suwannee Valley Elec Coop Inc,A,Bundled,O,FL,Cooperative,SEC,37629,288008,22167,12999,94526,3239,7906,116505,9,.,.,.,58534,499039,25415
2015,18371,Village of Swanton - (VT),A,Bundled,O,VT,Municipal,ISNE,3299,26253,3232,3885,28717,436,.,.,.,.,.,.,7184,54970,3668
2015,18383,Taylor Electric Coop - (WI),A,Bundled,O,WI,Cooperative,MISO,7559.3,56495,4121,1215.6,11001,242,.,.,.,.,.,.,8774.9,67496,4363
2015,18384,City of Sweetwater,A,Bundled,O,TN,Municipal,TVA,11091,112416,7047,7862,73112,1826,4301,56878,4,0,0,0,23254,242406,8877
2015,18395,Sylacauga Utilities Board,A,Bundled,O,AL,Municipal,SOCO,7635.8,74024,5261,4749.2,44723,860,6344.5,72494,32,.,.,.,18729.5,191241,6153
2015,18397,City of Sylvania - (GA),A,Bundled,O,GA,Municipal,SOCO,2631.7,21766,2001,3222.3,25121,471,21183,628705,3,.,.,.,27037,675592,2475
2015,18401,"Sun River Electric Coop, Inc",A,Bundled,O,MT,Cooperative,WAUW,5690.5,43084,4456,1597.9,16527,323,2870.5,26971,980,.,.,.,10158.9,86582,5759
2015,18408,City of Syracuse - (NE),A,Bundled,O,NE,Municipal,SWPP,983,8802,1071,365,3283,193,454,5798,19,.,.,.,1802,17883,1283
2015,18429,City of Tacoma  - (WA),A,Bundled,O,WA,Municipal,TPWR,149082,1764597,155496,28268,340062,16384,137156,2476707,2677,7,501,1,314513,4581867,174558
2015,18433,Tahlequah Public Works Authority,A,Bundled,O,OK,Municipal,SWPP,6325,66261,9941,9260,117227,1567,75,835,2,.,.,.,15660,184323,11510
2015,18445,City of Tallahassee - (FL),A,Bundled,O,FL,Municipal,TAL,127685.1,1087978,99007,141908.5,1567005,18820,.,.,.,.,.,.,269593.6,2654983,117827
2015,18446,T I P Rural Electric Coop,A,Bundled,O,IA,Cooperative,MISO,9338.6,74512,5952,6734.1,78675,395,.,.,.,.,.,.,16072.7,153187,6347
2015,18447,Tallahatchie Valley E P A,A,Bundled,O,MS,Cooperative,TVA,36715,340094,21397,23194,189347,5965,10162,136308,9,0,0,0,70071,665749,27371
2015,18448,Tanner Electric Coop,A,Bundled,O,WA,Cooperative,PSEI,6807,55506,4404,3088,35445,300,.,.,.,.,.,.,9895,90951,4704
2015,18449,"Talquin Electric Coop, Inc",A,Bundled,O,FL,Cooperative,SEC,86515.9,673963,49245,19881.1,170188,3964,10081.6,110918,4,.,.,.,116478.6,955069,53213
2015,18454,Tampa Electric Co,A,Bundled,O,FL,Investor Owned,TEC,1040262.9,9045021,635403,811647.3,8091912,81724,160160.9,1869541,1586,0,0,0,2012071.1,19006474,718713
2015,18466,Town of Tarboro - (NC),A,Bundled,O,NC,Municipal,CPLE,7849,53873,4908,8528,68020,946,10185,103776,17,.,.,.,26562,225669,5871
2015,18472,City of Tarrant,A,Bundled,O,AL,Municipal,TVA,3412,29668,2148,3877,31034,590,468,5918,1,0,0,0,7757,66620,2739
2015,18476,"Tara Energy, LLC",D,Bundled,O,TX,Retail Power Marketer,ERCO,53279.1,484481,34133,127297.6,1397045,15319,0,0,0,0,0,0,180576.7,1881526,49452
2015,18488,City of Taunton,A,Bundled,O,MA,Municipal,ISNE,41555,273225,32742,28848,170813,3559,29196,220403,65,.,.,.,99599,664441,36366
2015,18498,Taylor County Rural E C C,A,Bundled,O,KY,Cooperative,PJM,29711,303138,22931,12355,138617,3207,3077,44426,10,.,.,.,45143,486181,26148
2015,18499,Three Notch Elec Member Corp,A,Bundled,O,GA,Cooperative,SEPA,20087,151885,13828,3829,28288,519,8045,48266,937,.,.,.,31961,228439,15284
2015,18525,City of Tecumseh,A,Bundled,O,NE,Municipal,SWPP,954.3,7920,809,876.9,8462,220,643.8,7485,5,.,.,.,2475,23867,1034
2015,18538,City of Tell City - (IN),A,Bundled,O,IN,Municipal,MISO,4123.9,35521,3489,4592.8,44980,709,8450.1,106860,7,0,0,0,17166.8,187361,4205
2015,18642,Tennessee Valley Authority,A,Bundled,O,AL,Federal,TVA,.,.,.,33361.3,436929,1,204802.4,4705125,11,.,.,.,238163.7,5142054,12
2015,18642,Tennessee Valley Authority,A,Bundled,O,KY,Federal,TVA,.,.,.,31556.2,441234,10,114334.7,2593882,7,.,.,.,145890.9,3035116,17
2015,18642,Tennessee Valley Authority,A,Bundled,O,MS,Federal,TVA,.,.,.,4707,40729,2,164029.9,4031305,6,.,.,.,168736.9,4072034,8
2015,18642,Tennessee Valley Authority,A,Bundled,O,NC,Federal,TVA,.,.,.,434.9,4787,1,.,.,.,.,.,.,434.9,4787,1
2015,18642,Tennessee Valley Authority,A,Bundled,O,TN,Federal,TVA,.,.,.,70866.9,1187938,8,226044.5,5275165,17,.,.,.,296911.4,6463103,25
2015,18643,Tennessee Valley Electric Coop,A,Bundled,O,TN,Cooperative,TVA,23692,217220,15905,17903,158612,3536,1220,13119,1,0,0,0,42815,388951,19442
2015,18820,City of Thief River Falls,A,Bundled,O,MN,Municipal,MISO,4541,43008,4070,5454,59237,732,3589,37963,36,.,.,.,13584,140208,4838
2015,18847,City of Thomaston - (GA),A,Bundled,O,GA,Municipal,SOCO,4769,41881,4007,5727,48534,584,2569,33556,3,.,.,.,13065,123971,4594
2015,18848,City of Thomasville - (GA),A,Bundled,O,GA,Municipal,SOCO,22146,184951,12857,34749,320637,2512,.,.,.,.,.,.,56895,505588,15369
2015,18895,Thumb Electric Coop of Mich,A,Bundled,O,MI,Cooperative,MISO,15635,130265,11220,3160,37436,984,.,.,.,.,.,.,18795,167701,12204
2015,18917,Tillamook Peoples Utility Dist,A,Bundled,O,OR,Political Subdivision,BPAT,19636,207713,18485,9044,117858,2172,5702,108633,6,.,.,.,34382,434204,20663
2015,18940,Tipmont Rural Elec Member Corp,A,Bundled,O,IN,Cooperative,MISO,39714,305851,24444,12122,114379,1670,7001,92974,7,.,.,.,58837,513204,26121
2015,18941,City of Tipp City - (OH),A,Bundled,O,OH,Municipal,PJM,5374,46886,4389,2546,21874,486,7910,85663,43,.,.,.,15830,154423,4918
2015,18942,Tipton Municipal Electric Util,A,Bundled,O,IN,Municipal,MISO,3919.9,39136,3287,2215,21969,810,7088.6,82895,83,.,.,.,13223.5,144000,4180
2015,18943,Tippah Electric Power Assn,A,Bundled,O,MS,Cooperative,TVA,16213,148130,10308,10494,89744,3158,7485,89432,8,0,0,0,34192,327306,13474
2015,18947,City of Tipton - (IA),A,Bundled,O,IA,Municipal,MISO,1146,11240,1408,1193,11660,36,1176,9968,8,.,.,.,3515,32868,1452
2015,18951,Tishomingo County E P A,A,Bundled,O,MS,Cooperative,TVA,15757,146718,10912,11888,100512,2479,2671,33507,5,0,0,0,30316,280737,13396
2015,18955,"Tri-County Electric Coop, Inc",A,Bundled,O,IL,Cooperative,MISO,32970,232908,15745,4495,39818,338,8329,98500,39,0,0,0,45794,371226,16122
2015,18956,Tri-County Elec Member Corp,A,Bundled,O,GA,Cooperative,SOCO,30195,269897,19110,5816.7,52842,2018,2322.4,40839,13,.,.,.,38334.1,363578,21141
2015,18957,Tri-County Elec Member Corp,A,Bundled,O,NC,Cooperative,CPLE,36281,327300,20464,12223,117642,4004,6872,94735,5,.,.,.,55376,539677,24473
2015,18961,Twin County Electric Pwr Assn,A,Bundled,O,MS,Cooperative,MISO,16823.2,116534,9434,5157.8,34580,1210,7962,49187,1950,.,.,.,29943,200301,12594
2015,18962,Twin Valley Electric Coop Inc,A,Bundled,O,KS,Cooperative,SWPP,3875,24987,2164,1825,9780,946,.,.,.,.,.,.,5700,34767,3110
2015,18976,Trinity Valley Elec Coop Inc,A,Bundled,O,TX,Cooperative,ERCO,116727.4,994605,60874,17591,157590,4294,4744.6,50983,6,0,0,0,139063,1203178,65174
2015,18995,Tenaska Power Services,B,Energy,O,DE,Retail Power Marketer,PJM,0,0,0,0,0,0,1708.1,30762,1,0,0,0,1708.1,30762,1
2015,18995,Tenaska Power Services,D,Bundled,O,TX,Retail Power Marketer,ERCO,0,0,0,0.5,5,1,43694.4,1212108,217,0,0,0,43694.9,1212113,218
2015,18997,The Toledo Edison Co,A,Bundled,O,OH,Investor Owned,PJM,108217.2,832380,89165,43709,337296,9769,72703.1,1407650,70,0,0,0,224629.3,2577326,99004
2015,18997,The Toledo Edison Co,C,Delivery,O,OH,Investor Owned,PJM,100974.1,1636516,181608,83041.4,1689483,27102,40240.5,4551185,437,0,0,0,224256,7877184,209147
2015,19007,Tombigbee Electric Power Assn,A,Bundled,O,MS,Cooperative,TVA,57026,553379,34873,36178,316020,7826,16660,235195,17,0,0,0,109864,1104594,42716
2015,19022,Tongue River Electric Coop Inc,A,Bundled,O,MT,Cooperative,NWMT,7553,53022,4260,1553,12483,545,3208,25336,163,.,.,.,12314,90841,4968
2015,19027,"Tombigbee Electric Coop, Inc",A,Bundled,O,AL,Cooperative,SOCO,13262,99964,8352,2152,16739,1022,.,.,.,.,.,.,15414,116703,9374
2015,19032,City of Torrington - (WY),A,Bundled,O,WY,Municipal,WACM,2464,27691,3139,3819,36081,708,2607,33312,53,.,.,.,8890,97084,3900
2015,19060,"Traverse Electric Coop, Inc",A,Bundled,O,MN,Cooperative,SWPP,3607.2,31733,1805,1179.2,11672,81,582,8094,11,.,.,.,5368.4,51499,1897
2015,19060,"Traverse Electric Coop, Inc",A,Bundled,O,ND,Cooperative,SWPP,53.8,483,28,.,.,.,.,.,.,.,.,.,53.8,483,28
2015,19060,"Traverse Electric Coop, Inc",A,Bundled,O,SD,Cooperative,SWPP,2166,19484,996,256.5,2885,26,1365.1,18487,3,.,.,.,3787.6,40856,1025
2015,19107,ENGIE Resources Inc.,B,Energy,O,CT,Retail Power Marketer,ISNE,0,0,0,80671,883435,272,20930,229204,71,0,0,0,101601,1112639,343
2015,19107,ENGIE Resources Inc.,B,Energy,O,DC,Retail Power Marketer,PJM,0,0,0,16560,217790,48,252,3317,1,0,0,0,16812,221107,49
2015,19107,ENGIE Resources Inc.,B,Energy,O,DE,Retail Power Marketer,PJM,0,0,0,3398,50015,16,4432,65227,21,0,0,0,7830,115242,37
2015,19107,ENGIE Resources Inc.,B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0,142704,2265592,171,60578,961747,72,0,0,0,203282,3227339,243
2015,19107,ENGIE Resources Inc.,B,Energy,O,MA,Retail Power Marketer,ISNE,0,0,0,90781,985849,285,85493,928420,268,0,0,0,176274,1914269,553
2015,19107,ENGIE Resources Inc.,B,Energy,O,MD,Retail Power Marketer,PJM,0,0,0,35105,480103,146,23698,324090,98,0,0,0,58803,804193,244
2015,19107,ENGIE Resources Inc.,B,Energy,O,ME,Retail Power Marketer,ISNE,0,0,0,27787,343109,225,15293,188843,124,0,0,0,43080,531952,349
2015,19107,ENGIE Resources Inc.,B,Energy,O,NJ,Retail Power Marketer,PJM,0,0,0,169782,2063507,543,40866,496676,131,0,0,0,210648,2560183,674
2015,19107,ENGIE Resources Inc.,B,Energy,O,NY,Retail Power Marketer,NYIS,0,0,0,315822,4543515,604,46775,672920,89,0,0,0,362597,5216435,693
2015,19107,ENGIE Resources Inc.,B,Energy,O,OH,Retail Power Marketer,PJM,0,0,0,69954,1280641,92,94644,1732631,125,0,0,0,164598,3013272,217
2015,19107,ENGIE Resources Inc.,B,Energy,O,PA,Retail Power Marketer,PJM,0,0,0,140287,2235647,387,93136,1484231,257,0,0,0,233423,3719878,644
2015,19107,ENGIE Resources Inc.,D,Bundled,O,TX,Retail Power Marketer,ERCO,0,0,0,380336,5956121,601,339032,5311813,536,444,9800,1,719812,11277734,1138
2015,19108,Tideland Electric Member Corp,A,Bundled,O,NC,Cooperative,PJM,32316,242498,19907,12247,110986,2755,168,1520,2,.,.,.,44731,355004,22664
2015,19119,"TransCanada Power Marketing, Ltd.",B,Energy,O,CT,Retail Power Marketer,ISNE,0,0,0,0,0,0,102871,1182681,247,0,0,0,102871,1182681,247
2015,19119,"TransCanada Power Marketing, Ltd.",B,Energy,O,MA,Retail Power Marketer,ISNE,0,0,0,0,0,0,213970,2359114,264,0,0,0,213970,2359114,264
2015,19119,"TransCanada Power Marketing, Ltd.",B,Energy,O,ME,Retail Power Marketer,ISNE,0,0,0,0,0,0,25064,304447,41,0,0,0,25064,304447,41
2015,19119,"TransCanada Power Marketing, Ltd.",B,Energy,O,NH,Retail Power Marketer,ISNE,0,0,0,0,0,0,52659,633062,111,0,0,0,52659,633062,111
2015,19119,"TransCanada Power Marketing, Ltd.",B,Energy,O,NY,Retail Power Marketer,NYIS,0,0,0,0,0,0,51604,581068,89,0,0,0,51604,581068,89
2015,19119,"TransCanada Power Marketing, Ltd.",B,Energy,O,RI,Retail Power Marketer,ISNE,0,0,0,0,0,0,34255,404706,61,0,0,0,34255,404706,61
2015,19125,City of Traverse City - (MI),A,Bundled,O,MI,Municipal,MISO,6312,55956,9202,16075,144057,3251,9475,114861,36,.,.,.,31862,314874,12489
2015,19126,"TriEagle Energy, L.P.",B,Energy,O,NJ,Retail Power Marketer,PJM,15908.5,157757,18439,17523.3,214420,991,0,0,0,0,0,0,33431.8,372177,19430
2015,19126,"TriEagle Energy, L.P.",B,Energy,O,PA,Retail Power Marketer,PJM,10696.5,118506,11074,29798.7,383090,2302,0,0,0,0,0,0,40495.2,501596,13376
2015,19126,"TriEagle Energy, L.P.",D,Bundled,O,TX,Retail Power Marketer,ERCO,81904.9,791549,54340,36413.8,425073,4512,0,0,0,0,0,0,118318.7,1216622,58852
2015,19149,City of Trenton - (TN),A,Bundled,O,TN,Municipal,TVA,2673,24578,1951,3788,35751,506,516,7947,1,0,0,0,6977,68276,2458
2015,19150,Trenton Municipal Utilities - (MO),A,Bundled,O,MO,Municipal,SWPP,3519,31598,2612,2823,30461,482,1938,23472,2,.,.,.,8280,85531,3096
2015,19154,Tri-State Electric Member Corp,A,Bundled,O,GA,Cooperative,TVA,16389,135184,11490,10003,80948,2383,0,0,0,0,0,0,26392,216132,13873
2015,19154,Tri-State Electric Member Corp,A,Bundled,O,NC,Cooperative,TVA,1549,12264,1279,164,1074,159,0,0,0,0,0,0,1713,13338,1438
2015,19154,Tri-State Electric Member Corp,A,Bundled,O,TN,Cooperative,TVA,3880,32192,2637,2068,16459,527,0,0,0,0,0,0,5948,48651,3164
2015,19156,Powder River Energy Corp,A,Bundled,O,MT,Cooperative,WACM,47.1,501,44,602.6,2489,76,6520.2,103520,63,.,.,.,7169.9,106510,183
2015,19156,Powder River Energy Corp,A,Bundled,O,WY,Cooperative,WACM,18564.1,208698,14770,66504,839982,8873,88824.8,1478188,3519,.,.,.,173892.9,2526868,27162
2015,19157,Tri-County Electric Coop,A,Bundled,O,IA,Cooperative,MISO,229.2,1537,122,19.4,124,3,.,.,.,.,.,.,248.6,1661,125
2015,19157,Tri-County Electric Coop,A,Bundled,O,MN,Cooperative,MISO,23726.4,168155,14737,6493.2,58084,929,4378,62662,19,.,.,.,34597.6,288901,15685
2015,19158,Tri-County Electric Coop Assn,A,Bundled,O,MO,Cooperative,AECI,10228,67018,5732,2731,21139,595,.,.,.,.,.,.,12959,88157,6327
2015,19159,"Tri-County Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,152795.5,1664170,87078,43812.1,525914,12319,33295.8,523908,1486,0,0,0,229903.4,2713992,100883
2015,19160,"Tri-County Electric Coop, Inc",A,Bundled,O,CO,Cooperative,SWPP,34,190,6,18,78,24,.,.,.,.,.,.,52,268,30
2015,19160,"Tri-County Electric Coop, Inc",A,Bundled,O,KS,Cooperative,SWPP,1255,9263,920,1374,11908,390,136,1440,23,.,.,.,2765,22611,1333
2015,19160,"Tri-County Electric Coop, Inc",A,Bundled,O,NM,Cooperative,SWPP,2.5,13,4,0.4,1,1,.,.,.,.,.,.,2.9,14,5
2015,19160,"Tri-County Electric Coop, Inc",A,Bundled,O,OK,Cooperative,SWPP,18454,136314,11545,34415,306151,8775,38268,488139,1272,.,.,.,91137,930604,21592
2015,19160,"Tri-County Electric Coop, Inc",A,Bundled,O,TX,Cooperative,SWPP,334,2468,169,2443,21330,122,261,2930,8,.,.,.,3038,26728,299
2015,19161,"Tri-County Electric Coop, Inc",A,Bundled,O,FL,Cooperative,SEC,24908.8,166900,15975,6880.6,48896,1521,7703.2,84382,276,0,0,0,39492.6,300178,17772
2015,19162,Tri-County Elec Member Corp,A,Bundled,O,KY,Cooperative,TVA,30007,285035,19643,24318,236225,5142,4708,73019,5,0,0,0,59033,594279,24790
2015,19162,Tri-County Elec Member Corp,A,Bundled,O,TN,Cooperative,TVA,36067,346681,21982,17948,158341,4785,2079,29232,4,0,0,0,56094,534254,26771
2015,19189,Trico Electric Cooperative Inc,A,Bundled,O,AZ,Cooperative,WALC,55828.7,428037,41506,24621.6,212457,2332,3088.9,42738,32,0,0,0,83539.2,683232,43870
2015,19219,Diverse Power Incorporated,A,Bundled,O,AL,Cooperative,SOCO,880.5,7463,537,242.8,1707,132,.,.,.,.,.,.,1123.3,9170,669
2015,19219,Diverse Power Incorporated,A,Bundled,O,GA,Cooperative,SOCO,54274.9,449032,28972,16453.3,133229,4966,6966.3,111687,14,.,.,.,77694.5,693948,33952
2015,19225,City of Troy - (AL),A,Bundled,O,AL,Municipal,SOCO,9438,98577,6452,2987,31292,1363,20416,279815,196,0,0,0,32841,409684,8011
2015,19229,Truckee Donner P U D,A,Bundled,O,CA,Political Subdivision,NEVP,11591,75004,11938,9910,65342,1482,.,.,.,.,.,.,21501,140346,13420
2015,19266,Tullahoma Board-Public Utils,A,Bundled,O,TN,Municipal,TVA,12062,125130,8679,13191,134510,1907,2943,41920,4,0,0,0,28196,301560,10590
2015,19273,City of Tupelo - (MS),A,Bundled,O,MS,Municipal,TVA,13129,142703,10640,32210,340337,4549,10164,174524,5,0,0,0,55503,657564,15194
2015,19277,TDX North Slope Generating Co,A,Bundled,O,AK,Investor Owned,,.,.,.,17429,73055,168,.,.,.,.,.,.,17429,73055,168
2015,19281,Turlock Irrigation District,A,Bundled,O,CA,Political Subdivision,TIDC,113618,709300,72777,35332,259932,24087,129217,1042026,4515,.,.,.,278167,2011258,101379
2015,19293,Southeastern Electric Coop Inc - (SD),A,Bundled,O,SD,Cooperative,SWPP,22740.5,225867,14104,10571.6,119132,1810,19925.7,282614,256,0,0,0,53237.8,627613,16170
