Utility Characteristics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Photovoltaic,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Wind,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Other,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Total,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63
2014,590,City of Anaheim - (CA),CA,4.2,4.5,.,.,8.7,873,77,.,.,950,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,4.2,4.5,0,0,8.7,873,77,0,0,950,0,0,0,0,0
2014,599,Anchorage Municipal Light and Power,AK,.,0.018,.,.,0.018,.,1,.,.,1,.,0,.,.,0,.,0.005,.,.,0.005,.,1,.,.,1,.,0.021,.,.,0.021,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0,0.023,0,0,0.023,0,2,0,0,2,0,0.021,0,0,0.021
2014,636,City of Anderson - (IN),IN,0.005,.,.,.,0.005,1,.,.,.,1,0.838,.,.,.,0.838,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.005,0,0,0,0.005,1,0,0,0,1,0.838,0,0,0,0.838
2014,689,Connexus Energy,MN,0.167,.,.,.,0.167,26,.,.,.,26,.,.,.,.,0,0.088,.,.,.,0.088,7,.,.,.,7,.,.,.,.,0,.,.,0.16,.,0.16,.,.,1,.,1,.,.,.,.,0,0.255,0,0.16,0,0.415,33,0,1,0,34,0,0,0,0,0
2014,691,City of Anoka,MN,0.008,.,.,.,0.008,2,.,.,.,2,8,.,.,.,8,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.008,0,0,0,0.008,2,0,0,0,2,8,0,0,0,8
2014,694,Anza Electric Coop Inc,CA,0.143,.,.,.,0.143,30,.,.,.,30,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.143,0,0,0,0.143,30,0,0,0,30,0,0,0,0,0
2014,719,Town of Apex- (NC),NC,0.05,.,.,.,0.05,8,0,.,.,8,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.05,0,0,0,0.05,8,0,0,0,8,0,0,0,0,0
2014,733,Appalachian Power Co,VA,1.668,1.956,0.083,.,3.707,363,41,1,.,405,792.415,74.089,0,.,866.504,0.072,0.037,.,.,0.109,20,5,.,.,25,15.338,12.296,.,.,27.634,.,1.128,.,.,1.128,.,1,.,.,1,.,2.4,.,.,2.4,1.74,3.121,0.083,0,4.944,383,47,1,0,431,807.753,88.785,0,0,896.538
2014,733,Appalachian Power Co,WV,0.213,0.293,0.005,.,0.511,51,21,1,.,73,92.318,39.902,1.156,.,133.376,0.025,0.01,.,.,0.035,6,2,.,.,8,0.238,0,.,.,0.238,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.238,0.303,0.005,0,0.546,57,23,1,0,81,92.556,39.902,1.156,0,133.614
2014,803,Arizona Public Service Co,AZ,174.6,196.86,.,.,371.46,29801,1093,.,.,30894,.,.,.,.,0,0.05,0.11,.,.,0.16,25,11,.,.,36,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,174.65,196.97,0,0,371.62,29826,1104,0,0,30930,0,0,0,0,0
2014,814,Entergy Arkansas Inc,AR,0.499,0.19,.,.,0.689,108,17,.,.,125,.,.,.,.,0,0.002,0.057,.,.,0.059,1,4,.,.,5,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.501,0.247,0,0,0.748,109,21,0,0,130,0,0,0,0,0
2014,817,Arkansas Valley Elec Coop Corp,AR,0.101,0.017,.,.,0.118,21,1,.,.,22,3.521,.,.,.,3.521,0.006,.,.,.,0.006,1,.,.,.,1,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.107,0.017,0,0,0.124,22,1,0,0,23,3.521,0,0,0,3.521
2014,887,"Arrowhead Electric Coop, Inc",MN,0.001,0.001,.,.,0.002,19,1,.,.,20,.,.,.,.,0,0.001,0,.,.,0.001,1,0,.,.,1,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.002,0.001,0,0,0.003,20,1,0,0,21,0,0,0,0,0
2014,918,City of Aspen- (CO),CO,0.046,0.05,.,.,0.096,12,6,.,.,18,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.046,0.05,0,0,0.096,12,6,0,0,18,0,0,0,0,0
2014,942,Atchison-Holt Electric Coop,MO,0.008,.,.,.,0.008,2,.,.,.,2,0.242,.,.,.,0.242,0.01,.,.,.,0.01,1,.,.,.,1,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.018,0,0,0,0.018,3,0,0,0,3,0.242,0,0,0,0.242
2014,963,Atlantic City Electric Co,NJ,50.672,76.028,20.074,.,146.774,6269,708,36,.,7013,3731.339,4100.733,232.937,.,8065.009,0.262,0.076,.,.,0.338,25,5,.,.,30,13.775,5.953,.,.,19.728,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,50.934,76.104,20.074,0,147.112,6294,713,36,0,7043,3745.114,4106.686,232.937,0,8084.737
2014,1009,City of Austin - (MN),MN,0.01,0.06,.,.,0.07,4,7,.,.,11,3.1,1.1,.,.,4.2,.,0.06,.,.,0.06,.,2,.,.,2,.,12.1,.,.,12.1,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.01,0.12,0,0,0.13,4,9,0,0,13,3.1,13.2,0,0,16.3
2014,1015,Austin Energy,TX,14.713,5.974,.,.,20.687,3574,296,.,.,3870,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,14.713,5.974,0,0,20.687,3574,296,0,0,3870,0,0,0,0,0
2014,1050,City of Azusa,CA,0.217,0.014,0.222,.,0.453,116,1,4,.,121,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.217,0.014,0.222,0,0.453,116,1,4,0,121,0,0,0,0,0
2014,1062,BARC Electric Coop Inc,VA,0.071,.,.,.,0.071,11,.,.,.,11,3.822,.,.,.,3.822,0.005,.,.,.,0.005,2,.,.,.,2,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0.076,0,0,0,0.076,13,0,0,0,13,3.822,0,0,0,3.822
2014,1167,Baltimore Gas & Electric Co,MD,32.21,29.95,.,.,62.16,5477,294,.,.,5771,1440.254,316.497,.,.,1756.751,0.054,0.01,.,.,0.064,18,3,.,.,21,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,32.264,29.96,0,0,62.224,5495,297,0,0,5792,1440.254,316.497,0,0,1756.751
2014,1175,"Bandera Electric Coop, Inc",TX,0.68,.,.,.,0.68,64,.,.,.,64,.,.,.,.,0,0.03,.,.,.,0.03,10,.,.,.,10,.,.,.,.,0,0.008,.,.,.,0.008,1,.,.,.,1,.,.,.,.,0,0.718,0,0,0,0.718,75,0,0,0,75,0,0,0,0,0
2014,1179,Emera Maine,ME,1.195,0.601,0.026,.,1.822,258,36,1,.,295,.,.,.,.,0,0.352,0.164,0.6,.,1.116,95,16,1,.,112,.,.,.,.,0,.,0.205,.,.,0.205,.,3,.,.,3,.,.,.,.,0,1.547,0.97,0.626,0,3.143,353,55,2,0,410,0,0,0,0,0
2014,1181,City of Bangor - (WI),WI,0.015,.,.,.,0.015,3,.,.,.,3,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.015,0,0,0,0.015,3,0,0,0,3,0,0,0,0,0
2014,1192,City of Banning - (CA),CA,0.709,0.251,.,.,0.96,144,7,.,.,151,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.709,0.251,0,0,0.96,144,7,0,0,151,0,0,0,0,0
2014,1251,Barron Electric Coop,WI,0.138,.,.,.,0.138,9,.,.,.,9,3.162,.,.,.,3.162,0.008,.,.,.,0.008,2,.,.,.,2,0.543,.,.,.,0.543,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.146,0,0,0,0.146,11,0,0,0,11,3.705,0,0,0,3.705
2014,1273,"Bartlett Electric Coop, Inc",TX,0.127,.,.,.,0.127,14,.,.,.,14,0,.,.,.,0,0.017,.,.,.,0.017,6,.,.,.,6,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0.144,0,0,0,0.144,20,0,0,0,20,0,0,0,0,0
2014,1283,Bartholomew County Rural E M C,IN,0.04,.,.,.,0.04,5,.,.,.,5,0.01,.,.,.,0.01,0.003,.,.,.,0.003,3,.,.,.,3,0,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.043,0,0,0,0.043,8,0,0,0,8,0.01,0,0,0,0.01
2014,1300,City of Bartow - (FL),FL,0.021,0.033,0.034,.,0.088,4,3,1,.,8,.,.,.,.,0,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.023,0.033,0.034,0,0.09,5,3,1,0,9,0,0,0,0,0
2014,1301,"Barton County Elec Coop, Inc",MO,0.025,.,.,.,0.025,3,.,.,.,3,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.025,0,0,0,0.025,3,0,0,0,3,0,0,0,0,0
2014,1367,"Bayfield Electric Coop, Inc",WI,0.09,.,.,.,0.09,17,.,.,.,17,0,.,.,.,0,0.008,.,.,.,0.008,3,.,.,.,3,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0.098,0,0,0,0.098,20,0,0,0,20,0,0,0,0,0
2014,1417,"Beartooth Electric Coop, Inc",MT,0.133,.,.,.,0.133,21,.,.,.,21,.,.,.,.,0,0.022,.,.,.,0.022,6,.,.,.,6,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.155,0,0,0,0.155,27,0,0,0,27,0,0,0,0,0
2014,1417,"Beartooth Electric Coop, Inc",WY,0.19,.,.,.,0.19,4,.,.,.,4,.,.,.,.,0,0.024,.,.,.,0.024,1,.,.,.,1,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.214,0,0,0,0.214,5,0,0,0,5,0,0,0,0,0
2014,1458,"Beauregard Electric Coop, Inc",LA,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.01,.,.,.,0.01,2,.,.,.,2,0,.,.,.,0,0.744,.,.,.,0.744,123,.,.,.,123,.,.,.,.,0,0.754,0,0,0,0.754,125,0,0,0,125,0,0,0,0,0
2014,1523,Town of Belmont - (MA),MA,0.089,0.016,0.186,.,0.291,19,2,1,.,22,53.57,1.43,.,.,55,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.089,0.016,0.186,0,0.291,19,2,1,0,22,53.57,1.43,0,0,55
2014,1529,"Beltrami Electric Coop, Inc",MN,0.072,.,.,.,0.072,11,.,.,.,11,12.8,.,.,.,12.8,0.058,.,.,.,0.058,5,.,.,.,5,9.6,.,.,.,9.6,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.13,0,0,0,0.13,16,0,0,0,16,22.4,0,0,0,22.4
2014,1579,PUD No 1 of Benton County,WA,0.227,0.044,.,.,0.271,38,5,.,.,43,91.052,5.978,.,.,97.03,0.005,0.002,.,.,0.007,2,1,.,.,3,0.36,2.298,.,.,2.658,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.232,0.046,0,0,0.278,40,6,0,0,46,91.412,8.276,0,0,99.688
2014,1586,City of Bentonville - (AR),AR,0.07,.,.,.,0.07,3,.,.,.,3,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.07,0,0,0,0.07,3,0,0,0,3,0,0,0,0,0
2014,1591,"Big Country Electric Coop, Inc",TX,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.025,.,.,.,0.025,4,.,.,.,4,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.025,0,0,0,0.025,4,0,0,0,4,0,0,0,0,0
2014,1613,Berkeley Electric Coop Inc,SC,0.162,.,.,.,0.162,29,.,.,.,29,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.162,0,0,0,0.162,29,0,0,0,29,0,0,0,0,0
2014,1625,Benton Rural Electric Assn,WA,0.16,.,.,.,0.16,31,.,.,.,31,199,.,.,.,199,0.007,.,.,.,0.007,2,.,.,.,2,1,.,.,.,1,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.167,0,0,0,0.167,33,0,0,0,33,200,0,0,0,200
2014,1675,Big Horn Rural Electric Co,WY,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.036,.,.,.,0.036,3,.,.,.,3,24.01,.,.,.,24.01,0.036,0,0,0,0.036,3,0,0,0,3,24.01,0,0,0,24.01
2014,1683,"Big Horn County Elec Coop, Inc",MT,0.02,.,.,.,0.02,3,.,.,.,3,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.02,0,0,0,0.02,3,0,0,0,3,0,0,0,0,0
2014,1723,"Big Bend Electric Coop, Inc",WA,0.034,0.007,0,0,0.041,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0.007,0,0,0.041,3,1,0,0,4,0,0,0,0,0
2014,1736,Blachly-Lane County Coop El Assn,OR,0.012,.,.,.,0.012,3,.,.,.,3,5.718,.,.,.,5.718,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.012,0,0,0,0.012,3,0,0,0,3,5.718,0,0,0,5.718
2014,1763,"Black River Electric Coop, Inc - (SC)",SC,0.008,.,.,.,0.008,2,.,.,.,2,4,.,.,.,4,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.008,0,0,0,0.008,2,0,0,0,2,4,0,0,0,4
2014,1769,"Black Hills Electric Coop, Inc",SD,0.025,0,0,0,0.025,5,0,0,0,5,10.865,0,0,0,10.865,0.005,0,0,0,0.005,1,0,0,0,1,1.27,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.03,6,0,0,0,6,12.135,0,0,0,12.135
2014,1775,Black River Electric Coop - (MO),MO,0.01,.,.,.,0.01,1,.,.,.,1,.,.,.,.,0,0.027,.,.,.,0.027,6,.,.,.,6,2.83,.,.,.,2.83,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.037,0,0,0,0.037,7,0,0,0,7,2.83,0,0,0,2.83
2014,1776,City of Black River Falls,WI,.,0.014,0,0,0.014,.,3,0,0,3,.,.,0,0,0,.,.,0,0,0,.,.,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,0,0,0,0,0.014,0,0,0.014,0,3,0,0,3,0,0,0,0,0
2014,1857,Block Island Power Co,RI,0.05,.,.,.,0.05,16,.,.,.,16,.,.,.,.,0,0.04,.,.,.,0.04,4,.,.,.,4,.,.,.,.,0,0,.,.,.,0,0,.,.,.,0,.,.,.,.,0,0.09,0,0,0,0.09,20,0,0,0,20,0,0,0,0,0
2014,1884,BENCO Electric Cooperative,MN,0.007,.,.,.,0.007,11,0,0,0,11,0.042,.,.,.,0.042,0.18,.,.,.,0.18,7,0,0,0,7,216.1,.,.,.,216.1,.,0.45,.,.,0.45,.,1,0,0,1,.,.,.,.,0,0.187,0.45,0,0,0.637,18,1,0,0,19,216.142,0,0,0,216.142
2014,1889,Blue Ridge Elec Member Corp - (NC),NC,0.1,.,.,.,0.1,40,.,.,.,40,.,.,.,.,0,0.01,.,.,.,0.01,2,.,.,.,2,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.11,0,0,0,0.11,42,0,0,0,42,0,0,0,0,0
2014,1890,Blue Ridge Electric Coop Inc - (SC),SC,0.033,0.004,.,.,0.037,54,1,.,.,55,9.84,0.002,.,.,9.842,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.033,0.004,0,0,0.037,54,1,0,0,55,9.84,0.002,0,0,9.842
2014,1892,"Bluebonnet Electric Coop, Inc",TX,0.816,0.041,.,.,0.857,92,6,.,.,98,93.013,9.44,.,.,102.453,0.066,0.016,.,.,0.082,16,3,.,.,19,4.371,.,.,.,4.371,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.882,0.057,0,0,0.939,108,9,0,0,117,97.384,9.44,0,0,106.824
2014,2001,Boone Electric Coop,MO,0.081,.,.,.,0.081,18,.,.,.,18,52.96,.,.,.,52.96,0.005,.,.,.,0.005,3,.,.,.,3,0.703,.,.,.,0.703,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.086,0,0,0,0.086,21,0,0,0,21,53.663,0,0,0,53.663
2014,2008,City of Boulder City - (NV),NV,0.008,0.331,.,.,0.339,3,3,.,.,6,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.008,0.331,0,0,0.339,3,3,0,0,6,0,0,0,0,0
2014,2010,City of Bountiful,UT,0.217,0.027,0,0,0.244,37,2,0,0,39,0,0,0,0,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.217,0.027,0,0,0.244,37,2,0,0,39,0,0,0,0,0
2014,2049,"Bowie-Cass Electric Coop, Inc",TX,0.2,0.1,.,.,0.3,5,1,.,.,6,4.7,0,.,.,4.7,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.2,0.1,0,0,0.3,5,1,0,0,6,4.7,0,0,0,4.7
