|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..BA Code|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Residential|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Commercial|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Industrial|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Transportation|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Total|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Residential|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Commercial|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Industrial|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Transportation|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Total|,|Incremental Life Cycle Savings.Energy Savings (MWh).Residential|,|Incremental Life Cycle Savings.Energy Savings (MWh).Commercial|,|Incremental Life Cycle Savings.Energy Savings (MWh).Industrial|,|Incremental Life Cycle Savings.Energy Savings (MWh).Transportation|,|Incremental Life Cycle Savings.Energy Savings (MWh).Total|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Residential|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Commercial|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Industrial|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Transportation|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Total|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Residential|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Commercial|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Industrial|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Transportation|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Total|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Residential|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Commercial|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Industrial|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Transportation|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Total|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Residential|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Commercial|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Industrial|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Transportation|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Total|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Residential|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Commercial|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Industrial|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Transportation|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Total|,|Weighted Average Life.(Years).Residential|,|Weighted Average Life.(Years).Commercial|,|Weighted Average Life.(Years).Industrial|,|Weighted Average Life.(Years).Transportation|,|..Website|
2017,590,City of Anaheim - (CA),CA,CISO,3103.313,16444.353,7047.58,.,26595.246,1.047,2.718,1.164,.,4.929,25630,123332.648,52856.85,.,201819.498,1.047,2.718,1.164,.,4.929,1719.741,1650.858,707.511,.,4078.11,264.412,344.755,147.752,.,756.919,1719.741,1650.858,707.511,.,4078.11,264.412,344.755,147.752,.,756.919,8.5,7.5,7.5,.,
2017,691,City of Anoka,MN,MISO,350,3688,.,.,4038,0.1,3,.,.,3.1,7300,15412,.,.,22712,0.457,1.5,.,.,1.957,29,419,.,.,448,111,14,.,.,125,454,1194,.,.,1648,1394,148,.,.,1542,7,7,.,.,
2017,733,Appalachian Power Co,VA,PJM,9482,20119,2235,0,31836,5.2,2.9,0.3,0,8.4,73799,273920,30435,0,378154,5.2,2.9,0.3,0,8.4,1300,1116,124,0,2540,3265,291,32,0,3588,1300,1116,124,0,2540,3265,291,32,0,3588,7.8,13.6,13.6,0,
2017,733,Appalachian Power Co,WV,PJM,16463,18708,4621,0,39792,2.5,2.8,0.7,0,6,115241,261912,64694,0,441847,2.5,2.8,0.7,0,6,891,1531,383,0,2805,3356,1269,317,0,4942,891,1531,383,0,2805,3356,1269,317,0,4942,7,14,14,0,
2017,803,Arizona Public Service Co,AZ,AZPS,194817.3,261209.1,.,.,456026.4,41.5,41.7,.,.,83.2,2203529,3681392.9,.,.,5884921.9,41.5,41.7,.,.,83.2,16298.6,20398.7,.,.,36697.3,14021,12505.8,.,.,26526.8,16298.6,20398.7,.,.,36697.3,14021,12505.8,.,.,26526.8,11.4,14.2,.,.,
2017,814,Entergy Arkansas Inc,AR,MISO,94715.022,112955.156,57321.742,.,264991.92,66.972,17.593,7.631,.,92.196,1224239.662,1568533.14,759784.937,.,3552557.739,66.972,17.593,7.631,.,92.196,14220.162,14864.36,8586.34,.,37670.862,5234.712,5921.455,3412.86,.,14569.027,14220.162,14864.36,8586.34,.,37670.862,5234.712,5921.455,3412.86,.,14569.027,12.331,14.151,13.756,.,http:www.apscservices.info/eeannualreports.aspx
2017,828,City of Arlington - (MN),MN,MISO,5,227,.,.,232,.,.,.,.,.,5,227,.,.,232,.,.,.,.,.,0.5,26.3,.,.,26.8,.,.,.,.,.,0.5,26.3,.,.,26.8,.,.,.,.,.,1,1,.,.,
2017,924,"Associated Electric Coop, Inc",MO,SWPP,896,10114,.,.,11010,0.4,3.5,.,.,3.9,25348,83978,.,.,109326,9.9,15.6,.,.,25.5,2497,652,.,.,3149,.,.,.,.,.,39991,3916,.,.,43907,.,.,.,.,.,4.69,18,.,.,
2017,963,Atlantic City Electric Co,NJ,PJM,428,.,.,.,428,0.1,.,.,.,0.1,3643,.,.,.,3643,0.1,.,.,.,0.1,0.896,.,.,.,0.896,0.261,.,.,.,0.261,0.896,.,.,.,0.896,0.261,.,.,.,0.261,9,.,.,.,
2017,965,Atlantic Municipal Utilities,IA,MISO,73.78,132.35,.,.,206.13,0.11,0.03,.,.,0.14,867,1323.47,.,.,2190.47,0.11,0.03,.,.,0.14,22,8.15,.,.,30.15,4.13,7.41,.,.,11.54,22,8.15,.,.,30.15,4.13,7.41,.,.,11.54,11.75,10,.,.,www.amu1.net
2017,1009,City of Austin - (MN),MN,MISO,971.145,3376.72,563.8,.,4911.665,0.191,0.682,0.125,.,0.998,9711.45,33767.2,5638,.,49116.65,0.191,0.682,0.125,.,0.998,109.003,278.322,76.388,.,463.713,209.889,7.87,1.314,.,219.073,109.003,278.322,76.388,.,463.713,209.889,7.87,1.314,.,219.073,10,10,10,.,
2017,1015,Austin Energy,TX,ERCO,35239.47,68853.44,18871.02,.,122963.93,15.61,17.02,4.62,.,37.25,562904.07,422132.93,99908.67,.,1084945.67,15.61,17.02,4.62,.,37.25,9460.11,4730.06,978.17,.,15168.34,3505.47,1465,408.2,.,5378.67,9460.11,4730.06,978.17,.,15168.34,3505.47,1465,408.2,.,5378.67,15.97,13.38,14.11,.,
2017,1050,City of Azusa,CA,CISO,3249,2962,.,.,6211,0.47,0.521,.,.,0.991,29826,31598,.,.,61424,0.47,0.521,.,.,0.991,98,536,.,.,634,3,160,.,.,163,900,5719,.,.,6619,28,1707,.,.,1735,9.18,10.67,.,.,
2017,1101,Bagley Public Utilities Comm,MN,MISO,42.45,47.402,516.021,.,605.873,0.003,0.007,0.093,.,0.103,607.077,471.859,6108.597,.,7187.533,0.003,0.007,0.093,.,0.103,3.612,2.9,35.412,.,41.924,1.204,1.46,1.46,.,4.124,3.612,2.9,35.412,.,41.924,1.204,1.46,1.46,.,4.124,14.3,9.95,11.84,.,
2017,1167,Baltimore Gas & Electric Co,MD,PJM,104322.084,146817.517,.,.,251139.601,17.25,22.519,.,.,39.769,1466163.522,1704381.432,.,.,3170544.954,17.25,22.519,.,.,39.769,31734.225,33093.492,.,.,64827.717,12435.74,12620.799,.,.,25056.539,31734.225,33093.492,.,.,64827.717,12435.74,12620.799,.,.,25056.539,14.054,11.609,.,.,http://webapp.psc.state.md.us/Intranet/home.cfm
2017,1176,City of Bandon - (OR),OR,BPAT,320.684,68.274,0,0,388.958,0.047,0.009,0,0,0.056,6009.53,624.221,0,0,6633.751,0.883,0.091,0,0,0.974,111.98,9.89,0,0,121.87,14,2.98,0,0,16.98,111.98,9.887,0,0,121.867,14,2.981,0,0,16.981,15.45,1.605,0,0,
2017,1233,City of Barnesville - (MN),MN,MISO,101.8,61.9,0,.,163.7,0,0,0,.,0,1234.7,743.1,0,.,1977.8,0,0,0,.,0,5.3,2.4,0,.,7.7,1.7,0.8,0,.,2.5,5.3,2.4,0,.,7.7,1.7,0.8,0,.,2.5,12.1,12,0,.,
2017,1251,Barron Electric Coop,WI,MISO,1273,340,3552,.,5165,0.1,0,0,.,0.1,17956,4764,43001,.,65721,0.1,0,0,.,0.1,44,8,47,.,99,88,2,0,.,90,44,8,47,.,99,88,2,0,.,90,14.106,14.013,12.106,0,
2017,1273,"Bartlett Electric Coop, Inc",TX,ERCO,17.962,.,.,.,17.962,0.005,.,.,.,0.005,246.92,.,.,.,246.92,0.005,.,.,.,0.005,3.257,.,.,.,3.257,0.541,.,.,.,0.541,4.692,.,.,.,4.692,5.41,.,.,.,5.41,14.98,.,.,.,www.bartlettec.coop
2017,1366,City of Bay City - (MI),MI,MISO,1390,4090,.,.,5480,0.108,0,.,.,0.108,16547,60651,.,.,77198,0.12,0.365,.,.,0.485,169,204.3,.,.,373.3,132,102.5,.,.,234.5,169,204.3,.,.,373.3,132,102.5,.,.,234.5,11.31,14.91,.,.,www.baycitymi.org/electric
2017,1367,"Bayfield Electric Coop, Inc",WI,MISO,198,186,.,.,384,0,0,.,.,0,2844,2639,.,.,5483,0,0,.,.,0,16,5.7,.,.,21.7,0,0,.,.,0,16,6,.,.,22,0,0,.,.,0,14,14,.,.,
2017,1529,"Beltrami Electric Coop, Inc",MN,MISO,2.572,0.962,.,.,3.534,0.198,0.119,.,.,0.317,18911,11117,.,.,30028,0.198,0.119,.,.,0.317,142.798,121.615,.,.,264.413,97.181,0.818,.,.,97.999,142.798,121.615,.,.,264.413,97.181,0.818,.,.,97.999,13.79,11.85,.,.,www.beltramielectric.com
2017,1573,City of Benson - (MN),MN,MISO,25,79,177,.,281,.,.,.,.,.,417,936,2084,.,3437,.,.,.,.,.,5,5,11,.,21,1.6,1.7,3.7,.,7,5,5,11,.,21,1.6,1.7,3.7,.,7,16.6,11.8,11.8,.,
2017,1579,PUD No 1 of Benton County,WA,BPAT,3606,1564,768,.,5938,.,.,.,.,.,43272,18768,9216,.,71256,.,.,.,.,.,651,168,103,.,922,.,.,.,.,.,651,168,103,.,922,.,.,.,.,.,12,12,12,.,
2017,1601,City of Beresford,SD,SWPP,0,36.2,93.1,.,129.3,0,0.008,0.02,.,0.028,0,434.6,1117.4,.,1552,0,0.008,0.02,.,0.028,0,2.4,6.1,.,8.5,0,0.8,2,.,2.8,0,2.4,6.1,.,8.5,0,0.8,2,.,2.8,0,12,12,.,
2017,1613,Berkeley Electric Coop Inc,SC,SC,276,0,0,0,276,0,0,0,0,0,4380,0,0,0,4380,0.21,0,0,0,0.21,6.6,0,0,0,6.6,33.5,0,0,0,33.5,2.65,0,0,0,2.65,39,0,0,0,39,15.5,0,0,0,
2017,1692,Big Rivers Electric Corp,KY,MISO,4589,3530,.,.,8119,2.6,1.7,.,.,4.3,58800,36200,.,.,95000,2.6,1.7,.,.,4.3,593,371,.,.,964,67,45,.,.,112,593,371,.,.,964,67,45,.,.,112,12.8,10.3,.,.,
2017,1723,"Big Bend Electric Coop, Inc",WA,BPAT,163.85,677.35,3366.85,0,4208.05,0,0,0,0,0,4156.29,8128.17,13448.82,0,25733.28,0,0,0,0,0,51,115,335,0,501,19,6,73,0,98,51,115,335,0,501,19,6,73,0,98,25.37,12,7.89,0,
2017,1736,Blachly-Lane County Coop El Assn,OR,BPAT,654.68,231.85,59.2,.,945.73,0.2,0.1,0,.,0.3,9513.49,2782,710,.,13005.49,0.2,0.1,0,.,0.3,191.96,35.51,17.674,.,245.144,20.77,7.35,1.878,.,29.998,191.96,35.51,17.674,.,245.144,20.77,7.35,1.88,.,30,10.059,2.942,0.751,.,
2017,1763,"Black River Electric Coop, Inc - (SC)",SC,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.632,0,0,0,13.632,0,0,0,0,0,13.632,0,0,0,13.632,0,0,0,0,
2017,1889,Blue Ridge Elec Member Corp - (NC),NC,DUK,93,.,.,.,93,1,.,.,.,1,651,.,.,.,651,1,.,.,.,1,13,.,.,.,13,0,.,.,.,0,25,.,.,.,25,.,.,.,.,.,7,.,.,.,
2017,2008,City of Boulder City - (NV),NV,WALC,403,0,0,0,403,0,0,0,0,0,4312,0,0,0,4312,0,0,0,0,0,55,0,0,0,55,18,0,0,0,18,55,0,0,0,55,18,0,0,0,18,15,.,.,.,
2017,2089,Bozrah Light & Power Company,CT,ISNE,26,49,0,0,75,0.002,0.013,0,0,0.015,336,643,0,0,979,0.002,0.013,0,0,0.015,14,8,0,0,22,13.7,8.1,0,0,21.8,14,8,0,0,22,13.7,8.1,0,0,21.8,12.7,13,0,0,
2017,2182,City of Breckenridge- (MN),MN,MISO,104.5,79.4,89.6,0,273.5,0.016,0.014,0.016,0,0.046,1358.4,951.1,1072.5,0,3382,0.016,0.014,0.016,0,0.046,9.5,4.5,5.1,0,19.1,3.1,1.5,1.7,0,6.3,9.5,4.5,5.1,0,19.1,3.1,1.5,1.7,0,6.3,13,12,12,0,
2017,2212,"Broad River Electric Coop, Inc",NC,DUK,.,.,.,.,.,0.006,.,.,.,0.006,.,.,.,.,.,0.006,.,.,.,0.006,.,.,.,.,.,1050,.,.,.,1050,.,.,.,.,.,1050,.,.,.,1050,.,.,.,.,
2017,2285,City of Brookings - (SD),SD,WACM,122.1,1033.9,3101.6,0,4257.6,0.044,0.165,0.495,0,0.704,1974.1,12766,38297.9,0,53038,0.044,0.165,0.495,0,0.704,24,49.3,147.8,0,221.1,7.9,16.3,48.8,0,73,24,49.3,147.8,0,221.1,7.9,16.3,48.8,0,73,16.2,12.3,12.3,.,
2017,2442,City of Bryan - (TX),TX,ERCO,380.045,3512.05,.,.,3892.095,0.066,0.938,.,.,1.004,3800.45,35120.5,.,.,38920.95,0.063,0.831,.,.,0.894,62.153,279.554,.,.,341.707,52.499,22.063,.,.,74.562,62.153,279.554,.,.,341.707,52.499,22.063,.,.,74.562,10,10,.,.,
2017,2507,City of Burbank Water and Power,CA,LDWP,6148,7999,.,.,14147,1.3,2.4,.,.,3.7,26654,91983,.,.,118637,1.3,2.4,.,.,3.7,1924,1405,.,.,3329,356,925,.,.,1281,1924,1405,.,.,3329,356,925,.,.,1281,4.34,11.5,.,.,
2017,2548,City of Burlington Electric - (VT),VT,ISNE,2377,4645,0,0,7022,0.164,0.544,0,0,0.708,35100,53336,0,0,88436,0.164,0.551,0,0,0.715,400,907,0,0,1307,414,746,0,0,1160,400,907,0,0,1307,414,746,0,0,1160,14.9,11.4,0,0,
2017,2599,Burt County Public Power Dist,NE,SWPP,18,.,256,.,274,.,.,0.142,.,0.142,344,.,2685,.,3029,.,.,0.142,.,0.142,3,.,23,.,26,2,.,4,.,6,3,.,23,.,26,2,.,4,.,6,19,.,10,.,
2017,2643,Butler Public Power District - (NE),NE,SWPP,94.288,198.601,16.423,0,309.312,0.027,0.028,0.001,0,0.056,1729.99,2184.611,169.795,0,4084.396,0.027,0.028,0.001,0,0.056,11.001,10.17,1.18,0,22.351,2.14,4.361,1.636,0,8.137,11.001,10.17,1.18,0,22.351,2.14,4.361,1.636,0,8.137,18.35,11,10.34,0,
2017,2655,"Butte Electric Coop, Inc",SD,WACM,1.5,.,.,.,1.5,0.3,.,.,.,0.3,11.5,.,.,.,11.5,0.3,.,.,.,0.3,21,.,.,.,21,5,.,.,.,5,33,.,.,.,33,23,.,.,.,23,10,.,.,.,
2017,2955,Canby Utility Board,OR,PGE,255.171,498.342,723.159,0,1476.672,0,0,0,0,0,4336.081,4983.423,7231.591,0,16551.095,0,0,0,0,0,83.89,74.32,157.422,0,315.632,4.562,8.909,12.929,0,26.4,83.89,74.32,157.422,0,315.632,4.562,8.909,12.929,0,26.4,2.936,3.375,4.897,0,
2017,3046,Duke Energy Progress - (NC),NC,CPLE,240445.11,135831.75,.,.,376276.86,45.31,20.85,.,.,66.16,880918.41,1632210.47,.,.,2513128.88,45.31,20.85,.,.,66.16,24142,22295,.,.,46437,14665,5108,.,.,19773,24142,22295,.,.,46437,14665,5108,.,.,19773,3.7,12,.,.,
2017,3046,Duke Energy Progress - (NC),SC,CPLE,41933.18,23688.8,.,.,65621.98,7.9,3.64,.,.,11.54,153630.52,284654.44,.,.,438284.96,7.9,3.64,.,.,11.54,4210,3888,.,.,8098,2558,891,.,.,3449,4210,3888,.,.,8098,2558,891,.,.,3449,3.7,12,.,.,
2017,3107,Carteret-Craven El Member Corp,NC,CPLE,17.456,424.259,.,.,441.715,.,.,.,.,.,199.799,7212.406,.,.,7412.205,.,.,.,.,.,1.4,.,.,.,1.4,.,229.27,.,.,229.27,1.4,0,.,.,1.4,.,245.88,.,.,245.88,9.5,17,.,.,http://www.greencosolutions.net/
2017,3203,Cedar Falls Utilities,IA,MISO,1586.42,1417.97,126.04,.,3130.43,0.643,0.343,0.009,.,0.995,36797,19969,1891,.,58657,0.654,0.291,0.009,.,0.954,356.595,256.498,12.513,.,625.606,153.775,91.621,2.229,.,247.625,356.595,256.498,12.513,.,625.606,153.775,91.621,2.229,.,247.625,23.195,14.083,15,.,
2017,3205,Cedar-Knox Public Power Dist,NE,SWPP,79,121,0,0,200,.,.,.,.,.,1331,1332,0,0,2663,.,.,.,.,.,9.4,6.6,0,0,16,3.4,7,2.6,0,13,9.4,6.6,0,0,16,3.4,7,2.6,0,13,16.91,11,0,0,
2017,3240,Central Electric Coop Inc - (OR),OR,BPAT,2695,1083,434,.,4212,.,.,.,.,.,29640,11909,4774,.,46323,.,.,.,.,.,626,197,64,.,887,9,.,.,.,9,1143,239,79,.,1461,.,.,.,.,.,11,11,11,.,
2017,3245,"Central Florida Elec Coop, Inc",FL,SEC,834,0,0,0,834,0.176,0,0,0,0.176,2079,0,0,0,2079,0.176,0,0,0,0.176,5.9,0,0,0,5.9,1.2,0,0,0,1.2,5.9,0,0,0,5.9,1.2,0,0,0,1.2,2.494,0,0,0,
2017,3248,Central Georgia El Member Corp,GA,SOCO,205,.,.,.,205,0.07,.,.,.,0.07,2744,.,.,.,2744,0.07,.,.,.,0.07,28,.,.,.,28,14,.,.,.,14,28,.,.,.,28,14,.,.,.,14,11.81,.,.,.,
2017,3249,Central Hudson Gas & Elec Corp,NY,NYIS,42033,12966,.,.,54999,2.559,3.876,.,.,6.435,620457,412810,.,.,1033267,2.559,3.876,.,.,6.435,1663.931,1417.532,.,.,3081.463,1601.666,219.07,.,.,1820.736,2947.391,4385.768,.,.,7333.159,3452.032,559.388,.,.,4011.42,8,15,.,.,
2017,3258,Central Iowa Power Cooperative,IA,MISO,4737,3576,1972,.,10285,0.959,0.437,0.158,.,1.554,37251,53836,26313,.,117400,0.959,0.437,0.158,.,1.554,1073.2,752.2,165.2,.,1990.6,471,330.1,72.5,.,873.6,1073.2,752.2,165.2,.,1990.6,471,330.1,72.5,.,873.6,7.865,15.057,13.342,.,Integrated Resource Plane found at: http://www.cipco.net/content/integrated-resource-plan CIPCO REPORTS ON BEHALF OF 12 COPERATIVES AND A GROUP OF 15 MUNICIPALITIES (found at http://www.cipco.net/content/meet-our-members). NOTE:  Our assumed baseline for residential heating programs has changed our reported results.  These programs would now show negative life cycle electrical savings due to long life programs with off peak electrical energy growth.  There are large BTUH savings from customers switching from propane and natural gas but they cannot be reported using this report.  This form does not allow negative savings so we are not reporting these programs.
2017,3264,Central Lincoln People's Ut Dt,OR,BPAT,3460,2627,628,.,6715,.,.,.,.,.,40828,23328,6280,.,70436,.,.,.,.,.,936,487,156,.,1579,.,.,.,.,.,936,487,156,.,1579,.,.,.,.,.,11.8,8.88,10,.,
2017,3278,AEP Texas Central Company,TX,ERCO,27356,38108.4,0,0,65464.4,12.9,32.7,0,0,45.6,444526,552457,0,0,996983,12.9,32.7,0,0,45.6,6624,5175,0,0,11799,721,568,0,0,1289,6624,5175,0,0,11799,721,568,0,0,1289,16.2,14.5,0,0,
2017,3287,"Central Valley Elec Coop, Inc",NM,SWPP,46.44,89.081,767.025,0,902.546,0.013,0.02,0.129,0,0.162,208.63,712.648,6136.2,0,7057.478,0.013,0.02,0.129,0,0.162,0.7,16.334,60,0,77.034,69.98,0,0,0,69.98,0.7,16.334,60,0,77.034,69.98,0,0,0,69.98,4.49,8,8,0,www.cvecoop.org
2017,3295,City of Centralia - (WA),WA,BPAT,346,697,408,.,1451,0.04,0.08,0.05,.,0.17,3178,8866,5455,.,17499,0.04,0.075,0.055,.,0.17,31.12,45.37,35.74,.,112.23,6.946,6.946,6.946,.,20.838,31.12,45.37,35.74,.,112.23,6.946,6.946,6.946,.,20.838,9.18,12.72,13.39,.,
