Data Year,Utility Number,Utility Name,Short Form,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2017,149,City of Afton- (IA),Y,IA,MISO,430,81,0,.,511,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,430,81,0,0,511,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,150,Adrian Public Utilities Comm,,MN,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,536,113,2,0,651,536,113,2,0,651,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,155,Agralite Electric Coop,,MN,MISO,4382,273,571,.,5226,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4382,273,571,0,5226,.,.,.,.,.,.,.,.,.,.,2720,185,559,.,3464
2017,162,Aiken Electric Coop Inc,,SC,SC,.,.,.,.,0,44525,2748,15,.,47288,.,.,.,.,.,.,.,.,.,.,44525,2748,15,0,47288,582815,128748,185825,.,897388,44525,2748,0,.,47273,6682,.,.,.,6682
2017,174,Aitkin Public Utilities Comm,Y,MN,MISO,.,.,.,.,.,1781,319,43,.,2143,.,.,.,.,.,.,.,.,.,.,1781,319,43,0,2143,12478,18997,4123,.,35598,.,.,.,.,.,.,.,.,.,.
2017,176,Ajo Improvement Co,,AZ,AZPS,776,204,.,.,980,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,776,204,0,0,980,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,182,City of Akron - (IA),Y,IA,MISO,705,138,43,.,886,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,705,138,43,0,886,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,195,Alabama Power Co,,AL,SOCO,.,.,.,.,.,1264327,177008,6186,.,1447521,.,.,.,.,.,.,.,.,.,.,1264327,177008,6186,0,1447521,16899792,13217632,22503195,.,52620619,1263668,177008,6171,.,1446847,7553,.,.,.,7553
2017,198,City of Alton,Y,IA,MISO,450,131,.,.,581,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,450,131,0,0,581,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.
2017,201,City of Alachua - (FL),,FL,FPC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3787,718,.,.,4505,3787,718,0,0,4505,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,202,Town of Black Creek - (NC),Y,NC,CPLE,640,112,.,.,752,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,640,112,0,0,752,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,207,City of Alameda,,CA,CISO,.,.,.,.,0,29451,3467,.,.,32918,.,.,.,.,.,1542,807,.,.,2349,30993,4274,0,0,35267,15391,3320,.,.,18711,.,.,.,.,.,.,.,.,.,.
2017,213,Alaska Electric Light&Power Co,,AK,NA,14363,1975,199,.,16537,.,.,.,.,.,.,.,.,.,.,503,320,34,.,857,14866,2295,233,0,17394,.,.,.,.,.,.,.,.,.,.,2367,36,0,.,2403
2017,219,Alaska Power and Telephone Co,,AK,NA,5496,2370,.,.,7866,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5496,2370,0,0,7866,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,221,"Alaska Village Elec Coop, Inc",,AK,NA,8158,3256,.,.,11414,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8158,3256,0,0,11414,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,230,Albany Water Gas & Light Comm,,GA,SOCO,30894,454,.,.,31348,.,.,.,.,.,.,.,.,.,.,579,5156,.,.,5735,31473,5610,0,0,37083,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,232,City of Albemarle - (NC),,NC,DUK,10153,2530,13,.,12696,.,.,.,.,.,.,.,.,.,.,35,20,1,.,56,10188,2550,14,0,12752,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,240,Albemarle Electric Member Corp,,NC,PJM,.,.,.,.,.,11679,1120,19,.,12818,.,.,.,.,.,.,.,.,.,.,11679,1120,19,0,12818,171386,35031,19,.,206436,11679,1120,19,.,12818,.,.,.,.,.
2017,241,Albertville Municipal Utilities Board,,AL,TVA,0,0,0,0,0,7892,2189,2,0,10083,0,0,0,0,0,0,1,0,0,1,7892,2190,2,0,10084,111768.37,161970.41,187804.22,0,461543,0,0,0,0,0,0,0,0,0,0
2017,261,AGC Division of APG Inc,,IN,MISO,.,.,5,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,5,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,266,City of Alpha - (MN),Y,MN,MISO,62,14,.,.,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,14,0,0,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,276,Alcorn County Elec Power Assn,,MS,TVA,0,0,0,0,0,14639,3789,6,0,18434,0,0,0,0,0,0,0,0,0,0,14639,3789,6,0,18434,204069,159838,214819,0,578726,14639,3789,0,0,18428,0,0,0,0,0
2017,282,Village of Arcadia - (OH),Y,OH,PJM,306,.,.,.,306,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,306,0,0,0,306,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,289,City of Alexander City,,AL,SOCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5083,993,68,.,6144,5083,993,68,0,6144,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,295,City of Alexandria - (MN),,MN,MISO,2722,372,19,.,3113,.,.,.,.,.,.,.,.,.,.,5273,1297,187,.,6757,7995,1669,206,0,9870,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,296,"Alfalfa Electric Coop, Inc",,KS,SWPP,.,.,.,.,.,222,717,1,.,940,.,.,.,.,.,.,.,.,.,.,222,717,1,0,940,3630,7435,7451,.,18516,222,717,1,.,940,.,.,.,.,.
2017,296,"Alfalfa Electric Coop, Inc",,OK,SWPP,.,.,.,.,.,2729,4691,12,.,7432,.,.,.,.,.,.,.,.,.,.,2729,4691,12,0,7432,45326,40384,324276,.,409986,2729,4691,12,.,7432,.,.,.,.,.
2017,298,City of Alexandria - (LA),,LA,MISO,2548,487,2,.,3037,0,0,0,.,0,0,0,0,.,0,17668,3292,3,.,20963,20216,3779,5,0,24000,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0
2017,305,Alger-Delta Coop Electric Assn,,MI,MISO,9482,511,1,0,9994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9482,511,1,0,9994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,307,Algoma Utility Comm,,WI,MISO,1658,353,0,0,2011,0,10,2,0,12,0,0,0,0,0,0,0,0,0,0,1658,363,2,0,2023,0,12130,10027,0,22157,0,10,2,0,12,0,0,0,0,0
2017,308,City of Acworth - (GA),,GA,SOCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5930,587,3,.,6520,5930,587,3,0,6520,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,309,City of Algona - (IA),,IA,SWPP,.,.,.,.,.,3035,681,14,.,3730,.,.,.,.,.,.,.,.,.,.,3035,681,14,0,3730,28107,29898,56092,.,114097,3035,681,14,.,3730,.,.,.,.,.
2017,329,"Allamakee-Clayton El Coop, Inc",,IA,MISO,7389,390,.,.,7779,2057,115,.,.,2172,.,.,.,.,.,8,7,.,.,15,9454,512,0,0,9966,17927,1782,.,.,19709,0,0,.,.,0,0,0,.,.,0
2017,367,City of Alliance- (NE),,NE,SWPP,0,0,0,.,0,0,0,0,.,0,.,.,.,.,.,4150,1056,13,0,5219,4150,1056,13,0,5219,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,392,Alpena Power Co,,MI,MISO,13708,2716,.,.,16424,.,.,.,.,.,.,.,.,.,.,.,23,4,.,27,13708,2739,4,0,16451,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,406,City of Altamont - (IL),Y,IL,MISO,1338,161,0,.,1499,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1338,161,0,0,1499,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,407,Altamaha Electric Member Corp,,GA,SOCO,.,.,.,.,.,20394,1858,203,.,22455,.,.,.,.,.,.,.,.,.,.,20394,1858,203,0,22455,228658,65704,112099,.,406461,18537,887,203,.,19627,.,.,.,.,.
2017,416,City of Altus - (OK),,OK,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7571,1193,2,.,8766,7571,1193,2,0,8766,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,471,Amana Society Service Co,,IA,MISO,703,182,1,.,886,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,703,182,1,0,886,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,554,City of Ames - (IA),,IA,MISO,1492,43,.,.,1535,0,0,.,.,0,0,0,.,.,0,22270,3193,6,.,25469,23762,3236,6,0,27004,0,0,.,.,0,0,0,.,.,0,9940,225,.,.,10165
2017,560,City of Amherst- (OH),,OH,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5443,501,68,.,6012,5443,501,68,0,6012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,562,Amicalola Electric Member Corp,,GA,SOCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43732,4880,16,8,48636,43732,4880,16,8,48636,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,571,City of Amory,,MS,TVA,2926,1068,2,0,3996,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2926,1068,3,0,3997,0,0,20000.88,0,20000.88,0,0,0,0,0,0,0,0,0,0
2017,577,City of Alcoa Utilities,,TN,TVA,0,0,0,0,0,25382,3466,1,0,28849,0,0,0,0,0,0,0,0,0,0,25382,3466,1,0,28849,360956,222405,996,0,584357,0,0,0,0,0,0,0,0,0,0
2017,590,City of Anaheim - (CA),,CA,CISO,.,.,.,.,.,8613,897,345,.,9855,.,.,.,.,.,87861,16222,28,.,104111,96474,17119,373,0,113966,54609,178545,935941,.,1169095,.,.,.,.,.,.,.,.,.,.
2017,599,Anchorage Municipal Light and Power,,AK,AMPL,22502,6219,.,.,28721,1614,121,.,.,1735,.,.,.,.,.,.,36,.,.,36,24116,6376,0,0,30492,1607,2821,.,.,4428,.,.,.,.,.,.,.,.,.,.
2017,604,City of Andalusia,,AL,AEC,.,.,.,.,.,3605,987,2,.,4594,0,0,0,.,0,.,.,.,.,.,3605,987,2,0,4594,39538,60977,268668,.,369183,.,.,.,.,.,.,.,.,.,.
2017,636,City of Anderson - (IN),,IN,PJM,0,0,0,0,0,31161,4247,57,0,35465,0,0,0,0,0,0,0,0,0,0,31161,4247,57,0,35465,291046,302330,238247,0,831623,0,9,25,0,34,0,0,0,0,0
2017,689,Connexus Energy,,MN,MISO,0,0,0,0,0,75382,1319,41,0,76742,0,0,0,0,0,45088,10101,358,0,55547,120470,11420,399,0,132289,705400,76199,13519,0,795118,75382,1319,41,0,76742,0,0,0,0,0
2017,690,City of Bardstown - (KY),,KY,LGEE,.,.,.,.,.,3372,1197,15,.,4584,.,.,.,.,.,.,.,.,.,.,3372,1197,15,0,4584,42315,54265,96161,.,192741,.,.,.,.,.,.,.,.,.,.
2017,691,City of Anoka,,MN,MISO,10765,1323,17,.,12105,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10765,1323,17,0,12105,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,694,Anza Electric Coop Inc,,CA,WALC,0,0,0,.,0,0,0,0,.,0,0,0,0,.,0,4350,326,20,.,4696,4350,326,20,0,4696,.,.,.,.,.,0,0,0,.,0,0,0,0,.,0
2017,701,City of Anthony - (KS),Y,KS,SWPP,1580,348,9,.,1937,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1580,348,9,0,1937,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,719,Town of Apex- (NC),,NC,CPLE,17618,1523,.,.,19141,.,.,.,.,0,.,.,.,.,.,448,0,.,.,448,18066,1523,0,0,19589,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,727,Appalachian Electric Coop,,TN,TVA,0,0,0,0,0,39939,6415,5,0,46359,0,0,0,0,0,0,0,0,0,0,39939,6415,5,0,46359,573078,235585,70381,0,879044,0,0,0,0,0,0,0,0,0,0
2017,733,Appalachian Power Co,,VA,PJM,395847,69813,1454,0,467114,48902,5510,41,0,54453,0,0,0,0,0,30,59,43,0,132,444779,75382,1538,0,521699,16921,586,0,0,17507,0,0,0,0,0,0,0,0,0,0
2017,733,Appalachian Power Co,,WV,PJM,358698,66223,2165,0,427086,1159,50,1,0,1210,0,0,0,0,0,28,64,108,0,200,359885,66337,2274,0,428496,11070,125,3,0,11198,0,0,0,0,0,0,0,0,0,0
2017,750,Arab Electric Coop Inc,,AL,TVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12565,2815,1,0,15381,12565,2815,1,0,15381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,752,City of Arapahoe - (NE),Y,NE,SWPP,477,174,23,.,674,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,477,174,23,0,674,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,768,City of Arcanum - (OH),Y,OH,PJM,1448,136,27,.,1611,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1448,136,27,0,1611,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,789,Town of Argos,Y,IN,MISO,737,109,.,.,846,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,737,109,0,0,846,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,792,City of Argyle - (WI),Y,WI,MISO,400,101,.,.,501,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,400,101,0,0,501,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,803,Arizona Public Service Co,,AZ,AZPS,334,24,1,.,359,1088451,123469,3884,.,1215804,.,.,.,.,.,.,.,.,.,.,1088785,123493,3885,0,1216163,13057927,10042311,931514,.,24031752,.,.,.,.,.,.,.,.,.,.
2017,814,Entergy Arkansas Inc,,AR,MISO,19642,859,220,.,20721,.,.,511,.,511,.,.,.,.,.,581010,92771,29217,1,702999,600652,93630,29948,1,724231,.,.,10443,.,10443,.,.,.,.,.,.,.,.,.,.
2017,814,Entergy Arkansas Inc,,TN,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,3,3,.,8,2,3,3,0,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,817,Arkansas Valley Elec Coop Corp,,AR,SWPP,.,.,.,.,.,50951,3766,26,.,54743,.,.,.,.,.,.,.,.,.,.,50951,3766,26,0,54743,676758,168692,257717,.,1103167,50951,3766,26,.,54743,.,.,.,.,.
2017,817,Arkansas Valley Elec Coop Corp,,OK,SWPP,.,.,.,.,.,4111,487,.,.,4598,.,.,.,.,.,.,.,.,.,.,4111,487,0,0,4598,53468,29444,.,.,82912,.,.,.,.,.,.,.,.,.,.
2017,828,City of Arlington - (MN),,MN,MISO,936,99,0,0,1035,0,0,0,0,0,0,0,0,0,0,38,98,0,0,136,974,197,0,0,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,831,City of Arlington - (SD),Y,SD,SWPP,332,46,.,.,378,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,332,46,0,0,378,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.
2017,887,"Arrowhead Electric Coop, Inc",,MN,MISO,1,.,.,.,1,4987,515,.,.,5502,.,.,.,.,.,.,.,.,.,.,4988,515,0,0,5503,42853,29113,.,.,71966,3803,431,.,.,4234,1148,82,.,.,1230
2017,902,Town of Ashburnham - (MA),Y,MA,ISNE,2834,165,34,.,3033,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2834,165,34,0,3033,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,907,City of Ashland - (OR),,OR,PACW,10386,1613,.,.,11999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10386,1613,0,0,11999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,918,City of Aspen- (CO),,CO,PSCO,2017,1005,.,.,3022,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2017,1005,0,0,3022,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,942,Atchison-Holt Electric Coop,,IA,AECI,.,.,.,.,.,1019,85,60,.,1164,.,.,.,.,.,.,.,.,.,.,1019,85,60,0,1164,9597,5617,908,.,16122,.,.,.,.,.,.,.,.,.,.
2017,942,Atchison-Holt Electric Coop,,MO,AECI,.,.,.,.,.,2353,197,142,.,2692,.,.,.,.,.,.,.,.,.,.,2353,197,142,0,2692,24848,14543,27702,.,67093,.,.,.,.,.,.,.,.,.,.
2017,944,City of Athens - (AL),,AL,TVA,15721,1960,0,0,17681,0,3,2,0,5,0,0,0,0,0,23696,4856,9,0,28561,39417,6819,11,0,46247,0,3077.1,83831.12,0,86908.23,0,0,0,0,0,0,0,0,0,0
2017,947,Athens Utility Board,,TN,TVA,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,10876,2232,3,0,13111,10876,2232,8,0,13116,0,0,304804.26,0,304804.26,0,0,0,0,0,0,0,0,0,0
2017,963,Atlantic City Electric Co,,NJ,PJM,629,.,585,.,1214,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,629,0,585,0,1214,.,.,.,.,.,.,.,.,.,.,45866,.,.,.,45866
2017,965,Atlantic Municipal Utilities,,IA,MISO,.,.,.,.,.,2994,537,1,.,3532,.,.,.,.,.,831,295,.,.,1126,3825,832,1,0,4658,30412,32447,11468,.,74327,.,.,.,.,.,.,.,.,.,.
2017,993,Auburn Board of Public Works,,NE,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1857,913,1,.,2771,1857,913,1,0,2771,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,994,City of Auburn - (IN),,IN,PJM,.,.,.,.,.,6436,985,136,.,7557,.,.,.,.,.,.,.,.,.,.,6436,985,136,0,7557,61201,27244,337989,.,426434,.,.,.,.,.,.,.,.,.,.
2017,998,City of Augusta - (KS),,KS,SWPP,3545,220,13,.,3778,0,0,0,.,0,.,.,.,.,.,473,220,11,.,704,4018,440,24,0,4482,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,1002,City of Aurelia - (IA),Y,IA,MISO,440,61,15,.,516,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,440,61,15,0,516,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.
2017,1009,City of Austin - (MN),,MN,MISO,10468,1174,1,0,11643,0,0,0,0,0,0,0,0,0,0,0,536,0,0,536,10468,1710,1,0,12179,0,0,0,0,0,0,0,0,0,0,6037,0,0,0,6037
2017,1015,Austin Energy,,TX,ERCO,118,.,.,.,118,424436,51086,104,.,475626,.,.,.,.,0,.,.,.,.,0,424554,51086,104,0,475744,4314,5748031,2843360,.,8595705,424554,51086,104,.,475744,58,73,18,.,149
2017,1024,City of Ava - (MO),,MO,AECI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1198,297,49,.,1544,1198,297,49,0,1544,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,1028,Town of Avilla - (IN),Y,IN,PJM,1001,110,20,.,1131,0,0,0,.,0,.,.,.,.,.,.,.,.,.,.,1001,110,20,0,1131,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,1036,Town of Ayden - (NC),,NC,CPLE,3592,372,1,.,3965,.,.,.,.,.,.,.,.,.,.,.,106,.,.,106,3592,478,1,0,4071,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,1046,City of Aztec - (NM),Y,NM,WACM,2667,484,.,.,3151,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2667,484,0,0,3151,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,1050,City of Azusa,,CA,CISO,5219,1023,.,.,6242,.,.,.,.,.,.,.,.,.,.,8904,1086,.,.,9990,14123,2109,0,0,16232,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,1062,BARC Electric Coop Inc,,VA,PJM,50,50,.,.,100,11894,729,.,.,12623,.,.,.,.,.,.,.,.,.,.,11944,779,0,0,12723,120535,48997,.,.,169532,.,.,.,.,.,.,.,.,.,.
2017,1101,Bagley Public Utilities Comm,,MN,MISO,697,102,29,.,828,.,.,.,.,.,.,.,.,.,.,152,125,38,.,315,849,227,67,0,1143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,1148,City of Baldwin City- (KS),,KS,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1741,241,.,.,1982,1741,241,0,0,1982,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,1149,Baldwin County El Member Corp,,AL,AEC,.,.,.,.,.,67787,7078,.,.,74865,.,.,.,.,.,.,.,.,.,.,67787,7078,0,0,74865,884595,463133,.,.,1347728,67787,7078,.,.,74865,.,.,.,.,.
2017,1167,Baltimore Gas & Electric Co,,MD,PJM,49950,6823,.,.,56773,1141826,130343,.,.,1272169,.,.,.,.,.,0,.,5752,3,5755,1191776,137166,5752,3,1334697,11543658,13294467,.,.,24838125,607917,.,.,.,607917,312229,.,.,.,312229
2017,1169,Bailey County Elec Coop Assn,,TX,SWPP,630,149,1758,.,2537,.,.,.,.,.,.,.,.,.,0,2765,639,2983,.,6387,3395,788,4741,0,8924,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,1170,Bamberg Board of Public Works,Y,SC,SC,1463,346,3,.,1812,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1463,346,3,0,1812,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,1172,Bancroft Municipal Utilities,Y,IA,MISO,396,115,138,.,649,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,396,115,138,0,649,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,1175,"Bandera Electric Coop, Inc",,TX,ERCO,.,.,.,.,.,30087,5306,59,.,35452,.,.,.,.,.,.,.,.,.,.,30087,5306,59,0,35452,408561,153184,20153,.,581898,29860,4965,57,.,34882,.,.,.,.,.
2017,1176,City of Bandon - (OR),,OR,BPAT,2960,500,2,0,3462,0,.,0,0,0,0,.,0,0,0,183,142,0,0,325,3143,642,2,0,3787,0,.,0,0,0,0,.,0,0,0,0,.,0,0,0
2017,1179,Emera Maine,,ME,ISNE,.,.,.,.,.,101905,18610,41,.,120556,.,.,.,.,.,331,117,0,.,448,102236,18727,41,0,121004,64368,50785,14782,.,129935,.,.,.,.,.,.,.,.,.,.
2017,1179,Emera Maine,,ME,NBSO,.,.,.,.,0,.,.,.,.,0,.,.,.,.,.,2895,6964,200,.,10059,2895,6964,200,0,10059,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.
2017,1181,Village of Bangor - (WI),,WI,MISO,1022,105,8,.,1135,.,.,.,.,.,.,.,.,.,.,283,323,.,.,606,1305,428,8,0,1741,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,1192,City of Banning - (CA),,CA,CISO,10985,1132,12,0,12129,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10985,1132,12,0,12129,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,1196,Village of Baraga - (MI),,MI,MISO,652,242,0,0,894,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,652,243,0,0,895,0,4763,0,0,4763,0,1,0,0,1,0,0,0,0,0
2017,1201,Barbourville Utility Comm,,KY,LGEE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3432,515,187,.,4134,3432,515,187,0,4134,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,1208,Town of Bargersville - (IN),Y,IN,MISO,3211,325,112,.,3648,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3211,325,112,0,3648,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2017,1233,City of Barnesville - (MN),,MN,MISO,260,25,.,.,285,1133,72,.,.,1205,.,.,.,.,.,22,68,.,.,90,1415,165,0,0,1580,263,2018,.,.,2281,.,.,.,.,.,877,60,.,.,937
2017,1251,Barron Electric Coop,,WI,MISO,8500,.,.,.,8500,11500,275,225,.,12000,.,.,.,.,.,.,.,.,.,.,20000,275,225,0,20500,113363,32448,129604,.,275415,18068,206,165,.,18439,6938,.,.,.,6938
