|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..BA Code|,|Yearly Energy and Demand Savings.Number of Customers Enrolled.Residential|,|Yearly Energy and Demand Savings.Number of Customers Enrolled.Commercial|,|Yearly Energy and Demand Savings.Number of Customers Enrolled.Industrial|,|Yearly Energy and Demand Savings.Number of Customers Enrolled.Transportation|,|Yearly Energy and Demand Savings.Number of Customers Enrolled.Total|,|Yearly Energy and Demand Savings.Energy Savings (MWh).Residential|,|Yearly Energy and Demand Savings.Energy Savings (MWh).Commercial|,|Yearly Energy and Demand Savings.Energy Savings (MWh).Industrial|,|Yearly Energy and Demand Savings.Energy Savings (MWh).Transportation|,|Yearly Energy and Demand Savings.Energy Savings (MWh).Total|,|Yearly Energy and Demand Savings.Potential Peak Demand Savings (MW).Residential|,|Yearly Energy and Demand Savings.Potential Peak Demand Savings (MW).Commercial|,|Yearly Energy and Demand Savings.Potential Peak Demand Savings (MW).Industrial|,|Yearly Energy and Demand Savings.Potential Peak Demand Savings (MW).Transportation|,|Yearly Energy and Demand Savings.Potential Peak Demand Savings (MW).Total|,|Yearly Energy and Demand Savings.Actual Peak Demand Savings (MW).Residential|,|Yearly Energy and Demand Savings.Actual Peak Demand Savings (MW).Commercial|,|Yearly Energy and Demand Savings.Actual Peak Demand Savings (MW).Industrial|,|Yearly Energy and Demand Savings.Actual Peak Demand Savings (MW).Transportation|,|Yearly Energy and Demand Savings.Actual Peak Demand Savings (MW).Total|,|Program Costs.Customer Incentives (Thousand Dollars).Residential|,|Program Costs.Customer Incentives (Thousand Dollars).Commercial|,|Program Costs.Customer Incentives (Thousand Dollars).Industrial|,|Program Costs.Customer Incentives (Thousand Dollars).Transportation|,|Program Costs.Customer Incentives (Thousand Dollars).Total|,|Program Costs.All Other Costs (Thousand Dollars).Residential|,|Program Costs.All Other Costs (Thousand Dollars).Commercial|,|Program Costs.All Other Costs (Thousand Dollars).Industrial|,|Program Costs.All Other Costs (Thousand Dollars).Transportation|,|Program Costs.All Other Costs (Thousand Dollars).Total|,|DSM Program.Grid Connected.Water Heater|
2015,2643,Butler Public Power District - (NE),NE, , ,733, ,733, , ,543, ,543, , ,17.2, ,17.2, , ,10.2, ,10.2, , , , , , , ,8, ,8, 
2015,2655,"Butte Electric Coop, Inc",SD,1325, , , ,1325,942, , , ,942,7.1, , , ,7.1,3, , , ,3,3, , , ,3,8, , , ,8, 
2015,2678,C & L Electric Coop Corp,AR, ,77, , ,77, , , , , , ,1.9, , ,1.9, ,1, , ,1, ,26, , ,26, ,2, , ,2, 
2015,2985,"Capital Electric Coop, Inc",ND,965,30, , ,995, , , , , ,1.1,1.3, , ,2.4,1.1,1.3, , ,2.4,44, , , ,44,31,4, , ,35, 
2015,3046,Duke Energy Progress - (NC),NC,125528,14,70, ,125612,0,539,1256, ,1795,269.2,6.2,245, ,520.4,175,6.2,245, ,426.2,3249,399,5790, ,9438,7204,88,205, ,7497, 
2015,3046,Duke Energy Progress - (NC),SC,9291,2,20, ,9313,0,90,209, ,299,19.5,1,40.8, ,61.3,12.7,1,1, ,14.7,541,66,1068, ,1675,1199,15,34, ,1248, 
2015,3081,Carroll Electric Member Corp - (GA),GA,4472, ,29, ,4501,19, ,324, ,343,0.7, ,12, ,12.7,0.7, ,12, ,12.7,48, ,756, ,804,2, , , ,2, 
2015,3203,Cedar Falls Utilities,IA,491,0,0, ,491,10, , , ,10,0.1,0,0, ,0.1,0,0,0, ,0,0,0,0, ,0,4,0,0, ,4, 
2015,3205,Cedar-Knox Public Power Dist,NE, , ,929, ,929, , ,0, ,0, , ,39.5, ,39.5, , ,11.6, ,11.6, , , , , , , , , , , 
2015,3222,Central Alabama Electric Coop,AL,576, , , ,576,5, , , ,5,5.5, , , ,5.5,4.9, , , ,4.9, , , , , ,71, , , ,71, 
2015,3248,Central Georgia El Member Corp,GA,4460, , , ,4460,261, , , ,261,5, , , ,5,3, , , ,3,94, , , ,94,69, , , ,69,63
2015,3258,Central Iowa Power Cooperative,IA, , ,17, ,17, , ,0, ,0, , ,11.5, ,11.5, , , , , , , ,0, ,0, , ,0, ,0, 
2015,3278,AEP Texas Central Company,TX,0,12,0,0,12,0,0,0,0,0,0,11.8,0,0,11.8,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0, 
2015,3279,"Central Power Elec Coop, Inc",ND, , , , , ,1651, ,3882, ,5533,7.9, ,9.5, ,17.4,7.9, ,9.5, ,17.4, , , , , ,185,243,20, ,448, 
2015,3293,Central Wisconsin Elec Coop,WI,1632,88, , ,1720, , , , , ,2.2,5, , ,7.2,0.9,0.7, , ,1.6,168,10, , ,178,5,5, , ,10, 
2015,3329,Borough of Chambersburg,PA, , ,5, ,5, , , , , , , ,2.6, ,2.6, , ,2.6, ,2.6, , , , , , , ,9, ,9, 
2015,3390,"Caddo Electric Coop, Inc",OK,397,733,20, ,1150,37,146,104, ,287,11,43,20, ,74,2.5,10,7, ,19.5,309, , , ,309,752,342,208, ,1302, 
2015,3435,"Cherry-Todd Electric Coop, Inc",NE,20, ,154, ,174, , , , , ,0.1, ,17.1, ,17.2,0, ,6.1, ,6.1,1, ,160, ,161,4, ,42, ,46, 
2015,3435,"Cherry-Todd Electric Coop, Inc",SD,510, ,67, ,577, , , , , ,2.3, ,6.1, ,8.4,0.5, ,2.2, ,2.7,6, ,81, ,87,16, ,20, ,36, 
2015,3478,Cimarron Electric Coop,OK, ,304, , ,304, ,1, , ,1, ,0.3, , ,0.3, ,0.1, , ,0.1, , , , , , ,100, , ,100, 
2015,3498,Chippewa Valley Electric Coop,WI,3833,51, , ,3884, , , , , ,7.5,0,0,0,7.5,2.1, , , ,2.1,454,1,0,0,455,66,0,0,0,66,8
2015,3502,"Choctawhatche Elec Coop, Inc",FL,41543,5349, , ,46892, , , , , ,26,7, , ,33,26,7, , ,33, , , , , , , , , , , 
2015,3503,"Choptank Electric Coop, Inc",MD,4082,253,9, ,4344, , , , , , ,52.4,50.9, ,103.3, ,24.8,20.4, ,45.2,107, , , ,107,5,15,7, ,27, 
2015,3542,Duke Energy Ohio Inc,OH,47738,23,18, ,47779,315,26,41, ,382,54.9,19.3,40, ,114.2,53.6, , , ,53.6,411,1088, , ,1499,1098,197, , ,1295, 
2015,3701,Clark Electric Coop - (WI),WI,2674,426, , ,3100, , , , , ,2.6,0.2, , ,2.8,2.2,0.1, , ,2.3,199,13, , ,212,14,1, , ,15, 
2015,3755,Cleveland Electric Illum Co,OH,6303,0,4,0,6307,27,0,0,0,27,4,0,162,0,166,3.8,0,0,0,3.8,43,0,9290,0,9333,259,0,0,0,259, 
2015,3757,"Clay Electric Cooperative, Inc",FL, ,4, , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , 
2015,3764,Clearwater-Polk Elec Coop Inc,MN,1676,2, , ,1678,149,1, , ,150,34,0.4, , ,34.4,9.2,0.1, , ,9.3,918,45, , ,963,5, , , ,5,2
2015,3844,"Coastal Electric Coop, Inc",SC,857,0,0,0,857,205,0,0,0,205,0.9,0,0,0,0.9,0.9,0,0,0,0.9,0,0,0,0,0,3500,0,0,0,3500,10
2015,3931,Coles-Moultrie Electric Coop,IL,4590,103,8, ,4701, , , , , ,0.5,0.5,0.5, ,1.5, , , , , , , , , , , , , , , , 
2015,3989,City of Colorado Springs - (CO),CO,871,7,0,0,878,0,0,0,0,0,1,3.5,0,0,4.5,0.8,0,0,0,0.8,16,0,0,0,16,172,1,0,0,173, 
2015,4045,City of Columbia - (MO),MO,14391,912,11,0,15314, , , , , ,24,4,2.8, ,30.8, , , , , ,194,47,247,0,488,68,4,0,0,72,0
2015,4065,City of Columbus - (OH),OH,0,4,14,0,18, , , , , ,0,0.8,12.3, ,13.1, , , , , , , , , , , , , , , ,0
2015,4110,Commonwealth Edison Co,IL,72800,1800,1510, ,76110,210, , , ,210,105,345,855, ,1305,105, , , ,105,2395, , , ,2395,1500,50,52, ,1602, 
2015,4117,Community Electric Coop,VA,1537, ,3, ,1540, , , , , ,1.4, ,3.1, ,4.5,1, ,2.8, ,3.8,36, ,102, ,138,15, ,2, ,17,0
2015,4147,Town of Concord - (MA),MA,495,6, , ,501, , , , , ,6.7,0.5, , ,7.2,6.7,0.5, , ,7.2,8,1, , ,9, , , , , ,12
2015,4176,Connecticut Light & Power Co,CT,0,138,77,0,215,0,0,0,0,0,0,73,95,0,168,0,47,66,0,113,0,714,987,0,1701,0,367,507,0,874,0
2015,4226,Consolidated Edison Co-NY Inc,NY,24601,4187, , ,28788, , , , , ,28,205.3, , ,233.3, , , , , ,3930,11029, , ,14959,6794,1976, , ,8770, 
2015,4254,Consumers Energy Co,MI,1473,10,18, ,1501, , , , , , ,1.1,68.6, ,69.7, ,0.7,22.2, ,22.9,30,29,3572, ,3631, , , , , , 
2015,4362,Corn Belt Energy Corporation,IL, ,61, , ,61, , , , , , ,4.5, , ,4.5, ,4.5, , ,4.5, ,1036, , ,1036, , , , , , 
2015,4363,Corn Belt Power Coop,IA,5596,0,3,0,5599,0,0,0,0,0,63,0,39,0,102,53.7,0,21.7,0,75.4,0,0,0,0,0,0,0,0,0,0,423
2015,4401,"Cotton Electric Coop, Inc",OK, , ,1, ,1, , ,0, ,0, , ,1, ,1, , ,0, ,0, , , , , , , , , , , 
2015,4430,"Covington Electric Coop, Inc",AL,1729, , , ,1729, , , , , ,1, , , ,1, , , , , , , , , , , , , , , ,322
2015,4432,Coweta-Fayette El Member Corp,GA,11842, , , ,11842,317, , , ,317,15, , , ,15,8, , , ,8,195, , , ,195,0, , , ,0,0
2015,4509,Craighead Electric Coop Corp,AR, , , , , , , , , , , ,18.2,1.2, ,19.4, ,8.3,1.2, ,9.5, ,0, , ,0, ,508, , ,508, 
2015,4538,Crisp County Power Comm,GA, , ,2, ,2, , , , , , , ,12, ,12, , ,8, ,8, , , , , , , , , , , 
2015,4675,Cuivre River Electric Coop Inc,MO,432,24, , ,456, , , , , ,1,8.5, , ,9.5,1,7.8, , ,8.8,21, , , ,21,3, , , ,3, 
2015,4704,"DS&O Electric Cooperative, Inc.",KS,122,46, , ,168, , , , , ,0.3,1.5, , ,1.8,0.3,1, , ,1.3,5,24, , ,29,10,10, , ,20, 
2015,4794,City of Danville - (VA),VA,0,2,2,0,4,0,0,0,0,0,0,2.4,1.1,0,3.5,0,2.4,0.6,0,3,0,28,62,0,90,0,0,0,0,0,0
2015,4911,Dawson Power District,NE, , , , , , , , , , , , ,88.3, ,88.3, , ,71.5, ,71.5, , , , , , , ,155, ,155, 
2015,5027,Delmarva Power,DE,53202, , , ,53202,1787, , , ,1787,37.2, , , ,37.2,37.2, , , ,37.2,575, , , ,575,4591, , , ,4591, 
2015,5027,Delmarva Power,MD,31811,755, , ,32566,3675,185, , ,3860,32.3,3.9, , ,36.2,32.3,3.9, , ,36.2,2043,172, , ,2215,2850,532, , ,3382, 
2015,5056,City of Denison - (IA),IA,2420,154,19, ,2593,26,8,1, ,35,1.5,0.3,0, ,1.8,1.5,0.3,0, ,1.8,82,7,20, ,109,7,1,2, ,10, 
2015,5070,Delaware Electric Cooperative,DE,26741,783, , ,27524,0,0, , ,0,14.4,10.3, , ,24.7,13.1,9.3, , ,22.4, , , , , , , , , , , 
2015,5111,City of Detroit Lakes - (MN),MN,1495,158,6, ,1659,490,52,2, ,544,5.7,0.6,0, ,6.3,1.5,0.3,0, ,1.8,546,177,15, ,738,124,14,0, ,138, 
2015,5335,City of Dover - (DE),DE, ,2,3, ,5, , , , , , ,0.5,2.7, ,3.2, ,0.5,2.7, ,3.2, ,18,119, ,137, , , , , , 
2015,5336,City of Dover - (OH),OH, , ,8, ,8, , ,3, ,3, , ,2.5, ,2.5, , ,2.5, ,2.5, , ,81, ,81, , , , , , 
2015,5416,"Duke Energy Carolinas, LLC",NC,145821,136,262, ,146219, ,818,3143, ,3961,313.5,98.7,261.8, ,674, ,76.3,190, ,266.3,3947,4595,11744, ,20286,5970,44,144, ,6158, 
2015,5416,"Duke Energy Carolinas, LLC",SC,54465,36,45, ,54546, ,297,1881, ,2178,117.2,34.1,135.6, ,286.9, ,27,126.6, ,153.6,1460,1221,2073, ,4754,2208,12,25, ,2245, 
2015,5417,Dunn County Electric Coop,WI,3391,337, , ,3728, , , , , ,1.7,2.6, , ,4.3,1.3,1.9, , ,3.2,51,77, , ,128,43,65, , ,108,0
2015,5480,Town of Danvers,MA,790, , , ,790, , , , , ,2, , , ,2,0.8, , , ,0.8,15, , , ,15,12, , , ,12, 
2015,5552,"East River Elec Pwr Coop, Inc",SD, , , , , , , , , , ,34, ,39, ,73,34, ,39, ,73,0, ,0, ,0,1350, ,338, ,1688,552
2015,5575,City of East Grand Forks - (MN),MN,857,68, , ,925,16,18, , ,34,4.4,2.4, , ,6.8,2.1,2.3, , ,4.4,41,2, , ,43,42,44, , ,86, 
2015,5580,"East Kentucky Power Coop, Inc",KY,22233,1,5, ,22239,247,0,0, ,247,25.5,0.4,153.8, ,179.7,25.5,0,0, ,25.5,554,23,10808, ,11385,1913,0,0, ,1913,1488
2015,5632,Eau Claire Electric Coop,WI,5278,180,0,0,5458,0,0,0,0,0,2.5,10.9,0,0,13.4,0.7,2.9,0,0,3.6,117,515,0,0,632,17,75,0,0,92,44
2015,5701,El Paso Electric Co,NM,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
2015,5701,El Paso Electric Co,TX,0,4,11,0,15,0,20,14,0,34,0,3.9,2.8,0,6.7,0,3.9,2.8,0,6.7,0,175,144,0,319,0,0,0,0,0, 
2015,5780,Elkhorn Rural Public Pwr Dist,NE,0,0,1160,0,1160,0,0,0,0,0,0,0,37.5,0,37.5,0,0,37.5,0,37.5,0,0,0,0,0,0,0,0,0,0,0
2015,5860,Empire District Electric Co,MO, , ,2, ,2, , ,0, ,0, , ,0.8, ,0.8, , , , , , , ,12, ,12, , , , , , 
2015,5880,"Energy Coop of New York, Inc",NY, ,2, , ,2, , , , , , ,2, , ,2, ,2, , ,2, , , , , , , , , , , 
2015,5905,Excelsior Electric Member Corp,GA,148,219,0,0,367,14,169,0,0,183,0.8,9,0,0,9.8,0.2,2.2,0,0,2.4,0,0,0,0,0,3,18,0,0,21, 
2015,5964,"Escambia River Elec Coop, Inc",FL,372, , , ,372,37, , , ,37,1.6, , , ,1.6,1.3, , , ,1.3,85, , , ,85,100, , , ,100, 
2015,6151,Fairmont Public Utilities Comm,MN,3101,811,2, ,3914,35,8,0, ,43,1.3,0.3,1, ,2.6,0.4,0.3,0, ,0.7,0,1,21, ,22,1,1,0, ,2,0
2015,6181,"Farmers Electric Coop, Inc - (MO)",MO,3472,22,1, ,3495,2597,226,269, ,3092,5.1,0.5,0.5, ,6.1,3.9,0.3,0.4, ,4.6,18,1,1, ,20,21, , , ,21,0
2015,6342,First Electric Coop Corp,AR,6272,0,646, ,6918,188, ,1028, ,1216,6.3, ,68.2, ,74.5,3, ,12.9, ,15.9,168, ,3325, ,3493,5, ,5, ,10, 
2015,6395,Flathead Electric Coop Inc,MT,801, , , ,801, , , , , , , , , , , , , , , ,24, , , ,24,439, , , ,439,648
2015,6411,Flint Electric Membership Corp,GA,21844,306,474, ,22624,586,3,831, ,1420,21.2,0.1,30.2, ,51.5,8.2,0.1,11.7, ,20,332,2,88, ,422,453,3,16, ,472, 
2015,6431,"Flint Hills Rural E C A, Inc",KS,291,28,12, ,331,0, , , ,0,0.3,0.3,0.2, ,0.8,0.3,0.3,0.2, ,0.8,10,27,9, ,46,5,5,4, ,14, 
2015,6443,"Florida Keys El Coop Assn, Inc",FL,2435,1272, , ,3707, , , , , ,2,1, , ,3, , , , , ,56,53, , ,109, , , , , , 
2015,6452,Florida Power & Light Co,FL,802455,21992, , ,824447,1372,5992, , ,7364,914,752, , ,1666,0,0, , ,0,43713,61198, , ,104911,13918,5683, , ,19601, 
2015,6455,"Duke Energy Florida, Inc",FL,404543,772,0,0,405315,94,178,0,0,272,623,416,0,0,1039,0,0,0,0,0,24333,38157,0,0,62490,18030,416,0,0,18446, 
2015,6604,City of Fort Collins - (CO),CO,5032,15,15,0,5062,0,0,0,0,0,4.5,3.9,3.9,0,12.3,3.5,0.8,0.8,0,5.1,104,0,0,0,104,0,0,0,0,0, 
2015,6640,Four County Elec Member Corp,NC, , ,4, ,4, , ,620, ,620, , ,70, ,70, , ,32, ,32, , ,1676, ,1676, , , , , , 
2015,6782,Freeborn-Mower Coop Services,MN,1966,34, , ,2000, , , , , ,3.5,13.6, , ,17.1,1.2,4.8, , ,6,48,188, , ,236,55,216, , ,271,0
2015,6804,Frontier Power Company,OH,705, , , ,705, , , , , ,3, , , ,3,0.6, , , ,0.6,56, , , ,56,3, , , ,3,24
2015,7004,"Buckeye Power, Inc",OH,127825,40, , ,127865,1264,69, , ,1333,31,6, , ,37,31,6, , ,37,91, , , ,91,100, , , ,100, 
2015,7090,GreyStone Power Corporation,GA, ,4,21, ,25, ,37,195, ,232, ,1.8,9.8, ,11.6, ,1.8,9.8, ,11.6, , , , , , , , , , , 
2015,7140,Georgia Power Co,GA,51899,8,59, ,51966, , , , , ,102,6,231, ,339, , , , , ,6,140,9539, ,9685,966,12,81, ,1059, 
2015,7294,City of Glendale - (CA),CA,40000, , , ,40000,248, , , ,248,2.4, , , ,2.4,2.4, , , ,2.4,38, , , ,38, , , , , , 
2015,7349,"Golden Spread Electric Cooperative, Inc",TX, , ,3837, ,3837, , ,0, ,0, , ,51.7, ,51.7, , ,0, ,0, , ,2418, ,2418, , ,0, ,0, 
2015,7489,Grand Rapids Public Util Comm,MN,1023,58,0, ,1081,6,2,0, ,8,5.1,1.3,0, ,6.4,2.6,0.7,0, ,3.3,43,1, , ,44,2,0, , ,2,2
2015,7490,Grand River Dam Authority,OK,0,0,1,0,1,0,0,0,0,0,0,0,14.9,0,14.9,0,0,12.2,0,12.2, , , , , , , , , , , 
2015,7570,Great River Energy,MN,283748,5146, , ,288894,12067,3452, , ,15519,310,210, , ,520,76,204, , ,280,4074,0, , ,4074,2376,195, , ,2571, 
2015,7601,Green Mountain Power Corp,VT,15597,362,1,0,15960,0,0,0,0,0,3.9,5.1,10,0,19,3.9,3.3,7.5,0,14.7,404,102,203,0,709,0,0,0,0,0, 
2015,7634,City of Greenville - (TX),TX, ,2, , ,2, ,0, , ,0, , , , , , , , , , , ,0, , ,0, , , , , , 
2015,7720,"Grundy Electric Coop, Inc",MO,2300,190,0,0,2490,0,0,0,0,0,1.5,0.5,0,0,2,0.8,0.2,0,0,1,20,2, , ,22,5, , , ,5, 
2015,7785,"Gulf Coast Electric Coop, Inc",FL,757, , , ,757,1, , , ,1,1, , , ,1,1, , , ,1,1, , , ,1, , , , , , 
2015,7801,Gulf Power Co,FL,16247,64,62,0,16373,11192,0,0,0,11192,24.2,58.6,286.6,0,369.4,24.2,58.6,286.6,0,369.4,4123,947,0,0,5070,9036,3267,0,0,12303, 
2015,7887,Habersham Electric Membership Corp,GA, ,1, , ,1, ,0, , ,0, ,0.5, , ,0.5, , , , , , ,0, , ,0, , , , , , 
2015,8179,Harrison County Rural E M C,IN,1422,9,2, ,1433, , , , , ,1, , , ,1, , , , , , , , , , , , , , , ,5
2015,8210,Hart Electric Member Corp,GA,657, , , ,657,80, , , ,80,4, , , ,4,4, , , ,4,60, , , ,60, , , , , , 
2015,8288,City of Hawarden - (IA),IA,223, , , ,223, , , , , ,0.2, , , ,0.2,0.2, , , ,0.2, , , , , ,2, , , ,2, 
