Data Year,Utility Number,Utility Name,Short Form,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total
2015,123,City of Adel- (GA),,GA,SOCO, , , , ,0, , , , ,0, , , , ,0,1977,547,14, ,2538,1977,547,14,0,2538, , , , ,0, , , , ,0, , , , ,0
2015,149,City of Afton- (IA),Y,IA,MISO,427,82, , ,509, , , , , , , , , , , , , , , ,427,82,0,0,509, , , , , , , , , , , , , , , 
2015,150,Adrian Public Utilities Comm,,MN,MISO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,106,2,0,633,525,106,2,0,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,155,Agralite Electric Coop,,MN,MISO,4353,265,559, ,5177, , , , , , , , , , , , , , , ,4353,265,559,0,5177, , , , , , , , , , ,2349,105,537, ,2991
2015,162,Aiken Electric Coop Inc,,SC,SC, , , , ,0,43705,2711,16, ,46432, , , , , , , , , , ,43705,2711,16,0,46432,597598,132421,182684, ,912703,43705,2711,0, ,46416,6300, , , ,6300
2015,174,Aitkin Public Utilities Comm,Y,MN,MISO, , , , , ,1300,264,89, ,1653, , , , , , , , , , ,1300,264,89,0,1653,10400,5200,17086, ,32686, , , , , , , , , , 
2015,176,Ajo Improvement Co,,AZ,AZPS,776,209, , ,985, , , , ,0, , , , ,0, , , , ,0,776,209,0,0,985, , , , ,0, , , , ,0, , , , ,0
2015,182,City of Akron - (IA),Y,IA,MISO,695,121,46, ,862, , , , , , , , , , , , , , , ,695,121,46,0,862, , , , , , , , , , , , , , , 
2015,195,Alabama Power Co,,AL,SOCO, , , , , ,1250068,174802,6056, ,1430926, , , , , , , , , , ,1250068,174802,6056,0,1430926,18130292,13719772,23526029, ,55376093,1249381,174802,6056, ,1430239,3468, , , ,3468
2015,201,City of Alachua - (FL),,FL,FPC, , , , ,0, , , , ,0, , , , ,0,4481, , , ,4481,4481,0,0,0,4481, , , , ,0, , , , ,0, , , , ,0
2015,202,Town of Black Creek - (NC),Y,NC,CPLE,638,116, , ,754, , , , , , , , , , , , , , , ,638,116,0,0,754, , , , , , , , , , , , , , , 
2015,207,City of Alameda,,CA,CISO,617,40, , ,657,554,373, , ,927,0,0, , ,0,29574,4015, , ,33589,30745,4428,0,0,35173,863,133982, , ,134845,0,0, , ,0,0,0, , ,0
2015,213,Alaska Electric Light&Power Co,,AK,,13262,1521,158, ,14941, , , , , , , , , , ,1598,593,63, ,2254,14860,2114,221,0,17195, , , , , , , , , , ,2383,35, , ,2418
2015,219,Alaska Power and Telephone Co,,AK,,5413,2343,0,0,7756,0,0, , ,0, , , , ,0,0,0, , ,0,5413,2343,0,0,7756,0, , , ,0,0,0, , ,0, , , , ,0
2015,221,"Alaska Village Elec Coop, Inc",,AK,,7801,3078,0,0,10879, , , , , , , , , , , , , , , ,7801,3078,0,0,10879, , , , , , , , , , , , , , , 
2015,230,Albany Water Gas & Light Comm,,GA,SOCO,30845,454, , ,31299, , , , , , , , , , ,579,4265, , ,4844,31424,4719,0,0,36143, , , , , , , , , , , , , , , 
2015,232,City of Albemarle - (NC),,NC,DUK,10058,2267,14,0,12339, , , , , , , , , , ,9,15,1,0,25,10067,2282,15,0,12364, , , , , , , , , , , , , , , 
2015,240,Albemarle Electric Member Corp,,NC,PJM, , , , , ,11514,1113,17, ,12644, , , , , , , , , , ,11514,1113,17,0,12644,177374,36877,6882, ,221133,11514,1113,17, ,12644, , , , , 
2015,241,Albertville Municipal Utilities Board,,AL,TVA,7855,1450,0,0,9305,0,0,0,0,0,0,0,0,0,0,4,825,0,0,829,7859,2275,0,0,10134,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0
2015,261,AGC Division of APG Inc,,IN,MISO, , ,5, ,5, , , , ,0, , , , ,0, , , , ,0,0,0,5,0,5, , , , ,0, , , , ,0, , , , ,0
2015,266,City of Alpha - (MN),Y,MN,MISO,62,14, , ,76, , , , , , , , , , , , , , , ,62,14,0,0,76, , , , , , , , , , , , , , , 
2015,276,Alcorn County Elec Power Assn,,MS,TVA,0,0,0,0,0,14692,3773,6,0,18471,0,0,0,0,0,0,0,0,0,0,14692,3773,6,0,18471,221050,165378,222297,0,608725,1825,25,0,0,1850,0,0,0, ,0
2015,282,Village of Arcadia - (OH),Y,OH,PJM,247,0,0,0,247,0,0,0,0,0, , , , , , , , , , ,247,0,0,0,247,0,0,0,0,0, , , , , , , , , , 
2015,289,City of Alexander City,,AL,SOCO, , , , ,0, , , , ,0, , , , ,0,5294,1011,67, ,6372,5294,1011,67,0,6372, , , , ,0, , , , ,0, , , , ,0
2015,295,City of Alexandria - (MN),,MN,MISO,1712,253,20, ,1985, , , , , , , , , , ,6131,1385,182, ,7698,7843,1638,202,0,9683, , , , , , , , , , , , , , , 
2015,296,"Alfalfa Electric Coop, Inc",,KS,SWPP, , , , , ,221,727,22, ,970, , , , , , , , , , ,221,727,22,0,970,4004,8423,28212, ,40639,221,727,22, ,970, , , , , 
2015,296,"Alfalfa Electric Coop, Inc",,OK,SWPP, , , , , ,2733,4734,229, ,7696, , , , , , , , , , ,2733,4734,229,0,7696,49323,69957,1153310, ,1272590,2733,4724,229, ,7686, , , , , 
2015,298,City of Alexandria - (LA),,LA,MISO,1785,347,32, ,2164,0,0,0, ,0,0,0,0, ,0,18063,2923,388, ,21374,19848,3270,420,0,23538,0,0,0, ,0, , , , , , , , , , 
2015,305,Alger-Delta Coop Electric Assn,,MI,MISO,9399,549,1,0,9949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9399,549,1,0,9949,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0
2015,307,Algoma Utility Comm,,WI,MISO,1647,343,0,0,1990,0,12,3,0,15,0,0,0,0,0,0,0,0,0,0,1647,355,3,0,2005,0,7450,18273,0,25723,0,12,3,0,15,0,0,0, ,0
2015,308,City of Acworth - (GA),,GA,SOCO,0,0,0,0,0, , , , ,0, , , , ,0,5772,606,0,0,6378,5772,606,0,0,6378, , , , ,0, , , , ,0, , , , ,0
2015,309,City of Algona - (IA),,IA,SWPP, , , , , ,3035,675,14, ,3724, , , , , , , , , , ,3035,675,14,0,3724,29240,25727,55585, ,110552, , , , , , , , , , 
2015,329,"Allamakee-Clayton El Coop, Inc",,IA,MISO,9360,495, , ,9855,72,6, , ,78, , , , , ,11,10, , ,21,9443,511,0,0,9954,331,57, , ,388, , , , , , , , , , 
2015,367,City of Alliance- (NE),,NE,SWPP,0,0,0,0,0, , , , ,0, , , , ,0,4185,1030,12, ,5227,4185,1030,12,0,5227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,392,Alpena Power Co,,MI,MISO,13760,2530,0,0,16290, , , , , , , , , , ,0,64, , ,64,13760,2594,0,0,16354, , , , , , , , , , , , , , , 
2015,406,City of Altamont - (IL),Y,IL,MISO,1277,158,0, ,1435, , , , , , , , , , , , , , , ,1277,158,0,0,1435, , , , , , , , , , , , , , , 
2015,407,Altamaha Electric Member Corp,,GA,SOCO,14309,1056, , ,15365,3900,713,199, ,4812, , , , , , ,38,4, ,42,18209,1807,203,0,20219,76923,15124,3586, ,95633,18209,1769,199, ,20177, , ,199, ,199
2015,416,City of Altus - (OK),,OK,SWPP, , , , ,0, , , , ,0, , , , ,0,8674,1228,2, ,9904,8674,1228,2,0,9904, , , , ,0, , , , ,0, , , , ,0
2015,471,Amana Society Service Co,,IA,MISO,705,180,1,0,886, , , , , , , , , , , , , , , ,705,180,1,0,886, , , , , , , , , , , , , , , 
2015,554,City of Ames - (IA),,IA,MISO,658,2,0,0,660,0,0,0,0,0,0,0,0,0,0,22000,3118,6,0,25124,22658,3120,6,0,25784,0,0,0,0,0,0,0,0,0,0,9450,200,0,0,9650
2015,560,City of Amherst- (OH),,OH,PJM, , , , ,0, , , , ,0, , , , ,0,5372,506,70, ,5948,5372,506,70,0,5948, , , , ,0, , , , ,0, , , , ,0
2015,562,Amicalola Electric Member Corp,,GA,SOCO, , , , , , , , , , , , , , , ,42599,4634,16,0,47249,42599,4634,16,0,47249, , , , , , , , , , , , , , , 
2015,571,City of Amory,,MS,TVA,2940,1031,3,0,3974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2940,1031,3,0,3974,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0
2015,577,City of Alcoa Utilities,,TN,TVA,0,0,0,0,0,24919,3297,1,0,28217,0,0,0,0,0,0,200,0,0,200,24919,3497,1,0,28417,378415,206012,1037,0,585464,0,0,0,0,0,0,0,0, ,0
2015,590,City of Anaheim - (CA),,CA,CISO, , , , , ,8496,678,302, ,9476, , , , , ,86070,22785,556, ,109411,94566,23463,858,0,118887,50043,206129,910629, ,1166801, , , , , , , , , , 
2015,599,Anchorage Municipal Light and Power,,AK,AMPL,24110,6326, , ,30436, , , , , , , , , , , ,31, , ,31,24110,6357,0,0,30467, , , , , , , , , , , , , , , 
2015,604,City of Andalusia,,AL,AEC, , , , ,0,3615,972,2, ,4589, , , , ,0, , , , ,0,3615,972,2,0,4589,42746,65910,239397, ,348053, , , , ,0, , , , ,0
2015,636,City of Anderson - (IN),,IN,PJM, , , , , ,30327,3707,52, ,34086, , , , , , , , , , ,30327,3707,52,0,34086,303406,311272,222601, ,837279, , , , ,0, , , , , 
2015,689,Connexus Energy,,MN,MISO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117666,11376,399,0,129441,117666,11376,399,0,129441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,690,City of Bardstown - (KY),,KY,LGEE, , , , ,0, , , , ,0, , , , ,0,3347,1061,14, ,4422,3347,1061,14,0,4422, , , , ,0, , , , ,0, , , , ,0
2015,691,City of Anoka,,MN,MISO,10509,1321,17, ,11847, , , , , , , , , , , , , , , ,10509,1321,17,0,11847, , , , , , , , , , , , , , , 
2015,694,Anza Electric Coop Inc,,CA,WALC, , , , ,0, , , , ,0, , , , ,0,4275,320, , ,4595,4275,320,0,0,4595, , , , ,0, , , , ,0, , , , ,0
2015,701,City of Anthony - (KS),Y,KS,SWPP,1637,349,9, ,1995, , , , ,0, , , , , , , , , , ,1637,349,9,0,1995, , , , ,0, , , , , , , , , , 
2015,719,Town of Apex- (NC),,NC,CPLE,14607,1595, , ,16202,0,0, , ,0,0,0, , ,0,755,0, , ,755,15362,1595,0,0,16957,0,0, , ,0,0,0, , ,0,0,0, , ,0
2015,727,Appalachian Electric Coop,,TN,TVA,0,0,0,0,0,39323,6233,5,0,45561,0,0,0,0,0,0,0,0,0,0,39323,6233,5,0,45561,617343,233251,71359,0,921953,0,0,0,0,0,0,0,0, ,0
2015,733,Appalachian Power Co,,VA,PJM,449485,75181,1884,0,526550,267,6,0,0,273,0,0,0,0,0,10,72,52,0,134,449762,75259,1936,0,526957,4026,84,0,0,4110,0,0,0,0,0,0,0,0,0,0
2015,733,Appalachian Power Co,,WV,PJM,364520,66411,2254,0,433185,548,5,0,0,553,0,0,0,0,0,32,87,105,0,224,365100,66503,2359,0,433962,9213,13,0,0,9226,0,0,0,0,0,0,0,0,0,0
2015,750,Arab Electric Coop Inc,,AL,TVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12537,2723,1,0,15261,12537,2723,1,0,15261,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0
2015,752,City of Arapahoe - (NE),Y,NE,SWPP,475,199, , ,674, , , , , , , , , , , , , , , ,475,199,0,0,674, , , , , , , , , , , , , , , 
2015,768,City of Arcanum - (OH),Y,OH,PJM,1469,101,26, ,1596, , , , , , , , , , , , , , , ,1469,101,26,0,1596, , , , , , , , , , , , , , , 
2015,789,Town of Argos,Y,IN,MISO,735,107, , ,842, , , , , , , , , , , , , , , ,735,107,0,0,842, , , , , , , , , , , , , , , 
2015,792,City of Argyle - (WI),Y,WI,MISO,397,96, , ,493, , , , , , , , , , , , , , , ,397,96,0,0,493, , , , , , , , , , , , , , , 
2015,803,Arizona Public Service Co,,AZ,AZPS,296,36, , ,332,1054081,120920,3579, ,1178580, , , , , , , , , , ,1054377,120956,3579,0,1178912,13094823,9641941,602959, ,23339723, , , , , , , , , , 
2015,814,Entergy Arkansas Inc,,AR,MISO,17451,703,202, ,18356, , ,727, ,727, , , , , ,587451,92906,28948,1,709306,604902,93609,29877,1,728389, , ,23377, ,23377, , , , , , , ,1045, ,1045
2015,814,Entergy Arkansas Inc,,TN,MISO, , , , ,0, , , , ,0, , , , ,0,2,3,3, ,8,2,3,3,0,8, , , , ,0, , , , ,0, , , , ,0
2015,817,Arkansas Valley Elec Coop Corp,,AR,SWPP, , , , , ,49887,3623,25,0,53535, , , , , , , , , , ,49887,3623,25,0,53535,725697,165861,237560,0,1129118,0,0,0,0,0,0,0,0,0,0
2015,817,Arkansas Valley Elec Coop Corp,,OK,SWPP, , , , , ,4032,482, , ,4514, , , , , , , , , , ,4032,482,0,0,4514,57357,29934, , ,87291, , , , , , , , , , 
2015,828,City of Arlington - (MN),,MN,MISO,935,98,0,0,1033,0,0,0,0,0,0,0,0,0,0,38,97,0,0,135,973,195,0,0,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,831,City of Arlington - (SD),Y,SD,SWPP,184,34, , ,218,0,0, , ,0, , , , , , , , , , ,184,34,0,0,218, , , , ,0, , , , , , , , , , 
2015,887,"Arrowhead Electric Coop, Inc",,MN,MISO,4923,519, , ,5442, , , , , , , , , , , , , , , ,4923,519,0,0,5442, , , , , , , , , , , , , , , 
2015,902,Town of Ashburnham - (MA),Y,MA,ISNE,2773,202,38,0,3013, , , ,0,0, , , , , , , , , , ,2773,202,38,0,3013, , , ,0,0, , , , , , , , , , 
2015,907,City of Ashland - (OR),,OR,PACW,10242,1603, , ,11845,0,0, , ,0,0,0, , ,0,0,0, , ,0,10242,1603,0,0,11845,0, , , ,0, , , , ,0, , , , ,0
2015,918,City of Aspen- (CO),,CO,PSCO,1978,1021, , ,2999, , , , , , , , , , , , , , ,0,1978,1021,0,0,2999, , , , , , , , , , , , , , , 
2015,942,Atchison-Holt Electric Coop,,IA,AECI, , , , , ,1019,84,58, ,1161, , , , , , , , , , ,1019,84,58,0,1161,9890,5707,202, ,15799, , , , , , , , , , 
2015,942,Atchison-Holt Electric Coop,,MO,AECI, , , , , ,2337,192,139, ,2668, , , , , , , , , , ,2337,192,139,0,2668,23599,13616,26160, ,63375, , , , , , , , , , 
2015,944,City of Athens - (AL),,AL,TVA,9450,550,0,0,10000,0,0,4,0,4,0,0,0,0,0,28131,5963,9,0,34103,37581,6513,13,0,44107,0,0,42,0,42,0,0,1,0,1,0,0,0, ,0
2015,947,Athens Utility Board,,TN,TVA,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,10987,2233,4,0,13224,10987,2233,9,0,13229,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0
2015,963,Atlantic City Electric Co,,NJ,PJM,629, ,585, ,1214, , , , , , , , , , ,481400,64257,310, ,545967,482029,64257,895,0,547181, , , , , , , , , , ,49449, , , ,49449
2015,965,Atlantic Municipal Utilities,,IA,MISO, , , , , ,1281,271,2, ,1554, , , , , ,2562,566, , ,3128,3843,837,2,0,4682,15159,19775,11457, ,46391, , , , , , , , , , 
2015,993,Auburn Board of Public Works,,NE,SWPP, , , , ,0, , , , ,0, , , , ,0,1904,847,1, ,2752,1904,847,1,0,2752, , , , ,0, , , , ,0, , , , ,0
2015,994,City of Auburn - (IN),,IN,PJM,0,0,0, ,0,6270,995,136, ,7401, , , , ,0, , , , ,0,6270,995,136,0,7401,63249,27319,354040, ,444608, , , , ,0, , , , ,0
2015,998,City of Augusta - (KS),,KS,SWPP,2272,157,12, ,2441, , , , , , , , , , ,1563,245,11, ,1819,3835,402,23,0,4260, , , , , , , , , , , , , , , 
2015,1002,City of Aurelia - (IA),Y,IA,MISO,443,59,17, ,519, , , , , , , , , , , , , , , ,443,59,17,0,519, , , , , , , , , , , , , , , 
2015,1009,City of Austin - (MN),,MN,MISO,11597,937,1,0,12535, , , , , , , , , , , , , , , ,11597,937,1,0,12535, , , , , , , , , , ,5837, , , ,5837
2015,1015,Austin Energy,,TX,ERCO,34377, ,529, ,34906,373971,49137,123, ,423231, , , , , , , , , , ,408348,49137,652,0,458137,3908223,5653762,524201, ,10086186,350000,0, , ,350000,13,19,39, ,71
2015,1024,City of Ava - (MO),,MO,AECI, , , , ,0, , , , ,0, , , , ,0,1194,298,46, ,1538,1194,298,46,0,1538, , , , ,0, , , , ,0, , , , ,0
2015,1028,Town of Avilla - (IN),Y,IN,PJM,967,107,20,0,1094,0,0,0,0,0, , , , , , , , , , ,967,107,20,0,1094,0,0,0,0,0, , , , , , , , , , 
2015,1036,Town of Ayden - (NC),,NC,CPLE,3542,487,1, ,4030, , , , , , , , , , , ,113, , ,113,3542,600,1,0,4143, , , , , , , , , , , , , , , 
2015,1046,City of Aztec - (NM),Y,NM,WACM,2680,482, , ,3162, , , , , , , , , , , , , , , ,2680,482,0,0,3162, , , , , , , , , , , , , , , 
2015,1050,City of Azusa,,CA,CISO,4805,957, , ,5762, , , , , , , , , , ,9319,1134, , ,10453,14124,2091,0,0,16215, , , , , , , , , , , , , , , 
2015,1062,BARC Electric Coop Inc,,VA,PJM,500,50, , ,550,11360,732, , ,12092, , , , , , , , , , ,11860,782,0,0,12642,115000,50000, , ,165000, , , , , , , , , , 
2015,1101,Bagley Public Utilities Comm,,MN,MISO,0,0,0, ,0,0,0,0, ,0, , , , ,0,544,146,69, ,759,544,146,69,0,759, , , , ,0, , , , ,0, , , , ,0
2015,1148,City of Baldwin City- (KS),,KS,SWPP, , , , ,0, , , , ,0, , , , ,0,1685,233, , ,1918,1685,233,0,0,1918, , , , ,0, , , , ,0, , , , ,0
2015,1149,Baldwin County El Member Corp,,AL,AEC, , , , ,0,64778,6797, , ,71575, , , , , , , , , , ,64778,6797,0,0,71575,907911,459604, , ,1367515,64778,6797, , ,71575, , , , , 
2015,1167,Baltimore Gas & Electric Co,,MD,PJM,71938,22800, , ,94738,1109948,90877, , ,1200825, , , , , ,0,18832,5640,3,24475,1181886,132509,5640,3,1320038,11683636,13264349, , ,24947985,458700, , , ,458700,322144, , , ,322144
2015,1169,Bailey County Elec Coop Assn,,TX,SWPP,452,111,1152, ,1715, , , , , , , , , , ,2967,671,3562, ,7200,3419,782,4714,0,8915, , , , , , , , , , , , , , , 
2015,1170,Bamberg Board of Public Works,Y,SC,SC,1452,465,6, ,1923, , , , , , , , , , , , , , , ,1452,465,6,0,1923, , , , , , , , , , , , , , , 
2015,1172,Bancroft Municipal Utilities,Y,IA,MISO,398,107,112, ,617, , , , ,0, , , , , , , , , , ,398,107,112,0,617, , , , ,0, , , , , , , , , , 
2015,1175,"Bandera Electric Coop, Inc",,TX,ERCO, , , , ,0,29099,4731,62, ,33892, , , , , , , , , , ,29099,4731,62,0,33892,434439,127941,19123, ,581503,29099,4731,62, ,33892, , , , , 
2015,1176,City of Bandon - (OR),,OR,BPAT,2513,304,3, ,2820, , , , , , , , , , ,692,223, , ,915,3205,527,3,0,3735, , , , , , , , , , , , , , , 
2015,1179,Emera Maine,,ME,ISNE, , , , , ,101905,18610,41, ,120556, , , , , ,331,117,0, ,448,102236,18727,41,0,121004,622278,516003,86605, ,1224886, , , , , , , , , , 
2015,1179,Emera Maine,,ME,NBSO, , , , ,0,0,0,0, ,0, , , , ,0,28925,6869,204, ,35998,28925,6869,204,0,35998, , , , ,0, , , , ,0, , , , ,0
2015,1181,Village of Bangor - (WI),,WI,MISO,699,104,7, ,810, , , , , , , , , , ,748,342, , ,1090,1447,446,7,0,1900, , , , , , , , , , , , , , , 
2015,1192,City of Banning - (CA),,CA,CISO,910,120, , ,1030, , , , ,0, , , , ,0,10031,1005,11, ,11047,10941,1125,11,0,12077, , , , ,0, , , , ,0, , , , ,0
2015,1196,Village of Baraga - (MI),,MI,MISO,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,653,213,0,0,866,653,214,0,0,867,0,4753,0,0,4753,0,1,0,0,1,0,0,0, ,0
2015,1201,Barbourville Utility Comm,,KY,LGEE, , , , ,0, , , , ,0, , , , ,0,3425,512,185,0,4122,3425,512,185,0,4122, , , , ,0, , , , ,0, , , , ,0
2015,1208,Town of Bargersville - (IN),Y,IN,MISO,3136,391,39, ,3566, , , , , , , , , , , , , , , ,3136,391,39,0,3566, , , , , , , , , , , , , , , 
2015,1233,City of Barnesville - (MN),,MN,MISO,174,25, , ,199,862,58, , ,920, , , , , ,139,59, , ,198,1175,142,0,0,1317,12123,1950, , ,14073, , , , , ,852,60, , ,912
2015,1251,Barron Electric Coop,,WI,MISO,17856,197,146, ,18199,0,10,9, ,19, , , , , , , , , , ,17856,207,155,0,18218,0,3198,12585, ,15783,17856,207,149, ,18212,6775, , , ,6775
2015,1273,"Bartlett Electric Coop, Inc",,TX,ERCO,10399,772, , ,11171, , , , , , , , , , ,49,158, , ,207,10448,930,0,0,11378, , , , , , , , , , , , , , , 
2015,1276,"Barrow Utils & Elec Coop, Inc",,AK,, , , , ,0, , , , ,0, , , , ,0,1500,410, , ,1910,1500,410,0,0,1910, , , , ,0, , , , ,0, , , , ,0
2015,1278,City of Barron - (WI),Y,WI,MISO,1473,299,32, ,1804, , , , ,0, , , , , , , , , , ,1473,299,32,0,1804, , , , ,0, , , , , , , , , , 
2015,1279,Barry Electric Coop,,MO,AECI, , , , ,0,8445,1280,2, ,9727, , , , , , , , , ,0,8445,1280,2,0,9727,112635,50081,15600, ,178316,8445,1267,1, ,9713, , , , , 
2015,1283,Bartholomew County Rural E M C,,IN,MISO, , , , , ,10700,647,9, ,11356, , , , , , , , , , ,10700,647,9,0,11356,155402,40704,209570, ,405676, , , , , , , , , , 
2015,1300,City of Bartow - (FL),,FL,FPC,930,315,81, ,1326, , , , , , , , , , ,9341,1135,205, ,10681,10271,1450,286,0,12007, , , , , , , , , , , , , , , 
2015,1301,"Barton County Elec Coop, Inc",,MO,AECI,5032,1344,4, ,6380, , , , , , , , , , , , , , , ,5032,1344,4,0,6380, , , , , , , , , , , , , , , 
2015,1307,Basin Electric Power Coop,,ND,WACM, , , , , , , ,1, ,1, , , , , , , , , , ,0,0,1,0,1, , ,1082754, ,1082754, , , , , , , , , , 
2015,1307,Basin Electric Power Coop,,SD,WACM, , , , , , ,1, , ,1, , , , , , , , , , ,0,1,0,0,1, ,3552, , ,3552, , , , , , , , , , 
2015,1307,Basin Electric Power Coop,,WY,PACE, , , , ,0, ,1, , ,1, , , , ,0, , , , ,0,0,1,0,0,1, ,477, , ,477, , , , ,0, , , , ,0
2015,1324,City of Bastrop - (TX),Y,TX,ERCO,2113,523, , ,2636, , , , ,0, , , , , , , , , , ,2113,523,0,0,2636, , , , ,0, , , , , , , , , , 
2015,1325,City of Batavia - (IL),,IL,PJM,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0,9557,1336,11, ,10904,9557,1336,11,0,10904,0,0,0, ,0,0,0,0, ,0,0,0,0, ,0
2015,1326,Village of Bartley - (NE),Y,NE,SWPP,188,12,0,0,200, , , , , , , , , , , , , , , ,188,12,0,0,200, , , , , , , , , , , , , , , 
2015,1343,Bath Electric Gas & Water,Y,NY,NYIS,912,42, , ,954, , , , , , , , , , , , , , , ,912,42,0,0,954, , , , , , , , , , , , , , , 
2015,1366,City of Bay City - (MI),,MI,MISO, , , , ,0,17693,2233,130, ,20056, , , , ,0, , , , ,0,17693,2233,130,0,20056,130252,129429,59129, ,318810, , , , ,0, , , , ,0
2015,1367,"Bayfield Electric Coop, Inc",,MI,MISO,0,0, , ,0,65,0, , ,65,0,0, , ,0,0,0, , ,0,65,0,0,0,65,150,0, , ,150,64,0, , ,64,0,0, , ,0
2015,1367,"Bayfield Electric Coop, Inc",,WI,MISO, , , , , ,8885,66, , ,8951, , , , , , , , , , ,8885,66,0,0,8951,68121,9175, , ,77296, , , , , , , , , , 
2015,1417,"Beartooth Electric Coop, Inc",,MT,NWMT,5114,405,1, ,5520, , , , , , , , , , , , , , , ,5114,405,1,0,5520, , , , , , , , , , , , , , , 
2015,1417,"Beartooth Electric Coop, Inc",,WY,NWMT,397,79, , ,476, , , , , , , , , , , , , , , ,397,79,0,0,476, , , , , , , , , , , , , , , 
2015,1427,City of Beatrice - (NE),,NE,SWPP,0,0,0,0,0,2750,0,0,0,2750, , , , ,0,3362,415,324,0,4101,6112,415,324,0,6851,9954,0,0,0,9954,0, , , ,0,0, , , ,0
2015,1456,Town of Bedford - (VA),,VA,PJM,5747,761,14, ,6522, , , , , , , , , , , ,113,15, ,128,5747,874,29,0,6650, , , , , , , , , , , , , , , 
2015,1458,"Beauregard Electric Coop, Inc",,LA,MISO, , , , ,0,14307,2605, , ,16912, , , , ,0,24057,788, , ,24845,38364,3393,0,0,41757,46739,6267, , ,53006,14307,2605, , ,16912, , , , ,0
2015,1494,Town of Belhaven - (NC),Y,NC,CPLE, ,6, , ,6, , , , , , , , , , , , , , , ,0,6,0,0,6, , , , , , , , , , , , , , , 
2015,1523,Town of Belmont - (MA),,MA,ISNE, , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0, , , , , , , , , , , , , , , 
2015,1525,City of Beloit - (KS),,KS,SWPP,1815,469,33, ,2317, , , , ,0, , , , ,0, , , , ,0,1815,469,33,0,2317, , , , ,0, , , , ,0, , , , ,0
