|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..Ownership|,|IEEE Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.All Events (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.All Events (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard.Without Major Event Days.SAIDI (minutes per year)|,|IEEE Standard.Without Major Event Days.SAIFI (times per year)|,|IEEE Standard.Without Major Event Days.CAIDI (minutes per interruption)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard...Number of Customers|,|IEEE Standard...Highest Dist. Voltage|,|IEEE Standard...Outages Recorded Automatically|,|Other Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|Other Standard.All Events (With Major Event Days).SAIFI (times per year)|,|Other Standard.All Events (With Major Event Days).CAIDI With MED|,|Other Standard.Without Major Event Days.SAIDI (minutes per year)|,|Other Standard.Without Major Event Days.SAIFI (times per year)|,|Other Standard.Without Major Event Days.CAIDI Without MED|,|Other Standard...Number of Customers|,|Other Standard...Inactive Accounts Included|,|Other Standard...Momentary Interruptions|,|Other Standard...Highest Dist. Voltage|,|..Outages Recorded Automatically|
2015,803,Arizona Public Service Co,AZ,Investor Owned,119,0.91,130.76923,87,0.87,100,119,0.91,130.76923,1189422,69,N,.,.,.,.,.,.,.,,,.,
2015,814,Entergy Arkansas Inc,AR,Investor Owned,408.5,2.246,181.8789,283.4,1.989,142.48366,394,2.055,191.72749,715380,34.5,Y,.,.,.,.,.,.,.,,,.,
2015,963,Atlantic City Electric Co,NJ,Investor Owned,1370,2.1,652.38095,95,1.14,83.333333,1352,2.09,646.88995,537010,69,Y,.,.,.,.,.,.,.,,,.,
2015,993,Auburn Board of Public Works,NE,Municipal,.,.,.,.,.,.,.,.,.,.,.,,3.4,0.29,11.724138,.,.,.,2771,Y,L,12.5,N
2015,1009,City of Austin - (MN),MN,Municipal,10.375,0.116,89.439655,.,.,.,.,.,.,12378,13.8,N,.,.,.,.,.,.,.,,,.,
2015,1015,Austin Energy,TX,Municipal,339.27,0.92,368.77174,55.15,0.72,76.597222,331.49,0.77,430.50649,443000,35,Y,.,.,.,.,.,.,.,,,.,
2015,1050,City of Azusa,CA,Municipal,.,.,.,10.217,0.069,148.07246,.,.,.,16724,12.5,N,.,.,.,.,.,.,.,,,.,
2015,1062,BARC Electric Coop Inc,VA,Cooperative,296.92,2.125,139.72706,176.61,1.657,106.58419,120.31,0.468,257.07265,12642,46,Y,.,.,.,.,.,.,.,,,.,
2015,1149,Baldwin County El Member Corp,AL,Cooperative,158.575,2.031,78.077302,73.942,1.346,54.934621,148.8,1.728,86.111111,70812,12.5,Y,.,.,.,.,.,.,.,,,.,
2015,1167,Baltimore Gas & Electric Co,MD,Investor Owned,102,0.93,109.67742,91,0.89,102.24719,102,0.92,110.86957,1250361,34.5,Y,.,.,.,.,.,.,.,,,.,
2015,1175,"Bandera Electric Coop, Inc",TX,Cooperative,106.46,0.68,156.55882,45.64,0.4,114.1,106.46,0.68,156.55882,33892,24,Y,.,.,.,.,.,.,.,,,.,
2015,1179,Emera Maine,ME,Investor Owned,351,2.58,136.04651,280,2.342,119.55594,153,1.751,87.378641,157752,35,Y,.,.,.,.,.,.,.,,,.,
2015,1181,Village of Bangor - (WI),WI,Municipal,16.999,0.306,55.552288,.,.,.,.,.,.,1898,12.5,N,.,.,.,.,.,.,.,,,.,
2015,1233,City of Barnesville - (MN),MN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,0.691,0.002,345.5,.,.,.,1317,Y,F,2.4,N
2015,1251,Barron Electric Coop,WI,Cooperative,120.8,1.116,108.24373,97.2,1.064,91.353383,119.2,0.854,139.57845,18260,12.5,Y,.,.,.,.,.,.,.,,,.,
2015,1273,"Bartlett Electric Coop, Inc",TX,Cooperative,200.15,1.222,163.78887,169.82,0.82,207.09756,70.62,0.798,88.496241,11330,24.9,N,.,.,.,.,.,.,.,,,.,
2015,1283,Bartholomew County Rural E M C,IN,Cooperative,488.86,2.96,165.15541,235.4,2.07,113.71981,488.86,2.96,165.15541,11296,12,Y,.,.,.,.,.,.,.,,,.,
2015,1300,City of Bartow - (FL),FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,17.613,0.164,107.39634,.,.,.,11659,N,L,.,N
2015,1456,Town of Bedford - (VA),VA,Municipal,161.237,1.05,153.55905,161.237,1.05,153.55905,161.237,1.05,153.55905,6649,69,N,.,.,.,.,.,.,.,,,.,
2015,1458,"Beauregard Electric Coop, Inc",LA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,465.6,4.78,97.405858,183,1.79,102.23464,41757,N,F,24.9,Y
2015,1529,"Beltrami Electric Coop, Inc",MN,Cooperative,113.954,1.647,69.188828,113.954,1.647,69.188828,0,0,.,20117,12.5,Y,.,.,.,.,.,.,.,,,.,
2015,1579,PUD No 1 of Benton County,WA,Political Subdivision,36.5,0.27,135.18519,36.5,0.27,135.18519,.,.,.,50297,15,Y,.,.,.,.,.,.,.,,,.,
2015,1591,"Big Country Electric Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,1146,.,.,.,.,.,12912,N,L,69,Y
2015,1613,Berkeley Electric Coop Inc,SC,Cooperative,210.81,2.11,99.909953,145.54,1.72,84.616279,209.2,2.04,102.54902,89741,24.9,Y,.,.,.,.,.,.,.,,,.,
2015,1625,Benton Rural Electric Assn,WA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,141.53,0.812,174.29803,.,.,.,15813,N,L,34.5,N
2015,1675,Big Horn Rural Electric Co,WY,Cooperative,203.37,1.3,156.43846,.,.,.,.,.,.,3707,7.2,N,.,.,.,.,.,.,.,,,.,
2015,1708,Big Sandy Rural Elec Coop Corp,KY,Cooperative,1542,3.88,397.42268,284.2,2.58,110.15504,1542,3.88,397.42268,13000,7.6,Y,.,.,.,.,.,.,.,,,.,
2015,1723,"Big Bend Electric Coop, Inc",WA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,170.5,1,170.5,137.8,0.8,172.25,8885,N,O,24.9,N
2015,1763,"Black River Electric Coop, Inc - (SC)",SC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,65.8,0.48,137.08333,65.8,0.48,137.08333,31911,N,L,12.5,N
2015,1769,"Black Hills Electric Coop, Inc",SD,Cooperative,95.55,0.5,191.1,95.55,0.5,191.1,94.52,0.49,192.89796,9592,7.2,N,.,.,.,.,.,.,.,,,.,
2015,1775,Black River Electric Coop - (MO),MO,Cooperative,461.3,.,.,358.46,.,.,.,.,.,24075,14.4,N,.,.,.,.,.,.,.,,,.,
2015,1886,Blue Grass Energy Coop Corp,KY,Cooperative,183.83,1.36,135.16912,143.38,1.22,117.52459,176.84,1.28,138.15625,56312,25,Y,.,.,.,.,.,.,.,,,.,
2015,1889,Blue Ridge Elec Member Corp - (NC),NC,Cooperative,81.6,1.19,68.571429,81.6,1.19,68.571429,81.6,1.19,68.571429,73944,15,Y,.,.,.,.,.,.,.,,,.,
2015,1890,Blue Ridge Electric Coop Inc - (SC),SC,Cooperative,377.5,.,.,113.09,.,.,368.51,.,.,64194,7.2,N,.,.,.,.,.,.,.,,,.,
2015,1892,"Bluebonnet Electric Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,298.8,1.82,164.17582,.,.,.,88534,N,L,24.9,Y
2015,1898,"Bon Homme Yankton El Assn, Inc",SD,Cooperative,34.22,0.04,855.5,.,.,.,.,.,.,3685,12.5,Y,.,.,.,.,.,.,.,,,.,
2015,1936,Bolivar Energy Authority,TN,Municipal,114.816,1.06,108.31698,53.924,.,.,114.816,1.06,108.31698,11144,12.5,N,.,.,.,.,.,.,.,,,.,
2015,2001,Boone Electric Coop,MO,Cooperative,68.41,0.75,91.213333,68.41,0.75,91.213333,68.41,0.75,91.213333,31133,13.2,N,.,.,.,.,.,.,.,,,.,
2015,2049,"Bowie-Cass Electric Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,1128,.,.,386.4,.,.,36105,N,O,12.5,Y
2015,2054,City of Bowling Green - (OH),OH,Municipal,27.292,0.301,90.671096,13.748,0.151,91.046358,.,.,.,14660,12.5,N,.,.,.,.,.,.,.,,,.,
2015,2056,City of Bowling Green - (KY),KY,Municipal,.,.,.,.,.,.,.,.,.,.,.,,53.35,0.95,56.157895,53.35,0.95,56.157895,29158,N,L,12.5,N
2015,2089,Bozrah Light & Power Company,CT,Municipal,724.49,4.28,169.27336,291.26,2.52,115.57937,724.49,4.28,169.27336,2663,13.8,N,.,.,.,.,.,.,.,,,.,
2015,2144,Town of Braintree - (MA),MA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,2.66,0.058,45.862069,.,.,.,16420,N,F,13.8,Y
2015,2212,"Broad River Electric Coop, Inc",SC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,2,.,.,2,.,.,20707,N,F,12.5,Y
2015,2247,City of Bristol - (TN),TN,Municipal,34.679,0.474,73.162447,32.185,0.474,67.900844,34.679,0.474,73.162447,33061,69,N,.,.,.,.,.,.,.,,,.,
2015,2248,Bristol Virginia Utilities,VA,Municipal,22.154,0.009,2461.5556,13.853,0.007,1979,22.154,0.009,2461.5556,16622,13.2,Y,.,.,.,.,.,.,.,,,.,
2015,2316,Brown County Rural Elec Assn,MN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,32.5,0.64,50.78125,32.5,0.64,50.78125,4450,N,L,12,N
2015,2409,Brownsville Public Utilities Board,TX,Municipal,11.13,0.12,92.75,.,.,.,.,.,.,47600,12.5,N,.,.,.,.,.,.,.,,,.,
2015,2439,City of Bryan - (OH),OH,Municipal,15.22,0.647,23.523957,15.22,0.647,23.523957,.,.,.,5795,12.4,N,.,.,.,.,.,.,.,,,.,
2015,2442,City of Bryan - (TX),TX,Municipal,.,.,.,.,.,.,.,.,.,.,.,,19.6,0.31,63.225806,.,.,.,53910,N,F,12.5,Y
2015,2485,City of Buffalo - (MN),MN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,9.103,0.074,123.01351,.,.,.,5893,y,L,12,N
2015,2502,"Buckeye Rural Elec Coop, Inc",OH,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,1404,4.2,334.28571,410,3.2,128.125,18652,N,L,12.5,N
2015,2507,City of Burbank Water and Power,CA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,4.789,0.173,27.682081,4.789,0.173,27.682081,52500,N,L,34.5,N
2015,2548,City of Burlington Electric - (VT),VT,Municipal,.,.,.,.,.,.,.,.,.,.,.,,.,0.4,.,.,.,.,20592,N,F,13.8,N
2015,2641,"Butler Rural El Coop Assn, Inc - (KS)",KS,Cooperative,13484,1.767,7631.013,544.62,1.217,447.51027,490.58,1.367,358.87345,7243,12.5,Y,.,.,.,.,.,.,.,,,.,
2015,2651,Butler Rural Electric Coop Inc - (OH),OH,Cooperative,144.7,2.08,69.567308,94.01,1.18,79.669492,65.84,0.83,79.325301,11230,12,Y,.,.,.,.,.,.,.,,,.,
2015,2652,Butler County Rural Elec Coop - (IA),IA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,67.649,0.678,99.777286,34.646,0.308,112.48701,5083,N,F,12.5,N
2015,2655,"Butte Electric Coop, Inc",SD,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,82.9,0.3,276.33333,50.3,0.28,179.64286,5615,N,L,15,N
2015,2812,City of Calhoun - (GA),GA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,52.079,0.6,86.798333,14.432,0.2,72.16,5392,Y,F,7.2,N
2015,2849,Central Electric Power Assn - (MS),MS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,289.08,.,.,227.88,.,.,35827,N,L,24.9,N
2015,2911,"Canadian Valley Elec Coop, Inc",OK,Cooperative,161,0.6,268.33333,.,.,.,.,.,.,24707,24.9,Y,.,.,.,.,.,.,.,,,.,
2015,2955,Canby Utility Board,OR,Municipal,.,.,.,.,.,.,.,.,.,.,.,,22,0.25,88,22,0.25,88,6862,N,F,12.5,N
2015,2960,"Caney Fork Electric Coop, Inc",TN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,647.4,.,.,157.8,.,.,32071,N,L,26,N
2015,2961,"Caney Valley El Coop Assn, Inc",KS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,787.69,4.33,181.91455,167.3,2.85,58.701754,5495,N,F,7.2,N
2015,2982,Cape Hatteras Elec Member Corp,NC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,503.11,0.017,29594.706,503.11,0.017,29594.706,7649,N,F,12,N
2015,2985,"Capital Electric Coop, Inc",ND,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,49.5,.,.,49.5,.,.,19066,N,F,7.2,Y
2015,2998,"Carbon Power & Light, Inc",WY,Cooperative,361.4,4.22,85.63981,361.4,4.22,85.63981,146.9,2.38,61.722689,6355,25,Y,.,.,.,.,.,.,.,,,.,
2015,3046,Duke Energy Progress - (NC),NC,Investor Owned,275,1.72,159.88372,141,1.41,100,262,1.6,163.75,1333003,35,Y,.,.,.,.,.,.,.,,,.,
2015,3046,Duke Energy Progress - (NC),SC,Investor Owned,297,2.07,143.47826,224,1.9,117.89474,248,1.88,131.91489,165988,35,Y,.,.,.,.,.,.,.,,,.,
2015,3076,"Carroll Electric Coop, Inc - (OH)",OH,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,404,.,.,288,.,.,11859,N,F,12.5,Y
2015,3081,Carroll Electric Member Corp - (GA),GA,Cooperative,126,1.57,80.254777,126,1.57,80.254777,122,1.53,79.738562,49972,24.9,Y,.,.,.,.,.,.,.,,,.,
2015,3093,Carroll Electric Coop Corp - (AR),AR,Cooperative,136.8,1.775,77.070423,123.4,1.63,75.705521,.,.,.,81955,34.5,Y,.,.,.,.,.,.,.,,,.,
2015,3093,Carroll Electric Coop Corp - (AR),MO,Cooperative,75,1.096,68.430657,67,0.982,68.228106,.,.,.,10826,24.9,Y,.,.,.,.,.,.,.,,,.,
2015,3113,City of Carthage - (MO),MO,Municipal,34.667,0.57,60.819298,34.667,0.57,60.819298,34.667,0.57,60.819298,7479,13.2,Y,.,.,.,.,.,.,.,,,.,
2015,3203,Cedar Falls Utilities,IA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,14,0.33,42.424242,.,.,.,18849,N,L,69,N
2015,3208,Cedarburg Light & Water Comm,WI,Municipal,.,.,.,.,.,.,.,.,.,.,.,,3.21,0.028,114.64286,.,.,.,6197,Y,F,24.9,N
2015,3222,Central Alabama Electric Coop,AL,Cooperative,155,.,.,155,.,.,124,.,.,42223,24.9,Y,.,.,.,.,.,.,.,,,.,
2015,3226,"Central Rural Electric Cooperative, Inc",OK,Cooperative,288.589,1.4,206.135,147.663,1.051,140.49762,288.584,1.4,206.13143,20202,25,Y,.,.,.,.,.,.,.,,,.,
2015,3245,"Central Florida Elec Coop, Inc",FL,Cooperative,233.34,.,.,153.26,.,.,198.7,.,.,32865,25,Y,.,.,.,.,.,.,.,,,.,
2015,3248,Central Georgia El Member Corp,GA,Cooperative,68.7,0.95,72.315789,68.7,0.95,72.315789,66.6,0.92,72.391304,52791,25,Y,.,.,.,.,.,.,.,,,.,
2015,3249,Central Hudson Gas & Elec Corp,NY,Investor Owned,173.14,1.38,125.46377,173.14,1.38,125.46377,.,.,.,300647,34.5,Y,.,.,.,.,.,.,.,,,.,
2015,3250,Central Electric Membership Corp. - (NC),NC,Cooperative,215.59,.,.,155.88,.,.,207.89,.,.,22190,25,Y,.,.,.,.,.,.,.,,,.,
2015,3264,Central Lincoln People's Ut Dt,OR,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,53.28,0.224,237.85714,.,.,.,38500,N,O,.,Y
2015,3265,Cleco Power LLC,LA,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,159.6,1.75,91.2,159.6,1.75,91.2,281350,N,F,34.6,Y
2015,3266,Central Maine Power Co,ME,Investor Owned,171.6,1.57,109.29936,171.6,1.57,109.29936,171.6,1.57,109.29936,616979,34.5,N,.,.,.,.,.,.,.,,,.,
2015,3268,Central Missouri Elec Coop Inc,MO,Cooperative,179.263,.,.,145.675,.,.,179.263,.,.,10640,25,N,.,.,.,.,.,.,.,,,.,
2015,3273,"Central New Mexico El Coop, Inc",NM,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,456.8,2.9,157.51724,180.8,1.3,139.07692,17591,N,F,25,Y
2015,3278,AEP Texas Central Company,TX,Investor Owned,260.9,2.023,128.96688,176.9,1.681,105.23498,246.9,1.774,139.177,823421,35,Y,.,.,.,.,.,.,.,,,.,
2015,3282,"Central Texas Elec Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,50.02,0.41,122,37.48,.,.,38728,N,L,24.9,N
2015,3287,"Central Valley Elec Coop, Inc",NM,Cooperative,50.892,0.484,105.14876,50.892,0.484,105.14876,47.083,.,.,15301,25,N,.,.,.,.,.,.,.,,,.,
2015,3291,Central Virginia Electric Coop,VA,Cooperative,514.8,3.214,160.17424,329.4,2.823,116.68438,410.4,2.485,165.15091,35571,25,Y,.,.,.,.,.,.,.,,,.,
2015,3293,Central Wisconsin Elec Coop,WI,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,235.5,1.866,126.20579,.,.,.,7839,N,O,12.5,N
2015,3295,City of Centralia - (WA),WA,Municipal,166.925,1.2,139.10417,49.657,0.5,99.314,166.925,1.2,139.10417,10220,12.5,N,.,.,.,.,.,.,.,,,.,
2015,3314,"Chariton Valley Elec Coop, Inc",IA,Cooperative,151,1.44,104.86111,83,1.03,80.582524,.,.,.,6013,25,Y,.,.,.,.,.,.,.,,,.,
2015,3329,Borough of Chambersburg,PA,Municipal,35.591,0.4,88.9775,13.224,0.2,66.12,35.591,0.2,177.955,11187,12.5,N,.,.,.,.,.,.,.,,,.,
2015,3355,City of Chanute,KS,Municipal,.,.,.,.,.,.,.,.,.,.,.,,8.9,0.088,101.13636,.,.,.,5652,N,L,12.5,N
2015,3390,"Caddo Electric Coop, Inc",OK,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,9076.323,8.337,1088.6797,3011.417,5.477,549.82965,18308,N,L,24.9,Y
2015,3400,City of Chaska - (MN),MN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,136.4,1.4,97.428571,.,.,.,9800,Y,F,8,N
2015,3408,City of Chattanooga - (TN),TN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,96.312,1.193,80.73093,63.758,0.845,75.453254,176521,N,F,46,Y
2015,3413,PUD No 1 of Chelan County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,661.798,1.012,653.95059,.,.,.,49421,N,F,12.5,N
2015,3420,City of Cheney - (WA),WA,Municipal,1477,2.9,509.31034,27.109,0.2,135.545,1058,1.9,556.84211,5500,13.8,N,.,.,.,.,.,.,.,,,.,
2015,3436,Cherryland Electric Coop Inc,MI,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,77.865,0.725,107.4,77.865,0.725,107.4,34575,,F,12.5,
2015,3461,Cheyenne Light Fuel & Power d/b/a Black Hills Energy,WY,Investor Owned,31.158,0.39,79.892308,23.989,0.33,72.693939,31.153,0.334,93.272455,39978,35,Y,.,.,.,.,.,.,.,,,.,
2015,3477,City of Chicopee - (MA),MA,Municipal,5.74,0.132,43.484848,.,.,.,.,.,.,26013,13.8,N,.,.,.,.,.,.,.,,,.,
2015,3478,Cimarron Electric Coop,OK,Cooperative,7770.635,6.054,1283.5538,67.617,0.871,77.631458,770.309,6.05,127.3238,15825,24.9,Y,.,.,.,.,.,.,.,,,.,
2015,3486,Chillicothe Municipal Utils,MO,Municipal,.,.,.,.,.,.,.,.,.,.,.,,38.343,0.8,47.92875,5.278,0.06,87.966667,4559,Y,F,7.2,Y
2015,3502,"Choctawhatche Elec Coop, Inc",FL,Cooperative,127,1.139,111.50132,76,0.887,85.682074,123,0.824,149.27184,47799,12.5,Y,.,.,.,.,.,.,.,,,.,
2015,3503,"Choptank Electric Coop, Inc",MD,Cooperative,161.4,1.77,91.186441,100.2,1.26,79.52381,121.8,1.29,94.418605,52553,25,Y,.,.,.,.,.,.,.,,,.,
2015,3542,Duke Energy Ohio Inc,OH,Investor Owned,225.98,1.38,163.75362,132.84,1.16,114.51724,206.01,1.22,168.86066,697961,34.5,N,.,.,.,.,.,.,.,,,.,
2015,3597,Citizens Electric Co - (PA),PA,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,72,0.89,80.898876,18,0.19,94.736842,6909,N,F,12.5,Y
2015,3600,Citizens Electric Corporation - (MO),MO,Cooperative,107,.,.,0,.,.,107,.,.,26994,13.2,Y,.,.,.,.,.,.,.,,,.,
2015,3634,City of Nixa - (MO),MO,Municipal,139.591,3.2,43.622188,34.457,2.4,14.357083,139.591,3.2,43.622188,9487,7.2,N,.,.,.,.,.,.,.,,,.,
2015,3644,PUD No 1 of Clallam County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,444,0.751,591.21172,195,.,.,31241,N,L,34,Y
2015,3647,City of Claremore,OK,Municipal,.,.,.,.,.,.,.,.,.,.,.,,894.13,.,.,.,.,.,11800,N,O,13.2,N
2015,3660,PUD No 1 of Clark County - (WA),WA,Political Subdivision,90.65,0.602,150.5814,27.08,0.36,75.222222,86.72,0.562,154.30605,191500,12.5,N,.,.,.,.,.,.,.,,,.,
