|Data Year|,|Utility Number|,|Utility Name|,|State|,|County|
2015,963,Atlantic City Electric Co,NJ,Gloucester
2015,963,Atlantic City Electric Co,NJ,Ocean
2015,963,Atlantic City Electric Co,NJ,Salem
2015,965,Atlantic Municipal Utilities,IA,Audubon
2015,965,Atlantic Municipal Utilities,IA,Cass
2015,965,Atlantic Municipal Utilities,IA,Pottawattamie
2015,965,Atlantic Municipal Utilities,IA,Shelby
2015,989,City of Attica - (KS),KS,Harper
2015,993,Auburn Board of Public Works,NE,Johnson
2015,993,Auburn Board of Public Works,NE,Nemaha
2015,993,Auburn Board of Public Works,NE,Richardson
2015,994,City of Auburn - (IN),IN,DeKalb
2015,995,City of Auburn - (IA),IA,Sac
2015,998,City of Augusta - (KS),KS,Butler
2015,1000,City of Augusta - (AR),AR,Woodruff
2015,1002,City of Aurelia - (IA),IA,Cherokee
2015,1004,City of Aurora - (SD),SD,Brookings
2015,1009,City of Austin - (MN),MN,Mower
2015,1015,Austin Energy,TX,Travis
2015,1015,Austin Energy,TX,Williamson
2015,1024,City of Ava - (MO),MO,Douglas
2015,1024,City of Ava - (MO),MO,Lafayette
2015,1028,Town of Avilla - (IN),IN,Noble
2015,1033,City of Axtell - (KS),KS,Marshall
2015,1036,Town of Ayden - (NC),NC,Pitt
2015,1046,City of Aztec - (NM),NM,San Juan
2015,1050,City of Azusa,CA,Los Angeles
2015,1062,BARC Electric Coop Inc,VA,Alleghany
2015,1062,BARC Electric Coop Inc,VA,Augusta
2015,1062,BARC Electric Coop Inc,VA,Bath
2015,1062,BARC Electric Coop Inc,VA,Highland
2015,1062,BARC Electric Coop Inc,VA,Rockbridge
2015,1080,City of Badger - (SD),SD,Kingsbury
2015,1101,Bagley Public Utilities Comm,MN,Clearwater
2015,1119,Town of Bainbridge - (IN),IN,Putnam
2015,1148,City of Baldwin City- (KS),KS,Douglas
2015,1149,Baldwin County El Member Corp,AL,Baldwin
2015,1149,Baldwin County El Member Corp,AL,Monroe
2015,1167,Baltimore Gas & Electric Co,MD,Anne Arundel
2015,1167,Baltimore Gas & Electric Co,MD,Baltimore
2015,1167,Baltimore Gas & Electric Co,MD,Baltimore City
2015,1167,Baltimore Gas & Electric Co,MD,Calvert
2015,1167,Baltimore Gas & Electric Co,MD,Carroll
2015,1167,Baltimore Gas & Electric Co,MD,Harford
2015,1167,Baltimore Gas & Electric Co,MD,Howard
2015,1167,Baltimore Gas & Electric Co,MD,Montgomery
2015,1167,Baltimore Gas & Electric Co,MD,Prince Georges
2015,1169,Bailey County Elec Coop Assn,TX,Bailey
2015,1169,Bailey County Elec Coop Assn,TX,Castro
2015,1169,Bailey County Elec Coop Assn,TX,Cochran
2015,1169,Bailey County Elec Coop Assn,TX,Lamb
2015,1169,Bailey County Elec Coop Assn,TX,Parmer
2015,1170,Bamberg Board of Public Works,SC,Bamberg
2015,1172,Bancroft Municipal Utilities,IA,Kossuth
2015,1175,"Bandera Electric Coop, Inc",TX,Bandera
2015,1175,"Bandera Electric Coop, Inc",TX,Bexar
2015,1175,"Bandera Electric Coop, Inc",TX,Kendall
2015,1175,"Bandera Electric Coop, Inc",TX,Kerr
2015,1175,"Bandera Electric Coop, Inc",TX,Medina
2015,1175,"Bandera Electric Coop, Inc",TX,Real
2015,1175,"Bandera Electric Coop, Inc",TX,Uvalde
2015,1176,City of Bandon - (OR),OR,Coos
2015,1176,City of Bandon - (OR),OR,Curry
2015,1179,Emera Maine,ME,Aroostook
2015,1179,Emera Maine,ME,Hancock
2015,1179,Emera Maine,ME,Penobscot
2015,1179,Emera Maine,ME,Piscataquis
2015,1179,Emera Maine,ME,Waldo
2015,1179,Emera Maine,ME,Washington
2015,1181,Village of Bangor - (WI),WI,La Crosse
2015,1181,Village of Bangor - (WI),WI,Monroe
2015,1192,City of Banning - (CA),CA,Riverside
2015,1196,Village of Baraga - (MI),MI,Baraga
2015,1201,Barbourville Utility Comm,KY,Knox
2015,1205,City of Bardwell - (KY),KY,Carlisle
2015,1208,Town of Bargersville - (IN),IN,Johnson
2015,1232,City of Barnesville - (GA),GA,Lamar
2015,1233,City of Barnesville - (MN),MN,Clay
2015,1251,Barron Electric Coop,WI,Barron
2015,1251,Barron Electric Coop,WI,Burnett
2015,1251,Barron Electric Coop,WI,Chippewa
2015,1251,Barron Electric Coop,WI,Dunn
2015,1251,Barron Electric Coop,WI,Polk
2015,1251,Barron Electric Coop,WI,Rusk
2015,1251,Barron Electric Coop,WI,Sawyer
2015,1251,Barron Electric Coop,WI,Washburn
2015,1273,"Bartlett Electric Coop, Inc",TX,Bell
2015,1273,"Bartlett Electric Coop, Inc",TX,Burleson
2015,1273,"Bartlett Electric Coop, Inc",TX,Lee
2015,1273,"Bartlett Electric Coop, Inc",TX,Milam
2015,1273,"Bartlett Electric Coop, Inc",TX,Williamson
2015,1276,"Barrow Utils & Elec Coop, Inc",AK,North Slope
2015,1278,City of Barron - (WI),WI,Barron
2015,1279,Barry Electric Coop,MO,Barry
2015,1279,Barry Electric Coop,MO,McDonald
2015,1283,Bartholomew County Rural E M C,IN,Bartholomew
2015,1283,Bartholomew County Rural E M C,IN,Decatur
2015,1283,Bartholomew County Rural E M C,IN,Jackson
2015,1283,Bartholomew County Rural E M C,IN,Jennings
2015,1287,City of Bartlett - (TX),TX,Bell
2015,1287,City of Bartlett - (TX),TX,Williamson
2015,1299,"Barton Village, Inc",VT,Orleans
2015,1300,City of Bartow - (FL),FL,Polk
2015,1301,"Barton County Elec Coop, Inc",MO,Barton
2015,1301,"Barton County Elec Coop, Inc",MO,Cedar
2015,1301,"Barton County Elec Coop, Inc",MO,Dade
2015,1301,"Barton County Elec Coop, Inc",MO,Jasper
2015,1301,"Barton County Elec Coop, Inc",MO,Vernon
2015,1307,Basin Electric Power Coop,ND,Mercer
2015,1307,Basin Electric Power Coop,SD,Meade
2015,1307,Basin Electric Power Coop,WY,Park
2015,1324,City of Bastrop - (TX),TX,Bastrop
2015,1325,City of Batavia - (IL),IL,Kane
2015,1326,Village of Bartley - (NE),NE,Red Willow
2015,1343,Bath Electric Gas & Water,NY,Steuben
2015,1346,City of Battle Creek- (NE),NE,Madison
2015,1353,City of Baudette - (MN),MN,Lake of The Woods
2015,1366,City of Bay City - (MI),MI,Bay
2015,1367,"Bayfield Electric Coop, Inc",MI,Gogebic
