ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE,GeoLevel,Comparison,STATE_NAME,STATE_ABBR,COUNTY_FIPS,COUNTY_NAME
17,Illinois,IL,17021,Christian County,17021,"Christian County, Illinois",709.482847093086,33893,0,15210,57,13473,314,6681,805,681,205,2647,341,2305,289,1430,295,6602,45,7110,126,4855,456,703,176,103,99,2366,159,667,169,759,194,71,34,668,180,1622,106,20.8,2.5,4.4,1.3,19.6,2.5,9.6,1.2,4.4,0.9,19.5,0.1,21.0,0.4,15.0,1.4,5.3,1.3,0.3,0.3,7.0,0.5,4.4,1.1,5.0,1.3,0.6,0.2,5.0,1.3,4.8,0.3,0.4554,0.3564,0.5149,0.5842,0.2079,2.1188,0.3564,0.396,0.3663,0.4356,0.396,0.396,1.9899,0.2178,0.3366,0.3366,0.3366,0.6139,0.4554,0.1089,0.3465,0.7525,2.2772,0.3564,6.7225,0.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31384,2246,313,876,162,661,0,232,45,43,33,6,17,494,238,54,77,16.7,2.3,2.6,0.5,2.0,0.0,0.7,0.1,0.1,0.1,0.0,0.1,1.5,0.7,0.2,0.2,County,State,Illinois,IL,17021,Christian County
17,Illinois,IL,17023,Clark County,17023,"Clark County, Illinois",501.374645544208,15467,0,7365,41,6447,212,2652,430,300,139,1299,216,836,195,725,191,3009,17,3553,64,2041,255,324,107,19,71,595,31,120,77,550,151,66,54,327,107,231,26,17.5,2.8,4.0,1.8,20.1,3.3,7.8,1.8,4.8,1.3,19.5,0.1,23.0,0.4,13.4,1.7,5.0,1.7,0.1,0.5,3.8,0.2,1.6,1.0,7.5,2.1,1.0,0.7,5.1,1.6,1.5,0.2,0.2574,0.2574,0.5842,0.3366,0.3168,1.7524,0.2475,0.396,0.8218,0.2079,0.2772,0.0594,1.7623,0.1386,0.0495,0.0495,0.0495,0.2079,0.5842,0.2673,0.3762,0.3069,1.7425,0.2277,5.3067,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12807,968,158,129,60,258,0,28,30,3,6,0,19,177,55,0,19,15.0,2.4,0.8,0.4,1.7,0.0,0.2,0.2,0.0,0.1,0.0,0.2,1.1,0.4,0.0,0.2,County,State,Illinois,IL,17023,Clark County
17,Illinois,IL,17025,Clay County,17025,"Clay County, Illinois",468.350622176182,13248,0,6171,38,5477,176,3429,564,372,146,1043,245,1099,205,833,175,2727,33,3022,0,2412,267,331,123,94,139,619,34,115,90,1118,213,108,68,290,127,347,28,26.4,4.3,6.0,2.3,19.0,4.4,11.9,2.2,6.4,1.3,20.6,0.2,22.8,0.0,18.5,2.0,6.0,2.2,0.8,1.1,4.7,0.3,1.8,1.5,18.1,3.4,1.9,1.1,5.3,2.3,2.6,0.2,0.8614,0.7327,0.4158,0.802,0.7426,3.5545,0.8614,0.6139,0.7822,0.802,0.6535,0.6832,3.5348,0.9901,0.1683,0.1683,0.1683,0.2277,0.9208,0.8119,0.4257,0.5743,2.9604,0.7129,10.218,0.8812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,12218,901,155,61,42,26,30,42,38,73,69,0,19,394,70,23,34,16.5,2.9,0.5,0.3,0.2,0.2,0.3,0.3,0.6,0.5,0.0,0.3,3.0,0.5,0.2,0.3,County,State,Illinois,IL,17025,Clay County
17,Illinois,IL,17027,Clinton County,17027,"Clinton County, Illinois",473.941038208116,36998,0,15628,54,14493,228,5214,727,572,156,2514,344,2105,230,1902,369,6531,59,7894,8,5115,481,616,142,187,128,3304,92,310,86,1239,207,380,144,460,123,1953,102,14.9,2.1,3.0,0.8,17.3,2.4,8.0,0.9,5.4,1.0,17.7,0.2,21.3,0.1,14.5,1.4,4.2,1.0,0.5,0.4,8.9,0.2,2.0,0.6,7.9,1.3,2.6,0.9,3.2,0.9,5.3,0.3,0.1287,0.0792,0.2673,0.3663,0.5149,1.3564,0.1485,0.1584,0.4257,0.3366,0.099,0.5545,1.5742,0.0792,0.4158,0.4158,0.4158,0.2574,0.6139,0.9406,0.0594,0.7822,2.6535,0.5347,5.9999,0.2376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,32054,1705,194,1085,145,1220,0,225,57,15,12,0,26,748,185,11,14,11.8,1.3,2.9,0.4,3.3,0.0,0.6,0.2,0.0,0.1,0.0,0.1,2.0,0.5,0.0,0.1,County,State,Illinois,IL,17027,Clinton County
17,Illinois,IL,17029,Coles County,17029,"Coles County, Illinois",508.271633446856,47076,0,22786,63,20385,392,12367,1010,1743,339,5369,533,2455,411,3205,550,8478,94,8501,19,7974,631,929,189,89,109,4840,183,2500,367,1035,235,395,207,1537,284,3552,78,28.3,2.3,6.9,1.3,26.3,2.6,8.1,1.4,6.9,1.2,18.0,0.2,18.1,0.1,17.2,1.4,4.5,0.9,0.2,0.2,10.3,0.4,11.0,1.6,4.5,1.0,2.0,0.9,7.5,1.4,7.5,0.2,0.9406,0.8614,0.9307,0.396,0.8218,3.9505,0.9406,0.2079,0.0495,0.6436,0.1584,0.2277,1.2871,0.0,0.4851,0.4851,0.4851,0.901,0.4059,0.8416,0.7624,0.8614,3.7723,0.9703,9.495,0.7822,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,52930,3038,438,1669,186,1385,0,435,139,23,22,0,26,1177,262,151,151,14.9,2.1,3.5,0.4,2.9,0.0,0.9,0.3,0.0,0.1,0.0,0.1,2.5,0.6,0.3,0.3,County,State,Illinois,IL,17029,Coles County
17,Illinois,IL,17031,Cook County,17031,"Cook County, Illinois",944.923878722832,5225367,0,2261319,575,2066248,3899,1087410,15810,198262,4006,622494,6872,429213,5797,466517,8901,793931,75,1121812,0,558448,6162,133604,3089,315886,5769,3077194,2148,545544,5680,17585,1185,65712,2104,365875,5138,85459,469,21.1,0.3,7.1,0.1,30.1,0.3,11.8,0.2,9.0,0.2,15.2,0.1,21.5,0.0,10.8,0.1,6.5,0.1,6.4,0.1,58.9,0.0,24.1,0.3,0.8,0.1,3.2,0.1,17.7,0.2,1.6,0.0,0.4752,0.8812,0.9802,0.7723,0.9505,4.0594,0.9604,0.0891,0.4653,0.099,0.7921,1.0,2.4455,0.495,1.0,1.0,1.0,0.9901,0.0297,0.9604,1.0,0.3366,3.3168,0.8713,10.8217,0.9505,0,0,1,0,1,2,0,0,0,0,1,1,1,1,1,0,1,1,0,3,7,5436081,247897,4064,1170790,3170,1352482,0,398558,2725,3917,494,1179,267,130587,4489,19681,2036,12.0,0.2,22.4,0.1,25.9,0.0,7.6,0.1,0.1,0.1,0.0,0.1,2.5,0.1,0.4,0.1,County,State,Illinois,IL,17031,Cook County
17,Illinois,IL,17033,Crawford County,17033,"Crawford County, Illinois",443.64326754852,18729,0,8481,33,7481,180,3049,338,287,90,1217,181,1542,239,1057,240,3637,34,3757,58,2744,235,345,106,75,78,1730,23,169,89,621,138,86,64,401,121,1685,46,17.9,2.0,3.3,1.0,16.3,2.4,11.4,1.8,6.2,1.4,19.4,0.2,20.1,0.3,16.0,1.4,4.6,1.4,0.4,0.4,9.2,0.1,2.0,1.0,7.3,1.6,1.2,0.8,5.4,1.6,9.0,0.2,0.2673,0.1188,0.1683,0.7327,0.7129,2.0,0.3168,0.3762,0.2376,0.5644,0.1881,0.4554,1.8217,0.1584,0.4455,0.4455,0.4455,0.2574,0.5644,0.3861,0.4455,0.9109,2.5643,0.4851,6.8315,0.3168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,18065,910,140,845,136,459,0,66,56,26,44,0,19,312,124,22,25,12.2,1.9,4.5,0.7,2.5,0.0,0.4,0.3,0.1,0.2,0.0,0.2,1.7,0.7,0.1,0.1,County,State,Illinois,IL,17033,Crawford County
17,Illinois,IL,17035,Cumberland County,17035,"Cumberland County, Illinois",345.94352132745,10447,0,4734,24,4142,128,1643,290,105,64,541,113,488,167,610,176,2127,45,2346,4,1494,210,78,41,36,78,415,13,5,20,456,107,56,32,123,38,129,35,16.0,2.8,1.9,1.1,13.1,2.7,6.6,2.3,5.9,1.7,20.4,0.4,22.5,0.1,14.5,2.0,1.9,1.0,0.4,0.8,4.0,0.1,0.1,0.4,9.6,2.3,1.3,0.7,3.0,0.9,1.2,0.3,0.1782,0.0099,0.0198,0.1683,0.6535,1.0297,0.0693,0.5743,0.7327,0.3366,0.0,0.4554,2.099,0.297,0.0594,0.0594,0.0594,0.0099,0.703,0.4554,0.0297,0.198,1.396,0.1287,4.5841,0.0594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7066,615,107,12,16,175,102,8,20,0,19,0,19,212,92,8,13,14.8,2.5,0.1,0.2,1.7,1.0,0.1,0.2,0.0,0.3,0.0,0.3,2.0,0.9,0.1,0.1,County,State,Illinois,IL,17035,Cumberland County
17,Illinois,IL,17037,DeKalb County,17037,"DeKalb County, Illinois",631.336812335918,100686,0,41399,93,39139,422,21162,1575,3906,788,11807,932,4167,483,4442,582,13559,121,21631,56,11012,901,2534,375,1727,544,25728,183,5239,582,857,194,814,238,2601,425,4160,94,21.9,1.6,7.0,1.4,30.2,2.4,7.0,0.8,4.4,0.6,13.5,0.1,21.5,0.1,11.0,0.9,6.5,1.0,1.8,0.6,25.6,0.2,12.6,1.4,2.1,0.5,2.1,0.6,6.6,1.1,4.1,0.1,0.5248,0.8713,0.9901,0.2376,0.2079,2.8317,0.6238,0.0198,0.4653,0.1089,0.7921,0.8812,2.2673,0.3465,0.8317,0.8317,0.8317,0.9406,0.1485,0.8713,0.5842,0.7129,3.2575,0.8317,9.1882,0.7327,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,95981,3215,545,7590,398,12356,0,2371,274,73,87,0,29,3195,595,143,112,8.2,1.4,7.5,0.4,12.3,0.0,2.4,0.3,0.1,0.1,0.0,0.1,3.2,0.6,0.1,0.1,County,State,Illinois,IL,17037,Dekalb County
17,Illinois,IL,17039,De Witt County,17039,"De Witt County, Illinois",397.560859866946,15535,0,7333,32,6644,183,3085,489,436,131,1322,225,646,157,606,164,3039,27,3278,23,2009,272,365,106,2,73,904,20,180,79,422,110,15,16,229,82,247,51,20.2,3.2,5.4,1.6,19.9,3.3,5.8,1.4,4.0,1.1,19.6,0.2,21.1,0.1,13.1,1.8,5.5,1.6,0.0,0.5,5.8,0.1,2.5,1.1,5.8,1.5,0.2,0.2,3.4,1.2,1.6,0.3,0.4158,0.6634,0.5347,0.0594,0.1287,1.802,0.2673,0.4257,0.3861,0.1485,0.4752,0.0,1.4355,0.0297,0.2772,0.2772,0.2772,0.3564,0.495,0.0297,0.0693,0.3366,1.287,0.0891,4.8017,0.0891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13289,1027,152,131,55,470,0,30,24,21,23,0,19,252,79,0,19,15.5,2.3,0.8,0.4,3.0,0.0,0.2,0.2,0.1,0.1,0.0,0.2,1.6,0.5,0.0,0.2,County,State,Illinois,IL,17039,De Witt County
