|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..Ownership Type|,|Utility Characteristics..NERC Region|,|Demand.(Megawatts).Summer Peak Demand|,|Demand.(Megawatts).Winter Peak Demand|,|Energy Sources (Megawatthours).(Megawatts).Net Generation|,|Energy Sources (Megawatthours).(Megawatts).Wholesale Power Purchases|,|Energy Sources (Megawatthours).Power Exchanged.Exchange Energy Received|,|Energy Sources (Megawatthours).Power Exchanged.Exchange Energy Delivered|,|Energy Sources (Megawatthours).Power Exchanged.Net Power Exchanged|,|Energy Sources (Megawatthours).Wheeled Power.Wheeled Power Received|,|Energy Sources (Megawatthours).Wheeled Power.Wheeled Power Delivered|,|Energy Sources (Megawatthours).Wheeled Power.Net Wheeled Power|,|Energy Sources (Megawatthours).Wheeled Power.Transmission by Other Losses|,|Energy Sources (Megawatthours).Wheeled Power.Total Sources|,|Disposition.(Megawatthours).Sales to Ultimate Customers|,|Disposition.(Megawatthours).Sales for Resale|,|Disposition.(Megawatthours).Furnished without Charge|,|Disposition.(Megawatthours).Consumed by Respondent without Charge|,|Disposition.(Megawatthours).Total Energy Losses|,|Disposition.(Megawatthours).Total Disposition|,|Electric Revenues.(Thousands Dollars).From Retail Sales|,|Electric Revenues.(Thousands Dollars).From Delivery Customers|,|Electric Revenues.(Thousands Dollars).From Sales for Resale|,|Electric Revenues.(Thousands Dollars).From Credits or Adjustments|,|Electric Revenues.(Thousands Dollars).From Transmission|,|Electric Revenues.(Thousands Dollars).From Other|,|Electric Revenues.(Thousands Dollars).Total|,|.."Data Type O = Observed I = Imputed"|
2018,213,Alaska Electric Light&Power Co,AK,Investor Owned,AK,61.0,74.0,"139,708","271,555",.,.,0,.,.,0,.,"411,263","388,979",.,.,"4,612","17,672","411,263","46,061.7",.,.,.,.,593.5,"46,655.2",O
2018,219,Alaska Power and Telephone Co,WA,Investor Owned,AK,1.0,1.0,"25,853","48,115",.,.,0,.,.,0,.,"73,968","65,732",565,0,"1,744","5,927","73,968","18,869.0",0.0,65.0,.,.,"2,393.0","21,327.0",O
2018,221,"Alaska Village Elec Coop, Inc",AK,Cooperative,AK,19.5,23.9,"126,212",.,.,.,0,.,.,0,.,"126,212","118,333",.,.,"2,967","4,912","126,212","51,493.5",.,.,.,.,899.5,"52,393.0",O
2018,230,Albany Utility Board,GA,Municipal,SERC,181.7,195.7,.,"931,794",.,.,0,.,.,0,.,"931,794","893,352",.,.,.,"38,442","931,794","101,209.0",.,.,.,.,591.0,"101,800.0",O
2018,232,City of Albemarle - (NC),NC,Municipal,SERC,76.6,74.7,0,"304,953",.,.,0,.,.,0,.,"304,953","292,519",.,.,108,"12,326","304,953","33,741.3",.,.,.,.,311.8,"34,053.1",O
2018,240,Albemarle Electric Member Corp,NC,Cooperative,SERC,54.5,90.6,.,"246,213",.,.,0,.,.,0,.,"246,213","231,507",.,.,634,"14,072","246,213","30,491.0",.,.,.,.,378.0,"30,869.0",O
2018,241,Albertville Municipal Utilities Board,AL,Municipal,SERC,113.6,117.0,0,"632,537",0,.,0,0,0,0,0,"632,537","616,058",0,0,0,"16,479","632,537","48,940.0",.,0.0,0.0,0.0,728.8,"49,668.8",O
2018,261,AGC Division of APG Inc,PA,Investor Owned,RFC,275.0,502.0,"4,765,836","205,930",.,.,0,.,.,0,.,"4,971,766","2,222,502","2,749,264",.,.,.,"4,971,766","140,619.0",.,"34,663.0",811.0,.,"9,341.0","185,434.0",O
2018,276,Alcorn County Elec Power Assn,MS,Cooperative,SERC,124.6,124.7,0,"641,874",0,.,0,0,0,0,0,"641,874","619,282",0,0,719,"21,873","641,874","57,781.0",.,0.0,0.0,0.0,"1,361.8","59,142.8",O
2018,289,City of Alexander City,AL,Municipal,SERC,29.7,34.7,.,"153,873",.,.,0,.,.,0,.,"153,873","129,518",.,.,.,"24,355","153,873","13,543.0",.,.,.,.,.,"13,543.0",O
2018,295,City of Alexandria - (MN),MN,Municipal,MRO,57.9,47.3,85,"302,391",.,.,0,.,.,0,.,"302,476","288,168",.,.,.,"14,308","302,476","25,280.0",.,.,.,.,807.4,"26,087.4",O
2018,296,"Alfalfa Electric Coop, Inc",OK,Cooperative,SPP,129.5,126.4,.,"869,352",.,.,0,"20,367","20,367",0,.,"869,352","851,916",.,.,394,"17,042","869,352","59,503.0",.,.,.,.,318.0,"59,821.0",O
2018,298,City of Alexandria - (LA),LA,Municipal,SERC,163.0,151.0,"233,939","760,709",.,.,0,.,.,0,.,"994,648","659,753","233,939",0,0,"100,956","994,648","68,601.2",.,"10,272.0",.,.,.,"78,873.2",O
2018,305,Alger-Delta Coop Electric Assn,MI,Cooperative,MISO,15.7,16.1,0,"85,900",0,0,.,0,0,.,0,"85,900","77,300",0,0,0,"8,600","85,900","14,844.0",.,0.0,0.0,0.0,0.0,.,O
2018,307,Algoma Utility Comm,WI,Municipal,MISO,7.6,6.1,0,"39,297",0,0,.,0,0,.,0,"39,297","37,151",0,0,74,"2,072","39,297","3,864.8",.,0.0,0.0,0.0,32.2,.,O
2018,308,City of Acworth - (GA),GA,Municipal,SERC,26.3,17.8,.,"106,061",.,.,0,.,.,0,.,"106,061","101,638",.,.,"1,538","2,885","106,061","14,446.0",.,.,.,.,"1,181.8","15,627.8",O
2018,309,City of Algona - (IA),IA,Municipal,MRO,24.0,18.0,"88,252","184,255",.,.,0,.,.,0,"-3,515","268,992","115,780","147,769",.,"1,901","3,542","268,992","11,587.0",.,"4,641.0",.,.,.,"16,228.0",O
2018,329,"Allamakee-Clayton El Coop, Inc",IA,Cooperative,MRO,30.5,28.8,157,"151,684",.,.,0,.,.,0,.,"151,841","134,577","9,206",.,503,"7,555","151,841","19,140.7",.,449.2,.,.,316.6,"19,906.5",O
2018,332,Allegheny Electric Coop Inc,PA,Cooperative,RFC,727.7,791.8,"2,189,419","1,588,767",.,"3,987","-3,987",.,.,0,.,"3,774,199",.,"3,712,798",.,.,"61,401","3,774,199",.,.,"199,590.0","2,000.0","2,600.0","3,054.0","207,244.0",O
2018,343,AEP Generating Company,OH,Investor Owned,RFC,"1,302.0","1,313.0","5,947,055",.,.,.,0,.,.,0,.,"5,947,055",.,"5,947,055",.,.,.,"5,947,055",.,.,"339,868.8",.,.,916.4,"340,785.2",O
2018,367,City of Alliance- (NE),NE,Municipal,MRO,25.0,21.0,64,"121,332",.,.,0,.,.,0,"-5,265","116,131","109,667",.,"1,905",.,"4,559","116,131","13,014.9",.,.,.,.,946.0,"13,960.9",O
2018,392,Alpena Power Co,MI,Investor Owned,RFC,65.0,58.0,.,"364,829",.,.,0,.,.,0,.,"364,829","349,917",.,.,128,"14,784","364,829","35,516.8",.,.,.,.,282.4,"35,799.2",O
2018,407,Altamaha Electric Member Corp,GA,Cooperative,SERC,93.4,112.6,.,"425,158",.,.,0,.,.,0,.,"425,158","425,158",.,.,.,.,"425,158","51,408.1",.,.,.,.,644.0,"52,052.1",O
2018,416,City of Altus - (OK),OK,Municipal,SPP,57.6,30.8,.,"217,875",.,.,0,.,.,0,.,"217,875","202,646",.,.,"8,862","6,367","217,875","24,137.5",0.0,0.0,0.0,0.0,0.0,"24,137.5",O
2018,471,Amana Society Service Co,IA,Investor Owned,MRO,15.0,14.0,"2,650","95,150",.,.,0,.,.,0,.,"97,800","95,842",.,.,.,"1,958","97,800","8,253.0",.,.,.,.,52.0,"8,305.0",O
2018,540,BP Energy Company,TX,Retail Power Marketer,TRE,13.0,13.0,.,"888,653",.,.,0,.,.,0,.,"888,653","888,653",.,.,.,.,"888,653","25,917.0",.,.,.,.,.,"25,917.0",O
2018,554,City of Ames - (IA),IA,Municipal,MRO,156.4,117.3,"183,856","615,890",.,.,0,.,.,0,.,"799,746","663,559","118,350",0,458,"17,379","799,746","60,057.7",.,"3,222.9",.,"1,509.7","10,267.6","75,057.9",O
2018,560,City of Amherst- (OH),OH,Municipal,RFC,29.0,18.0,.,"112,364",.,.,0,.,.,0,.,"112,364","104,707",.,.,.,"7,657","112,364","13,180.0",.,.,.,.,.,"13,180.0",O
2018,562,Amicalola Electric Member Corp,GA,Cooperative,SERC,174.1,240.7,.,"821,681",.,.,0,.,.,0,.,"821,681","782,387",.,.,"1,087","38,207","821,681","88,735.5",.,.,.,.,"-2,829.2","85,906.3",O
2018,571,City of Amory,MS,Municipal,SERC,29.7,25.4,0,"140,382",0,.,0,0,0,0,0,"140,382","136,810",0,0,0,"3,572","140,382","13,777.0",.,0.0,0.0,0.0,374.5,"14,151.5",O
2018,577,City of Alcoa Utilities,TN,Municipal,SERC,135.0,187.4,0,"671,669",0,.,0,0,0,0,0,"671,669","643,068",0,0,15,"28,586","671,669","68,442.0",.,0.0,0.0,0.0,"1,516.1","69,958.1",O
2018,590,City of Anaheim - (CA),CA,Municipal,WECC,554.0,339.0,"38,906","3,132,385",.,.,0,.,.,0,.,"3,171,291","2,306,513","793,013",.,.,"71,765","3,171,291","371,357.0",.,"28,879.0",.,"37,356.0","6,163.0","443,755.0",O
2018,599,Anchorage Municipal Light and Power,AK,Municipal,AK,145.0,151.0,"1,332,351","102,307",.,.,0,.,.,0,.,"1,434,658","931,431","476,500",.,.,"26,727","1,434,658","142,367.4",.,"28,266.4","6,494.3",.,589.9,"177,718.0",O
2018,604,City of Andalusia,AL,Municipal,SERC,57.7,44.1,.,"360,155",.,.,0,.,.,0,.,"360,155","356,617",.,.,.,"3,538","360,155","27,140.0",.,.,.,.,.,"27,140.0",O
2018,636,City of Anderson - (IN),IN,Municipal,RFC,176.9,136.2,0,"903,063",.,.,0,.,.,0,.,"903,063","881,511",.,.,.,"21,552","903,063","84,132.0",0.0,0.0,0.0,0.0,0.0,"84,132.0",O
2018,659,American Transmission Co,WI,Transmission,,"12,490.3","9,526.3",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0,0.0,0.0,"-9,884.9","695,535.8","1,774.4","687,425.3",O
2018,689,Connexus Energy,MN,Cooperative,MRO,548.1,366.5,291,"2,341,445",.,.,0,.,.,0,.,"2,341,736","2,012,767","257,784",.,.,"71,185","2,341,736","241,819.9",0.0,"20,840.4","8,250.8",.,.,"270,911.1",O
2018,690,City of Bardstown - (KY),KY,Municipal,RFC,38.9,34.7,.,"209,042",.,.,0,.,.,0,.,"209,042","201,112",.,.,.,"7,930","209,042","17,309.0",.,.,.,.,.,"17,309.0",O
2018,691,City of Anoka,MN,Municipal,MRO,62.5,40.1,.,"283,781",.,.,0,.,.,0,.,"283,781","276,739",.,.,.,"7,042","283,781","29,315.0",.,.,.,.,164.0,"29,479.0",O
2018,694,Anza Electric Coop Inc,CA,Cooperative,WECC,14.8,11.7,.,"64,236",.,.,0,.,.,0,.,"64,236","58,090",.,.,127,"6,019","64,236","11,145.7",.,.,.,.,.,"11,145.7",O
2018,712,Arkansas River Power Authority,CO,Political Subdivision,WECC,66.1,40.1,"19,664","273,288",.,.,0,.,.,0,.,"292,952",.,"284,780","8,172",.,.,"292,952",.,.,"29,717.0",.,.,.,"29,717.0",O
2018,719,Town of Apex- (NC),NC,Municipal,SERC,95.3,57.1,.,"351,557",.,.,0,.,.,0,.,"351,557","331,065",.,"1,908","11,806","6,778","351,557","31,471.7",.,.,.,.,.,"31,471.7",O
2018,727,Appalachian Electric Coop,TN,Cooperative,SERC,195.3,310.9,0,"1,021,408",0,.,0,0,0,0,0,"1,021,408","976,430",0,0,"1,220","43,758","1,021,408","107,596.0",.,0.0,0.0,0.0,"3,420.0","111,016.0",O
2018,733,Appalachian Power Co,OH,Investor Owned,RFC,"5,570.0","7,782.0","24,377,416","12,407,175",.,.,0,.,.,0,.,"36,784,591","28,503,868","5,961,450",464,.,"2,318,809","36,784,591","2,578,398.0","1,172.0","298,414.0","-103,328.0","100,681.0","46,652.0","2,921,989.0",O
2018,750,Arab Electric Coop Inc,AL,Cooperative,SERC,67.9,94.9,0,"343,928",0,.,0,0,0,0,0,"343,928","320,093",0,0,390,"23,445","343,928","34,817.0",.,0.0,0.0,0.0,"1,074.0","35,891.0",O
2018,796,Arizona Electric Pwr Coop Inc,AZ,Cooperative,WECC,736.0,355.0,"1,773,597","2,485,020","64,625","84,471","-19,846","229,969","223,336","6,633",.,"4,245,404",.,"4,158,223",.,.,"87,181","4,245,404",.,.,"173,692.6",.,"21,814.0","6,918.0","202,424.6",O
2018,798,Arizona Power Authority,AZ,State,WECC,421.2,246.9,.,"875,306",.,.,0,.,.,0,.,"875,306",.,"865,708",.,.,"9,598","875,306",.,.,"29,273.0",.,.,.,"29,273.0",O
2018,803,Arizona Public Service Co,AZ,Investor Owned,WECC,"7,253.0","4,531.0","25,318,465","7,421,583","642,681","585,473","57,208","50,274,942","50,274,942",0,0,"32,797,256","27,943,387","2,936,450",0,"59,827","1,857,592","32,797,256","3,496,261.0",.,"158,872.0",216.0,"61,499.0","18,122.0","3,734,970.0",O
2018,807,Arkansas Electric Coop Corp,AR,Cooperative,SPP,"2,803.0","3,150.0","11,583,831","5,195,946","12,248","12,246",2,.,.,0,.,"16,779,779",.,"16,631,366",.,.,"148,413","16,779,779",.,.,"818,368.5",.,"13,925.1","1,585.0","833,878.6",O
2018,814,Entergy Arkansas LLC,AR,Investor Owned,SERC,"4,604.0","4,280.0","28,162,500","3,748,654","262,069","220,636","41,433",.,.,0,.,"31,952,587","22,524,808","8,220,184",.,"65,543","1,142,052","31,952,587","1,667,423.9",.,"248,860.6",-711.1,"98,037.0","31,156.7","2,044,767.1",O
2018,817,Arkansas Valley Elec Coop Corp,AR,Cooperative,SERC,320.3,343.7,.,"1,351,482",.,.,0,.,.,0,.,"1,351,482","1,286,286",.,393,.,"64,803","1,351,482","119,997.9",.,.,.,.,"2,712.3","122,710.2",O
2018,828,City of Arlington - (MN),MN,Municipal,MRO,17.6,11.7,.,"18,070",.,.,0,.,.,0,.,"18,070","17,125",.,.,.,945,"18,070","1,653.1",.,.,.,.,80.0,"1,733.1",O
2018,887,"Arrowhead Electric Coop, Inc",MN,Cooperative,MRO,7.4,23.4,.,"79,671",.,.,0,.,.,0,.,"79,671","74,571",.,.,.,"5,100","79,671","9,909.6",.,.,.,.,135.7,"10,045.3",O
2018,907,City of Ashland - (OR),OR,Municipal,WECC,38.4,34.3,"1,637","175,315",.,.,0,.,.,0,.,"176,952","171,916",.,.,.,"5,036","176,952","15,503.0",.,.,.,.,.,"15,503.0",O
2018,918,City of Aspen- (CO),CO,Municipal,WECC,10.7,15.0,"15,869","60,415",.,.,0,.,.,0,.,"76,284","72,108",.,.,.,"4,176","76,284","7,343.0",.,.,.,.,.,"7,343.0",O
2018,924,"Associated Electric Coop, Inc",MO,Transmission,SERC,"4,186.0","5,104.0","23,064,579","5,287,565",.,.,0,.,.,0,.,"28,352,144",.,"27,297,687",.,"4,248","1,050,209","28,352,144",.,.,"1,186,133.7","41,022.7",.,.,"1,227,156.4",O
2018,942,Atchison-Holt Electric Coop,MO,Cooperative,SERC,17.3,15.8,.,"92,281",.,.,0,.,.,0,.,"92,281","86,346",.,.,234,"5,701","92,281","9,800.0",.,.,.,.,.,"9,800.0",O
2018,944,City of Athens - (AL),AL,Municipal,SERC,254.7,369.2,0,"1,302,412",0,.,0,0,0,0,0,"1,302,412","1,189,502",0,0,0,"112,910","1,302,412","118,478.0",.,0.0,0.0,0.0,"2,411.2","120,889.2",O
2018,947,Athens Utility Board,TN,Municipal,SERC,115.8,128.6,0,"683,369",0,.,0,0,0,0,0,"683,369","665,484",0,0,449,"17,436","683,369","51,909.0",.,0.0,0.0,0.0,760.4,"52,669.4",O
2018,963,Atlantic City Electric Co,NJ,Investor Owned,RFC,"2,450.0","1,575.0",.,"6,679,814",.,.,0,"150,568",.,"150,568",.,"6,830,382","4,921,597","1,405,137",.,"10,396","493,252","6,830,382","792,090.5","221,214.5","94,904.2","17,408.0","131,574.5",.,"1,257,191.7",O
2018,965,Atlantic Municipal Utilities,IA,Municipal,MRO,32.4,22.1,"107,707","61,491",.,.,0,.,.,0,"-1,093","168,105","147,916","16,683",.,.,"3,506","168,105","10,966.6",.,653.0,.,773.4,103.1,"12,496.1",O
2018,970,Homefield Energy,TX,Retail Power Marketer,RFC,.,.,.,"8,013,037",.,.,0,.,.,0,.,"8,013,037","8,013,037",.,.,.,.,"8,013,037","435,842.1",.,.,.,.,.,"435,842.1",O
2018,993,Auburn Board of Public Works,NE,Municipal,MRO,12.9,14.6,.,"62,875",.,.,0,.,.,0,.,"62,875","59,100",.,.,.,"3,775","62,875","5,507.0",.,.,.,.,862.0,"6,369.0",O
2018,994,City of Auburn - (IN),IN,Municipal,RFC,80.0,67.7,.,"452,866",.,.,0,.,.,0,.,"452,866","443,974",.,"1,242",.,"7,650","452,866","39,461.0",.,.,.,.,981.0,"40,442.0",O
2018,998,City of Augusta - (KS),KS,Municipal,SPP,22.5,11.5,"2,885","79,631",.,.,0,.,.,0,"-2,373","80,143","71,217","2,585","3,676","1,157","1,508","80,143","8,835.7",.,326.9,474.7,.,289.8,"9,927.1",O
2018,1009,City of Austin - (MN),MN,Municipal,MRO,68.5,48.7,.,"345,444",.,.,0,.,.,0,.,"345,444","337,603",.,.,.,"7,841","345,444","36,477.8",.,.,.,.,697.5,"37,175.3",O
2018,1015,Austin Energy,TX,Municipal,TRE,"2,878.0","2,381.0","9,905,754","5,657,979","900,116","1,290,023","-389,907",.,.,0,.,"15,173,826","13,426,935","1,163,727",.,.,"583,164","15,173,826","1,220,517.3",.,"52,569.3",.,"78,951.0",.,"1,352,037.6",O
2018,1024,City of Ava - (MO),MO,Municipal,SERC,13.0,12.0,.,"65,900",.,.,0,.,.,0,.,"65,900","62,980",.,"1,575",.,"1,345","65,900","3,118.0",.,.,.,.,.,"3,118.0",O
2018,1036,Town of Ayden - (NC),NC,Municipal,SERC,20.4,25.5,.,"105,736",.,.,0,.,.,0,.,"105,736","100,461",.,"1,385",.,"3,890","105,736","12,003.0",.,.,.,.,360.0,"12,363.0",O
2018,1050,City of Azusa,CA,Municipal,WECC,71.9,34.6,.,"353,837",.,.,0,.,.,0,"-12,933","340,904","252,892","78,108",.,.,"9,904","340,904","31,666.0",.,"2,745.0",.,.,"2,209.0","36,620.0",O
2018,1062,BARC Electric Coop Inc,VA,Cooperative,SERC,32.6,55.1,715,"198,925",.,.,0,.,.,0,.,"199,640","185,382",.,.,"1,980","12,278","199,640","23,618.2",.,.,.,.,565.2,"24,183.4",O
2018,1101,Bagley Public Utilities Comm,MN,Municipal,MRO,4.9,5.0,.,"27,349",.,.,0,.,.,0,.,"27,349","25,174",.,208,258,"1,709","27,349","2,764.3",.,.,.,.,22.5,"2,786.8",O
2018,1148,City of Baldwin City- (KS),KS,Municipal,SPP,9.3,5.5,354,"37,131",.,.,0,.,.,0,.,"37,485","33,450",.,266,.,"3,769","37,485","4,721.0",.,.,.,.,.,"4,721.0",O
2018,1149,Baldwin County El Member Corp,AL,Cooperative,SERC,311.0,420.5,.,"1,510,522",.,.,0,.,.,0,.,"1,510,522","1,462,879",.,.,.,"47,643","1,510,522","163,229.0",.,.,.,.,.,"163,229.0",O
2018,1167,Baltimore Gas & Electric Co,MD,Investor Owned,RFC,"6,626.0","6,321.0",.,"14,642,025",.,.,0,.,.,0,.,"14,642,025","12,462,742",.,.,"17,361","2,161,922","14,642,025","1,542,281.0","546,596.0",.,.,"248,982.7","90,386.6","2,428,246.3",O
2018,1169,Bailey County Elec Coop Assn,TX,Cooperative,SPP,89.1,59.1,.,"355,325",.,.,0,.,.,0,.,"355,325","321,270",.,.,85,"33,970","355,325","30,825.3",.,.,.,.,170.8,"30,996.1",O
2018,1175,"Bandera Electric Coop, Inc",TX,Cooperative,TRE,159.7,216.8,.,"689,125",.,.,0,.,.,0,.,"689,125","634,200",.,.,853,"54,072","689,125","66,133.2",.,.,.,.,"5,290.9","71,424.1",O
2018,1176,City of Bandon - (OR),OR,Municipal,WECC,8.8,16.9,.,"67,045",.,.,0,.,.,0,.,"67,045","60,353",.,.,"2,134","4,558","67,045","5,149.3",0.0,0.0,0.0,0.0,0.0,"5,149.3",O
2018,1179,Emera Maine,ME,Investor Owned,NPCC,401.0,374.0,.,"1,716,640",.,.,0,"1,562,145","1,550,513","11,632","-11,632","1,716,640","1,413,856","298,620",.,"4,164",0,"1,716,640","221,127.7","28,620.5","8,322.8","-2,554.5","7,316.1","2,622.6","265,455.2",O
2018,1181,Village of Bangor - (WI),WI,Municipal,MRO,6.0,5.0,.,"28,331",.,.,0,.,.,0,.,"28,331","26,766",.,.,.,"1,565","28,331","3,216.3",.,.,.,.,.,"3,216.3",O
2018,1192,City of Banning - (CA),CA,Municipal,WECC,49.0,20.8,"61,439","158,352",.,.,0,.,.,0,.,"219,791","141,341","69,751",.,.,"8,699","219,791","27,185.5",.,"2,718.9",.,937.5,"2,765.3","33,607.2",O
2018,1196,Village of Baraga - (MI),MI,Municipal,MISO,3.9,3.6,0,"21,304",0,0,.,0,0,.,0,"21,304","19,601",0,0,0,"1,703","21,304","2,549.5",.,0.0,0.0,0.0,0.0,.,O
2018,1201,Barbourville Utility Comm,KY,Municipal,RFC,19.0,22.0,.,"92,400",.,.,0,.,.,0,.,"92,400","92,400",.,.,.,.,"92,400","8,779.8",.,.,.,.,.,"8,779.8",O
2018,1233,City of Barnesville - (MN),MN,Municipal,MRO,4.4,5.5,.,"25,455",.,.,0,.,.,0,-576,"24,879","22,044",.,"1,066",208,"1,561","24,879","1,988.4",.,.,.,.,.,"1,988.4",O
2018,1251,Barron Electric Coop,WI,Cooperative,MRO,72.7,58.5,133,"394,254",.,.,0,.,.,0,.,"394,387","373,709",.,.,746,"19,932","394,387","40,826.0",.,.,.,.,142.0,"40,968.0",O
2018,1273,"Bartlett Electric Coop, Inc",TX,Cooperative,TRE,55.9,81.3,.,"227,826",.,.,0,.,.,0,.,"227,826","215,630",.,.,.,"12,196","227,826","22,664.3",0.0,0.0,0.0,0.0,349.8,"23,014.1",O
2018,1276,"Barrow Utils & Elec Coop, Inc",AK,Cooperative,AK,6.0,9.0,"50,779",0,0,0,0,0,0,0,0,"50,779","48,253",.,.,.,"2,526","50,779","6,070.6",0.0,0.0,0.0,0.0,0.0,"6,070.6",O
