,|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..Ownership Type|,|Utility Characteristics..NERC Region|,|Demand.(Megawatts).Summer Peak Demand|,|Demand.(Megawatts).Winter Peak Demand|,|Energy Sources (Megawatthours).(Megawatts).Net Generation|,|Energy Sources (Megawatthours).(Megawatts).Wholesale Power Purchases|,|Energy Sources (Megawatthours).Power Exchanged.Exchange Energy Received|,|Energy Sources (Megawatthours).Power Exchanged.Exchange Energy Delivered|,|Energy Sources (Megawatthours).Power Exchanged.Net Power Exchanged|,|Energy Sources (Megawatthours).Wheeled Power.Wheeled Power Received|,|Energy Sources (Megawatthours).Wheeled Power.Wheeled Power Delivered|,|Energy Sources (Megawatthours).Wheeled Power.Net Wheeled Power|,|Energy Sources (Megawatthours).Wheeled Power.Transmission by Other Losses|,|Energy Sources (Megawatthours).Wheeled Power.Total Sources|,|Disposition.(Megawatthours).Sales to Ultimate Customers|,|Disposition.(Megawatthours).Sales for Resale|,|Disposition.(Megawatthours).Furnished without Charge|,|Disposition.(Megawatthours).Consumed by Respondent without Charge|,|Disposition.(Megawatthours).Total Energy Losses|,|Disposition.(Megawatthours).Total Disposition|,|Electric Revenues.(Thousands Dollars).From Retail Sales|,|Electric Revenues.(Thousands Dollars).From Delivery Customers|,|Electric Revenues.(Thousands Dollars).From Sales for Resale|,|Electric Revenues.(Thousands Dollars).From Credits or Adjustments|,|Electric Revenues.(Thousands Dollars).From Transmission|,|Electric Revenues.(Thousands Dollars).From Other|,|Electric Revenues.(Thousands Dollars).Total|,"|..""Data Type O = Observed I = Imputed""|"
33,2015,17860,City of St Charles - (IL),IL,Municipal,RFC,113.8,82.4,.,536117,.,.,0,.,.,0,.,536117,524095,.,.,.,12022,536117,57271.4,.,.,.,.,.,57271.4,O
34,2015,18955,"Tri-County Electric Coop, Inc",IL,Cooperative,RFC,78.8,79.4,.,389063,.,.,0,.,.,0,.,389063,371226,.,.,168,17669,389063,45794,.,.,321,.,476,46591,O
35,2015,20222,Wayne-White Counties Elec Coop,IL,Cooperative,RFC,76.1,77.8,.,412640,.,.,0,.,.,0,.,412640,396097,.,.,279,16264,412640,44540.6,.,.,.,.,335.4,44876,O
36,2015,20824,Village of Winnetka - (IL),IL,Municipal,RFC,32.7,24,.,126214,.,.,0,.,.,0,.,126214,121940,.,.,2417,1857,126214,13579,.,.,.,.,.,13579,O
37,2015,40307,"Prairie Power, Inc",IL,Cooperative,SERC,296.6,309.5,925471,618369,.,.,0,18996,18808,188,.,1544028,.,1524485,.,.,19543,1544028,.,.,107580,2270.6,15814.4,6890.5,132555.5,O
38,2015,55722,AEP Energy,IL,Retail Power Marketer,RFC,2471.2,2386.5,0,11695651,0,0,0,0,0,0,0,11695651,11695651,0,0,0,0,11695651,775593.1,.,.,.,.,.,775593.1,O
39,2015,56379,"MC Squared Energy Services, LLC",IL,Retail Power Marketer,,.,.,.,1472583,.,.,0,.,.,0,.,1472583,1434432,.,.,.,38151,1472583,97220,.,.,.,.,.,97220,O
40,2015,57459,"Wolverine Alternative Investments, LLC",IL,Retail Power Marketer,,4.2,1.6,.,13278,.,.,0,.,.,0,.,13278,13278,.,.,.,.,13278,1049,.,.,.,.,.,1049,O
41,2015,59054,"Eligo Energy, LLC",IL,Retail Power Marketer,,.,.,.,431370,.,.,0,.,.,0,.,431370,431370,.,.,.,.,431370,37183,.,.,.,.,.,37183,O
42,2015,59088,"Nordic Energy Services, LLC",IL,Retail Power Marketer,,267,176,.,1015940,.,.,0,.,.,0,-10058,1005882,1005882,.,.,.,.,1005882,65066.6,.,0,.,.,.,65066.6,O
43,2015,59848,"ResCom Energy, LLC",IL,Retail Power Marketer,,200,400,0,1502,0,0,0,0,0,0,0,1502,1502,0,0,0,0,1502,239.4,0,0,0,0,0,239.4,O
