,|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..Ownership Type|,|Utility Characteristics..NERC Region|,|Demand.(Megawatts).Summer Peak Demand|,|Demand.(Megawatts).Winter Peak Demand|,|Energy Sources (Megawatthours).(Megawatts).Net Generation|,|Energy Sources (Megawatthours).(Megawatts).Wholesale Power Purchases|,|Energy Sources (Megawatthours).Power Exchanged.Exchange Energy Received|,|Energy Sources (Megawatthours).Power Exchanged.Exchange Energy Delivered|,|Energy Sources (Megawatthours).Power Exchanged.Net Power Exchanged|,|Energy Sources (Megawatthours).Wheeled Power.Wheeled Power Received|,|Energy Sources (Megawatthours).Wheeled Power.Wheeled Power Delivered|,|Energy Sources (Megawatthours).Wheeled Power.Net Wheeled Power|,|Energy Sources (Megawatthours).Wheeled Power.Transmission by Other Losses|,|Energy Sources (Megawatthours).Wheeled Power.Total Sources|,|Disposition.(Megawatthours).Sales to Ultimate Customers|,|Disposition.(Megawatthours).Sales for Resale|,|Disposition.(Megawatthours).Furnished without Charge|,|Disposition.(Megawatthours).Consumed by Respondent without Charge|,|Disposition.(Megawatthours).Total Energy Losses|,|Disposition.(Megawatthours).Total Disposition|,|Electric Revenues.(Thousands Dollars).From Retail Sales|,|Electric Revenues.(Thousands Dollars).From Delivery Customers|,|Electric Revenues.(Thousands Dollars).From Sales for Resale|,|Electric Revenues.(Thousands Dollars).From Credits or Adjustments|,|Electric Revenues.(Thousands Dollars).From Transmission|,|Electric Revenues.(Thousands Dollars).From Other|,|Electric Revenues.(Thousands Dollars).Total|,"|..""Data Type O = Observed I = Imputed""|"
10,2018,7096,City of Geneva- (IL),IL,Municipal,RFC,82.3,75.4,"5,736","399,878",.,.,0,.,.,0,"-13,424","392,190","387,161",.,.,.,"5,029","392,190","37,221.0",.,.,.,.,791.0,"38,012.0",O
11,2018,8573,City of Highland,IL,Municipal,SERC,33.3,22.1,263,"139,974",.,.,0,.,.,0,.,"140,237","131,529",.,"1,695",561,"6,452","140,237","14,578.5",.,.,.,.,512.6,"15,091.1",O
12,2018,8824,M J M Electric Cooperative Inc,IL,Cooperative,RFC,33.2,27.3,.,"147,358",.,.,0,.,.,0,.,"147,358","137,284",.,.,17,"10,057","147,358","20,571.3",.,.,.,.,180.8,"20,752.1",O
13,2018,9209,Illinois Rural Electric Coop,IL,Cooperative,RFC,45.2,36.4,"3,148","198,225",.,.,0,.,.,0,.,"201,373","185,285",.,.,.,"16,088","201,373","30,982.0",.,.,.,.,208.0,"31,190.0",O
14,2018,9286,Illinois Municipal Elec Agency,IL,Municipal Mktg Authority,SERC,923.4,618.1,"2,723,010","1,293,662",.,.,0,.,.,0,.,"4,016,672",.,"4,016,672",.,.,.,"4,016,672",.,.,"314,191.0",.,.,"1,071.0","315,262.0",O
15,2018,9750,"Jo-Carroll Energy, Inc",IL,Cooperative,MRO,116.3,93.0,59,"570,022",.,.,0,.,.,0,.,"570,081","554,917",.,.,"1,020","14,144","570,081","58,211.8",.,.,.,.,.,"58,211.8",O
16,2018,12395,Menard Electric Coop,IL,Cooperative,RFC,67.2,36.8,.,"232,517",.,.,0,.,.,0,.,"232,517","214,048",.,.,272,"18,197","232,517","30,040.1",.,.,.,.,155.7,"30,195.8",O
17,2018,12803,"Monroe County Elec Coop, Inc",IL,Cooperative,RFC,32.0,27.0,.,"129,759",.,.,0,.,.,0,.,"129,759","121,832",.,.,342,"7,585","129,759","17,378.0",.,.,.,.,205.0,"17,583.0",O
18,2018,13032,Mt Carmel Public Utility Co,IL,Investor Owned,SERC,26.0,18.0,.,"110,011",.,.,0,.,.,0,.,"110,011","98,781","3,717",264,403,"6,846","110,011","14,478.0",.,284.0,.,.,49.0,"14,811.0",O
19,2018,13208,City of Naperville - (IL),IL,Municipal,RFC,343.6,226.4,.,"1,409,382",.,.,0,.,.,0,.,"1,409,382","1,335,884","30,120","3,897",.,"39,481","1,409,382","162,803.3",.,"2,362.3","-2,362.3",.,480.1,"163,283.4",O
20,2018,13292,Norris Electric Coop,IL,Cooperative,RFC,86.3,89.4,.,"399,489",.,.,0,.,.,0,.,"399,489","371,233",.,.,505,"27,751","399,489","49,083.5",.,.,.,.,121.0,"49,204.5",O
21,2018,14840,City of Peru - (IL),IL,Municipal,RFC,51.2,38.5,"77,418","192,439",.,.,0,.,.,0,.,"269,857","255,900",.,.,.,"13,957","269,857","26,132.0",.,.,.,.,"95,916.0","122,048.0",O
22,2018,15388,City of Princeton - (IL),IL,Municipal,SERC,24.7,18.6,144,"109,679",.,.,0,.,.,0,.,"109,823","99,356",.,"7,481",.,"2,986","109,823","10,440.0",.,.,.,.,"25,026.0","35,466.0",O
23,2018,15686,Village of Rantoul - (IL),IL,Municipal,RFC,34.0,25.0,140,"166,748",.,.,0,.,.,0,.,"166,888","149,137",.,"10,307",518,"6,926","166,888","17,222.0",.,.,.,.,.,"17,222.0",O
24,2018,16179,Rochelle Municipal Utilities,IL,Municipal,RFC,61.0,57.0,"2,100","350,961",.,.,0,.,.,0,.,"353,061","343,096",.,333,.,"9,632","353,061","35,775.0",.,.,.,"2,266.0",354.0,"38,395.0",O
25,2018,16420,Rural Electric Conven Coop,IL,Cooperative,RFC,25.9,24.3,"1,328","120,685",.,.,0,.,.,0,.,"122,013","112,458",.,.,214,"9,341","122,013","14,001.7",.,.,.,.,180.7,"14,182.4",O
26,2018,17040,"Shelby Electric Coop, Inc",IL,Cooperative,RFC,51.0,43.3,.,"272,011",.,.,0,.,.,0,.,"272,011","255,367",.,.,369,"16,275","272,011","34,823.6",.,.,.,.,242.0,"35,065.6",O
27,2018,17585,"Southeastern IL Elec Coop, Inc",IL,Cooperative,RFC,190.3,223.4,.,"992,620",.,.,0,.,.,0,.,"992,620","963,796",.,"1,031",.,"27,793","992,620","103,989.0",.,.,497.0,.,.,"104,486.0",O
28,2018,17631,Southern Illinois Elec Coop,IL,Cooperative,RFC,44.4,54.4,.,"207,216",.,.,0,.,.,0,.,"207,216","198,295",.,.,469,"8,452","207,216","29,237.0",.,.,.,.,273.0,"29,510.0",O
29,2018,17632,Southern Illinois Power Coop,IL,Cooperative,SERC,427.8,489.7,"2,630,399","303,679",.,.,0,.,.,0,.,"2,934,078",.,"2,899,331",.,429,"34,318","2,934,078",.,.,"204,196.9",.,.,"1,387.9","205,584.8",O
30,2018,17697,Southwestern Electric Coop Inc - (IL),IL,Cooperative,SERC,111.2,84.7,"1,453","480,308",.,.,0,.,.,0,.,"481,761","456,175","1,453",.,.,"24,133","481,761","60,258.8",.,115.5,.,.,393.8,"60,768.1",O
31,2018,17828,City of Springfield - (IL),IL,Municipal,SERC,379.0,293.0,"2,397,923","593,714",.,.,0,.,.,0,.,"2,991,637","1,629,072","1,263,896","19,269","4,373","75,027","2,991,637","210,636.7",.,"40,636.5","-8,027.3",.,"3,972.3","247,218.2",O
32,2018,17860,City of St Charles - (IL),IL,Municipal,RFC,117.9,80.0,.,"540,359",.,.,0,.,.,0,.,"540,359","524,519",0,.,.,"15,840","540,359","62,136.8",.,.,.,.,.,"62,136.8",O
33,2018,18955,"Tri-County Electric Coop, Inc",IL,Cooperative,RFC,84.0,79.8,.,"429,112",.,.,0,.,.,0,.,"429,112","410,955",.,.,200,"17,957","429,112","50,934.0",.,.,.,167.8,533.5,"51,635.3",O
34,2018,20222,Wayne-White Counties Elec Coop,IL,Cooperative,RFC,83.4,78.1,.,"423,999",.,.,0,.,.,0,.,"423,999","408,331",.,.,269,"15,399","423,999","45,327.0",.,.,.,.,282.3,"45,609.3",O
35,2018,20824,Village of Winnetka - (IL),IL,Municipal,RFC,35.7,22.4,.,"130,902",.,.,0,.,.,0,.,"130,902","127,934",.,"2,582",.,386,"130,902","15,220.0",.,.,.,.,.,"15,220.0",O
36,2018,40307,"Prairie Power, Inc",IL,Cooperative,SERC,322.8,297.0,"962,216","684,936",.,.,0,"19,585","19,391",194,.,"1,647,346",.,"1,625,617",.,.,"21,729","1,647,346",.,.,"111,645.0","2,563.0","22,126.0","10,159.0","146,493.0",O
37,2018,56379,"MC Squared Energy Services, LLC",IL,Retail Power Marketer,,.,.,.,"1,356,353",.,.,0,.,.,0,.,"1,356,353","1,271,891",.,.,.,"84,462","1,356,353","88,517.0",.,.,.,.,.,"88,517.0",O
38,2018,57459,"Wolverine Alternative Investments, LLC",IL,Retail Power Marketer,,7.7,24.5,.,"51,568",.,.,0,.,.,0,.,"51,568","51,568",.,.,.,.,"51,568","4,259.9",.,.,.,.,.,"4,259.9",O
39,2018,59054,"Eligo Energy, LLC",IL,Retail Power Marketer,,.,.,.,"984,219",.,.,0,.,.,0,.,"984,219","984,219",.,.,.,.,"984,219","81,826.7",.,.,.,.,.,"81,826.7",O
40,2018,59088,"Nordic Energy Services, LLC",IL,Retail Power Marketer,,413.0,265.0,.,"1,441,380",.,.,0,.,.,0,.,"1,441,380","1,441,380",.,.,.,.,"1,441,380","95,980.9",.,.,.,.,.,"95,980.9",O
41,2018,59848,"ResCom Energy, LLC",IL,Retail Power Marketer,,0.4,0.3,0,"1,170",0,0,0,0,0,0,0,"1,170","1,078",0,0,0,92,"1,170",166.9,0.0,0.0,0.0,0.0,0.0,166.9,O
