Data Year,BA ID,BA Code,State,Balancing Authority Name
2020,17716,SPA,OK,Southwestern Power Administration
2020,18454,TEC,FL,Tampa Electric Company
2020,18642,TVA,AL,Tennessee Valley Authority
2020,18642,TVA,GA,Tennessee Valley Authority
2020,18642,TVA,KY,Tennessee Valley Authority
2020,18642,TVA,MS,Tennessee Valley Authority
2020,18642,TVA,NC,Tennessee Valley Authority
2020,18642,TVA,TN,Tennessee Valley Authority
2020,18642,TVA,VA,Tennessee Valley Authority
2020,24211,TEPC,AZ,Tucson Electric Power Company
2020,19281,TIDC,CA,Turlock Irrigation District
2020,25471,WALC,AZ,Western Area Power Administration - Desert Southwest Region
2020,25471,WALC,CA,Western Area Power Administration - Desert Southwest Region
2020,25471,WALC,NM,Western Area Power Administration - Desert Southwest Region
2020,25471,WALC,NV,Western Area Power Administration - Desert Southwest Region
2020,25471,WALC,UT,Western Area Power Administration - Desert Southwest Region
2020,28503,WACM,CO,Western Area Power Administration - Rocky Mountain Region
2020,28503,WACM,KS,Western Area Power Administration - Rocky Mountain Region
2020,28503,WACM,MT,Western Area Power Administration - Rocky Mountain Region
2020,28503,WACM,ND,Western Area Power Administration - Rocky Mountain Region
2020,28503,WACM,NE,Western Area Power Administration - Rocky Mountain Region
2020,28503,WACM,NM,Western Area Power Administration - Rocky Mountain Region
2020,28503,WACM,SD,Western Area Power Administration - Rocky Mountain Region
2020,28503,WACM,UT,Western Area Power Administration - Rocky Mountain Region
2020,28503,WACM,WY,Western Area Power Administration - Rocky Mountain Region
2020,19610,WAUW,MT,Western Area Power Administration UGP West
2020,19610,WAUW,UT,Western Area Power Administration UGP West
2020,19610,WAUW,WY,Western Area Power Administration UGP West
