,|Utility Characteristics.Data Year|,|Utility Characteristics.Utility Number|,|Utility Characteristics.Utility Name|,|Utility Characteristics.State|,|Utility Characteristics.Ownership Type|,|Utility Characteristics.NERC Region|,|Also operating in other NERC Regions.TRE|,|Also operating in other NERC Regions.FRCC|,|Also operating in other NERC Regions.MRO|,|Also operating in other NERC Regions.NPCC|,|Also operating in other NERC Regions.RFC|,|Also operating in other NERC Regions.SERC|,|Also operating in other NERC Regions.SPP|,|Also operating in other NERC Regions.WECC|,|Operating in these RTOs.CAISO|,|Operating in these RTOs.ERCOT|,|Operating in these RTOs.PJM|,|Operating in these RTOs.NYISO|,|Operating in these RTOs.SPP|,|Operating in these RTOs.MISO|,|Operating in these RTOs.ISONE|,|Operating in these RTOs.Other|,|Other Activities.Generation|,|Other Activities.Transmission|,|Other Activities.Buying Transmission|,|Other Activities.Distribution|,|Other Activities.Buying Distribution|,|Other Activities.Wholesale Marketing|,|Other Activities.Retail Marketing|,|Other Activities.Bundled|,|Other Activities.Alt Fuel Vehicle|,|Other Activities.Alt Fuel Vehicle 2|
16,2017,9750,"Jo-Carroll Energy, Inc",IL,Cooperative,MRO,,,Y,,,Y,,,,,,,,Y,,,Y,,,Y,,,,Y,Y,Y
17,2017,12395,Menard Electric Coop,IL,Cooperative,RFC,,,N,,Y,,,,,,,,,Y,,,,,,Y,,,,,,
18,2017,12803,"Monroe County Elec Coop, Inc",IL,Cooperative,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,Y,Y
19,2017,13032,Mt Carmel Public Utility Co,IL,Investor Owned,SERC,,,,,N,Y,,,,,,,,Y,,,,N,Y,Y,,,,Y,,
20,2017,13208,City of Naperville - (IL),IL,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,,Y,,Y,,,,N,N,N
21,2017,13292,Norris Electric Coop,IL,Cooperative,RFC,N,,,,N,Y,,,,,,,,Y,,,,,,Y,,,,,,
22,2017,14840,City of Peru - (IL),IL,Municipal,RFC,,,,,Y,,,,,,,,,Y,,,Y,N,,Y,N,,,,N,N
23,2017,15388,City of Princeton - (IL),IL,Municipal,SERC,,,,,N,Y,,,,,,,,,,,Y,N,Y,Y,,,,,,
24,2017,15686,Village of Rantoul - (IL),IL,Municipal,RFC,,,,,Y,,,,,,,,,,,,Y,N,,,,,,,,
25,2017,16179,Rochelle Municipal Utilities,IL,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,Y,Y,Y,Y,Y,Y,N,Y,N,
26,2017,16420,Rural Electric Conven Coop,IL,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,N,N,,Y,,,,,,
27,2017,17040,"Shelby Electric Coop, Inc",IL,Cooperative,RFC,,,,,N,Y,,,,,,,,Y,,,,,,Y,,,,,N,
28,2017,17585,"Southeastern IL Elec Coop, Inc",IL,Cooperative,RFC,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,
29,2017,17631,Southern Illinois Elec Coop,IL,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,
30,2017,17632,Southern Illinois Power Coop,IL,Cooperative,SERC,,,,,N,Y,,,,,,,,Y,,,Y,N,Y,,,Y,,,,
31,2017,17697,Southwestern Electric Coop Inc - (IL),IL,Cooperative,SERC,,,,,N,Y,,,,,,,,Y,,,Y,,Y,Y,,,,,,
32,2017,17828,City of Springfield - (IL),IL,Municipal,SERC,,,,,,Y,,,,,,,,Y,,,Y,Y,,Y,,Y,,N,Y,Y
33,2017,17860,City of St Charles - (IL),IL,Municipal,RFC,,,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,
34,2017,18955,"Tri-County Electric Coop, Inc",IL,Cooperative,RFC,,,,,N,Y,,,,,,,,Y,,,,,,Y,,,,,,
35,2017,20222,Wayne-White Counties Elec Coop,IL,Cooperative,RFC,,,,,Y,,,,,,,,,Y,,,,,,Y,,,,,,
36,2017,20824,Village of Winnetka - (IL),IL,Municipal,RFC,,,,,Y,N,,,,,Y,,,,,,Y,,,Y,,,,Y,Y,Y
37,2017,40307,"Prairie Power, Inc",IL,Cooperative,SERC,,,,,,Y,,,,,,,,Y,,,Y,Y,Y,N,,,,,,
38,2017,55722,AEP Energy,IL,Retail Power Marketer,RFC,,,,,Y,N,,,,,,,,,,,,,,,,,Y,,,
39,2017,56379,"MC Squared Energy Services, LLC",IL,Retail Power Marketer,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,N,
40,2017,57459,"Wolverine Alternative Investments, LLC",IL,Retail Power Marketer,,Y,,,,,,,,,Y,,,,,,,,,,,,,Y,N,N,
41,2017,59054,"Eligo Energy, LLC",IL,Retail Power Marketer,,,,,,,,,,,Y,Y,Y,,Y,Y,,,,,,,,Y,,N,
42,2017,59088,"Nordic Energy Services, LLC",IL,Retail Power Marketer,,,,Y,,,,,,,,Y,Y,,Y,Y,,,,,,,,Y,,N,
43,2017,59848,"ResCom Energy, LLC",IL,Retail Power Marketer,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,N,
