Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
January,01/18/2018,06:00:00,Unknown,Unknown,Louisiana:,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system ,System Operations,Unknown,Unknown
January,01/25/2018,20:19:00,01/26/2018,02:00:00,Pennsylvania: Montgomery County;,RF,Cyber event that could potentially impact electric power system adequacy or reliability,Suspicious Activity,Unknown,Unknown
February,02/04/2018,13:42:00,02/04/2018,15:25:00,California:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,9760,0
February,02/08/2018,13:25:00,02/08/2018,13:31:00,California:,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,30,10900
February,02/17/2018,16:33:00,02/18/2018,00:00:00,Oregon: Washington: California:,WECC,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations,Vandalism,2330,0
February,02/17/2018,17:56:00,02/18/2018,04:11:00,Oregon: Washington: California:,WECC,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations,Vandalism,2327,0
February,02/28/2018,12:08:00,03/01/2018,15:45:00,Florida:,FRCC,Cyber event that could potentially impact electric power system adequacy or reliability,System Operations,0,0
February,02/28/2018,12:08:00,03/01/2018,15:45:00,Florida:,FRCC,Cyber event that could potentially impact electric power system adequacy or reliability,System Operations,0,0
March,03/01/2018,11:43:00,03/01/2018,11:56:00,California:,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,38,10898
March,03/01/2018,21:57:00,03/02/2018,10:14:00,Ohio:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,86501
March,03/01/2018,22:20:00,03/04/2018,20:00:00,"Michigan: Wayne County, Washtenaw County, Oakland County, Macomb County, Monroe County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,95000
March,03/02/2018,17:00:00,03/06/2018,11:00:00,Delaware: Maryland:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,60000
March,03/02/2018,23:17:00,03/03/2018,00:51:00,Washington: Clark County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
March,03/02/2018,15:10:00,03/06/2018,04:57:00,Ohio:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,249322
March,03/02/2018,11:34:00,Unknown,Unknown,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,50000
March,03/02/2018,15:46:00,03/04/2018,19:46:00,"New York: New York County, Westchester County;",NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,72353
March,03/02/2018,13:51:00,03/05/2018,13:18:00,Connecticut: Massachusetts: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,325000
March,03/02/2018,13:51:00,03/04/2018,12:11:00,Pennsylvania:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,233136
March,03/02/2018,11:58:00,Unknown,Unknown,"Pennsylvania: Berks County, Bucks County, Carbon County, Chester County, Clinton County, Columbia County, Cumberland County, Dauphin County, Juniata County, Lackawanna County, Lancaster County, Lebanon County, Lehigh County, Luzerne County, Lycoming County, Monroe County, Montgomery County, Montour County, Northampton County, Northumberland County, Pike County, Schuylkill County, Snyder County;",RF,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,Unknown,126000
March,03/02/2018,12:00:00,03/05/2018,00:00:00,Pennsylvania:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,630000
March,03/02/2018,07:00:00,Unknown,Unknown,"New York: Dutchess County, Orange County, Greene County, Ulster County, Putnam County, Sullivan County, Albany County, Columbia County;",NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,90000
March,03/02/2018,12:00:00,Unknown,Unknown,Maryland:,RF,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,Severe Weather,670,474019
March,03/02/2018,08:42:00,Unknown,Unknown,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,63331
March,03/02/2018,08:00:00,03/03/2018,23:00:00,Virginia: West Virginia:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,65198
March,03/07/2018,16:10:00,03/10/2018,11:32:00,New Jersey:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,216800
March,03/07/2018,17:15:00,Unknown,Unknown,New Jersey:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,50,58000
March,03/07/2018,12:00:00,03/07/2018,17:00:00,Pennsylvania:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,120000
March,03/07/2018,19:37:00,03/10/2018,16:35:00,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,102000
March,03/12/2018,00:00:00,04/06/2018,11:00:00,New York: Dutchess County;,NPCC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
March,03/13/2018,08:50:00,03/14/2018,23:22:00,Massachusetts: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,123629
March,03/13/2018,00:10:00,03/13/2018,00:34:00,Colorado:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Suspicious Activity,0,0
March,03/19/2018,23:29:00,03/20/2018,03:37:00,Alabama: Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,261,78220
March,03/20/2018,19:00:00,03/25/2018,06:30:00,"New Jersey: Atlantic County, Camden County, Cape May County, Gloucester County, Salem County, Cumberland County, Burlington County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,80,124000
March,03/24/2018,22:30:00,03/26/2018,20:00:00,Virginia: West Virginia:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,81227
March,03/26/2018,03:05:00,03/26/2018,03:35:00,California:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
March,03/28/2018,15:00:00,03/28/2018,16:00:00,Washington: Walla Walla County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,12,1185
April,04/03/2018,11:15:00,04/03/2018,11:30:00,California:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
April,04/04/2018,16:42:00,04/07/2018,06:22:00,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,72896
April,04/05/2018,00:50:00,04/05/2018,16:00:00,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,65932
April,04/09/2018,10:07:00,04/09/2018,16:00:00,Washington: Walla Walla County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
April,04/09/2018,12:16:00,04/09/2018,13:52:00,Utah: Salt Lake County;,WECC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,Transmission Interruption,806,57000
April,04/09/2018,11:16:00,Unknown,Unknown,Utah:,WECC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,Transmission Interruption,300,250000
April,04/09/2018,23:10:00,04/10/2018,06:47:00,Florida: Palm Beach County;,FRCC,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations,Sabotage,55,27000
April,04/14/2018,09:30:00,04/14/2018,10:00:00,Louisiana: Arkansas: Mississippi: Texas:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,56350
April,04/15/2018,07:30:00,04/18/2018,07:30:00,Michigan:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,389591
April,04/15/2018,17:14:00,04/15/2018,23:25:00,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,78100
May,05/02/2018,14:52:00,05/02/2018,16:14:00,North Carolina:,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
May,05/04/2018,14:00:00,05/05/2018,09:30:00,"Michigan: Calhoun County, Genesee County, Ingham County, Kent County, Macomb County, Midland County, Saginaw County, Gratiot County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,90000
May,05/04/2018,12:00:00,05/06/2018,13:00:00,Michigan:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,300000
May,05/04/2018,20:10:00,Unknown,Unknown,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,106150
May,05/04/2018,23:10:00,05/05/2018,00:40:00,New Hampshire: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,56000
May,05/05/2018,04:30:00,05/05/2018,15:30:00,Vermont: New Hampshire: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,31900
May,05/07/2018,10:30:00,05/07/2018,10:36:00,New York: Tompkins County;,NPCC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Suspected Physical Attack,0,0
May,05/08/2018,16:00:00,05/08/2018,16:01:00,Utah: Washington County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Attack,0,0
May,05/14/2018,19:08:00,Unknown,Unknown,Virginia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,112000
May,05/15/2018,14:50:00,Unknown,Unknown,"Pennsylvania: Lehigh County, Schuylkill County, Cumberland County, Lancaster County, Northampton County, Berks County, Clinton County, Susquehanna County, Bucks County, Carbon County, Chester County, Columbia County, Juniata County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,114000
May,05/15/2018,16:00:00,Unknown,Unknown,"New York: Dutchess County, Ulster County, Orange County;",NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,72000
May,05/15/2018,17:25:00,Unknown,Unknown,New Jersey:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,82372
May,05/15/2018,18:14:00,05/15/2018,19:00:00,Pennsylvania:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,52872
May,05/15/2018,18:35:00,05/18/2018,15:57:00,Connecticut: Massachusetts: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,120000
May,05/15/2018,15:00:00,05/18/2018,13:48:00,Massachusetts:,NPCC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
May,05/15/2018,17:15:00,Unknown,Unknown,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,49999
May,05/17/2018,01:11:00,Unknown,Unknown,California: Contra Costa County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,70,70000
May,05/17/2018,01:11:00,05/18/2018,00:38:00,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Transmission Disruption,124,70000
May,05/26/2018,18:40:00,05/27/2018,23:50:00,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,163932
June,06/02/2018,05:00:00,06/02/2018,11:00:00,"Missouri: Jackson County, Clay County, Platte County, Andrew County; Kansas: Johnson County;",SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,103535
June,06/04/2018,08:50:00,06/04/2018,14:00:00,Florida: Alachua County;,FRCC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
June,06/09/2018,09:54:00,06/09/2018,12:12:00,Georgia:,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more,System Operations,0,0
June,06/10/2018,14:25:00,06/11/2018,05:58:00,Kentucky:,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more,System Operations,Unknown,Unknown
June,06/12/2018,16:15:00,Unknown,Unknown,Nevada: Clark County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
June,06/12/2018,15:00:00,06/12/2018,15:15:00,California: Kern County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
June,06/18/2018,18:20:00,06/19/2018,00:15:00,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,112927
June,06/20/2018,22:58:00,06/21/2018,06:05:00,Florida: Palm Beach County;,FRCC,Complete operational failure or shut-down of the transmission and/or distribution of electrical system,Transmission Interruption,73,27000
June,06/22/2018,14:38:00,Unknown,Unknown,Washington:,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system,Severe Weather,10000,4200000
June,06/27/2018,14:30:00,06/27/2018,14:33:00,New York: New York County;,NPCC,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center",Suspicious Activity,0,0
June,06/28/2018,18:36:00,07/01/2018,07:00:00,Missouri: Illinois:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,112000
June,06/28/2018,14:50:00,06/29/2018,09:00:00,Alabama: Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,160,48109
June,06/29/2018,07:35:00,06/29/2018,09:30:00,Minnesota: St. Louis County;,MRO,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident,Severe Weather,350,Unknown
June,06/29/2018,03:38:00,Unknown,Unknown,Kentucky:,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more,System Operations,Unknown,Unknown
June,06/30/2018,12:30:00,06/30/2018,12:31:00,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
June,06/30/2018,10:45:00,06/30/2018,11:28:00,"Texas: Travis County, Williamson County;",TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more,System Operations,0,0
July,07/04/2018,22:00:00,07/04/2018,22:30:00,Colorado: Pueblo County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,5058
July,07/04/2018,17:54:00,07/04/2018,19:20:00,Tennessee:,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
July,07/09/2018,13:10:00,07/09/2018,14:45:00,"California: Merced County, Kern County; Nevada: Clark County;",WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
July,07/11/2018,15:40:00,07/11/2018,16:00:00,Tennessee:,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident,Transmission Interruption,425,26195
July,07/11/2018,00:58:00,Unknown,Unknown,California:,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0
July,07/14/2018,10:20:00,Unknown,Unknown,Ohio:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Unknown,Unknown
July,07/16/2018,05:15:00,Unknown,Unknown,California: Merced County;,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0
July,07/18/2018,17:28:00,07/18/2018,17:31:00,Oregon:,WECC,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.",Severe Weather/Transmission Interruption,Unknown,Unknown
July,07/18/2018,04:00:00,Unknown,Unknown,California: Fresno County;,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0
July,07/19/2018,20:25:00,Unknown,Unknown,Kentucky:,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Unknown,Unknown
July,07/19/2018,12:38:00,07/19/2018,13:22:00,Louisiana: Rapides Parish;,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
July,07/20/2018,12:46:00,07/20/2018,13:30:00,Maine: Hancock County;,NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",System Operations,0,0
July,07/20/2018,16:19:00,07/20/2018,16:48:00,Kentucky:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,87833
July,07/21/2018,04:45:00,07/21/2018,11:15:00,Arkansas:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,64930
July,07/21/2018,07:20:00,07/21/2018,11:30:00,Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,143,42901
July,07/23/2018,04:16:00,07/23/2018,04:29:00,Florida: Pinellas County;,FRCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,40,Unknown
July,07/26/2018,20:24:00,Unknown,Unknown,California: Shasta County;,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Natural Disaster,Unknown,Unknown
July,07/27/2018,16:28:00,07/27/2018,16:33:00,New York: New York County;,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,0,0
July,07/27/2018,09:34:00,07/27/2018,09:51:00,Washington: Clark County;,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system,System Operations,Unknown,Unknown
July,07/28/2018,23:11:00,07/29/2018,01:51:00,Nevada: Nye County;,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
July,07/29/2018,14:33:00,07/29/2018,18:23:00,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Natural Disaster,83,57670
July,07/30/2018,06:30:00,07/30/2018,23:00:00,Arizona: Maricopa County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,82000
July,07/31/2018,11:44:00,07/31/2018,14:17:00,California: Kern County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Suspicious Activity,Unknown,Unknown
August,08/01/2018,09:11:00,08/01/2018,10:56:00,Montana:,WECC,Physical attack that causes major interruptions or impacts to critical infrastructure or to operations.,Vandalism,0,0
August,08/04/2018,08:20:00,08/04/2018,08:21:00,California: Kern County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,Unknown
August,08/07/2018,01:22:00,08/07/2018,01:59:00,California: Butte County;,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.,Natural Disaster,5,485
August,08/07/2018,01:22:00,08/07/2018,19:04:00,California: Butte County;,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.,Natural Disaster,27,11383
August,08/14/2018,21:00:00,08/14/2018,21:01:00,Virginia: Hanover County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
August,08/15/2018,00:00:00,08/15/2018,01:00:00,Missouri: Boone County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
August,08/17/2018,13:07:00,08/17/2018,13:40:00,California:,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
August,08/19/2018,15:20:00,08/19/2018,15:21:00,Utah: Box Elder County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
August,08/20/2018,22:46:00,08/21/2018,00:14:00,Louisiana:,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
August,08/24/2018,12:24:00,08/24/2018,12:59:00,Virginia: Roanoke County;,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
August,08/26/2018,22:00:00,08/27/2018,04:56:00,"Michigan: Muskegon County, Newaygo County, Oceana County, Mason County, Kent County, Mecosta County, Montcalm County, Isabella County, Midland County, Saginaw County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,67000
August,08/28/2018,23:41:00,08/29/2018,00:13:00,Ohio: Montgomery County;,RF,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
August,08/28/2018,20:00:00,08/30/2018,14:59:00,"Michigan: Benzie County, Barry County, Grand Traverse County, Kalkaska County, Mason County, Oceana County, Muskegon County, Kent County, Newaygo County, Montcalm County, Mecosta County, Antrim County, Eaton County, Ionia County, Isabella County, Clare County, Saginaw County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,110000
August,08/29/2018,03:27:00,08/29/2018,04:00:00,Maryland: Montgomery County; District of Columbia:,RF,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. OR suspicious device or activity at its Bulk Electric System control center.",Suspicious Activity,0,0
August,08/29/2018,00:00:00,08/30/2018,00:00:00,Illinois:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,100000
August,08/29/2018,09:00:00,08/29/2018,09:06:00,Arkansas:,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
August,08/30/2018,12:00:00,08/30/2018,12:20:00,California:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
August,08/31/2018,15:07:00,08/31/2018,15:31:00,Oregon:,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Natural Disaster/Transmission Interruption,96,50000
August,08/31/2018,18:34:00,08/31/2018,18:40:00,"New York: New York County, Westchester County;",NPCC,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. OR suspicious device or activity at its Bulk Electric System control center.",Suspicious Activity,0,0
September,09/01/2018,00:00:00,09/01/2018,15:22:00,Arkansas:,SPP RE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
September,09/05/2018,13:00:00,09/05/2018,13:01:00,California: Kern County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,Unknown
September,09/06/2018,02:26:00,09/06/2018,02:27:00,Florida: Hillsborough County;,FRCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
September,09/12/2018,22:00:00,09/12/2018,22:05:00,Texas:,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
September,09/13/2018,20:56:00,09/20/2018,19:00:00,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,Unknown,1457583
