Utility Characteristics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Reporting Year Incremental Annual Savings,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Incremental Life Cycle Savings,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Reporting Year Incremental Cost,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Incremental Life Cycle Costs,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Weighted Average Life,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49
2016,733,Appalachian Power Co,WV,PJM,16236,29755,920,0,46911,4.1,8.3,0.3,0,12.7,108750,406120,12560,0,527430,4.1,8.3,0.3,0,12.7,2193,1451,45,0,3689,2157,1211,37,0,3405,2193,1451,45,0,3689,2157,1211,37,0,3405,6.7,13.6,13.6,0,
2016,803,Arizona Public Service Co,AZ,AZPS,222389,258082,.,.,480471,41.5,41,.,.,82.5,2005910,3144466,.,.,5150376,41.5,41,.,.,82.5,18898,22972,.,.,41870,15211,11702,.,.,26913,18898,22972,.,.,41870,15211,11702,.,.,26913,8.6,13,.,.,
2016,814,Entergy Arkansas Inc,AR,MISO,93635,105564,54091,.,253290,53,16,7,.,76,959843,1252450,674091,.,2886384,53,16,7,.,76,16800,11972,6551,.,35323,8380,5101,3465,.,16946,16800,11972,6551,.,35323,8380,5101,3465,.,16946,10.251,11.864,12.462,.,http://www.apscservices.info/eeannualreports.aspx
2016,828,City of Arlington - (MN),MN,MISO,51,79,0,0,130,0,0,0,0,0,51,79,0,0,130,0,0,0,0,0,7,7,0,0,14,0,0,0,0,0,7,7,0,0,14,0,0,0,0,0,1,1,1,1,
2016,924,"Associated Electric Coop, Inc",MO,SWPP,969,7725,.,.,8694,0.4,2.5,.,.,2.9,24419,68942,.,.,93361,9.5,12.2,.,.,21.7,3400,643,.,.,4043,.,.,.,.,.,40758,3264,.,.,44022,.,.,.,.,.,11.72,18,.,.,"Per override comments, the commercial and residential sectors should not be combined. NWS 05/22/2017."
2016,963,Atlantic City Electric Co,NJ,PJM,411,.,.,.,411,0.1,.,.,.,0.1,3523,.,.,.,3523,0.1,.,.,.,0.1,1540,.,.,.,1540,298,.,.,.,298,1540,.,.,.,1540,298,.,.,.,298,9,.,.,.,
2016,965,Atlantic Municipal Utilities,IA,MISO,50,446,.,.,496,0.1,0.1,.,.,0.2,661,4553,.,.,5214,0.1,0.1,.,.,0.2,15,45,.,.,60,1,11,.,.,12,15,45,.,.,60,1,11,.,.,12,13,10,.,.,
2016,1009,City of Austin - (MN),MN,MISO,1017,2618,238,.,3873,0.3,0.4,0.4,.,1.1,10170,26180,2375,.,38725,0.3,0.4,0.4,.,1.1,99,237,19,.,355,32,76,62,.,170,99,237,19,.,355,32,76,62,.,170,10,10,10,.,
2016,1015,Austin Energy,TX,ERCO,41935,58757,16025,.,116717,23.3,15.2,4.1,.,42.6,762363,752335,215171,.,1729869,23.3,15.2,4.1,.,42.6,7436,4254,777,.,12467,2486,1881,453,.,4820,7436,4254,777,.,12467,2486,1881,453,.,4820,18.18,13.86,14.81,.,www.Austinenergy.com
2016,1050,City of Azusa,CA,CISO,447,3152,.,.,3599,0,0.6,.,.,0.6,1823,27163,.,.,28986,0,0.6,.,.,0.6,76,554,.,.,630,8,137,.,.,145,310,4775,.,.,5085,33,1181,.,.,1214,4.08,8.62,.,.,
2016,1101,Bagley Public Utilities Comm,MN,MISO,11,9,318,.,338,0,0,0,.,0,181,156,3877,.,4214,0,0,0.8,.,0.8,1,1,26,.,28,1,1,1,.,3,1,1,26,.,28,1,1,1,.,3,16.15,18,12.2,.,
2016,1167,Baltimore Gas & Electric Co,MD,PJM,95692,177672,.,.,273364,16.4,30.4,.,.,46.8,1200031,2319002,.,.,3519033,16.4,30.4,.,.,46.8,32787,34589,.,.,67376,12232,13915,.,.,26147,32787,34589,.,.,67376,12232,13915,.,.,26147,12.541,13.052,.,.,http://webapp.psc.state.md.us/Intranet/home.cfm
2016,1176,City of Bandon - (OR),OR,BPAT,102,0,0,0,102,0,0,0,0,0,2782,0,0,0,2782,0.3,0,0,0,0.3,22,0,0,0,22,17,0,0,0,17,22,0,0,0,22,17,0,0,0,17,26.23,.,0,.,
2016,1233,City of Barnesville - (MN),MN,MISO,62,244,0,.,306,0,0,0,.,0,765,2836,0,.,3601,0,0,0,.,0,5,14,0,.,19,3,8,0,.,11,5,14,0,.,19,3,8,0,.,11,12.3,11.6,.,.,
2016,1251,Barron Electric Coop,WI,MISO,1524,14,1176,.,2714,0.2,0,0,.,0.2,21627,199,13658,.,35484,2.8,0,0,.,2.8,65,0,28,.,93,104,2,0,.,106,65,0,28,.,93,104,2,0,.,106,14.191,14.222,11.614,.,
2016,1273,"Bartlett Electric Coop, Inc",TX,ERCO,7,.,.,.,7,0,.,.,.,0,88,.,.,.,88,0,.,.,.,0,1,.,.,.,1,1,.,.,.,1,1,.,.,.,1,1,.,.,.,1,14.17,.,.,.,www.bartlettec.coop
2016,1366,City of Bay City - (MI),MI,MISO,1304,2294,0,0,3598,0.1,3,0,0,3.1,15798,33060,0,0,48858,1,4.3,0,0,5.3,143,141,0,0,284,114,135,0,0,249,143,141,0,0,284,114,135,0,0,249,12.12,14.41,0,0,www.baycitymi.org/288/Electric
2016,1367,"Bayfield Electric Coop, Inc",WI,MISO,286,113,.,.,399,0,0,.,.,0,4217,1607,.,.,5824,0,0,.,.,0,32,3,.,.,35,0,0,.,.,0,32,3,.,.,35,0,0,.,.,0,15,14,.,.,
2016,1529,"Beltrami Electric Coop, Inc",MN,MISO,2763,1328,0,0,4091,0.3,0.2,0,0,0.5,22598,15192,0,0,37790,0.3,0.2,0,0,0.5,149,115,.,.,264,55,2,.,.,57,149,115,.,.,264,55,2,.,.,57,13.9,12.4,0,0,
2016,1573,City of Benson - (MN),MN,MISO,27,98,219,.,344,.,.,.,.,.,421,1196,2661,.,4278,.,.,.,.,.,4,8,19,.,31,2,5,10,.,17,4,8,19,.,31,2,5,10,.,17,15.6,12.2,12.2,.,
2016,1579,PUD No 1 of Benton County,WA,BPAT,3205,2313,3033,.,8551,.,.,.,.,.,38460,24996,36396,.,99852,.,.,.,.,.,1153,630,210,.,1993,.,.,.,.,.,1153,630,210,.,1993,.,.,.,.,.,12,12,12,.,
2016,1601,City of Beresford,SD,SWPP,.,15,39,.,54,.,.,.,.,.,.,107,275,.,382,.,.,.,.,.,.,2,6,.,8,.,2,6,.,8,.,2,6,.,8,.,2,6,.,8,.,7,7,., 
2016,1613,Berkeley Electric Coop Inc,SC,SC,255,.,.,.,255,.,.,.,.,.,4294,.,.,.,4294,2,.,.,.,2,7,.,.,.,7,33,.,.,.,33,26,.,.,.,26,38,.,.,.,38,16,.,.,.,www.bec.coop
2016,1692,Big Rivers Electric Corp,KY,MISO,4128,2554,0,.,6682,3,1,0,.,4,48298,32180,.,.,80478,3,1,0,.,4,545,305,0,.,850,34,22,0,.,56,545,305,0,.,850,34,22,0,.,56,11.7,12.6,.,.,
2016,1723,"Big Bend Electric Coop, Inc",WA,BPAT,252,467,2249,0,2968,0,0,0,0,0,252,467,2249,0,2968,0,0,0,0,0,45,120,437,0,602,0,0,0,0,0,45,120,437,0,602,0,0,0,0,0,1,1,1,0,"Our reports are sent into BPA and compiled with other NW utilities.  The reporting year data is above.  The history is not accessible, nor is the weighted average life portfolio."
2016,1736,Blachly-Lane County Coop El Assn,OR,BPAT,304,.,.,.,304,.,.,.,.,.,4446,.,.,.,4446,0.6,.,.,.,0.6,66,.,.,.,66,30,.,.,.,30,66,.,.,.,66,30,.,.,.,30,14.39,.,.,.,
2016,1763,"Black River Electric Coop, Inc - (SC)",SC,SC,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,14,0,0,0,14,0,0,0,0,
2016,1869,City of Bloomfield - (IA),IA,AECI,110,164,.,.,274,0.1,0.1,.,.,0.2,1100,1640,.,.,2740,0.1,0.1,.,.,0.2,4,10,.,.,14,.,.,.,.,.,4,10,.,.,14,.,.,.,.,.,10,5,.,.,
2016,1889,Blue Ridge Elec Member Corp - (NC),NC,DUK,51,.,.,.,51,0.5,.,.,.,0.5,357,.,.,.,357,0.5,.,.,.,0.5,7,.,.,.,7,0,.,.,.,0,10,.,.,.,10,0,.,.,.,0,7,.,.,.,
2016,2008,City of Boulder City - (NV),NV,WALC,236,.,.,.,236,0,.,.,.,0,2535,.,.,.,2535,0,.,.,.,0,28,.,.,.,28,17,.,.,.,17,28,.,.,.,28,17,.,.,.,17,15,.,.,.,
2016,2089,Bozrah Light & Power Company,CT,ISNE,11,27,0,0,38,0,0,0,0,0,120,351,0,0,471,0,0,0,0,0,13,8,0,0,21,15,8,0,0,23,13,8,0,0,21,15,8,0,0,23,10.6,13,0,0,
2016,2182,City of Breckenridge- (MN),MN,MISO,99,131,148,0,378,0,0,0,0,0,1217,1607,1813,0,4637,0,0,0,0,0,10,9,10,0,29,6,5,6,0,17,10,9,10,0,29,6,5,6,.,17,12.2,12.2,12.2,0,www.brightenergysolutions.com
2016,2285,City of Brookings - (SD),SD,WACM,210,765,2295,0,3270,0,0.1,0.3,0,0.4,2905,9320,27959,0,40184,0,0.1,0.3,0,0.4,22,40,119,0,181,13,22,67,0,102,22,40,119,0,181,13,22,67,0,102,13.8,12.2,12.2,0,
2016,2442,City of Bryan - (TX),TX,ERCO,325,3017,.,.,3342,0.1,1,.,.,1.1,3255,30170,.,.,33425,0.6,8,.,.,8.6,70,223,.,.,293,52,21,.,.,73,70,223,.,.,293,52,21,.,.,73,10,10,.,.,
2016,2507,City of Burbank Water and Power,CA,LDWP,6252,6473,.,.,12725,0.5,2.7,.,.,3.2,23758,74368,.,.,98126,0.5,2.7,.,.,3.2,1091,1942,.,.,3033,573,899,.,.,1472,1091,1942,.,.,3033,573,899,.,.,1472,3.8,11.5,.,.,
2016,2548,City of Burlington Electric - (VT),VT,ISNE,2028,4074,0,0,6102,0.1,0.4,0,0,0.5,32682,39361,0,0,72043,2.1,4,0,0,6.1,475,893,0,0,1368,322,573,0,0,895,475,893,0,0,1368,322,573,0,0,895,16,10,0,0,www.burlingtonelectric.com
2016,2599,Burt County Public Power Dist,NE,SWPP,22,0,0,.,22,0,0,0,.,0,433,0,0,.,433,0,0,0,.,0,4,0,0,.,4,3,3,2,.,8,4,0,0,.,4,3,3,2,.,8,20,0,0,.,
2016,2643,Butler Public Power District - (NE),NE,SWPP,135,129,26,.,290,0,0,0,.,0,2754,1634,305,.,4693,0,0,0,.,0,15,10,3,.,28,4,4,3,.,11,15,10,3,.,28,4,4,3,.,11,20,13,12,.,
2016,2655,"Butte Electric Coop, Inc",SD,SWPP,1.4,.,.,.,1.4,0.3,.,.,.,0.3,10,.,.,.,10,0.3,.,.,.,0.3,5,.,.,.,5,8,.,.,.,8,12,.,.,.,12,18,.,.,.,18,10,.,.,.,
2016,2955,Canby Utility Board,OR,PGE,534,169,125,0,828,0,0,0,0,0,5366,2031,1253,0,8650,0.3,0,0,0,0.3,96,38,22,0,156,17,5,4,0,26,96,38,22,0,156,17,5,4,0,26,11.18,12,10,0,www.efficiencyservicesgroup.com 
2016,3046,Duke Energy Progress - (NC),NC,CPLE,258808,123184,.,.,381992,53,20,.,.,73,2149941,1565715,.,.,3715656,53,20,.,.,73,24006,17015,.,.,41021,15017,2928,.,.,17945,24006,17015,.,.,41021,15017,2928,.,.,17945,13,12,.,.,
2016,3046,Duke Energy Progress - (NC),SC,CPLE,45136,21483,.,.,66619,9,3,.,.,12,375424,272566,.,.,647990,9,3,.,.,12,4187,2967,.,.,7154,2619,511,.,.,3130,4187,2967,.,.,7154,2619,511,.,.,3130,13,12,.,.,
2016,3107,Carteret-Craven El Member Corp,NC,CPLE,32,390,.,.,422,.,.,.,.,.,569,5850,.,.,6419,.,.,.,.,.,5,22,.,.,27,0,.,.,.,0,5,22,.,.,27,0,.,.,.,0,13.851,15,.,.,http://www.greencosolutions.net/
2016,3203,Cedar Falls Utilities,IA,MISO,1815,1644,84,.,3543,0.7,0.3,0,.,1,22327,24550,1114,.,47991,0.3,0.2,0,.,0.5,342,257,7,.,606,146,87,2,.,235,342,257,7,.,606,146,87,2,.,236,12.3,14.93,13.2,0,www.cfu.net/save-energy
2016,3205,Cedar-Knox Public Power Dist,NE,SWPP,2855,937,0,0,3792,.,.,.,.,.,2855,937,0,0,3792,.,.,.,.,.,7,7,5,0,19,.,.,.,.,.,7,7,5,0,19,.,.,.,.,.,1,1,0,0,
2016,3240,Central Electric Coop Inc - (OR),OR,BPAT,3058,235,120,.,3413,.,.,.,.,.,33640,2581,1323,.,37544,.,.,.,.,.,517,42,15,.,574,7,.,.,.,7,517,42,15,.,574,7,.,.,.,7,11,11,11,.,
2016,3245,"Central Florida Elec Coop, Inc",FL,SEC,260,0,0,0,260,0.1,0,0,0,0.1,534,0,0,0,534,0.1,0,0,0,0.1,5,0,0,0,5,3,0,0,0,3,5,0,0,0,5,3,0,0,0,3,2.051,0,0,0,
2016,3248,Central Georgia El Member Corp,GA,SOCO,130,.,.,.,130,0.1,.,.,.,0.1,1726,.,.,.,1726,0.3,.,.,.,0.3,8,.,.,.,8,14,.,.,.,14,8,.,.,.,8,14,.,.,.,14,8.59,.,.,.,
2016,3249,Central Hudson Gas & Elec Corp,NY,NYIS,35458,15818,.,.,51276,1.4,2.1,.,.,3.5,1058767,237273,.,.,1296040,1.4,2.1,.,.,3.5,1319,3134,.,.,4453,1797,407,.,.,2204,1319,3143,.,.,4462,1797,407,.,.,2204,29.86,15,.,.,www.cenhud.com
2016,3258,Central Iowa Power Cooperative,IA,MISO,7361,4889,671,.,12921,1.5,0.5,0.1,.,2.1,73155,78547,8182,.,159884,1.5,0.5,0.1,.,2.1,2110,724,5,.,2839,739,254,2,.,995,2110,724,5,.,2839,739,254,2,.,995,9.9,16.1,12.2,.,"Energy Efficiency Impacts are provided for entire CIPCO systems including the following member cooperatives:    Clarke Electric Coop Inc Consumers Energy East-Central Iowa Rural Elec Coop Eastern Iowa Light & Power Coop Farmers Electric Coop, Inc Guthrie County Rural E C A Linn County Rural E C A Maquoketa Valley Rrl Elec Coop Midland Power Coop Pella Cooperative Elec Assn Southwest Iowa Rural Elec Coop T I P Rural Electric Coop "
2016,3264,Central Lincoln People's Ut Dt,OR,BPAT,2538,1051,98,.,3687,.,.,.,.,.,34644,10510,980,.,46134,.,.,.,.,.,113,98,15,.,226,.,.,.,.,.,113,98,15,.,226,.,.,.,.,.,13.65,10,10,.,
2016,3278,AEP Texas Central Company,TX,ERCO,31589,36016,0,0,67605,12,27,0,0,39,518499,516640,0,0,1035139,12,27,0,0,39,6704,5302,0,0,12006,947,508,0,0,1455,6704,5302,0,0,12006,947,508,0,0,1455,16,14,0,0,
2016,3287,"Central Valley Elec Coop, Inc",NM,SWPP,149,5,70,0,224,0,0,0.1,0,0.1,872,49,628,0,1549,0.3,0,0.6,0,0.9,1,1,23,0,25,83,0,0,0,83,1,1,23,0,25,83,0,0,0,83,5.85,9,9,0,www.cvecoop.org
2016,3295,City of Centralia - (WA),WA,BPAT,.,497,280,.,777,.,0.1,0,.,0.1,.,5961,5605,.,11566,.,0.7,0.6,.,1.3,.,41,43,.,84,.,10,10,.,20,.,41,43,.,84,.,10,10,.,20,.,12,20,.,
2016,3400,City of Chaska - (MN),MN,MISO,385,1692,1799,.,3876,0.4,0.4,0.2,.,1,3848,16915,17989,.,38752,0.4,0.4,0.2,.,1,67,211,133,.,411,15,59,59,.,133,67,211,133,.,411,15,59,59,.,133,10,10,10,.,
2016,3413,PUD No 1 of Chelan County,WA,CHPD,2401,10373,4512,.,17286,1.1,2.4,0.9,.,4.4,47670,134353,67683,.,249706,1.1,2.4,0.9,.,4.4,765,1574,658,.,2997,171,144,9,.,324,765,1574,658,.,2997,171,144,9,.,323,19.857,12.952,15,.,
2016,3420,City of Cheney - (WA),WA,AVA,51,551,510,0,1112,0,0,0,0,0,1876,6612,6116,0,14604,.,.,.,.,.,13,99,72,0,184,.,.,.,.,.,13,99,72,0,184,.,.,.,.,.,36.69,12,12,0,
2016,3461,Cheyenne Light Fuel & Power d/b/a Black Hills Energy,WY,WACM,932,2299,.,.,3231,0.6,0.3,.,.,0.9,13980,34485,.,.,48465,0.6,0.3,.,.,0.9,65,412,.,.,477,166,98,.,.,264,65,412,.,.,477,166,98,.,.,264,15,15,.,.,
2016,3477,City of Chicopee - (MA),MA,ISNE,64,543,893,.,1500,0,0.2,0.1,.,0.3,640,8145,13395,.,22180,0,3,1.5,.,4.5,59,107,168,.,334,34,24,38,.,96,59,107,168,.,334,34,24,38,.,96,10,15,15,.,
2016,3498,Chippewa Valley Electric Coop,WI,MISO,1243,619,0,0,1862,0.1,0.1,0,0,0.2,16880,8959,0,0,25839,1.4,1.4,0,0,2.8,46,24,0,0,70,44,3,0,0,47,46,24,0,0,70,44,3,0,0,47,14,14,0,0,
2016,3542,Duke Energy Ohio Inc,OH,PJM,115147,180191,.,.,295338,32.4,28.7,.,.,61.1,937274,1774059,.,.,2711333,32.4,28.7,.,.,61.1,4095,24210,.,.,28305,5167,7371,.,.,12538,4095,24210,.,.,28305,5167,7371,.,.,12538,11.9,12.3,.,.,
2016,3644,PUD No 1 of Clallam County,WA,BPAT,3302,1294,0,.,4596,0,0,0,.,0,53550,15855,0,.,69405,0,0,0,.,0,597,215,0,.,812,454,100,8,.,562,597,215,0,.,812,454,100,8,.,562,16.22,12.25,30,0,http://www.commerce.wa.gov/growing-the-economy/energy/energy-independenc-act/eia-reporting/
2016,3660,PUD No 1 of Clark County - (WA),WA,BPAT,26009,11498,6705,0,44212,6.1,2.7,1.6,0,10.4,364126,126478,73755,0,564359,6.1,2.7,1.6,0,10.4,3899,1609,1437,0,6945,780,322,288,0,1390,3899,1609,1437,0,6945,780,322,288,0,1390,14,11,11,0,http://www.commerce.wa.gov/growing-the-economy/energy/energy-efficiency-and-solar-grants/
2016,3701,Clark Electric Coop - (WI),WI,MISO,1341,182,.,.,1523,0.2,.,.,.,0.2,19121,2564,.,.,21685,2.9,.,.,.,2.9,83,5,.,.,88,4,.,.,.,4,83,5,.,.,88,4,.,.,.,4,14.259,28.302,.,.,
2016,3739,Clearwater Power Company,ID,BPAT,309,18,.,.,327,.,.,.,.,.,7879,466,.,.,8345,.,.,.,.,.,62,16,.,.,78,36,2,.,.,38,62,16,.,.,78,36,2,.,.,38,25.5,14.1,.,.,
2016,3739,Clearwater Power Company,WA,BPAT,34,.,.,.,34,.,.,.,.,.,867,.,.,.,867,.,.,.,.,.,8,.,.,.,8,3,.,.,.,3,8,.,.,.,8,3,.,.,.,3,25.5,.,.,.,
2016,3755,Cleveland Electric Illum Co,OH,PJM,40647,21525,6074,0,68246,10,4.1,0.6,0,14.7,427268,258173,53843,0,739284,10,4.1,0.6,0,14.7,1965,9,0,0,1974,37,0,145,0,182,1965,9,0,0,1974,37,0,145,0,182,10.512,11.994,8.864,0,http://dis.puc.state.oh.us/CaseRecord.aspx?CaseNo=17-1226&x=0&y=0
2016,3757,"Clay Electric Cooperative, Inc",FL,SEC,1459,.,.,.,1459,0.2,.,.,.,0.2,21717,.,.,.,21717,0.2,.,.,.,0.2,181,.,.,.,181,152,.,.,.,152,181,.,.,.,181,152,.,.,.,152,14.89,.,.,.,
2016,3764,Clearwater-Polk Elec Coop Inc,MN,MISO,310,319,.,.,629,.,.,.,.,.,4541,3257,.,.,7798,.,.,.,.,.,32,11,.,.,43,10,2,.,.,12,32,11,.,.,43,10,2,.,.,12,14.72,10.33,.,.,
2016,3828,Cloverland Electric Co-op,MI,MISO,3789,5123,.,.,8912,0,0,.,.,0,45467,61477,.,.,106944,0,0,.,.,0,288,315,.,.,603,281,392,.,.,673,288,315,.,.,603,281,392,.,.,673,12,12,.,.,
2016,3841,Coast Electric Power Assn,MS,SOCO,5245,28,0,0,5273,1.6,0,0,0,1.6,46953,423,0,0,47376,1.6,0,0,0,1.6,249,1,0,0,250,149,1,0,0,150,249,1,0,0,250,149,1,0,0,150,15,15,15,.,
2016,3915,Coldwater Board of Public Util,MI,MISO,327,721,2160,.,3208,.,.,.,.,.,2289,7210,21600,.,31099,.,.,.,.,.,30,137,45,.,212,16,74,24,.,114,30,137,45,.,212,16,74,24,.,114,7,10,10,.,www.coldwater.org
2016,3940,City of College Station - (TX),TX,ERCO,1055,414,.,.,1469,0.8,0.1,.,.,0.9,13713,5386,.,.,19099,0.8,0.1,.,.,0.9,292,11,.,.,303,74,11,.,.,85,292,11,.,.,303,74,11,.,.,85,13,13,.,.,
2016,3989,City of Colorado Springs - (CO),CO,WACM,20567,17824,0,0,38391,1.7,2.3,0,0,4,221883,179118,0,0,401001,1.7,2.3,0,0,4,1260,2140,0,0,3400,606,297,0,0,903,1260,2140,0,0,3400,606,297,0,0,903,10.788,10.049,0,0,
2016,4003,City of Colton - (CA),CA,CISO,264,812,5719,.,6795,0.3,0,0.4,.,0.7,2648,14496,57195,.,74339,0.3,0,0.4,.,0.7,51,196,6,.,253,.,.,.,.,.,100,686,209,.,995,399,236,59,.,694,13,16,10,.,www.coltononline.com
2016,4005,"Columbia Basin Elec Cooperative, Inc",OR,BPAT,12,1281,0,0,1293,0,0,0,0,0,539,8123,0,0,8662,0,0.3,0,0,0.3,5,121,0,0,126,0,34,0,0,34,5,121,0,0,126,0,34,0,0,35,29.9,8.5,0,0,
2016,4008,Columbia Power Coop Assn Inc,OR,BPAT,15,.,94,.,109,.,.,.,.,.,150,.,940,.,1090,.,.,.,.,.,4,.,102,.,106,.,.,.,.,.,4,.,102,.,106,.,.,.,.,.,10,.,10,.,
2016,4045,City of Columbia - (MO),MO,MISO,996,1564,.,.,2560,0.4,0.4,.,.,0.8,9960,15640,.,.,25600,0.4,0.4,.,.,0.8,522,253,.,.,775,254,57,.,.,311,522,253,.,.,775,254,57,.,.,311,10,10,.,.,
