Utility Characteristics,,,,,Reporting Year Incremental Annual Savings,,,,,,,,,,Incremental Life Cycle Savings,,,,,,,,,,Reporting Year Incremental Cost,,,,,,,,,,Incremental Life Cycle Costs,,,,,,,,,,Weighted Average Life,,,,
,,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,(Years),,,,
Data Year,Utility Number,Utility Name,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Website
2018,6640,Four County Elec Member Corp,NC,CPLE,"25,856",.,.,.,"25,856",1.5,.,.,.,1.5,"258,560",.,.,.,"258,560",1.5,.,.,.,1.5,35,.,.,.,35,522,.,.,.,522,35,.,.,.,35,522,.,.,.,522,10.000,.,.,.,
2018,6782,Freeborn-Mower Coop Services,MN,MISO,"3,067","2,412","1,372",0,"6,851",0.3,0.2,0.1,0.0,0.6,"44,525","29,887","16,389",0,"90,801",0.3,0.2,0.1,0.0,0.6,239,104,31,0,374,286,50,0,0,336,239,104,31,0,374,286,50,0,0,336,14.518,12.391,11.945,0.000,
2018,6784,French Broad Elec Member Corp,NC,CPLE,"8,332",59,.,.,"8,391",0.5,0.1,.,.,0.6,"31,457",707,.,.,"32,164",0.5,0.1,.,.,0.6,.,.,.,.,.,50,8,.,.,58,.,.,.,.,.,50,8,.,.,58,3.700,12.000,.,.,
2018,6909,Gainesville Regional Utilities,FL,GVL,698,.,.,.,698,0.1,.,.,.,0.1,"10,470",.,.,.,"10,470",0.1,.,.,.,0.1,639,.,.,.,639,0,.,.,.,0,639,.,.,.,639,0,.,.,.,0,15.000,.,.,.,
2018,7004,"Buckeye Power, Inc",OH,PJM,"2,846","11,808",.,.,"14,654",1.0,3.0,.,.,4.0,"29,461","85,338",.,.,"114,799",1.0,3.0,.,.,4.0,587,838,.,.,"1,425",0,0,.,.,0,587,838,.,.,"1,425",0,0,.,.,0,18.000,7.000,.,.,
2018,7140,Georgia Power Co,GA,SOCO,"102,183","292,027",.,.,"394,209",64.3,77.7,.,.,142.1,"979,225","3,536,350",.,.,"4,515,575",24.9,65.8,.,.,90.7,"7,064","15,295",.,.,"22,359","11,757","10,230",.,.,"21,987","135,352","262,029",.,.,"397,380","163,396","203,963",.,.,"367,359",12.000,12.000,.,.,http://www.psc.state.ga.us/factsv2/Document.aspx?documentNumber=167166
2018,7264,"Glades Electric Coop, Inc",FL,SEC,12,247,0,.,259,0.0,0.0,0.0,.,0.0,240,"3,051",0,.,"3,291",0.0,0.0,0.0,.,0.0,.,.,.,.,.,1,12,.,.,13,.,.,.,.,.,1,12,.,.,13,20.000,12.367,0.000,.,
2018,7292,Glencoe Light & Power Comm,MN,MISO,24,"1,058",93,.,"1,175",0.0,0.3,0.1,.,0.4,236,"10,583",934,.,"11,752",0.0,0.3,0.1,.,0.4,6,76,5,.,87,0,8,1,.,9,6,76,5,.,87,0,8,1,.,9,10.000,10.000,10.000,30.000,
2018,7294,City of Glendale - (CA),CA,LDWP,"11,951","2,096",.,.,"14,047",3.9,0.5,.,.,4.4,"21,223","22,345",.,.,"43,568",3.9,0.5,.,.,4.4,"1,164",536,.,.,"1,700",141,90,.,.,231,"1,164",536,.,.,"1,700",141,90,.,.,231,6.789,11.768,.,.,https://www.glendaleca.gov/government/departments/glendale-water-and-power/about-us/reports-plans/gwp-annual-energy-efficiency-program-results
2018,7300,City of Glenwood Springs - (CO),CO,PSCO,80,"1,409",.,.,"1,489",0.0,0.2,.,.,0.2,866,"14,960",.,.,"15,826",0.0,0.2,.,.,0.2,9,35,.,.,44,29,30,.,.,59,9,35,.,.,44,29,30,.,.,59,10.300,10.620,.,.,
2018,7353,Golden Valley Elec Assn Inc,AK,NA,310,0,0,0,310,0.1,0.0,0.0,0.0,0.1,"1,835",0,0,0,"1,835",0.1,0.0,0.0,0.0,0.1,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,123,0,0,0,123,5.000,0.000,0.000,0.000,
2018,7411,City of Gothenburg - (NE),NE,SWPP,18,37,163,.,218,0.0,0.0,0.0,.,0.0,293,444,"2,490",.,"3,227",0.0,0.0,0.0,.,0.0,2,4,5,.,10,1,1,0,.,2,2,4,5,.,10,1,1,0,.,2,16.120,12.023,15.000,0.000,
2018,7443,City of Graettinger - (IA),IA,MISO,4,4,.,.,8,0.0,0.0,.,.,0.0,70,38,.,.,108,0.0,0.0,.,.,0.0,3,1,.,.,4,6,6,.,.,12,3,1,.,.,4,6,6,.,.,12,18.580,9.340,.,.,
2018,7456,Graham County Electric Coop Inc,AZ,WALC,165,.,.,.,165,0.1,.,.,.,0.1,"1,149",.,.,.,"1,149",0.1,.,.,.,0.1,11,.,.,.,11,.,.,.,.,.,87,.,.,.,87,.,.,.,.,.,10.670,.,.,.,"www.gce.coop, www.edocket.azcc.gov"
2018,7483,City of Grand Haven - (MI),MI,MISO,502,"1,259","1,259",.,"3,020",0.1,0.3,0.3,.,0.6,"6,337","20,385","20,385",.,"47,106",0.0,0.2,0.2,.,0.4,84,70,70,.,223,36,47,47,.,129,84,70,70,.,223,36,47,47,.,129,12.630,8.090,8.100,.,
2018,7489,Grand Rapids Public Util Comm,MN,MISO,30,"1,745",59,0,"1,834",0.0,0.4,0.2,0.0,0.6,298,"17,444",585,0,"18,327",0.0,0.4,0.2,0.0,0.6,3,67,4,0,74,0,33,0,0,33,3,67,4,0,74,0,33,0,0,33,10.000,10.000,10.000,0.000,http://www.energyplatforms.com/MN.aspx
2018,7548,PUD No 1 of Grays Harbor County,WA,BPAT,"1,617","1,410",217,0,"3,245",.,.,.,.,.,"29,977","26,491","31,012",0,"87,480",.,.,.,.,.,675,230,29,.,933,180,51,1,.,232,"3,854","2,154","1,311",.,"7,318","1,505",353,268,.,"2,126",30.000,12.000,10.000,.,
2018,7563,Grand Valley Power,CO,PSCO,19,.,.,.,19,0.0,.,.,.,0.0,187,.,.,.,187,0.0,.,.,.,0.0,0,.,.,.,0,4,.,.,.,4,0,.,.,.,0,4,.,.,.,4,10.000,.,.,.,
2018,7570,Great River Energy,MN,MISO,"32,644","78,104",.,.,"110,749",19.4,15.2,.,.,34.5,"411,642","1,200,449",.,.,"1,612,091",19.4,15.2,.,.,34.5,"5,373","3,857",.,.,"9,229","6,721","1,193",.,.,"7,914","5,373","3,857",.,.,"9,229","6,721","1,193",.,.,"7,914",12.610,15.370,.,.,www.energyplatforms.com
2018,7593,City of Green Cove Springs,FL,FMPP,26,.,.,.,26,2.2,.,.,.,2.2,33,.,.,.,33,2.5,.,.,.,2.5,11,.,.,.,11,0,.,.,.,0,11,.,.,.,11,0,.,.,.,0,2.200,2.500,.,.,
2018,7626,City of Greenfield - (IA),IA,MISO,88,144,0,0,232,0.0,0.0,0.0,0.0,0.0,633,"2,087",0,0,"2,720",0.0,0.2,0.0,0.0,0.2,10,12,0,0,22,17,24,0,0,42,10,12,0,0,22,17,24,0,0,42,5.600,12.500,0.000,0.000,
2018,7634,City of Greenville - (TX),TX,ERCO,7,.,.,.,7,0.0,.,.,.,0.0,197,.,.,.,197,0.0,.,.,.,0.0,7,.,.,.,7,.,.,.,.,.,7,.,.,.,7,.,.,.,.,.,8.650,.,.,.,
2018,7716,Groton Dept of Utilities - (CT),CT,ISNE,349,"1,111",0,0,"1,460",0.0,0.2,0.0,0.0,0.2,"4,516","14,495",0,0,"19,011",0.0,0.2,0.0,0.0,0.2,108,226,0,0,334,105,221,0,0,326,108,226,0,0,334,105,221,0,0,326,12.900,13.000,0.000,0.000,
2018,7785,"Gulf Coast Electric Coop, Inc",FL,AEC,150,.,.,.,150,0.1,.,.,.,0.1,"1,500",.,.,.,"1,500",0.1,.,.,.,0.1,47,.,.,.,47,.,.,.,.,.,47,.,.,.,47,.,.,.,.,.,10.000,.,.,.,
2018,7787,Gunnison County Elec Assn.,CO,WACM,121,140,.,.,261,.,.,.,.,.,605,700,.,.,"1,305",.,.,.,.,.,26,2,.,.,28,.,.,.,.,.,26,2,.,.,28,.,.,.,.,.,5.000,5.000,.,.,
2018,7801,Gulf Power Co,FL,SOCO,"1,768",536,0,0,"2,304",0.8,0.2,0.0,0.0,1.0,"18,760","13,699",0,0,"32,459",0.2,0.2,0.0,0.0,0.4,217,89,0,0,306,"6,581","1,212",0,0,"7,793",217,89,0,0,306,"6,581","1,212",0,0,"7,793",20.740,29.080,0.000,0.000,
2018,7978,Halifax Electric Member Corp,NC,CPLE,"1,610",.,.,.,"1,610",.,.,.,.,.,"7,238",.,.,.,"7,238",.,.,.,.,.,4,.,.,.,4,.,.,.,.,.,4,.,.,.,4,.,.,.,.,.,4.720,.,.,.,
2018,8122,Harlan Municipal Utilities - (IA),IA,MISO,48,332,0,0,380,0.0,0.1,0.0,0.0,0.1,"1,054","3,324",0,0,"4,378",0.0,0.1,0.0,0.0,0.1,32,3,0,0,35,1,7,0,0,8,32,3,0,0,35,1,7,0,0,8,22.130,10.010,0.000,0.000,
2018,8288,City of Hawarden - (IA),IA,MISO,11,2,1,.,14,0.0,0.0,0.0,.,0.0,156,26,12,.,194,0.0,0.0,0.0,.,0.0,2,0,0,.,2,1,0,0,.,1,2,0,0,.,2,1,0,0,.,1,14.400,12.900,12.900,.,
2018,8319,Heartland Power Coop,IA,MISO,"2,600",393,9,.,"3,002",0.1,0.0,0.0,.,0.1,"34,955","4,739",158,.,"39,852",0.1,0.0,0.0,.,0.1,58,12,5,.,75,1,.,.,.,1,58,12,5,.,75,1,.,.,.,1,13.444,12.059,17.500,.,
2018,8333,Haywood Electric Member Corp,NC,DUK,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"2,280",0,0,0,"2,280",2.3,0.0,0.0,0.0,2.3,0,0,0,0,0,0,0,0,0,0,240,0,0,0,240,0,0,0,0,0,10.000,0.000,0.000,0.000,
2018,8348,City of Healdsburg - (CA),CA,CISO,24,664,0,.,688,0.0,0.1,0.0,.,0.1,276,"7,979",0,.,"8,255",0.0,0.1,0.0,.,0.1,14,194,0,.,208,13,36,0,.,49,14,194,0,.,208,13,36,0,.,49,12.805,12.030,0.000,.,
2018,8366,Heber Light & Power Company,UT,PACE,57,192,.,.,249,0.1,0.0,.,.,0.2,557,"2,887",.,.,"3,444",0.1,0.0,.,.,0.2,9,122,.,.,131,.,.,.,.,.,9,122,.,.,131,.,.,.,.,.,13.140,15.000,.,.,
2018,8566,High Plains Power Inc,WY,WACM,100,.,.,.,100,5.0,.,.,.,5.0,321,.,.,.,321,5.0,.,.,.,5.0,1,.,.,.,1,23,.,.,.,23,1,.,.,.,1,23,.,.,.,23,4.650,.,.,.,
2018,8570,Highline Electric Assn,CO,WACM,176,.,22,.,198,0.0,.,0.0,.,0.0,"1,769",.,441,.,"2,210",0.0,.,0.0,.,0.0,11,.,3,.,14,.,.,.,.,.,11,.,3,.,14,.,.,.,.,.,19.680,.,20.000,.,
2018,8570,Highline Electric Assn,NE,WACM,35,.,4,.,39,0.0,.,0.0,.,0.0,353,.,88,.,441,0.0,.,0.1,.,0.1,2,.,1,.,3,.,.,.,.,.,2,.,1,.,3,.,.,.,.,.,19.680,.,20.000,.,
2018,8574,"Jackson Electric Coop, Inc - (WI)",WI,MISO,313,"1,045",1,0,"1,359",0.1,0.1,0.0,0.0,0.2,"4,519","14,367",18,0,"18,904",0.1,0.1,0.0,0.0,0.2,110,32,2,0,144,60,1,0,0,61,110,32,2,0,144,60,1,0,0,61,14.439,13.749,17.667,0.000,
2018,8620,"HILCO Electric Cooperative, Inc.",TX,ERCO,501,.,.,.,501,0.5,.,.,.,0.5,501,.,.,.,501,0.5,.,.,.,0.5,4,.,.,.,4,.,.,.,.,.,4,.,.,.,4,.,.,.,.,.,1.000,.,.,.,N/A
2018,8699,Inland Power & Light Company,ID,BPAT,25,104,.,.,129,0.0,0.0,.,.,0.0,622,937,.,.,"1,559",0.0,0.0,.,.,0.0,6,17,.,.,24,0,8,.,.,8,6,17,.,.,24,0,8,.,.,8,24.680,9.000,.,.,
2018,8699,Inland Power & Light Company,WA,BPAT,891,"3,276",507,.,"4,673",2.6,3.4,0.3,.,6.3,"22,375","30,028","2,646",.,"55,050",2.6,3.4,0.3,.,6.3,212,317,74,.,603,6,135,9,.,150,212,317,74,.,603,6,135,9,.,150,25.120,9.170,5.220,.,
2018,8717,City of Holdrege,NE,SWPP,5,244,0,0,249,0.0,0.0,0.0,0.0,0.0,80,3,0,0,83,0.0,0.0,0.0,0.0,0.0,1,22,0,0,23,1,2,1,0,4,1,22,0,0,23,1,2,1,0,4,15.000,11.000,0.000,0.000,
2018,8723,City of Holland,MI,MISO,"2,197","3,856","7,162",.,"13,215",1.1,0.8,1.6,.,3.5,"21,541","50,132","93,106",.,"164,779",1.1,0.8,1.6,.,3.5,225,194,361,.,780,114,24,41,.,179,225,194,361,.,780,114,24,41,.,179,11.650,13.900,13.700,.,
2018,8773,"Holy Cross Electric Assn, Inc",CO,PSCO,956,"5,696",.,.,"6,652",0.2,1.7,.,.,1.9,"11,105","61,942",.,.,"73,047",0.2,1.7,.,.,1.9,109,380,.,.,490,303,161,.,.,464,109,380,.,.,490,303,161,.,.,464,11.620,10.870,.,.,
2018,8774,City of Holyoke - (MA),MA,ISNE,284,120,40,0,443,0.0,0.0,0.0,0.0,0.0,"7,097","2,993",996,0,"11,086",0.0,0.0,0.0,0.0,0.0,94,0,0,0,94,41,35,7,0,83,94,0,0,0,94,41,35,7,0,83,25.000,25.000,25.000,25.000,
2018,8786,Horry Electric Coop Inc,SC,SC,.,.,.,.,.,0.1,.,.,.,0.1,.,.,.,.,.,0.1,.,.,.,0.1,.,.,.,.,.,14,.,.,.,14,.,.,.,.,.,14,.,.,.,14,.,.,.,.,
2018,8901,CenterPoint Energy,TX,ERCO,"76,289","88,075",.,.,"164,364",50.9,126.2,.,.,177.2,"1,316,982","1,387,196",.,.,"2,704,178",50.9,126.2,.,.,177.2,"13,804","13,340",.,.,"27,144","1,852","2,121",.,.,"3,972","13,804","13,340",.,.,"27,144","1,852","2,121",.,.,"3,972",17.294,12.742,.,.,
2018,8924,Howard Greeley Rural P P D,NE,SWPP,139,160,18,.,317,0.0,0.0,0.0,.,0.1,"2,619","1,765",202,.,"4,585",0.0,0.0,0.0,.,0.1,21,8,1,.,31,1,4,2,.,7,21,8,1,.,31,1,4,2,.,7,18.882,11.000,11.000,.,
2018,9128,Hurricane City Power,UT,PACE,3,.,.,.,3,0.5,.,.,.,0.5,48,.,.,.,48,0.5,.,.,.,0.5,1,.,.,.,1,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,24.000,.,.,.,
2018,9187,City of Idaho Falls - (ID),ID,PACE,207,"4,784",792,.,"5,782",0.1,0.3,0.1,.,0.5,"4,969","57,406",792,.,"63,167",0.1,0.3,0.1,.,0.5,132,458,20,.,609,.,.,.,.,.,132,458,20,.,609,.,.,.,.,.,24.000,12.000,1.000,.,
2018,9191,Idaho Power Co,ID,IPCO,"42,323","47,010","63,796",0,"153,129",4.8,5.4,7.3,0.0,17.5,"550,199","564,120","1,020,736",0,"2,135,055",4.8,5.4,7.3,0.0,17.5,2,6,9,0,17,8,2,3,0,12,25,76,138,0,239,108,18,40,0,166,13.000,12.000,16.000,0.000,https://www.idahopower.com/EnergyEfficiency/reports.cfm
2018,9191,Idaho Power Co,OR,IPCO,"1,328","1,721","2,234",0,"5,283",0.2,0.2,0.3,0.0,0.6,"17,264","20,652","35,744",0,"73,660",0.2,0.2,0.3,0.0,0.6,0,0,0,0,1,0,0,0,0,0,1,3,8,0,12,2,1,2,0,6,13.000,12.000,16.000,0.000,https://www.idahopower.com/EnergyEfficiency/reports.cfm 
2018,9216,Imperial Irrigation District,CA,IID,"7,079","11,547",.,.,"18,626",3.5,3.9,.,.,7.4,"48,837","201,834",.,.,"250,671",3.5,3.9,.,.,7.4,"1,471","1,059",.,.,"2,530","2,000",768,.,.,"2,768","1,471","1,059",.,.,"2,530","2,000",768,.,.,"2,768",10.736,19.403,.,.,
2018,9231,City of Independence - (MO),MO,SWPP,560,.,.,.,560,0.6,.,.,.,0.6,"4,070",.,.,.,"4,070",0.3,.,.,.,0.3,101,.,.,.,101,49,.,.,.,49,101,.,.,.,101,49,.,.,.,49,15.595,.,.,.,
2018,9234,Indiana Municipal Power Agency,IN,MISO,9,"2,746",282,.,"3,037",0.0,0.7,0.1,.,0.8,45,"13,730","1,410",.,"15,185",0.0,0.7,0.1,.,0.8,2,41,9,.,52,.,.,.,.,.,2,41,9,.,52,.,.,.,.,.,5.000,5.000,5.000,.,
2018,9267,"Hoosier Energy R E C, Inc",IN,MISO,"13,463","5,758",.,.,"19,221",2.5,1.2,.,.,3.7,"240,315","85,161",.,.,"325,476",2.5,1.2,.,.,3.7,"2,626",366,.,.,"2,992",0,0,.,.,0,"2,626",366,.,.,"2,992",0,0,.,.,0,17.850,14.790,.,.,
2018,9273,Indianapolis Power & Light Co,IN,MISO,"77,200","105,300",.,.,"182,500",13.3,14.8,.,.,28.1,"475,300","905,200",.,.,"1,380,500",13.3,14.8,.,.,28.1,"2,187","7,599",.,.,"9,786","10,139","3,505",.,.,"13,644","2,187","7,599",.,.,"9,786","10,139","3,505",.,.,"13,644",6.700,12.500,.,.,
2018,9275,Indianola Municipal Utilities,IA,MISO,82,248,.,.,330,0.1,0.1,.,.,0.2,"1,363","4,979",.,.,"6,342",0.1,0.1,.,.,0.2,29,24,.,.,53,3,10,.,.,13,55,46,.,.,101,6,20,.,.,26,16.000,19.000,.,.,
2018,9286,Illinois Municipal Elec Agency,IL,MISO,737,.,"4,841",.,"5,578",0.2,.,0.8,.,1.0,"2,948",.,"19,364",.,"22,312",1.0,.,0.8,.,1.7,55,.,556,.,611,11,.,17,.,28,55,.,556,.,611,11,.,17,.,28,4.000,.,4.000,.,
2018,9324,Indiana Michigan Power Co,IN,PJM,"54,065","72,393",0,0,"126,458",7.5,14.3,0.0,0.0,21.8,"240,397","972,007",0,0,"1,212,404",7.5,14.3,0.0,0.0,21.8,"3,858","4,147",0,0,"8,005","4,346","2,714",0,0,"7,060","3,858","4,147",0,0,"8,005","4,346","2,714",0,0,"7,060",4.400,13.400,0.000,0.000,
2018,9324,Indiana Michigan Power Co,MI,PJM,"11,200","23,775",0,0,"34,975",1.4,4.9,0.0,0.0,6.3,"89,529","265,000",0,0,"354,529",1.4,4.9,0.0,0.0,6.3,962,"1,551",0,0,"2,513",909,843,0,0,"1,752",962,"1,551",0,0,"2,513",909,843,0,0,"1,752",8.000,11.100,0.000,0.000,
2018,9417,Interstate Power and Light Co,IA,MISO,"43,688","86,341","50,315",0,"180,344",9.6,13.9,9.2,0.0,32.6,"504,739","1,000,500","596,707",0,"2,101,946",9.6,13.9,9.2,0.0,32.7,"7,162","11,511","9,012",0,"27,685","8,502","2,168","1,990",0,"12,659","7,162","11,511","9,012",0,"27,685","8,502","2,168","1,990",0,"12,659",11.553,11.588,11.859,0.000,
2018,9576,Jackson County Rural E M C - (IN),IN,MISO,"1,402",80,.,.,"1,482",0.1,0.0,.,.,0.2,"14,020","2,730",.,.,"16,750",0.1,0.0,.,.,0.2,270,4,.,.,274,112,1,.,.,113,270,4,.,.,274,112,1,.,.,113,10.000,10.000,.,.,
2018,9599,City of Jackson - (MN),MN,MISO,169,55,235,.,459,0.0,0.0,0.0,.,0.1,"2,205",751,"3,199",.,"6,155",0.0,0.0,0.0,.,0.1,13,2,7,.,21,5,1,2,.,8,13,2,7,.,21,5,1,2,.,8,13.100,13.600,13.600,.,
2018,9601,Jackson Electric Member Corp - (GA),GA,SOCO,"10,521",816,165,.,"11,502",4.0,0.0,0.0,.,4.0,"39,913","4,078",825,.,"44,816",32.2,0.1,0.0,.,32.3,"1,853",.,.,.,"1,853",.,.,.,.,.,"1,853",.,.,.,"1,853",.,.,.,.,.,9.080,5.000,5.000,.,www.jacksonemc.com/energyfit
2018,9617,JEA,FL,JEA,"22,800","24,700",.,.,"47,500",3.6,2.4,.,.,6.0,"135,830","308,928",.,.,"444,758",3.6,2.4,.,.,6.0,400,905,.,.,"1,305","2,749","1,034",.,.,"3,782",400,905,.,.,"1,305","2,749","1,034",.,.,"3,782",5.970,12.650,.,.,
2018,9645,Jamestown Board of Public Util,NY,NYIS,75,"1,034","1,205",0,"2,314",0.0,0.3,0.3,0.0,0.6,748,"5,170","6,025",0,"11,943",0.0,0.3,0.3,0.0,0.6,59,100,78,0,237,15,7,5,0,27,59,100,78,0,237,15,7,5,0,27,10.000,5.000,5.000,0.000,
2018,9689,Jefferson Electric Member Corp,GA,SOCO,"3,085",0,0,0,"3,085",.,.,.,.,.,"19,051",.,.,.,"19,051",.,.,.,.,.,.,.,.,.,.,7,.,.,.,7,.,.,.,.,.,614,.,.,.,614,8.000,.,.,.,
2018,9726,Jersey Central Power & Lt Co,NJ,PJM,"1,133",0,0,0,"1,133",0.2,0.0,0.0,0.0,0.2,"9,511",0,0,0,"9,511",0.2,0.0,0.0,0.0,0.2,"2,777",0,0,0,"2,777",454,0,0,0,454,"2,777",0,0,0,"2,777",454,0,0,0,454,8.392,0.000,0.000,0.000,http://www.njcleanenergy.com/library
2018,9734,City of Jewett City - (CT),CT,ISNE,2,56,.,.,58,0.0,0.0,.,.,0.0,20,732,.,.,752,0.0,0.0,.,.,0.0,3,7,.,.,10,0,15,.,.,15,3,7,.,.,10,0,15,.,.,15,12.737,13.000,.,.,
2018,9750,"Jo-Carroll Energy, Inc",IL,MISO,176,549,.,.,725,0.0,0.1,.,.,0.1,"2,463","7,982",.,.,"10,445",0.0,0.1,.,.,0.1,21,11,.,.,32,0,0,.,.,0,21,11,.,.,32,0,0,.,.,0,13.997,14.539,0.000,0.000,
2018,9778,Johnson County Rural E M C,IN,MISO,697,.,160,.,857,0.1,.,0.0,.,0.1,"106,363",.,"121,913",.,"228,276",0.1,.,0.0,.,0.1,48,.,25,.,74,0,.,.,.,0,48,.,25,.,74,.,.,.,.,.,16.660,.,15.000,.,
2018,9922,Jump River Electric Coop Inc,WI,MISO,106,45,0,0,151,0.0,0.0,0.0,0.0,0.0,"1,433",660,0,0,"2,093",0.0,0.0,0.0,0.0,0.0,18,1,0,0,19,39,2,0,0,41,18,1,0,0,19,39,2,0,0,41,13.518,14.656,0.000,0.000,
2018,9996,City of Kansas City - (KS),KS,SWPP,200,3,.,.,203,0.4,0.0,.,.,0.4,"1,397",12,.,.,"1,409",0.4,0.0,.,.,0.4,170,1,.,.,171,.,.,.,.,.,194,21,.,.,215,.,.,.,.,.,7.000,4.000,.,.,
2018,10000,Kansas City Power & Light Co,KS,SWPP,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,.,.,.,52,63,9,.,.,73,52,.,.,.,52,63,9,.,.,73,.,.,.,.,KCPL.com
2018,10000,Kansas City Power & Light Co,MO,SWPP,"37,615","48,909",.,.,"86,525",8.3,6.7,.,.,15.0,"294,627","478,008",.,.,"772,635",8.3,6.7,.,.,15.0,"1,503","3,272",.,.,"4,774","2,681","3,260",.,.,"5,941","1,503","3,272",.,.,"4,774","2,681","3,260",.,.,"5,941",7.800,9.800,.,.,KCPL.com
2018,10065,KBR Rural Public Power District,NE,SWPP,0,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,5,.,.,.,.,.,5,.,.,.,5,.,.,.,.,.,.,.,.,.,
2018,10066,K C Electric Association,CO,WACM,4,3,6,.,13,0.0,0.0,0.0,.,0.1,4,4,6,.,14,0.0,0.0,0.0,.,0.1,3,2,2,.,7,.,.,.,.,.,4,3,7,.,14,.,.,.,.,.,12.000,10.000,17.000,.,
2018,10071,Kauai Island Utility Cooperative,HI,NA,851,689,561,0,"2,100",0.5,0.3,0.1,0.0,0.9,"12,464","13,781","11,217",0,"37,462",0.5,0.3,0.1,0.0,0.9,166,135,110,0,411,30,24,20,0,74,166,135,110,0,411,30,24,20,0,74,16.500,11.000,9.000,0.000,
2018,10171,Kentucky Utilities Co,KY,LGEE,"25,400","42,017",0,0,"67,417",8.2,9.7,0.0,0.0,18.0,"181,800","840,339",0,0,"1,022,139",8.2,9.7,0.0,0.0,18.0,"2,716","1,698",0,0,"4,415","7,806","1,801",0,0,"9,607","2,716","1,698",0,0,"4,415","7,806","1,801",0,0,"9,607",9.000,20.000,0.000,0.000,https://lge-ku.com/residential-energy-efficiency
2018,10376,Kissimmee Utility Authority,FL,FMPP,114,821,136,.,"1,071",0.0,4.7,0.8,.,5.5,"1,846","9,872","1,632",.,"13,350",0.0,4.7,0.8,.,5.5,39,43,16,.,98,0,0,0,.,0,39,43,16,.,98,122,20,2,.,144,16.230,12.020,12.000,0.000,https://kua.com/energy-conservation-and-renewables/kua-rebates-and-participating-contractors/
2018,10393,PUD No 1 of Klickitat County,WA,BPAT,245,485,556,.,"1,286",.,.,.,.,.,"5,123","6,790","4,309",.,"16,222",.,.,.,.,.,91,51,140,.,282,.,.,.,.,.,91,51,140,.,282,.,.,.,.,.,20.910,14.000,7.750,.,
2018,10454,Kootenai Electric Cooperative,ID,AVA,491,"1,747",0,0,"2,238",0.1,0.3,0.0,0.0,0.3,"6,761","20,887",0,0,"27,648",0.0,0.3,0.0,0.0,0.3,212,184,0,0,396,97,84,0,0,181,212,184,0,0,396,97,84,0,0,181,20.430,11.950,.,.,"We do not report any energy savings numbers on our website, only our rebates and program offerings."
2018,10558,"LaCreek Electric Assn, Inc",SD,WACM,.,.,.,.,.,3.0,.,14.3,.,17.3,.,.,.,.,.,2.2,.,11.2,.,13.4,0,.,0,.,0,0,.,0,.,0,0,.,0,.,0,0,.,0,.,0,2.200,.,11.200,.,
2018,10595,City of Lake City - (MN),MN,MISO,290,200,200,.,690,0.1,0.0,0.0,.,0.1,"2,322","3,836","3,836",.,"9,993",0.1,0.0,0.0,.,0.1,34,25,25,.,84,31,29,29,.,89,34,25,25,.,84,31,29,29,.,89,8.000,19.200,19.200,.,
2018,10623,City of Lakeland - (FL),FL,FMPP,"2,630","2,502",.,.,"5,132",2.1,0.6,.,.,2.7,"39,328","15,014",.,.,"54,342",2.2,0.6,.,.,2.8,758,86,.,.,844,.,.,.,.,.,758,86,.,.,844,.,.,.,.,.,13.500,13.500,.,.,N.A.
2018,10627,Lakeview Light & Power,WA,BPAT,64,261,144,.,469,0.0,0.0,0.0,.,0.1,"1,921","3,759","2,161",.,"7,841",0.0,0.0,0.0,.,0.1,12,22,20,.,53,.,.,.,.,.,12,22,20,.,53,.,.,.,.,.,29.910,14.420,15.000,.,
2018,10629,City of Lakota - (ND),ND,SWPP,33,37,6,.,76,0.0,0.0,0.0,.,0.0,398,445,72,.,915,0.0,0.0,0.0,.,0.0,1,2,0,.,4,1,1,0,.,2,1,2,0,.,4,1,1,0,.,2,12.000,12.000,12.000,.,
2018,10704,City of Lansing - (MI),MI,MISO,"4,159","12,171","4,057",0,"20,387",0.0,0.0,0.0,0.0,0.0,"39,095","112,338","37,446",0,"188,879",0.0,0.0,0.0,0.0,0.0,692,"1,052",351,0,"2,095",388,468,156,0,"1,012",692,"1,052",351,0,"2,095",388,468,156,0,"1,012",9.400,9.230,9.230,.,www.lbwl.com/energysavers.aspx   
