Utility Characteristics,,,,,IEEE Standard,,,,,,,,,,,,Other Standard,,,,,,,,,,
Data Year,Utility Number,Utility Name,State,Ownership,SAIDI With MED,SAIFI With MED,CAIDI With MED,SAIDI Without MED,SAIFI Without MED,CAIDI Without MED,SAIDI With MED Minus LOS,SAIFI With MED Minus LOS,CAIDI Minus MED,Number of Customers,Highest Dist. Voltage,Outages Recorded Automatically,SAIDI With MED,SAIFI With MED,CAIDI With MED,SAIDI Without MED,SAIFI Without MED,CAIDI Without MED,Number of Customers,Inactive Accounts Included,Momentary Interruptions,Highest Dist. Voltage,Outages Recorded Automatically
2018,817,Arkansas Valley Elec Coop Corp,AR,Cooperative,250.876,1.702,147.401,96.577,0.612,157.806,248.933,1.688,147.472,"53,765",14.4,Y,.,.,.,.,.,.,.,,,.,
2018,817,Arkansas Valley Elec Coop Corp,OK,Cooperative,151.528,1.106,137.005,49.110,0.436,112.638,66.860,0.651,102.704,"4,472",7.2,Y,.,.,.,.,.,.,.,,,.,
2018,963,Atlantic City Electric Co,NJ,Investor Owned,325.300,1.330,244.586,76.400,0.900,84.889,324.790,1.330,244.203,"535,560",69.0,Y,.,.,.,.,.,.,.,,,.,
2018,1009,City of Austin - (MN),MN,Municipal,8.328,0.136,61.235,.,.,.,.,.,.,"12,352",13.8,N,.,.,.,.,.,.,.,,,.,
2018,1015,Austin Energy,TX,Municipal,68.680,0.760,90.368,48.440,0.700,69.200,67.720,0.720,94.056,"488,288",35.0,Y,.,.,.,.,.,.,.,,,.,
2018,1050,City of Azusa,CA,Municipal,.,.,.,63.423,0.692,91.652,.,.,.,"16,695",12.5,N,.,.,.,.,.,.,.,,,.,
2018,1062,BARC Electric Coop Inc,VA,Cooperative,"1,230.600",4.553,270.283,352.540,2.553,138.089,"1,069.900",3.991,268.078,"12,710",46.0,Y,.,.,.,.,.,.,.,,,.,
2018,1149,Baldwin County El Member Corp,AL,Cooperative,147.916,1.632,90.635,77.380,1.221,63.374,117.799,1.544,76.295,"75,685",12.5,Y,.,.,.,.,.,.,.,,,.,
2018,1167,Baltimore Gas & Electric Co,MD,Investor Owned,432.160,1.325,326.158,94.917,0.954,99.494,432.097,1.321,327.098,"1,286,804",34.5,Y,.,.,.,.,.,.,.,,,.,
2018,1175,"Bandera Electric Coop, Inc",TX,Cooperative,101.005,0.673,150.082,35.903,0.397,90.436,101.005,0.673,150.082,"36,098",24.0,Y,.,.,.,.,.,.,.,,,.,
2018,1179,Emera Maine,ME,Investor Owned,780.000,3.131,249.122,397.000,2.519,157.602,669.000,2.277,293.808,"170,465",35.0,Y,.,.,.,.,.,.,.,,,.,
2018,1233,City of Barnesville - (MN),MN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,20.729,0.987,21.002,.,.,.,"1,518",Y,F,2.4,N
2018,1251,Barron Electric Coop,WI,Cooperative,136.104,0.967,140.749,136.104,0.967,140.749,136.104,0.967,140.749,"19,371",12.5,Y,.,.,.,.,.,.,.,,,.,
2018,1273,"Bartlett Electric Coop, Inc",TX,Cooperative,112.430,1.010,111.317,50.060,0.620,80.742,88.640,0.590,150.237,"11,988",24.9,Y,.,.,.,.,.,.,.,,,.,
2018,1283,Bartholomew County Rural E M C,IN,Cooperative,257.710,1.900,135.637,87.670,0.830,105.627,230.360,1.620,142.198,"11,613",12.5,Y,.,.,.,.,.,.,.,,,.,
2018,1300,City of Bartow - (FL),FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,106.569,0.729,146.185,.,.,.,"12,130",N,L,35.0,N
2018,1301,"Barton County Elec Coop, Inc",MO,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,144.900,.,.,144.900,.,.,"5,174",Y,F,25.0,Y
2018,1366,City of Bay City - (MI),MI,Municipal,99.970,1.149,87.006,99.970,1.149,87.006,99.970,1.149,87.006,"20,237",8.3,Y,.,.,.,.,.,.,.,,,.,
2018,1456,Town of Bedford - (VA),VA,Municipal,308.643,1.496,206.312,88.101,.,.,88.101,.,.,"6,674",69.0,N,.,.,.,.,.,.,.,,,.,
2018,1458,"Beauregard Electric Coop, Inc",LA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,669.000,5.160,129.651,148.800,1.590,93.585,"43,280",N,F,24.9,Y
2018,1523,Town of Belmont - (MA),MA,Municipal,56.898,0.530,107.355,56.898,0.530,107.355,56.898,0.530,107.355,"11,350",13.8,N,.,.,.,.,.,.,.,,,.,
2018,1529,"Beltrami Electric Coop, Inc",MN,Cooperative,.,.,.,108.224,0.955,113.324,.,.,.,"20,713",12.5,Y,.,.,.,.,.,.,.,,,.,
2018,1579,PUD No 1 of Benton County,WA,Political Subdivision,84.360,0.910,92.703,53.190,0.430,123.698,.,.,.,"53,683",34.5,Y,.,.,.,.,.,.,.,,,.,
2018,1591,"Big Country Electric Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,511.800,.,.,.,.,.,"12,909",N,L,69.0,Y
2018,1613,Berkeley Electric Coop Inc,SC,Cooperative,171.800,1.760,97.614,133.100,1.550,85.871,161.000,1.490,108.054,"99,295",24.9,Y,.,.,.,.,.,.,.,,,.,
2018,1625,Benton Rural Electric Assn,WA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,50.300,0.480,104.792,.,.,.,"14,423",N,L,34.5,N
2018,1675,Big Horn Rural Electric Co,WY,Cooperative,242.710,1.800,134.839,.,.,.,.,.,.,"3,750",7.2,N,.,.,.,.,.,.,.,,,.,
2018,1708,Big Sandy Rural Elec Coop Corp,KY,Cooperative,780.160,4.510,172.984,448.790,3.770,119.042,720.920,4.110,175.406,"12,748",13.2,Y,.,.,.,.,.,.,.,,,.,
2018,1723,"Big Bend Electric Coop, Inc",WA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,95.900,0.730,131.370,89.010,0.680,130.897,"9,361",N,O,24.9,N
2018,1763,"Black River Electric Coop, Inc - (SC)",SC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,228.519,1.288,177.422,101.883,0.950,107.245,"32,376",N,L,12.5,N
2018,1769,"Black Hills Electric Coop, Inc",SD,Cooperative,68.100,0.920,74.022,68.100,0.920,74.022,.,.,.,"10,025",7.2,Y,.,.,.,.,.,.,.,,,.,
2018,1775,Black River Electric Coop - (MO),MO,Cooperative,402.680,.,.,402.680,.,.,371.870,.,.,"24,331",14.4,Y,.,.,.,.,.,.,.,,,.,
2018,1883,Blue Earth Light & Water,MN,Municipal,1.134,0.028,40.500,.,.,.,.,.,.,"2,000",12.0,N,.,.,.,.,.,.,.,,,.,
2018,1886,Blue Grass Energy Coop Corp,KY,Cooperative,440.880,1.622,271.813,157.133,1.118,140.548,420.896,1.470,286.324,"57,576",25.0,Y,.,.,.,.,.,.,.,,,.,
2018,1889,Blue Ridge Elec Member Corp - (NC),NC,Cooperative,339.100,1.870,181.337,76.100,0.960,79.271,339.100,1.870,181.337,"75,213",15.0,Y,.,.,.,.,.,.,.,,,.,
2018,1890,Blue Ridge Electric Coop Inc - (SC),SC,Cooperative,526.580,.,.,134.590,.,.,353.990,.,.,"66,343",7.2,N,.,.,.,.,.,.,.,,,.,
2018,1892,"Bluebonnet Electric Coop, Inc",TX,Cooperative,90.924,1.173,77.514,90.924,1.173,77.514,74.954,0.810,92.536,"96,688",14.4,N,.,.,.,.,.,.,.,,,.,
2018,1898,"Bon Homme Yankton El Assn, Inc",SD,Cooperative,34.018,0.322,105.646,34.018,0.322,105.646,34.018,0.322,105.646,"3,870",12.5,Y,.,.,.,.,.,.,.,,,.,
2018,1936,Bolivar Energy Authority,TN,Municipal,187.015,1.169,159.979,40.055,0.500,80.110,187.015,1.169,159.979,"11,064",12.5,N,.,.,.,.,.,.,.,,,.,
2018,2001,Boone Electric Coop,MO,Cooperative,54.660,0.620,88.161,49.710,0.600,82.850,54.660,0.620,88.161,"32,618",13.2,Y,.,.,.,.,.,.,.,,,.,
2018,2049,"Bowie-Cass Electric Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,503.390,.,.,378.840,.,.,"37,592",N,O,12.5,Y
2018,2054,City of Bowling Green - (OH),OH,Municipal,26.570,0.164,162.012,7.928,0.079,100.354,.,.,.,"14,718",12.5,N,.,.,.,.,.,.,.,,,.,
2018,2056,City of Bowling Green - (KY),KY,Municipal,63.440,1.218,52.085,37.266,0.840,44.364,35.976,0.582,61.814,"30,510",12.5,N,.,.,.,.,.,.,.,,,.,
2018,2089,Bozrah Light & Power Company,CT,Municipal,294.600,2.070,142.319,144.980,1.360,106.603,294.600,2.070,142.319,"2,832",13.8,Y,.,.,.,.,.,.,.,,,.,
2018,2144,Town of Braintree - (MA),MA,Municipal,13.465,0.136,99.007,5.386,0.074,72.784,5.386,0.074,72.784,"16,500",13.8,N,.,.,.,.,.,.,.,,,.,
2018,2212,"Broad River Electric Coop, Inc",SC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,142.700,.,.,142.700,.,.,"21,655",N,F,12.5,Y
2018,2247,City of Bristol - (TN),TN,Municipal,59.834,1.428,41.901,52.187,1.379,37.844,59.834,1.428,41.901,"33,660",69.0,N,.,.,.,.,.,.,.,,,.,
2018,2248,Bristol Virginia Utilities,VA,Municipal,24.589,0.500,49.178,14.587,0.400,36.468,24.589,0.500,49.178,"16,146",13.2,Y,.,.,.,.,.,.,.,,,.,
2018,2316,Brown County Rural Elec Assn,MN,Cooperative,100.900,0.730,138.219,72.500,0.610,118.852,51.440,0.330,155.879,"4,520",12.0,N,.,.,.,.,.,.,.,,,.,
2018,2409,Brownsville Public Utilities Board,TX,Municipal,71.977,0.878,81.978,8.701,0.119,73.118,71.977,0.878,81.978,"52,520",12.5,N,.,.,.,.,.,.,.,,,.,
2018,2439,City of Bryan - (OH),OH,Municipal,9.969,0.160,62.306,9.969,0.160,62.306,.,.,.,"6,121",12.4,Y,.,.,.,.,.,.,.,,,.,
2018,2442,City of Bryan - (TX),TX,Municipal,.,.,.,.,.,.,.,.,.,.,.,,20.384,0.263,77.506,.,.,.,"58,852",N,F,12.5,Y
2018,2485,City of Buffalo - (MN),MN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,30.998,0.233,133.039,.,.,.,"6,222",Y,L,12.0,Y
2018,2502,"Buckeye Rural Elec Coop, Inc",OH,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,442.580,2.260,195.832,442.580,2.260,195.832,"18,615",N,L,12.5,N
2018,2507,City of Burbank Water and Power,CA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,11.300,0.330,34.242,11.300,0.330,34.242,"52,500",N,L,34.5,N
2018,2548,City of Burlington Electric - (VT),VT,Municipal,.,.,.,.,.,.,.,.,.,.,.,,.,0.430,.,.,.,.,"21,285",N,F,13.8,N
2018,2641,"Butler Rural El Coop Assn, Inc - (KS)",KS,Cooperative,148.620,1.420,104.662,148.620,1.420,104.662,62.980,0.730,86.274,"7,486",12.5,Y,.,.,.,.,.,.,.,,,.,
2018,2651,Butler Rural Electric Coop Inc - (OH),OH,Cooperative,283.040,2.390,118.427,92.760,1.110,83.568,274.930,2.140,128.472,"11,440",12.0,Y,.,.,.,.,.,.,.,,,.,
2018,2652,Butler County Rural Elec Coop - (IA),IA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,137.600,1.460,94.247,111.600,1.170,95.385,"5,106",N,F,12.5,N
2018,2655,"Butte Electric Coop, Inc",SD,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,41.300,0.558,74.014,21.800,0.102,213.725,"6,006",N,L,15.0,Y
2018,2812,City of Calhoun - (GA),GA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,92.754,0.780,118.915,31.263,0.406,77.002,"5,435",N,F,7.2,N
2018,2849,Central Electric Power Assn - (MS),MS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,289.080,.,.,289.080,.,.,"36,582",N,L,24.9,N
2018,2911,"Canadian Valley Elec Coop, Inc",OK,Cooperative,261.800,1.711,153.010,217.800,1.366,159.444,240.500,1.610,149.379,"25,457",24.9,N,.,.,.,.,.,.,.,,,.,
2018,2955,Canby Utility Board,OR,Municipal,.,.,.,.,.,.,.,.,.,.,.,,97.000,0.900,107.778,97.000,0.900,107.778,"7,482",N,F,12.5,N
2018,2960,"Caney Fork Electric Coop, Inc",TN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,138.600,.,.,138.600,.,.,"32,602",N,L,26.0,N
2018,2961,"Caney Valley El Coop Assn, Inc",KS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,216.400,2.300,94.087,163.900,1.900,86.263,"5,361",N,F,7.2,N
2018,2982,Cape Hatteras Elec Member Corp,NC,Cooperative,133.940,1.650,81.176,64.450,1.240,51.976,118.760,1.140,104.175,"7,724",12.5,Y,.,.,.,.,.,.,.,,,.,
2018,2985,"Capital Electric Coop, Inc",ND,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,112.700,1.240,90.887,99.200,1.091,90.926,"20,580",N,F,7.2,Y
2018,2998,"Carbon Power & Light, Inc",WY,Cooperative,458.600,1.560,293.974,148.300,1.340,110.672,436.200,1.000,436.200,"6,440",25.0,Y,.,.,.,.,.,.,.,,,.,
2018,3046,Duke Energy Progress - (NC),NC,Investor Owned,"3,679.000",2.990,"1,230.435",165.000,1.350,122.222,"3,015.000",2.620,"1,150.763","1,398,206",34.5,Y,.,.,.,.,.,.,.,,,.,
2018,3046,Duke Energy Progress - (NC),SC,Investor Owned,"1,483.000",2.420,612.810,144.000,1.300,110.769,"1,459.000",2.230,654.260,"167,293",23.0,Y,.,.,.,.,.,.,.,,,.,
2018,3076,"Carroll Electric Coop, Inc - (OH)",OH,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,828.800,.,.,417.100,.,.,"12,002",N,F,12.5,Y
2018,3081,Carroll Electric Member Corp - (GA),GA,Cooperative,174.370,1.480,117.818,110.410,1.310,84.282,174.120,.,.,"51,237",.,Y,.,.,.,.,.,.,.,,,.,
2018,3093,Carroll Electric Coop Corp - (AR),AR,Cooperative,140.310,1.600,87.694,88.420,1.140,77.561,78.980,1.140,69.281,"88,477",24.9,Y,.,.,.,.,.,.,.,,,.,
2018,3093,Carroll Electric Coop Corp - (AR),MO,Cooperative,127.470,0.990,128.758,89.950,0.900,99.944,89.950,0.900,99.944,"10,753",24.9,Y,.,.,.,.,.,.,.,,,.,
2018,3113,City of Carthage - (MO),MO,Municipal,27.059,0.796,33.994,26.544,0.699,37.974,.,.,.,"7,685",13.2,Y,.,.,.,.,.,.,.,,,.,
2018,3203,Cedar Falls Utilities,IA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,10.600,0.170,62.353,.,.,.,"19,382",N,L,69.0,N
2018,3208,Cedarburg Light & Water Comm,WI,Municipal,.,.,.,.,.,.,.,.,.,.,.,,2.147,0.025,85.880,.,.,.,"6,303",N,F,25.0,N
2018,3222,Central Alabama Electric Coop,AL,Cooperative,262.900,.,.,141.030,.,.,235.450,.,.,"43,397",24.9,Y,.,.,.,.,.,.,.,,,.,
2018,3226,"Central Rural Electric Cooperative, Inc",OK,Cooperative,130.860,1.254,104.354,130.860,1.254,104.354,114.510,0.928,123.394,"21,565",25.0,Y,.,.,.,.,.,.,.,,,.,
2018,3245,"Central Florida Elec Coop, Inc",FL,Cooperative,216.160,.,.,190.680,.,.,197.800,.,.,"33,663",25.0,Y,.,.,.,.,.,.,.,,,.,
2018,3248,Central Georgia El Member Corp,GA,Cooperative,110.117,1.285,85.694,88.671,1.130,78.470,106.631,1.188,89.757,"56,025",25.0,Y,.,.,.,.,.,.,.,,,.,
2018,3249,Central Hudson Gas & Elec Corp,NY,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,"1,257.700",2.600,483.731,182.700,1.500,121.800,"304,381",N,F,34.5,N
2018,3250,Central Electric Membership Corp. - (NC),NC,Cooperative,"1,342.370",.,.,333.070,.,.,"1,330.550",.,.,"22,840",25.0,Y,.,.,.,.,.,.,.,,,.,
2018,3264,Central Lincoln People's Ut Dt,OR,Political Subdivision,182.970,1.150,159.104,.,.,.,.,.,.,"39,181",.,Y,.,.,.,.,.,.,.,,,.,
2018,3265,Cleco Power LLC,LA,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,172.000,1.900,90.526,172.000,1.900,90.526,"285,076",N,F,34.5,Y
2018,3266,Central Maine Power Co,ME,Investor Owned,633.300,2.640,239.886,235.800,1.850,127.459,633.300,2.640,239.886,"635,107",34.5,N,.,.,.,.,.,.,.,,,.,
2018,3268,Central Missouri Elec Coop Inc,MO,Cooperative,121.523,.,.,99.373,.,.,121.523,.,.,"10,858",25.0,N,.,.,.,.,.,.,.,,,.,
2018,3273,"Central New Mexico El Coop, Inc",NM,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,235.370,1.632,144.222,168.000,0.981,171.254,"17,972",N,F,25.0,Y
2018,3278,AEP Texas Central Company,TX,Investor Owned,196.300,1.806,108.693,166.000,1.679,98.868,179.000,1.612,111.042,"844,645",35.0,Y,.,.,.,.,.,.,.,,,.,
2018,3282,"Central Texas Elec Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,210.720,1.906,110.556,116.490,0.841,138.514,"41,749",N,F,24.9,Y
2018,3287,"Central Valley Elec Coop, Inc",NM,Cooperative,287.809,2.301,125.080,136.825,1.187,115.270,287.809,2.301,125.080,"18,144",25.0,Y,.,.,.,.,.,.,.,,,.,
2018,3291,Central Virginia Electric Coop,VA,Cooperative,797.000,3.940,202.284,174.000,1.980,87.879,674.000,2.890,233.218,"36,743",24.9,Y,.,.,.,.,.,.,.,,,.,
2018,3293,Central Wisconsin Elec Coop,WI,Cooperative,149.000,1.269,117.415,.,.,.,.,.,.,"7,962",12.5,N,.,.,.,.,.,.,.,,,.,
2018,3295,City of Centralia - (WA),WA,Municipal,123.918,1.112,111.437,123.918,1.112,111.437,123.918,1.112,111.437,"10,324",12.5,N,.,.,.,.,.,.,.,,,.,
2018,3314,"Chariton Valley Elec Coop, Inc",IA,Cooperative,138.000,1.230,112.195,138.000,1.230,112.195,.,.,.,"6,101",25.0,Y,.,.,.,.,.,.,.,,,.,
2018,3329,Borough of Chambersburg,PA,Municipal,30.732,0.284,108.211,30.732,0.284,108.211,30.732,0.284,108.211,"11,377",12.5,Y,.,.,.,.,.,.,.,,,.,
2018,3355,City of Chanute,KS,Municipal,.,.,.,.,.,.,.,.,.,.,.,,146.754,1.080,135.883,7.365,0.050,147.300,"5,680",N,L,12.5,N
2018,3400,City of Chaska - (MN),MN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,12.708,0.203,62.601,.,.,.,"10,287",Y,F,8.0,N
2018,3408,City of Chattanooga - (TN),TN,Municipal,145.703,0.996,146.288,77.254,0.660,117.052,145.703,0.996,146.288,"183,711",46.0,Y,.,.,.,.,.,.,.,,,.,
2018,3413,PUD No 1 of Chelan County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,44.080,0.244,180.656,.,.,.,"50,056",N,F,12.5,N
2018,3420,City of Cheney - (WA),WA,Municipal,195.278,0.434,449.949,43.851,0.275,159.458,43.851,0.275,159.458,"5,676",13.2,N,.,.,.,.,.,.,.,,,.,
2018,3436,Cherryland Electric Coop Inc,MI,Cooperative,201.000,1.342,149.776,158.200,1.197,132.164,146.700,1.068,137.360,"36,017",15.0,Y,.,.,.,.,.,.,.,,,.,
2018,3461,Cheyenne Light Fuel & Power d/b/a Black,WY,Investor Owned,58.157,1.428,40.726,31.104,0.831,37.430,52.964,1.052,50.346,"42,694",35.0,Y,.,.,.,.,.,.,.,,,.,
2018,3470,Cherokee County Elec Coop Assn,TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,125.000,5.000,25.000,.,.,.,"20,694",N,L,25.0,N
2018,3477,City of Chicopee - (MA),MA,Municipal,25.940,0.236,109.915,.,.,.,.,.,.,"26,219",13.8,N,.,.,.,.,.,.,.,,,.,
2018,3478,Cimarron Electric Coop,OK,Cooperative,144.920,1.104,131.268,58.600,0.666,87.988,138.890,1.039,133.677,"17,587",24.9,Y,.,.,.,.,.,.,.,,,.,
2018,3486,Chillicothe Municipal Utils,MO,Municipal,63.598,1.022,62.229,3.857,0.048,80.354,.,.,.,"4,525",7.2,Y,.,.,.,.,.,.,.,,,.,
2018,3502,"Choctawhatche Elec Coop, Inc",FL,Cooperative,907.714,1.939,468.135,82.353,0.988,83.353,774.676,1.789,433.022,"51,845",12.5,Y,.,.,.,.,.,.,.,,,.,
2018,3503,"Choptank Electric Cooperative, Inc",MD,Cooperative,228.210,1.880,121.388,141.370,1.340,105.500,209.380,1.670,125.377,"53,105",24.9,Y,.,.,.,.,.,.,.,,,.,
2018,3522,Chugach Electric Assn Inc,AK,Cooperative,228.000,1.810,125.967,.,.,.,.,.,.,"81,318",.,Y,.,.,.,.,.,.,.,,,.,
2018,3527,Choctaw Electric Coop Inc,OK,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,221.667,1.132,195.819,.,.,.,"17,755",N,F,14.4,N
2018,3542,Duke Energy Ohio Inc,OH,Investor Owned,317.000,1.540,205.844,143.000,1.150,124.348,287.000,1.270,225.984,"725,829",34.5,Y,.,.,.,.,.,.,.,,,.,
