|Utility Characteristics..Year|,|Utility Characteristics..State|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..BA Code|,|Photovoltaic.Capacity MW.Type|,|Photovoltaic.Capacity MW.Residential|,|Photovoltaic.Capacity MW.Commercial|,|Photovoltaic.Capacity MW.Industrial|,|Photovoltaic.Capacity MW.Transportation|,|Photovoltaic.Capacity MW.Total|,|Photovoltaic.Customers.Residential|,|Photovoltaic.Customers.Commercial|,|Photovoltaic.Customers.Industrial|,|Photovoltaic.Customers.Transportation|,|Photovoltaic.Customers.Total|,|Photovoltaic.Storage Capacity (MW).Residential|,|Photovoltaic.Storage Capacity (MW).Commercial|,|Photovoltaic.Storage Capacity (MW).Industrial|,|Photovoltaic.Storage Capacity (MW).Transportation|,|Photovoltaic.Storage Capacity (MW).Total|,|Photovoltaic.Storage Customers.Residential|,|Photovoltaic.Storage Customers.Commercial|,|Photovoltaic.Storage Customers.Industrial|,|Photovoltaic.Storage Customers.Transportation|,|Photovoltaic.Storage Customers.Total|,|Photovoltaic.Virtual Capacity (MW).Residential|,|Photovoltaic.Virtual Capacity (MW).Commercial|,|Photovoltaic.Virtual Capacity (MW).Industrial|,|Photovoltaic.Virtual Capacity (MW).Transportation|,|Photovoltaic.Virtual Capacity (MW).Total|,|Photovoltaic.Virtual Customers.Residential|,|Photovoltaic.Virtual Customers.Commercial|,|Photovoltaic.Virtual Customers.Industrial|,|Photovoltaic.Virtual Customers.Transportation|,|Photovoltaic.Virtual Customers.Total|,|Photovoltaic.Energy Sold Back MWh.Residential|,|Photovoltaic.Energy Sold Back MWh.Commercial|,|Photovoltaic.Energy Sold Back MWh.Industrial|,|Photovoltaic.Energy Sold Back MWh.Transportation|,|Photovoltaic.Energy Sold Back MWh.Total|,|Wind.Capacity MW.Residential|,|Wind.Capacity MW.Commercial|,|Wind.Capacity MW.Industrial|,|Wind.Capacity MW.Transportation|,|Wind.Capacity MW.Total|,|Wind.Customers.Residential|,|Wind.Customers.Commercial|,|Wind.Customers.Industrial|,|Wind.Customers.Transportation|,|Wind.Customers.Total|,|Wind.Energy Sold Back MWh.Residential|,|Wind.Energy Sold Back MWh.Commercial|,|Wind.Energy Sold Back MWh.Industrial|,|Wind.Energy Sold Back MWh.Transportation|,|Wind.Energy Sold Back MWh.Total|,|Other.Capacity MW.Residential|,|Other.Capacity MW.Commercial|,|Other.Capacity MW.Industrial|,|Other.Capacity MW.Transportation|,|Other.Capacity MW.Total|,|Other.Customers.Residential|,|Other.Customers.Commercial|,|Other.Customers.Industrial|,|Other.Customers.Transportation|,|Other.Customers.Total|,|Other.Energy Sold Back MWh.Residential|,|Other.Energy Sold Back MWh.Commercial|,|Other.Energy Sold Back MWh.Industrial|,|Other.Energy Sold Back MWh.Transportation|,|Other.Energy Sold Back MWh.Total|,|All Technologies.Capacity MW.Residential|,|All Technologies.Capacity MW.Commercial|,|All Technologies.Capacity MW.Industrial|,|All Technologies.Capacity MW.Transportation|,|All Technologies.Capacity MW.Total|,|All Technologies.Customers.Residential|,|All Technologies.Customers.Commercial|,|All Technologies.Customers.Industrial|,|All Technologies.Customers.Transportation|,|All Technologies.Customers.Total|,|All Technologies.Energy Sold Back MWh.Residential|,|All Technologies.Energy Sold Back MWh.Commercial|,|All Technologies.Energy Sold Back MWh.Industrial|,|All Technologies.Energy Sold Back MWh.Transportation|,|..Total|
2016,AR,17671,Southwest Arkansas E C C,AC,0.05,.,.,.,0.05,8,.,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.05,0,0,0,0.05,8,0,0,0,8,0,0,0,0,0
2016,AR,17698,Southwestern Electric Power Co,AC,0.054,0.433,0,0,0.487,19,12,0,0,31,0.008,0,0,0,0.008,2,0,0,0,2,0.006,0.165,0,0,0.171,1,3,0,0,4,40.276,270.003,0,0,310.279,0,0.005,0,0,0.005,0,2,0,0,2,0,0.427,0,0,0.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.603,0,0,0.663,20,17,0,0,37,40.276,270.43,0,0,310.706
2016,AR,20963,Woodruff Electric Coop Corp,AC,0.001,0.008,.,.,0.009,1,1,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.004,.,.,.,0.004,1,.,.,.,1,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.005,0.008,0,0,0.013,2,1,0,0,3,0,0,0,0,0
2016,AZ,176,Ajo Improvement Co,AC,.,0.033,.,.,0.033,.,3,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0,0.033,0,0,0.033,0,3,0,0,3,0,0,0,0,0
2016,AZ,803,Arizona Public Service Co,AC,351.19,208.92,.,.,560.11,55456,1232,.,.,56688,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.05,0.11,.,.,0.16,25,11,.,.,36,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,351.24,209.03,0,0,560.27,55481,1243,0,0,56724,0,0,0,0,0
2016,AZ,4071,"Columbus Electric Coop, Inc",AC,0.018,.,.,.,0.018,5,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,.,.,.,17,0.006,.,.,.,0.006,1,.,.,.,1,5,.,.,.,5,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.024,0,0,0,0.024,6,0,0,0,6,22,0,0,0,22
2016,AZ,7456,Graham County Electric Coop Inc,DC,1.097,0.243,0,0,1.34,168,32,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025.11,192.4,0,0,1217.51,0.034,0,0,0,0.034,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.131,0.243,0,0,1.374,174,32,0,0,206,1025.11,192.4,0,0,1217.51
2016,AZ,12351,City of Mesa - (AZ),AC,0.085,0.28,0,0,0.365,22,13,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.824,213.094,0,0,247.918,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.085,0.28,0,0,0.365,22,13,0,0,35,34.824,213.094,0,0,247.918
2016,AZ,12919,Morenci Water and Electric,AC,.,0.033,.,.,0.033,.,3,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0,0.033,0,0,0.033,0,3,0,0,3,0,0,0,0,0
2016,AZ,13318,"Navopache Electric Coop, Inc",AC,1.466,0.253,.,.,1.719,199,25,.,.,224,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1353.35,154.42,.,.,1507.77,0.006,.,.,.,0.006,5,.,.,.,5,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,1.472,0.253,0,0,1.725,204,25,0,0,229,1353.35,154.42,0,0,1507.77
2016,AZ,14373,Page Utility Enterprises,AC,0.018,0.034,.,.,0.052,5,2,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.018,0.034,0,0,0.052,5,2,0,0,7,0,0,0,0,0
2016,AZ,15049,Electrical Dist No4 Pinal County,AC,0.212,0.03,.,.,0.242,36,1,.,.,37,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,179.191,10.92,.,.,190.111,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.212,0.03,0,0,0.242,36,1,0,0,37,179.191,10.92,0,0,190.111
2016,AZ,16572,Salt River Project,AC,103.836,18.685,2.931,.,125.452,15701,323,48,.,16072,.,.,.,.,0,.,.,.,.,0,6.539,6.167,.,.,12.706,2462,86,.,.,2548,.,14874,574,.,15448,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,110.375,24.852,2.931,0,138.158,18163,409,48,0,18620,0,14874,574,0,15448
2016,AZ,18280,Sulphur Springs Valley E C Inc,AC,7.1,2.4,0,0,9.5,1153,134,0,0,1287,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0.1,.,.,.,0.1,37,.,.,.,37,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,7.2,2.4,0,0,9.6,1190,134,0,0,1324,0,0,0,0,0
2016,AZ,19189,Trico Electric Cooperative Inc,DC,11.17,8.54,.,.,19.71,1589,37,.,.,1626,.,.,.,.,0,.,.,.,.,0,0.044,.,.,.,0.044,48,.,.,.,48,757.311,620.078,.,.,1377.389,0.002,.,.,.,0.002,1,.,.,.,1,0.092,.,.,.,0.092,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,11.216,8.54,0,0,19.756,1638,37,0,0,1675,757.403,620.078,0,0,1377.481
2016,AZ,19728,"UNS Electric, Inc",DC,18.327,7.193,0.583,.,26.103,2143,128,7,.,2278,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15269.648,4100.434,394.444,.,19764.526,0.296,0.006,.,.,0.302,99,3,.,.,102,215.202,0.819,.,.,216.021,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,18.623,7.199,0.583,0,26.405,2242,131,7,0,2380,15484.85,4101.253,394.444,0,19980.547
2016,AZ,21538,"Mohave Electric Cooperative, I",AC,4.317,1.705,.,.,6.022,493,71,.,.,564,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,202.298,30.454,.,.,232.752,0.055,.,.,.,0.055,25,.,.,.,25,0,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,4.372,1.705,0,0,6.077,518,71,0,0,589,202.298,30.454,0,0,232.752
2016,AZ,24211,Tucson Electric Power Co,DC,63.675,1.72,69.889,0,135.284,9238,75,294,0,9607,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60399.51,781.024,39316.633,.,100497.167,.,.,0.024,.,0.024,.,.,1,.,1,.,.,0.08,.,0.08,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,63.675,1.72,69.913,0,135.308,9238,75,295,0,9608,60399.51,781.024,39316.713,0,100497.247
2016,AZ,25060,Wellton-Mohawk Irr & Drain Dist,AC,0.047,0.12,.,.,0.167,7,4,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.047,0.12,0,0,0.167,7,4,0,0,11,0,0,0,0,0
2016,AZ,30518,Electrical Dist No3 Pinal County,AC,0.518,.,.,.,0.518,73,.,.,.,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0.518,0,0,0,0.518,73,0,0,0,73,0,0,0,0,0
2016,AZ,40165,"Dixie Escalante R E A, Inc",DC,.,0.16,.,.,0.16,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,140.5,.,.,140.5,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,0,0.16,0,0,0.16,0,1,0,0,1,0,140.5,0,0,140.5
2016,CA,207,City of Alameda,AC,1.257,2.055,.,.,3.312,321,26,.,.,347,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,96,136,.,.,232,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,.,.,.,.,0,1.257,2.055,0,0,3.312,321,26,0,0,347,96,136,0,0,232
