|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..Part|,|Utility Characteristics..Service Type|,|Utility Characteristics.."Data Type O = Observed I = Imputed"|,|Utility Characteristics..State|,|Utility Characteristics..Ownership|,|Utility Characteristics.BA Code|,|RESIDENTIAL.Revenues.Thousand Dollars|,|RESIDENTIAL.Sales.Megawatthours|,|RESIDENTIAL.Customers.Count|,|COMMERCIAL.Revenues.Thousand Dollars|,|COMMERCIAL.Sales.Megawatthours|,|COMMERCIAL.Customers.Count|,|INDUSTRIAL.Revenues.Thousand Dollars|,|INDUSTRIAL.Sales.Megawatthours|,|INDUSTRIAL.Customers.Count|,|TRANSPORTATION.Revenues.Thousand Dollars|,|TRANSPORTATION.Sales.Megawatthours|,|TRANSPORTATION.Customers.Count|,|TOTAL.Revenues.Thousand Dollars|,|TOTAL.Sales.Megawatthours|,|TOTAL.Customers.Count|
2016,942,Atchison-Holt Electric Coop,A,Bundled,O,IA,Cooperative,AECI,1362,9820,1019,611,5767,84,140,602,59,.,.,.,2113,16189,1162
2016,942,Atchison-Holt Electric Coop,A,Bundled,O,MO,Cooperative,AECI,3354,24176,2337,1510,14199,194,1891,26501,140,.,.,.,6755,64876,2671
2016,944,City of Athens - (AL),A,Bundled,O,AL,Municipal,TVA,61674,632975,38051,34511,330416,6874,9240,141084,9,0,0,0,105425,1104475,44934
2016,947,Athens Utility Board,A,Bundled,O,TN,Municipal,TVA,15793,157671,10940,16643,155220,2302,17806,312638,8,0,0,0,50242,625529,13250
2016,963,Atlantic City Electric Co,A,Bundled,O,NJ,Investor Owned,PJM,617958.8,3553555,418430,179904.2,1209546,44112,9271.1,117119,464,.,.,.,807134.1,4880220,463006
2016,963,Atlantic City Electric Co,C,Delivery,O,NJ,Investor Owned,PJM,46401.6,599888,64723,176962,2938562,20318,30268.1,640203,395,.,.,.,253631.7,4178653,85436
2016,965,Atlantic Municipal Utilities,A,Bundled,O,IA,Municipal,MISO,3432,39988,3822,4304,57396,827,614,10676,1,.,.,.,8350,108060,4650
2016,970,Homefield Energy,B,Energy,O,IL,Retail Power Marketer,PJM,128767.4,1822414,191905,59612.9,714836,682,2767.9,29536,2,0,0,0,191148.2,2566786,192589
2016,970,Homefield Energy,B,Energy,O,IL,Retail Power Marketer,MISO,259150.3,4703571,495297,155271.8,2429542,2318,98186,2427964,127,1944,23489,1,514552.1,9584566,497743
2016,993,Auburn Board of Public Works,A,Bundled,O,NE,Municipal,SWPP,2238,23657,1902,2720,29251,840,243,2478,1,.,.,.,5201,55386,2743
2016,994,City of Auburn - (IN),A,Bundled,O,IN,Municipal,PJM,5392,63894,6358,3006,28133,980,28302,346196,137,.,.,.,36700,438223,7475
2016,998,City of Augusta - (KS),A,Bundled,O,KS,Municipal,SWPP,4306.9,37439,3920,1980.9,19030,409,785.9,8313,24,.,.,.,7073.7,64782,4353
2016,1009,City of Austin - (MN),A,Bundled,O,MN,Municipal,MISO,10624.4,76924,10440,14805,134887,1718,10650.8,127039,1,.,.,.,36080.2,338850,12159
2016,1015,Austin Energy,A,Bundled,O,TX,Municipal,ERCO,456157.3,4278102,414091,565145.6,5860088,50121,182694.2,2801572,110,.,.,.,1203997.1,12939762,464322
2016,1024,City of Ava - (MO),A,Bundled,O,MO,Municipal,AECI,827,10746,1194,313,4109,299,1817,45769,49,0,0,0,2957,60624,1542
2016,1036,Town of Ayden - (NC),A,Bundled,O,NC,Municipal,CPLE,5500.7,45181,3632,2982.6,26279,468,2504.7,30665,1,.,.,.,10988,102125,4101
2016,1050,City of Azusa,A,Bundled,O,CA,Municipal,CISO,11281,85715,14882,14618,81795,1826,9969,86190,32,.,.,.,35868,253700,16740
2016,1062,BARC Electric Coop Inc,A,Bundled,O,VA,Cooperative,PJM,16414.8,125274,11905,5951.7,53931,775,.,.,.,.,.,.,22366.5,179205,12680
2016,1101,Bagley Public Utilities Comm,A,Bundled,O,MN,Municipal,MISO,687.8,5717,555,396.2,3555,139,1521.8,14926,69,.,.,.,2605.8,24198,763
2016,1148,City of Baldwin City- (KS),A,Bundled,O,KS,Municipal,SWPP,2308.8,16972,1688,1835.8,14492,237,.,.,.,.,.,.,4144.6,31464,1925
2016,1149,Baldwin County El Member Corp,A,Bundled,O,AL,Cooperative,AEC,104949,903170,66279,43691,466076,6942,.,.,.,.,.,.,148640,1369246,73221
2016,1167,Baltimore Gas & Electric Co,A,Bundled,O,MD,Investor Owned,PJM,1382465.2,9388094,862083,333602,2700728,65871,14828,134543,3097,.,.,.,1730895.2,12223365,931051
2016,1167,Baltimore Gas & Electric Co,C,Delivery,O,MD,Investor Owned,PJM,171379.6,3351502,281787,382581.6,12999085,53582,28265.3,1156848,2572,2190.8,288787,3,584417.3,17796222,337944
2016,1169,Bailey County Elec Coop Assn,A,Bundled,O,TX,Cooperative,SWPP,2832.1,24928,3420,4173.7,43703,788,20947.3,211861,4717,.,.,.,27953.1,280492,8925
2016,1175,"Bandera Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,39152,423572,29303,13624,135187,4733,1533,19565,56,.,.,.,54309,578324,34092
2016,1176,City of Bandon - (OR),A,Bundled,O,OR,Municipal,BPAT,2730.7,32026,2917,2384.6,27429,696,148.7,1434,2,0,0,0,5264,60889,3615
2016,1179,Emera Maine,A,Bundled,O,ME,Investor Owned,NBSO,26319.3,182201,28857,13546.1,91831,6828,4587.3,44645,125,0,0,0,44452.7,318677,35810
2016,1179,Emera Maine,A,Bundled,O,ME,Investor Owned,ISNE,106391.7,564558,96368,53395.6,477846,15337,1049.4,7445,27,0,0,0,160836.7,1049849,111732
2016,1179,Emera Maine,C,Delivery,O,ME,Investor Owned,NBSO,11.3,182,54,487.3,7494,303,3722.1,187518,78,0,0,0,4220.7,195194,435
2016,1179,Emera Maine,C,Delivery,O,ME,Investor Owned,ISNE,4656.5,42984,7425,11518.6,130410,2862,10329.2,193272,24,0,0,0,26504.3,366666,10311
2016,1181,Village of Bangor - (WI),A,Bundled,O,WI,Municipal,MISO,1526.1,11787,1288,1192.1,9554,438,451.1,4334,8,.,.,.,3169.3,25675,1734
2016,1192,City of Banning - (CA),A,Bundled,O,CA,Municipal,CISO,13420.3,67797,10728,10967.8,53284,1135,2613,17341,11,.,.,.,27001.1,138422,11874
2016,1196,Village of Baraga - (MI),A,Bundled,O,MI,Municipal,MISO,659,3075,649,2834,14762,230,0,0,0,0,0,0,3493,17837,879
2016,1201,Barbourville Utility Comm,A,Bundled,O,KY,Municipal,LGEE,3940.1,41136,3432,686.6,7360,515,3478.1,45128,187,.,.,.,8104.8,93624,4134
2016,1233,City of Barnesville - (MN),A,Bundled,O,MN,Municipal,MISO,1605.6,15818,1195,497.2,4884,135,.,.,.,.,.,.,2102.8,20702,1330
2016,1251,Barron Electric Coop,A,Bundled,O,WI,Cooperative,MISO,25193,193395,17971,2880,27562,205,7546,98731,162,.,.,.,35619,319688,18338
2016,1273,"Bartlett Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,15414.2,155542,10561,3204,31944,943,367.6,5094,2,0,0,0,18985.8,192580,11506
2016,1276,"Barrow Utils & Elec Coop, Inc",A,Bundled,O,AK,Cooperative,,1471.2,11161,1498,4462.7,39001,425,.,.,.,.,.,.,5933.9,50162,1923
2016,1279,Barry Electric Coop,A,Bundled,O,MO,Cooperative,AECI,12148.9,112323,8418,4438,49675,1274,1134.5,15069,2,.,.,.,17721.4,177067,9694
2016,1283,Bartholomew County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,19785,154799,10806,4399,40797,649,17103,214494,10,.,.,.,41287,410090,11465
2016,1300,City of Bartow - (FL),A,Bundled,O,FL,Municipal,FPC,17276,138250,10308,8678,72100,1457,7750,65852,290,.,.,.,33704,276202,12055
2016,1301,"Barton County Elec Coop, Inc",A,Bundled,O,MO,Cooperative,AECI,9935,75935,5088,4988,42978,1434,1894,31536,6,.,.,.,16817,150449,6528
2016,1307,Basin Electric Power Coop,A,Bundled,O,ND,Cooperative,SWPP,.,.,.,.,.,.,47470,996496,1,.,.,.,47470,996496,1
2016,1307,Basin Electric Power Coop,A,Bundled,O,WY,Cooperative,WACM,.,.,.,27,466,1,.,.,.,.,.,.,27,466,1
2016,1325,City of Batavia - (IL),A,Bundled,O,IL,Municipal,PJM,12880,91331,9564,18396,154699,1335,17929,188972,10,.,.,.,49205,435002,10909
2016,1366,City of Bay City - (MI),A,Bundled,O,MI,Municipal,MISO,16487,132781,17722,15286,133787,2198,5791,58089,129,.,.,.,37564,324657,20049
2016,1367,"Bayfield Electric Coop, Inc",A,Bundled,O,MI,Cooperative,MISO,46.7,159,65,.,.,.,.,.,.,.,.,.,46.7,159,65
2016,1367,"Bayfield Electric Coop, Inc",A,Bundled,O,WI,Cooperative,MISO,11590.3,67648,8818,997,9390,68,.,.,.,.,.,.,12587.3,77038,8886
2016,1417,"Beartooth Electric Coop, Inc",A,Bundled,O,MT,Cooperative,NWMT,6758.2,45553,5171,1166.4,9273,424,137.5,1367,1,.,.,.,8062.1,56193,5596
2016,1417,"Beartooth Electric Coop, Inc",A,Bundled,O,WY,Cooperative,NWMT,608.6,4332,407,249.3,2079,67,.,.,.,.,.,.,857.9,6411,474
2016,1427,City of Beatrice - (NE),A,Bundled,O,NE,Municipal,SWPP,6535,65593,5737,2555,25470,889,6202,79410,124,.,.,.,15292,170473,6750
2016,1456,Town of Bedford - (VA),A,Bundled,O,VA,Municipal,PJM,10550.5,82661,5738,5043.2,41017,874,5599.1,83229,29,.,.,.,21192.8,206907,6641
2016,1458,"Beauregard Electric Coop, Inc",A,Bundled,O,LA,Cooperative,MISO,62650,612817,38703,29548,424353,3599,.,.,.,.,.,.,92198,1037170,42302
2016,1523,Town of Belmont - (MA),A,Bundled,O,MA,Municipal,ISNE,13783.3,68825,10418,5099.2,25850,906,4536.4,26537,20,0,0,0,23418.9,121212,11344
2016,1525,City of Beloit - (KS),A,Bundled,O,KS,Municipal,SWPP,1880,16157,1815,1497,12429,469,1193,13977,33,.,.,.,4570,42563,2317
2016,1529,"Beltrami Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,34650.8,273176,19464,8565.6,75895,1402,9.4,52,15,0,0,0,43225.8,349123,20881
2016,1566,City of Bennettsville - (SC),A,Bundled,O,SC,Municipal,SC,5891,47166,3850,3507,38230,521,0,0,0,0,0,0,9398,85396,4371
2016,1573,City of Benson - (MN),A,Bundled,O,MN,Municipal,MISO,1366.5,14774,1519,496.9,4636,263,1159.4,14433,55,.,.,.,3022.8,33843,1837
2016,1578,Benton County,A,Bundled,O,TN,Municipal,TVA,13519,110610,8467,7352,58827,1810,2278,24811,3,0,0,0,23149,194248,10280
2016,1579,PUD No 1 of Benton County,A,Bundled,O,WA,Political Subdivision,BPAT,53643,661742,43157,34879,532538,5840,25562,499798,795,.,.,.,114084,1694078,49792
2016,1581,City of Benton - (AR),A,Bundled,O,AR,Municipal,MISO,13093.6,140133,12398,5674,71749,1718,3512.2,42557,21,.,.,.,22279.8,254439,14137
2016,1582,City of Benton - (KY),A,Bundled,O,KY,Municipal,TVA,2899,24632,1826,3790,33930,682,994,12262,1,0,0,0,7683,70824,2509
2016,1586,City of Bentonville - (AR),A,Bundled,O,AR,Municipal,SWPP,24350,222738,19593,37109,435100,2837,.,.,.,.,.,.,61459,657838,22430
2016,1591,"Big Country Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,9500,75401,8582,14412,140502,3527,1503,18388,701,.,.,.,25415,234291,12810
2016,1601,City of Beresford,A,Bundled,O,SD,Municipal,SWPP,1255,9510,925,610,4999,231,1485,14519,17,.,.,.,3350,29028,1173
2016,1611,"Linde Energy Services, Inc.",B,Energy,O,DE,Retail Power Marketer,PJM,0,0,0,0,0,0,11189,218391,1,0,0,0,11189,218391,1
2016,1611,"Linde Energy Services, Inc.",B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0,0,0,0,11237,259651,4,0,0,0,11237,259651,4
2016,1611,"Linde Energy Services, Inc.",B,Energy,O,ME,Retail Power Marketer,ISNE,0,0,0,0,0,0,6109,96099,1,0,0,0,6109,96099,1
2016,1611,"Linde Energy Services, Inc.",B,Energy,O,NJ,Retail Power Marketer,PJM,0,0,0,0,0,0,413,6249,2,0,0,0,413,6249,2
2016,1611,"Linde Energy Services, Inc.",B,Energy,O,NY,Retail Power Marketer,NYIS,0,0,0,0,0,0,3053,45229,3,0,0,0,3053,45229,3
2016,1611,"Linde Energy Services, Inc.",B,Energy,O,OH,Retail Power Marketer,PJM,0,0,0,0,0,0,5877,145289,5,0,0,0,5877,145289,5
2016,1611,"Linde Energy Services, Inc.",B,Energy,O,PA,Retail Power Marketer,PJM,0,0,0,0,0,0,27180,639726,4,0,0,0,27180,639726,4
2016,1613,Berkeley Electric Coop Inc,A,Bundled,O,SC,Cooperative,SC,167451,1270781,82762,42077,340005,10152,55484,789938,43,.,.,.,265012,2400724,92957
2016,1625,Benton Rural Electric Assn,A,Bundled,O,WA,Cooperative,BPAT,18854,221295,12541,8828,130532,1491,15825,250003,1882,.,.,.,43507,601830,15914
2016,1640,City of Bessemer Utilities,A,Bundled,O,AL,Municipal,TVA,12585,117733,9325,19881,185471,1768,520,10919,1,0,0,0,32986,314123,11094
2016,1675,Big Horn Rural Electric Co,A,Bundled,O,MT,Cooperative,WACM,47,297,41,303,2091,30,1850,16160,1,.,.,.,2200,18548,72
2016,1675,Big Horn Rural Electric Co,A,Bundled,O,WY,Cooperative,WACM,4013,28183,2983,2467,22900,452,5864,57971,291,.,.,.,12344,109054,3726
2016,1683,"Big Horn County Elec Coop, Inc",A,Bundled,O,MT,Cooperative,BPAT,4126.4,37652,3112,2252.8,19370,584,.,.,.,.,.,.,6379.2,57022,3696
2016,1683,"Big Horn County Elec Coop, Inc",A,Bundled,O,WY,Cooperative,BPAT,363.7,3386,266,75.4,623,29,.,.,.,.,.,.,439.1,4009,295
2016,1708,Big Sandy Rural Elec Coop Corp,A,Bundled,O,KY,Cooperative,PJM,18407,168118,11893,4122,39623,1085,1100,14778,9,.,.,.,23629,222519,12987
2016,1723,"Big Bend Electric Coop, Inc",A,Bundled,O,WA,Cooperative,BPAT,7403,98623,4822,7699,105754,1822,17926.7,322934,2442,0,0,0,33028.7,527311,9086
2016,1736,Blachly-Lane County Coop El Assn,A,Bundled,O,OR,Cooperative,BPAT,5883.4,49811,3231,2837.3,45992,385,3873.7,69518,4,.,.,.,12594.4,165321,3620
2016,1738,Bonneville Power Administration,A,Bundled,O,ID,Federal,BPAT,.,.,.,.,.,.,1,8831,1,.,.,.,1,8831,1
2016,1738,Bonneville Power Administration,A,Bundled,O,OR,Federal,BPAT,.,.,.,210,5163,1,.,.,.,.,.,.,210,5163,1
2016,1738,Bonneville Power Administration,A,Bundled,O,WA,Federal,BPAT,.,.,.,32522,787757,7,26823,4252659,4,.,.,.,59345,5040416,11
