|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..Ownership|,|IEEE Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.All Events (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.All Events (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard.Without Major Event Days.SAIDI (minutes per year)|,|IEEE Standard.Without Major Event Days.SAIFI (times per year)|,|IEEE Standard.Without Major Event Days.CAIDI (minutes per interruption)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIDI (minutes per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).SAIFI (times per year)|,|IEEE Standard.Loss of Supply Removed (With Major Event Days).CAIDI (minutes per interruption)|,|IEEE Standard...Number of Customers|,|IEEE Standard...Highest Dist. Voltage|,|IEEE Standard...Outages Recorded Automatically|,|Other Standard.All Events (With Major Event Days).SAIDI (minutes per year)|,|Other Standard.All Events (With Major Event Days).SAIFI (times per year)|,|Other Standard.All Events (With Major Event Days).CAIDI With MED|,|Other Standard.Without Major Event Days.SAIDI (minutes per year)|,|Other Standard.Without Major Event Days.SAIFI (times per year)|,|Other Standard.Without Major Event Days.CAIDI Without MED|,|Other Standard...Number of Customers|,|Other Standard...Inactive Accounts Included|,|Other Standard...Momentary Interruptions|,|Other Standard...Highest Dist. Voltage|,|..Outages Recorded Automatically|
2016,240,Albemarle Electric Member Corp,NC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,551,1.85,297.83784,195,1.4,139.28571,12703,N,F,12.5,N
2016,241,Albertville Municipal Utilities Board,AL,Municipal,30.957,0.553,55.980108,30.683,0.551,55.686025,30.63,0.552,55.48913,10054,12.5,N,.,.,.,.,.,.,.,,,.,
2016,276,Alcorn County Elec Power Assn,MS,Cooperative,39.36,0.572,68.811189,.,.,.,.,.,.,18137,13.1,N,.,.,.,.,.,.,.,,,.,
2016,295,City of Alexandria - (MN),MN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,36.886,0.373,98.89008,.,.,.,9751,N,L,13.2,N
2016,296,"Alfalfa Electric Coop, Inc",KS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,195.596,0.696,281.02874,102.214,0.463,220.76458,973,N,O,14.4,Y
2016,296,"Alfalfa Electric Coop, Inc",OK,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,261.818,1.77,147.91977,127.7,1.556,82.069409,7676,N,O,14.4,Y
2016,305,Alger-Delta Coop Electric Assn,MI,Cooperative,81.6,0.4,204,75.2,0.38,197.89474,80.1,0.392,204.33673,9966,34.5,Y,.,.,.,.,.,.,.,,,.,
2016,329,"Allamakee-Clayton El Coop, Inc",IA,Cooperative,123,0.891,138.04714,123,0.891,138.04714,123,0.891,138.04714,8816,12.5,Y,.,.,.,.,.,.,.,,,.,
2016,392,Alpena Power Co,MI,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,91,1.2,75.833333,91,1.2,75.833333,16414,N,L,13.2,N
2016,407,Altamaha Electric Member Corp,GA,Cooperative,167.9,1.53,109.73856,31.5,0.59,53.389831,167.9,1.53,109.73856,20413,25,,.,.,.,.,.,.,.,,,.,
2016,554,City of Ames - (IA),IA,Municipal,95.1,0.96,99.0625,95.1,0.96,99.0625,95.1,0.96,99.0625,25568,13.8,N,.,.,.,.,.,.,.,,,.,
2016,562,Amicalola Electric Member Corp,GA,Cooperative,450.42,3.34,134.85629,450.42,3.34,134.85629,421.08,3.13,134.53035,46972,25,N,.,.,.,.,.,.,.,,,.,
2016,590,City of Anaheim - (CA),CA,Municipal,27.12,0.69,39.304348,27.12,0.69,39.304348,27.12,0.69,39.304348,119277,12,Y,.,.,.,.,.,.,.,,,.,
2016,599,Anchorage Municipal Light and Power,AK,Municipal,42.24,1.204,35.083056,33.87,0.811,41.763255,.,.,.,31080,35,N,.,.,.,.,.,.,.,,,.,
2016,636,City of Anderson - (IN),IN,Municipal,142.17,0.835,170.26347,142.17,0.835,170.26347,.,.,.,33693,13.2,Y,.,.,.,.,.,.,.,,,.,
2016,689,Connexus Energy,MN,Cooperative,45.507,0.451,100.90244,29.892,0.348,85.896552,45.507,0.451,100.90244,130161.9,12.5,Y,.,.,.,.,.,.,.,,,.,
2016,691,City of Anoka,MN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,32,1.3,24.615385,24,0.4,60,11910,N,F,12.5,N
2016,694,Anza Electric Coop Inc,CA,Cooperative,990.174,12.041,82.233535,943.554,11.931,79.084234,59.574,0.11,541.58182,4767,7.2,N,.,.,.,.,.,.,.,,,.,
2016,727,Appalachian Electric Coop,TN,Cooperative,203.65,2.538,80.240347,142.551,2.194,64.973108,203.65,2.538,80.240347,46681,13.8,Y,.,.,.,.,.,.,.,,,.,
2016,733,Appalachian Power Co,VA,Investor Owned,481.7,1.853,259.95683,314.7,1.615,194.86068,451.4,1.703,265.06166,528046,35,Y,.,.,.,.,.,.,.,,,.,
2016,733,Appalachian Power Co,WV,Investor Owned,1035.9,2.89,358.44291,596.3,2.564,232.5663,937.9,2.491,376.51546,426417,35,Y,.,.,.,.,.,.,.,,,.,
2016,803,Arizona Public Service Co,AZ,Investor Owned,119,0.91,130.76923,87,0.82,106.09756,119,0.91,130.76923,1204345,69,N,.,.,.,.,.,.,.,,,.,
2016,814,Entergy Arkansas Inc,AR,Investor Owned,570,2.36,241.52542,288.2,1.96,147.04082,537.7,2.149,250.2094,718000,34.5,Y,.,.,.,.,.,.,.,,,.,
2016,963,Atlantic City Electric Co,NJ,Investor Owned,245.93,1.48,166.16892,98.66,1.086,90.847145,245.8,1.48,166.08108,537010,69,Y,.,.,.,.,.,.,.,,,.,
2016,1009,City of Austin - (MN),MN,Municipal,21.77,0.185,117.67568,.,.,.,.,.,.,12352,13.8,N,.,.,.,.,.,.,.,,,.,
2016,1015,Austin Energy,TX,Municipal,84.57,0.75,112.76,56.47,0.64,88.234375,82.28,0.71,115.88732,453000,35,Y,.,.,.,.,.,.,.,,,.,
2016,1050,City of Azusa,CA,Municipal,.,.,.,34.793,0.397,87.639798,.,.,.,16740,12.5,N,.,.,.,.,.,.,.,,,.,
2016,1062,BARC Electric Coop Inc,VA,Cooperative,353.656,2.817,125.54349,225.385,1.692,133.20626,300.229,2.431,123.50021,12680,46,Y,.,.,.,.,.,.,.,,,.,
2016,1149,Baldwin County El Member Corp,AL,Cooperative,85.74,1.3,65.953846,68.666,1.06,64.779245,78.034,0.999,78.112112,72288,12.5,Y,.,.,.,.,.,.,.,,,.,
2016,1167,Baltimore Gas & Electric Co,MD,Investor Owned,119,1.06,112.26415,102,1,102,119,1.06,112.26415,1263263,34.5,Y,.,.,.,.,.,.,.,,,.,
2016,1175,"Bandera Electric Coop, Inc",TX,Cooperative,83.254,0.449,185.42094,49.489,0.328,150.8811,83.254,0.449,185.42094,34210,24,Y,.,.,.,.,.,.,.,,,.,
2016,1179,Emera Maine,ME,Investor Owned,1024,4.279,239.30825,493,3.459,142.52674,907,2.741,330.90113,162613,35,Y,.,.,.,.,.,.,.,,,.,
2016,1181,Village of Bangor - (WI),WI,Municipal,74.007,0.451,164.09534,.,.,.,.,.,.,1879,12.5,Y,.,.,.,.,.,.,.,,,.,
2016,1233,City of Barnesville - (MN),MN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,4.482,0.066,67.909091,.,.,.,1330,Y,F,2.4,
2016,1251,Barron Electric Coop,WI,Cooperative,287.58,1.592,180.6407,163.68,1.227,133.39853,287.58,1.592,180.6407,19371,12.5,Y,.,.,.,.,.,.,.,,,.,
2016,1273,"Bartlett Electric Coop, Inc",TX,Cooperative,166.57,1.717,97.012231,108.06,1.066,101.36961,110.79,1.133,97.784643,11506,24.9,Y,.,.,.,.,.,.,.,,,.,
2016,1283,Bartholomew County Rural E M C,IN,Cooperative,191.56,1.81,105.83425,88.18,1.06,83.188679,191.56,1.81,105.83425,11406,12,Y,.,.,.,.,.,.,.,,,.,
2016,1300,City of Bartow - (FL),FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,64.494,0.641,100.61466,.,.,.,11868,N,L,35,N
2016,1366,City of Bay City - (MI),MI,Municipal,55.424,0.523,105.97323,55.424,0.523,105.97323,55.424,0.523,105.97323,20049,8.3,Y,.,.,.,.,.,.,.,,,.,
2016,1456,Town of Bedford - (VA),VA,Municipal,131.143,0.935,140.25989,131.143,0.935,140.25989,131.143,0.935,140.25989,6641,69,N,.,.,.,.,.,.,.,,,.,
2016,1458,"Beauregard Electric Coop, Inc",LA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,492.6,4.26,115.6338,108.6,1.04,104.42308,42302,N,F,24.9,Y
2016,1523,Town of Belmont - (MA),MA,Municipal,20.867,0.207,100.80676,20.867,0.207,100.80676,20.867,0.207,100.80676,11250,14.4,N,.,.,.,.,.,.,.,,,.,
2016,1529,"Beltrami Electric Coop, Inc",MN,Cooperative,446.505,2.556,174.68897,206.993,2.019,102.52254,.,.,.,20391,12.5,Y,.,.,.,.,.,.,.,,,.,
2016,1579,PUD No 1 of Benton County,WA,Political Subdivision,29.9,0.35,85.428571,29.9,0.35,85.428571,.,.,.,51479,15,Y,.,.,.,.,.,.,.,,,.,
2016,1591,"Big Country Electric Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,422,.,.,.,.,.,12810,N,L,69,Y
2016,1613,Berkeley Electric Coop Inc,SC,Cooperative,2143.22,3.44,623.02907,178.38,1.84,96.945652,2132.94,3.14,679.28025,93850,24.9,Y,.,.,.,.,.,.,.,,,.,
2016,1625,Benton Rural Electric Assn,WA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,174.94,1.48,118.2027,.,.,.,15914,N,L,34.5,N
2016,1675,Big Horn Rural Electric Co,WY,Cooperative,366.15,2.04,179.48529,.,.,.,.,.,.,3726,7.2,N,.,.,.,.,.,.,.,,,.,
2016,1708,Big Sandy Rural Elec Coop Corp,KY,Cooperative,426.5,2.8,152.32143,322.6,2.4,134.41667,426.5,2.8,152.32143,12755,7.6,Y,.,.,.,.,.,.,.,,,.,
2016,1723,"Big Bend Electric Coop, Inc",WA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,103.9,0.97,107.1134,102.9,0.96,107.1875,9094,N,O,24.9,N
2016,1763,"Black River Electric Coop, Inc - (SC)",SC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,2534.342,2.847,890.17984,132.296,1.318,100.37633,32117,N,L,12.5,N
2016,1769,"Black Hills Electric Coop, Inc",SD,Cooperative,245.55,1.26,194.88095,65.99,0.46,143.45652,.,.,.,9754,7.2,N,.,.,.,.,.,.,.,,,.,
2016,1775,Black River Electric Coop - (MO),MO,Cooperative,442.1,.,.,337.53,.,.,.,.,.,24194,14.4,N,.,.,.,.,.,.,.,,,.,
2016,1883,Blue Earth Light & Water,MN,Municipal,3.953,0.049,80.673469,.,.,.,.,.,.,2000,.,N,.,.,.,.,.,.,.,,,.,
2016,1886,Blue Grass Energy Coop Corp,KY,Cooperative,97.25,0.941,103.3475,97.25,0.941,103.3475,92.63,0.819,113.10134,56927,25,Y,.,.,.,.,.,.,.,,,.,
2016,1889,Blue Ridge Elec Member Corp - (NC),NC,Cooperative,296.3,1.6,185.1875,84.2,1.1,76.545455,296.3,1.6,185.1875,74390,15,Y,.,.,.,.,.,.,.,,,.,
2016,1890,Blue Ridge Electric Coop Inc - (SC),SC,Cooperative,373.37,.,.,147.95,.,.,328.32,.,.,64335,7.2,N,.,.,.,.,.,.,.,,,.,
2016,1892,"Bluebonnet Electric Coop, Inc",TX,Cooperative,436.2,1.7,256.58824,196.8,1.32,149.09091,426,1.65,258.18182,91637,14.4,Y,.,.,.,.,.,.,.,,,.,
2016,1898,"Bon Homme Yankton El Assn, Inc",SD,Cooperative,106.398,1.022,104.10763,.,.,.,.,.,.,3725,12.5,Y,.,.,.,.,.,.,.,,,.,
2016,1936,Bolivar Energy Authority,TN,Municipal,26.848,0.281,95.544484,14.315,.,.,26.848,0.281,95.544484,11048,12.5,N,.,.,.,.,.,.,.,,,.,
2016,2001,Boone Electric Coop,MO,Cooperative,95.3,0.97,98.247423,59.8,0.72,83.055556,95.3,0.97,98.247423,31576,13.2,N,.,.,.,.,.,.,.,,,.,
2016,2049,"Bowie-Cass Electric Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,776.4,.,.,480.6,.,.,36665,N,O,12.5,Y
2016,2054,City of Bowling Green - (OH),OH,Municipal,27.292,0.301,90.671096,2.77,0.034,81.470588,.,.,.,14693,12.5,N,.,.,.,.,.,.,.,,,.,
2016,2056,City of Bowling Green - (KY),KY,Municipal,.,.,.,.,.,.,.,.,.,.,.,,43.3,0.764,56.675393,31.2,0.484,64.46281,29440,N,L,12.5,N
2016,2089,Bozrah Light & Power Company,CT,Municipal,345.34,2.36,146.33051,146.36,1.54,95.038961,345.34,2.36,146.33051,2663,13.8,N,.,.,.,.,.,.,.,,,.,
2016,2144,Town of Braintree - (MA),MA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,3.538,0.068,52.029412,.,.,.,16411,N,F,13.8,Y
2016,2212,"Broad River Electric Coop, Inc",SC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,93,.,.,93,.,.,20946,N,F,12.5,Y
2016,2247,City of Bristol - (TN),TN,Municipal,58.23,1.369,42.534697,48.969,1.18,41.499153,58.23,1.369,42.534697,33651,69,N,.,.,.,.,.,.,.,,,.,
2016,2248,Bristol Virginia Utilities,VA,Municipal,23.372,0.007,3338.8571,15.054,0.005,3010.8,23.372,0.007,3338.8571,16178,13.2,Y,.,.,.,.,.,.,.,,,.,
2016,2316,Brown County Rural Elec Assn,MN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,57.8,0.92,62.826087,39.85,0.86,46.337209,4452,N,L,12,N
2016,2409,Brownsville Public Utilities Board,TX,Municipal,9.133,0.081,112.75309,9.133,0.081,112.75309,.,.,.,52520,12.5,N,.,.,.,.,.,.,.,,,.,
2016,2439,City of Bryan - (OH),OH,Municipal,22.73,0.391,58.132992,22.73,0.391,58.132992,.,.,.,5812,12.4,N,.,.,.,.,.,.,.,,,.,
2016,2442,City of Bryan - (TX),TX,Municipal,.,.,.,.,.,.,.,.,.,.,.,,17.473,0.256,68.253906,.,.,.,55336,N,F,12.5,Y
2016,2485,City of Buffalo - (MN),MN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,6.555,0.051,128.52941,.,.,.,5939,Y,L,12,N
2016,2502,"Buckeye Rural Elec Coop, Inc",OH,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,363.7,2.107,172.61509,363.7,2.107,172.61509,18639,N,L,12.5,N
2016,2507,City of Burbank Water and Power,CA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,19.22,0.387,49.664083,19.22,0.387,49.664083,52500,N,L,34.5,N
2016,2548,City of Burlington Electric - (VT),VT,Municipal,.,.,.,.,.,.,.,.,.,.,.,,.,0.59,.,.,.,.,20728,N,F,13.8,N
2016,2641,"Butler Rural El Coop Assn, Inc - (KS)",KS,Cooperative,203.159,1.65,123.12667,203.159,1.65,123.12667,56.744,0.78,72.748718,7371,12.5,,.,.,.,.,.,.,.,,,.,
2016,2651,Butler Rural Electric Coop Inc - (OH),OH,Cooperative,210.75,1.68,125.44643,81.48,1.01,80.673267,173.71,1.19,145.97479,11307,12,Y,.,.,.,.,.,.,.,,,.,
2016,2652,Butler County Rural Elec Coop - (IA),IA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,88.282,0.779,113.32734,28.781,0.359,80.169916,5083,N,F,12.5,N
2016,2655,"Butte Electric Coop, Inc",SD,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,197.6,1.44,137.22222,53.2,0.57,93.333333,5770,N,L,15,N
2016,2812,City of Calhoun - (GA),GA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,149.805,1.254,119.46172,27.562,0.406,67.8867,5312,N,F,7.2,N
2016,2849,Central Electric Power Assn - (MS),MS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,284.16,.,.,194.58,.,.,36165,N,L,24.9,N
2016,2911,"Canadian Valley Elec Coop, Inc",OK,Cooperative,250.1,2.18,114.72477,.,.,.,.,.,.,24906,24.9,Y,.,.,.,.,.,.,.,,,.,
2016,2955,Canby Utility Board,OR,Municipal,.,.,.,.,.,.,.,.,.,.,.,,15.43,0.17,90.764706,15.43,0.17,90.764706,6958,N,F,12.5,N
2016,2960,"Caney Fork Electric Coop, Inc",TN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,137.4,.,.,137.4,.,.,32225,N,L,26,N
2016,2961,"Caney Valley El Coop Assn, Inc",KS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,262.17,1.416,185.14831,239.28,1.292,185.20124,5401,N,F,7.2,N
2016,2982,Cape Hatteras Elec Member Corp,NC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,914.19,3.49,261.94556,532.19,2.95,180.40339,7705,N,F,12,N
2016,2985,"Capital Electric Coop, Inc",ND,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,74.7,0.816,91.544118,74.7,0.816,91.544118,19709,N,F,7.2,Y
2016,2998,"Carbon Power & Light, Inc",WY,Cooperative,353.9,1.793,197.37869,353.9,1.793,197.37869,278.3,1.479,188.16768,6373,25,,.,.,.,.,.,.,.,,,.,
2016,3046,Duke Energy Progress - (NC),NC,Investor Owned,1790,2.57,696.49805,153,1.3,117.69231,1757,2.49,705.62249,1353328,35,Y,.,.,.,.,.,.,.,,,.,
2016,3046,Duke Energy Progress - (NC),SC,Investor Owned,5828,4.53,1286.5342,203,1.95,104.10256,5612,4.21,1333.0166,166387,35,Y,.,.,.,.,.,.,.,,,.,
2016,3076,"Carroll Electric Coop, Inc - (OH)",OH,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,1543,.,.,257,.,.,11889,N,F,12.5,Y
2016,3081,Carroll Electric Member Corp - (GA),GA,Cooperative,138.37,1.43,96.762238,105.68,1.27,83.212598,138.37,1.43,96.762238,50367,24.9,N,.,.,.,.,.,.,.,,,.,
2016,3093,Carroll Electric Coop Corp - (AR),AR,Cooperative,124.13,1.8,68.961111,75.72,1.15,65.843478,.,.,.,83917,34.5,Y,.,.,.,.,.,.,.,,,.,
2016,3093,Carroll Electric Coop Corp - (AR),MO,Cooperative,184.45,1.96,94.107143,104.23,1.79,58.22905,.,.,.,10792,24.9,Y,.,.,.,.,.,.,.,,,.,
2016,3113,City of Carthage - (MO),MO,Municipal,36,0.67,53.731343,36,0.67,53.731343,36,0.67,53.731343,7578,13.2,Y,.,.,.,.,.,.,.,,,.,
2016,3203,Cedar Falls Utilities,IA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,18,0.26,69.230769,.,.,.,17162,N,L,69,N
2016,3208,Cedarburg Light & Water Comm,WI,Municipal,.,.,.,.,.,.,.,.,.,.,.,,8.504,0.138,61.623188,.,.,.,6215,N,F,24.9,N
2016,3222,Central Alabama Electric Coop,AL,Cooperative,173,.,.,121,.,.,166,.,.,42753,24.9,Y,.,.,.,.,.,.,.,,,.,
2016,3226,"Central Rural Electric Cooperative, Inc",OK,Cooperative,339.74,1.976,171.9332,211.9,1.626,130.3198,331.72,1.476,224.74255,20852,.,Y,.,.,.,.,.,.,.,,,.,
2016,3245,"Central Florida Elec Coop, Inc",FL,Cooperative,1249.07,.,.,229.64,.,.,1236.16,.,.,33079,25,Y,.,.,.,.,.,.,.,,,.,
2016,3248,Central Georgia El Member Corp,GA,Cooperative,83.2,1.05,79.238095,65.8,0.986,66.73428,82.9,1.03,80.485437,53821,25,Y,.,.,.,.,.,.,.,,,.,
2016,3249,Central Hudson Gas & Elec Corp,NY,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,217.15,1.44,150.79861,185.8,1.326,140.12066,302432,N,F,34.5,N
2016,3250,Central Electric Membership Corp. - (NC),NC,Cooperative,2160.48,.,.,772.18,.,.,2136.89,.,.,22315,25,Y,.,.,.,.,.,.,.,,,.,
2016,3264,Central Lincoln People's Ut Dt,OR,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,111,1.18,94.067797,.,.,.,38714,N,O,.,Y
2016,3265,Cleco Power LLC,LA,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,154.8,1.81,85.524862,154.8,1.81,85.524862,284321,N,F,34.6,Y
2016,3266,Central Maine Power Co,ME,Investor Owned,404.4,2.2,183.81818,198.6,1.76,112.84091,404.4,2.2,183.81818,621927,34.5,N,.,.,.,.,.,.,.,,,.,
2016,3268,Central Missouri Elec Coop Inc,MO,Cooperative,106.928,.,.,106.928,.,.,106.928,.,.,10685,25,N,.,.,.,.,.,.,.,,,.,
2016,3273,"Central New Mexico El Coop, Inc",NM,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,355.62,2.699,131.75991,193.78,1.482,130.75574,17796,N,F,25,Y
2016,3278,AEP Texas Central Company,TX,Investor Owned,282.4,1.911,147.77603,157.9,1.589,99.370673,240.5,1.664,144.53125,829475,35,Y,.,.,.,.,.,.,.,,,.,
2016,3282,"Central Texas Elec Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,65.6,0.53,123.77358,28.4,.,.,39454,N,L,24.9,N
2016,3287,"Central Valley Elec Coop, Inc",NM,Cooperative,103.27,0.937,110.21345,103.27,0.937,110.21345,65.469,0.449,145.81069,15594,25,N,.,.,.,.,.,.,.,,,.,
2016,3291,Central Virginia Electric Coop,VA,Cooperative,386.4,2.72,142.05882,276,2.61,105.74713,324,1.94,167.01031,35881,24.9,Y,.,.,.,.,.,.,.,,,.,
2016,3293,Central Wisconsin Elec Coop,WI,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,444.5,2.876,154.55494,.,.,.,7894,N,O,12.5,N
2016,3295,City of Centralia - (WA),WA,Municipal,203.256,1.023,198.68622,101.609,0.914,111.16958,203.256,1.023,198.68622,10236,12.5,N,.,.,.,.,.,.,.,,,.,
2016,3314,"Chariton Valley Elec Coop, Inc",IA,Cooperative,118,0.89,132.58427,67,0.6,111.66667,.,.,.,6003,25,Y,.,.,.,.,.,.,.,,,.,
2016,3329,Borough of Chambersburg,PA,Municipal,26.527,1.922,13.801769,11.733,1.787,6.5657527,26.527,1.922,13.801769,11377,12.5,Y,.,.,.,.,.,.,.,,,.,
2016,3355,City of Chanute,KS,Municipal,.,.,.,.,.,.,.,.,.,.,.,,2.6,0.03,86.666667,.,.,.,5659,N,L,12.5,N
2016,3400,City of Chaska - (MN),MN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,13,0.36,36.111111,.,.,.,9993,Y,F,8,N
2016,3408,City of Chattanooga - (TN),TN,Municipal,101.06,0.834,121.17506,54.36,0.514,105.75875,97.31,0.816,119.25245,178930,46,Y,.,.,.,.,.,.,.,,,.,
2016,3413,PUD No 1 of Chelan County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,55.5,0.513,108.18713,.,.,.,49559,N,F,12.5,N
2016,3420,City of Cheney - (WA),WA,Municipal,4.66,0.076,61.315789,4.66,0.076,61.315789,4.66,0.076,61.315789,5601,13.8,N,.,.,.,.,.,.,.,,,.,
2016,3436,Cherryland Electric Coop Inc,MI,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,74.272,0.677,109.70753,74.272,0.677,109.70753,35030,,F,12.5,
2016,3461,Cheyenne Light Fuel & Power d/b/a Black Hills Energy,WY,Investor Owned,70.881,0.84,84.382143,35.585,0.566,62.871025,66.275,0.773,85.737387,40736,35,Y,.,.,.,.,.,.,.,,,.,
2016,3470,Cherokee County Elec Coop Assn,TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,870,8,108.75,.,.,.,20184,N,L,25,N
2016,3477,City of Chicopee - (MA),MA,Municipal,17.25,0.371,46.495957,.,.,.,.,.,.,26308,13.8,N,.,.,.,.,.,.,.,,,.,
2016,3478,Cimarron Electric Coop,OK,Cooperative,481,1.418,339.21016,177.4,0.781,227.14469,367.8,1.375,267.49091,16232,24.9,Y,.,.,.,.,.,.,.,,,.,
2016,3486,Chillicothe Municipal Utils,MO,Municipal,12.405,0.251,49.422311,12.405,0.251,49.422311,.,.,.,4588,7.2,Y,.,.,.,.,.,.,.,,,.,
2016,3502,"Choctawhatche Elec Coop, Inc",FL,Cooperative,90.91,1.1,82.645455,81.06,1.03,78.699029,85.33,1.03,82.84466,48189,12.5,Y,.,.,.,.,.,.,.,,,.,
