|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..BA Code|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Residential|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Commercial|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Industrial|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Transportation|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Total|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Residential|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Commercial|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Industrial|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Transportation|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Total|,|Incremental Life Cycle Savings.Energy Savings (MWh).Residential|,|Incremental Life Cycle Savings.Energy Savings (MWh).Commercial|,|Incremental Life Cycle Savings.Energy Savings (MWh).Industrial|,|Incremental Life Cycle Savings.Energy Savings (MWh).Transportation|,|Incremental Life Cycle Savings.Energy Savings (MWh).Total|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Residential|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Commercial|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Industrial|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Transportation|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Total|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Residential|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Commercial|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Industrial|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Transportation|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Total|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Residential|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Commercial|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Industrial|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Transportation|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Total|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Residential|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Commercial|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Industrial|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Transportation|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Total|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Residential|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Commercial|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Industrial|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Transportation|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Total|,|Weighted Average Life.(Years).Residential|,|Weighted Average Life.(Years).Commercial|,|Weighted Average Life.(Years).Industrial|,|Weighted Average Life.(Years).Transportation|,|..Website|
2020,15500,Puget Sound Energy Inc,WA,PSEI,"109,978","99,535","11,059",0,"220,572",22.3,13.3,1.5,0.0,37.1,"895,590","1,487,914","165,324",0,"2,548,828",22.3,13.3,1.5,0.0,37.1,"21,906","18,339","2,038",0,"42,283","6,626","6,308",699,0,"13,633","21,906","18,339","2,038",0,"42,283","6,626","6,308",699,0,"13,633",8.500,14.950,14.950,.,www.utc.wa.gov
2020,15671,Randolph Electric Member Corp,NC,CPLE,.,73,.,.,73,.,.,.,.,.,.,"1,800",.,.,"1,800",.,.,.,.,.,.,11,.,.,11,.,.,.,.,.,.,11,.,.,11,.,.,.,.,.,.,15.000,.,.,
2020,15700,Rayle Electric Membership Corp,GA,SOCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,0,.,.,.,.,.,47,.,.,.,47,.,.,.,.,.,.,.,.,.,
2020,15748,Town of Reading - (MA),MA,ISNE,161,"6,071",0,0,"6,233",0.1,2.0,0.0,0.0,2.1,"1,663","57,435",0,0,"59,098",0.1,2.0,0.0,0.0,2.1,59,392,0,0,450,23,162,0,0,185,59,392,0,0,450,23,162,0,0,185,10.320,9.460,.,.,https://www.rmld.com/home/pages/rebates
2020,15776,Reedy Creek Improvement Dist,FL,FPC,.,"5,668",.,.,"5,668",.,0.6,.,.,0.6,.,"464,301",.,.,"464,301",.,0.6,.,.,0.6,.,.,.,.,.,.,444,.,.,444,.,.,.,.,.,.,"2,218",.,.,"2,218",.,15.010,.,.,
2020,15783,City of Redding - (CA),CA,BANC,783,"3,266",0,0,"4,049",0.1,1.0,0.0,0.0,1.1,"10,704","27,607",0,0,"38,311",0.1,1.0,0.0,0.0,1.1,854,485,0,0,"1,339",258,95,0,0,353,854,485,0,0,"1,339",258,95,0,0,353,14.475,10.788,0.000,0.000,
2020,15979,City of Richland - (WA),WA,BPAT,824,324,"1,569",.,"2,717",0.1,0.0,0.2,.,0.3,"16,741","3,706","31,371",.,"51,818",0.1,0.0,0.2,.,0.3,411,81,185,.,677,.,.,.,.,.,411,81,185,.,677,.,.,.,.,.,20.320,11.450,20.000,.,
2020,16060,Riverland Energy Cooperative,WI,MISO,787,"2,488",24,0,"3,299",0.1,0.1,0.0,0.0,0.3,"12,057","30,750",352,0,"43,159",0.1,0.1,0.0,0.0,0.3,78,75,0,0,153,0,0,0,0,0,79,75,0,0,154,0,0,0,0,0,15.321,12.359,14.667,0.000,
2020,16088,City of Riverside - (CA),CA,CISO,"5,409","12,330",.,.,"17,739",0.6,1.4,.,.,2.0,"125,064","151,807",.,.,"276,871",0.6,1.4,.,.,2.0,"1,478",770,.,.,"2,248",.,.,.,.,.,"1,478",770,.,.,"2,248",.,.,.,.,.,23.120,12.310,.,.,
2020,16101,Roanoke Electric Member Corp,NC,PJM,216,.,.,.,216,0.1,.,.,.,0.1,"3,243",.,.,.,"3,243",0.1,.,.,.,0.1,490,.,.,.,490,30,.,.,.,30,490,.,.,.,490,30,.,.,.,30,15.000,.,.,.,
2020,16181,Rochester Public Utilities,MN,MISO,"3,185","13,305","4,212",.,"20,702",0.7,1.6,0.6,.,2.9,"36,556","120,175","72,359",.,"229,090",0.7,1.6,0.6,.,2.9,452,"1,032",145,.,"1,629",184,369,52,.,605,452,"1,032",145,.,"1,629",184,369,52,.,605,10.000,10.000,10.000,.,
2020,16183,Rochester Gas & Electric Corp,NY,NYIS,"7,884","30,595",.,.,"38,479",2.2,5.4,.,.,7.6,"72,984","340,950",.,.,"413,934",2.4,6.0,.,.,8.4,"2,695","5,044",.,.,"7,739",532,862,.,.,"1,395","2,695","5,044",.,.,"7,739",532,862,.,.,"1,395",15.000,15.000,.,.,
2020,16213,Rockland Electric Co,NJ,PJM,61,.,.,.,61,0.5,.,.,.,0.5,516,.,.,.,516,0.5,.,.,.,0.5,63,.,.,.,63,33,.,.,.,33,63,.,.,.,63,33,.,.,.,33,8.481,.,.,.,
2020,16295,City of Roseville - (CA),CA,BANC,"12,411","5,171","5,975",.,"23,557",0.5,1.2,0.8,.,2.5,"34,755","60,132","89,621",.,"184,508",0.3,1.2,0.8,.,2.3,"1,247","2,412",479,.,"4,138","1,026",456,147,.,"1,629","1,247","2,412",479,.,"4,138","1,026",456,147,.,"1,629",11.056,12.557,15.000,.,
2020,16496,Rutherford Elec Member Corp,NC,DUK,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2020,16534,Sacramento Municipal Util Dist,CA,BANC,"23,596","51,180",0,0,"74,776",5.4,8.4,0.0,0.0,13.8,"232,477","592,100",0,0,"824,577",5.4,8.4,0.0,0.0,13.8,"11,763","5,912",0,0,"17,675","7,728","6,040",0,0,"13,769","11,763","5,912",0,0,"17,675","7,728","6,040",0,0,"13,769",11.500,10.600,0.000,0.000,http://www.ncpa.com/policy/reports/energy-efficiency/
2020,16555,Salem Electric - (OR),OR,BPAT,519,706,.,.,"1,225",4.2,4.4,.,.,8.6,"10,719","8,473",.,.,"19,192",4.2,4.4,.,.,8.6,229,107,.,.,336,149,67,.,.,216,229,107,.,.,336,149,67,.,.,216,20.660,12.010,.,.,
2020,16572,Salt River Project,AZ,SRP,"454,234","174,342",0,0,"628,576",124.0,55.0,0.0,0.0,179.0,"2,172,204","3,066,285",0,0,"5,238,489",124.0,55.0,0.0,0.0,179.0,"12,618","13,036",0,0,"25,654","7,735","7,406",0,0,"15,141","12,618","13,036",0,0,"25,654","7,735","7,406",0,0,"15,141",4.780,17.590,0.000,0.000,
2020,16603,"San Luis Valley R E C, Inc",CO,WACM,3,.,168,.,171,0.0,.,0.1,.,0.1,39,.,"2,291",.,"2,330",0.0,.,0.1,.,0.1,2,.,5,.,7,0,.,0,.,0,2,.,5,.,7,0,.,0,.,0,17.980,.,16.890,.,
2020,16604,City of San Antonio - (TX),TX,ERCO,"34,975","86,466",0,0,"121,441",13.1,15.4,0.0,0.0,28.5,"568,531","1,098,634",0,0,"1,667,165",13.1,15.4,0.0,0.0,28.5,"15,932","13,866",0,0,"29,797","1,538",646,0,0,"2,184","15,932","13,866",0,0,"29,797","1,538",646,0,0,"2,184",16.260,12.710,0.000,0.000,
2020,16606,"Santee Electric Coop, Inc",SC,SC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,We were told by Central Electric Power Cooperative that prioer to 2020 this information was incorrectly reported to us in section 6A-Energy Efficiency Prgograms.  It is now being reported in 6B.
2020,16609,San Diego Gas & Electric Co,CA,CISO,"338,349","211,248","23,163",.,"572,760",47.5,44.1,3.7,.,95.3,"4,546,193","2,809,725","300,768",.,"7,656,686",28.0,26.0,2.2,.,56.3,"1,128","4,162",933,.,"6,223","7,279","26,864","6,024",.,"40,167","1,128","4,162",933,.,"6,223","7,279","26,864","6,024",.,"40,167",13.440,13.300,12.980,.,
2020,16611,Access Energy Coop,IA,AECI,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2020,16612,City & County of San Francisco,CA,CISO,.,"1,804",.,.,"1,804",.,0.7,.,.,0.7,.,"27,064",.,.,"27,064",.,0.7,.,.,0.7,.,724,.,.,724,.,288,.,.,288,.,724,.,.,724,.,288,.,.,288,.,15.000,.,.,
2020,16622,"San Miguel Power Assn, Inc",CO,WACM,191,"1,027",.,.,"1,218",0.1,0.3,.,.,0.3,"3,496","12,431",.,.,"15,927",0.1,0.2,.,.,0.3,29,13,.,.,43,.,.,.,.,.,29,13,.,.,43,.,.,.,.,.,15.670,19.060,.,.,
2020,16655,City of Santa Clara - (CA),CA,CISO,52,"13,490",0,.,"13,542",0.0,2.5,0.0,.,2.5,267,"176,422",0,.,"176,689",0.0,4.7,0.0,.,4.7,"1,428","1,741",0,.,"3,169",818,"2,032",0,.,"2,850","1,428","1,741",0,.,"3,169",818,"2,032",0,.,"2,850",7.446,14.493,0.000,.,
2020,16674,Satilla Rural Elec Member Corporation,GA,SOCO,24,0,0,0,24,0.1,0.0,0.0,0.0,0.1,"1,100",0,0,0,"1,100",0.2,0.0,0.0,0.0,0.2,3,0,0,0,3,4,0,0,0,4,35,0,0,0,35,39,0,0,0,39,10.000,0.000,0.000,0.000, 
2020,16740,Scenic Rivers Energy Coop,WI,MISO,370,7,0,0,378,0.1,0.0,0.0,0.0,0.1,"5,410",105,0,0,"5,515",0.1,0.0,0.0,0.0,0.1,62,1,0,0,63,50,1,0,0,51,62,1,0,0,63,50,1,0,0,51,14.621,15.009,0.000,0.000,
2020,16865,Sawnee Electric Membership Corporation,GA,SOCO,"1,004",9,.,.,"1,013",0.8,0.0,.,.,0.8,"13,805",90,.,.,"13,895",0.8,0.0,.,.,0.8,87,1,4,.,92,192,2,.,.,194,484,.,.,.,484,194,2,.,.,196,15.647,10.000,.,.,
2020,16868,City of Seattle - (WA),WA,SCL,"29,168","49,067","2,496",.,"80,731",5.1,9.1,0.5,.,14.6,"225,297","590,130","27,776",.,"843,204",3.8,7.4,0.4,.,11.6,"3,125","8,854",225,.,"12,205","2,950","11,110",507,.,"14,567","3,125","8,854",225,.,"12,205","2,950","11,110",507,.,"14,567",7.724,12.027,11.129,.,N/A
2020,16971,Shakopee Public Utilities Comm,MN,MISO,"3,691",15,"1,955",.,"5,661",1.2,0.0,0.7,.,1.9,"29,979",122,"19,551",.,"49,652",1.2,0.0,0.7,.,1.9,264,1,182,.,448,25,.,100,.,125,264,1,182,.,448,25,0,100,.,125,8.120,8.000,10.000,.,
2020,17066,Shenandoah Valley Elec Coop,VA,PJM,0,.,.,.,0,0.0,.,.,.,0.0,0,.,.,.,0,0.0,.,.,.,0.0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,21.880,.,.,.,
2020,17166,Sierra Pacific Power Co,NV,NEVP,"21,082","79,651",.,.,"100,733",3.7,11.2,.,.,14.9,"125,282","1,051,615",.,.,"1,176,897",3.7,11.2,.,.,14.9,0,"2,403",.,.,"2,403","2,216","3,677",.,.,"5,894",0,"2,403",.,.,"2,403","2,216","3,677",.,.,"5,894",5.940,13.200,.,.,http://puc.nv.gov/utilities/electric
2020,17252,Singing River Elec Cooperative,MS,MISO,719,0,0,0,719,0.1,0.0,0.0,0.0,0.1,"11,775",0,0,0,"11,775",0.1,0.0,0.0,0.0,0.1,73,0,0,0,73,77,0,0,0,77,73,0,0,0,73,77,0,0,0,77,16.370,.,.,.,
2020,17267,Sioux Valley SW Elec Coop,MN,SWPP,182,53,.,.,235,0.0,0.0,.,.,0.0,"3,966",924,.,.,"4,890",0.0,0.0,.,.,0.0,18,2,.,.,20,.,.,.,.,.,75,2,.,.,77,.,.,.,.,.,15.000,22.000,.,.,
2020,17267,Sioux Valley SW Elec Coop,SD,SWPP,603,677,.,.,"1,280",0.2,0.0,.,.,0.2,"13,001","13,860",.,.,"26,861",0.2,0.0,.,.,0.2,117,18,.,.,135,.,.,.,.,.,611,18,.,.,629,.,.,.,.,.,15.000,22.000,.,.,
2020,17470,PUD 1 of Snohomish County,WA,BPAT,"40,315","16,808","16,046",.,"73,170",8.9,4.2,2.5,.,15.5,"516,650","189,493","167,811",.,"873,954",5.2,2.6,1.6,.,9.4,"5,950","2,341","1,308",.,"9,599","3,641","1,433",801,.,"5,875","5,950","2,341","1,308",.,"9,599","3,641","1,433",801,.,"5,875",12.815,11.274,10.458,.,https://www.snopud.com/PowerSupply/eia.ashx?p=2080
2020,17539,"Dominion Energy South Carolina, Inc",SC,SCEG,"28,551","43,280","5,530",0,"77,361",6.8,10.0,1.3,0.0,18.1,"297,787","520,656","71,894",0,"890,337",4.7,6.5,0.8,0.0,12.0,"4,778","4,797",613,0,"10,188","1,870","1,903",243,0,"4,016","4,778","4,797",613,0,"10,188","1,870","1,903",243,0,"4,016",10.430,12.030,13.000,0.000,
2020,17543,South Carolina Public Service Authority,SC,SC,"3,153","11,097",0,0,"14,250",1.1,2.7,0.0,0.0,3.8,"56,632","138,388",0,0,"195,020",1.1,2.7,0.0,0.0,3.8,996,650,0,0,"1,647",920,666,0,0,"1,586",996,650,0,0,"1,647",920,666,0,0,"1,586",18.000,12.500,.,.,
2020,17550,South Central Electric Assn,MN,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,GREAT RIVER ENERGY IN MINNESOTA WILL BE PROVIDING THIS.
2020,17572,South River Elec Member Corp,NC,CPLE,682,.,.,.,682,0.3,.,.,.,0.3,"32,075",.,.,.,"32,075",0.3,.,.,.,0.3,0,.,.,.,0,.,.,.,.,.,42,.,.,.,42,.,.,.,.,.,16.500,.,.,.,
2020,17599,Southeastern Indiana R E M C,IN,MISO,845,0,.,.,845,0.0,0.0,.,.,0.1,"14,481","4,325",.,.,"18,806",0.0,0.0,.,.,0.1,108,11,.,.,119,.,.,.,.,.,"1,145",213,.,.,"1,359",.,.,.,.,.,14.990,2.000,.,.,
2020,17609,Southern California Edison Co,CA,CISO,"227,861","31,834","8,387",.,"268,082",31.2,4.4,1.2,.,36.9,"1,424,058","276,187","43,851",.,"1,744,096",31.2,4.4,1.2,.,36.9,"63,724","11,960",258,.,"75,942","58,525","37,209","5,258",.,"100,992","63,724","11,960",258,.,"75,942","58,525","37,209","5,258",.,"100,992",6.250,8.680,5.230,.,https://cedars.sound-data.com/
2020,17612,Bear Valley Electric Service,CA,CISO,18,0,0,0,18,0.0,0.0,0.0,0.0,0.0,211,0,0,0,211,0.0,0.0,0.0,0.0,0.0,22,0,0,0,22,55,0,0,0,55,22,0,0,0,22,55,0,0,0,55,11.740,0.000,0.000,0.000,
2020,17633,Southern Indiana Gas & Elec Co,IN,MISO,"26,621","18,112","8,523",0,"53,256",6.4,3.2,1.6,0.0,11.2,"259,625","262,749","123,647",0,"646,021",6.6,3.4,1.6,0.0,11.6,"1,256","2,047",963,0,"4,267","3,362","1,396",657,0,"5,416","1,256","2,047",963,0,"4,267","3,362","1,396",657,0,"5,416",9.800,14.800,14.500,0.000,
2020,17637,Southern Maryland Elec Coop Inc,MD,PJM,"45,832","12,956",.,.,"58,788",6.9,1.9,.,.,8.8,"441,672","169,156",.,.,"610,828",6.9,1.9,.,.,8.8,"5,092","2,890",.,.,"7,982","5,080","1,745",.,.,"6,825","5,092","2,890",.,.,"7,982","49,784","20,417",.,.,"70,201",9.800,11.700,.,.,
2020,17642,Southern Public Power District,NE,SWPP,516,"1,133",135,0,"1,784",0.1,0.2,0.0,0.0,0.3,"8,938","12,488","1,372",0,"22,797",0.1,0.2,0.0,0.0,0.3,156,50,9,0,214,20,45,5,0,71,156,50,9,0,214,20,45,5,0,71,17.305,11.025,10.135,.,
2020,17647,Southern Pine Electric Cooperative,MS,MISO,568,.,.,.,568,0.2,.,.,.,0.2,"10,805",.,.,.,"10,805",0.2,.,.,.,0.2,43,.,.,.,43,.,.,.,.,.,43,.,.,.,43,.,.,.,.,.,19.060,.,.,.,
2020,17698,Southwestern Electric Power Co,AR,SWPP,"18,438","19,741","1,383",0,"39,562",3.8,3.4,0.2,0.0,7.4,"305,974","250,605","17,842",0,"574,421",3.8,3.4,0.2,0.0,7.4,"2,667","2,596",169,0,"5,432","2,118","1,739",132,0,"3,989","2,667","2,596",169,0,"5,432","2,118","1,739",132,0,"3,989",16.600,12.700,12.900,0.000,
2020,17698,Southwestern Electric Power Co,LA,SWPP,"4,342","4,394",0,0,"8,736",1.4,0.6,0.0,0.0,2.1,"89,352","42,685",0,0,"132,037",1.4,0.6,0.0,0.0,2.1,934,478,0,0,"1,412",303,246,0,0,549,934,478,0,0,"1,412",303,246,0,0,549,20.600,9.700,0.000,0.000,
2020,17698,Southwestern Electric Power Co,TX,SWPP,"5,863","10,550",0,0,"16,413",3.5,7.0,0.0,0.0,10.5,"126,470","142,026",0,0,"268,496",3.5,7.0,0.0,0.0,10.5,"1,868","1,508",0,0,"3,376",374,288,0,0,662,"1,868","1,508",0,0,"3,376",374,288,0,0,662,21.600,13.500,0.000,0.000,
2020,17718,Southwestern Public Service Co,NM,SWPP,"33,145","2,646","23,735",.,"59,526",5.3,0.5,3.6,.,9.4,"329,518","40,149","386,426",.,"756,093",5.3,0.5,3.6,.,9.4,"2,462",301,"1,502",.,"4,265","1,639",801,"2,387",.,"4,828","2,462",301,"1,502",.,"4,265","1,639",801,"2,387",.,"4,828",9.942,15.175,16.281,.,
2020,17718,Southwestern Public Service Co,TX,SWPP,"12,991","12,594",.,.,"25,585",4.4,2.4,.,.,6.8,"169,035","172,756",.,.,"341,791",4.4,2.4,.,.,6.8,"1,900","1,381",.,.,"3,280",169,40,.,.,208,"1,900","1,381",.,.,"3,280",169,40,.,.,208,13.012,13.718,.,.,Available through Public Utility Commission of Texas website; control #48146
2020,17828,City of Springfield - (IL),IL,MISO,831,"1,000",.,.,"1,831",0.2,0.2,.,.,0.4,"10,484","14,995",.,.,"25,479",0.2,0.2,.,.,0.3,166,32,.,.,198,246,123,.,.,369,166,32,.,.,198,246,123,.,.,369,12.620,15.000,.,.,
2020,17832,Snapping Shoals El Member Corp,GA,SOCO,"15,641","2,580","1,938",.,"20,159",3.8,0.7,0.6,.,5.1,"186,513","32,719","58,145",.,"277,377",3.7,0.7,0.6,.,5.0,75,3,2,.,80,109,18,13,.,140,"2,710",9,6,.,"2,725","3,401",219,167,.,"3,787",25.000,25.000,25.000,.,
2020,17833,City Utilities of Springfield - (MO),MO,SWPP,601,"7,887",.,.,"8,488",0.1,0.8,.,.,0.9,"9,295","78,875",.,.,"88,170",0.1,0.8,.,.,0.9,294,283,.,.,577,.,.,.,.,.,294,283,.,.,577,.,.,.,.,.,15.000,10.000,.,.,
2020,17839,City of Springfield - (OR),OR,BPAT,746,578,136,0,"1,460",0.3,0.2,0.0,0.0,0.5,"16,356","7,476","1,470",0,"25,302",0.3,0.2,0.0,0.0,0.5,388,103,18,0,509,116,90,21,0,227,388,103,18,0,509,116,90,21,0,227,21.900,12.900,10.800,0.000,
2020,17860,City of St Charles - (IL),IL,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2020,18019,Stearns Cooperative Elec Assn,MN,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2020,18047,Steele-Waseca Cooperative Electric,MN,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2020,18252,City of Sturgis,MI,PJM,472,"1,525",.,.,"1,997",0.0,0.4,.,.,0.4,"3,879","24,514",.,.,"28,393",0.0,0.3,.,.,0.3,63,154,.,.,217,25,84,.,.,109,63,154,.,.,217,25,84,.,.,109,10.490,16.640,.,.,
2020,18280,Sulphur Springs Valley E C Inc,AZ,WALC,62,.,"2,001",.,"2,063",1.9,.,20.0,.,21.9,619,.,"20,010",.,"20,629",0.4,.,20.0,.,20.4,29,.,0,.,29,2,.,124,.,126,29,.,0,.,29,2,.,124,.,126,10.000,.,10.000,10.000,
2020,18304,"Sumter Electric Coop, Inc",FL,SEC,124,.,.,.,124,0.0,.,.,.,0.0,"2,480",.,.,.,"2,480",0.0,.,.,.,0.0,6,.,.,.,6,2,.,187,.,189,6,.,.,.,6,2,.,187,.,189,20.000,.,1.000,.,
2020,18339,Surry-Yadkin Elec Member Corp,NC,DUK,"12,664",.,.,.,"12,664",0.0,.,.,.,0.0,"43,632",.,.,.,"43,632",0.0,.,.,.,0.0,18,.,.,.,18,214,.,.,.,214,305,.,.,.,305,12,.,.,.,12,14.770,.,.,.,
2020,18360,Suwannee Valley Elec Coop Inc,FL,SEC,272,.,.,.,272,.,.,.,.,.,"3,361",.,.,.,"3,361",.,.,.,.,.,.,.,.,.,.,116,.,.,.,116,.,.,.,.,.,116,.,.,.,116,12.367,.,.,.,
2020,18429,City of Tacoma - (WA),WA,TPWR,"3,440","11,430","13,209",0,"28,079",.,.,.,.,.,.,.,.,0,0,.,.,.,.,.,798,"1,389","1,389",0,"3,576","1,446","1,001","1,001",0,"3,448",.,.,.,0,0,.,.,.,0,0,18.827,11.324,9.800,.,
2020,18445,City of Tallahassee - (FL),FL,TAL,"5,428",147,.,.,"5,575",0.9,0.0,.,.,0.9,"61,714","2,636",.,.,"64,350",0.8,0.0,.,.,0.8,"1,366",1,.,.,"1,367","1,186",1,.,.,"1,187","1,366",1,.,.,"1,367","1,186",1,.,.,"1,187",12.926,17.926,.,.,Talgov.com
2020,18449,"Talquin Electric Coop, Inc",FL,SEC,426,.,.,.,426,0.0,.,.,.,0.0,"5,265",.,.,.,"5,265",0.0,.,.,.,0.0,1,.,.,.,1,359,.,.,.,359,1,.,.,.,1,359,.,.,.,359,12.000,.,.,.,
2020,18454,Tampa Electric Co,FL,TEC,"8,399","21,691","2,410",.,"32,500",2.8,4.3,0.5,.,7.6,"567,766","500,864","55,652",.,"1,124,282",6.4,4.2,0.5,.,11.0,"2,286","4,132",459,.,"6,878","3,414",258,29,.,"3,701","2,286","4,132",459,.,"6,878","3,414",258,29,.,"3,701",20.000,20.000,20.000,.,
2020,18488,City of Taunton,MA,ISNE,354,.,.,.,354,0.2,.,.,.,0.2,"3,543",.,.,.,"3,543",0.2,.,.,.,0.2,154,.,.,.,154,.,.,.,.,.,154,.,.,.,154,.,.,.,.,.,10.000,.,.,.,
2020,18498,Taylor County Rural E C C,KY,PJM,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,
2020,18642,Tennessee Valley Authority,AL,TVA,"2,090",0,"7,886",0,"9,976",0.4,0.0,0.0,0.0,0.4,"29,606",0,"86,748",0,"116,354",0.4,0.0,0.0,0.0,0.4,0,0,0,0,0,728,0,27,0,754,0,0,0,0,0,728,0,27,0,754,14.000,0.000,11.000,0.000,
2020,18642,Tennessee Valley Authority,GA,TVA,709,0,0,0,709,0.2,0.0,0.0,0.0,0.2,"9,857",0,0,0,"9,857",0.2,0.0,0.0,0.0,0.2,0,0,0,0,0,255,0,0,0,255,0,0,0,0,0,255,0,0,0,255,14.000,0.000,0.000,0.000,
2020,18642,Tennessee Valley Authority,KY,TVA,667,0,"13,941",0,"14,608",0.0,0.0,0.0,0.0,0.0,"9,140",0,"153,353",0,"162,494",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,236,0,47,0,283,0,0,0,0,0,236,0,47,0,283,14.000,0.000,11.000,0.000,
2020,18642,Tennessee Valley Authority,MS,TVA,752,0,"9,601",0,"10,353",0.1,0.0,0.0,0.0,0.1,"9,909",0,"105,614",0,"115,523",0.1,0.0,0.0,0.0,0.1,0,0,0,0,0,244,0,32,0,276,0,0,0,0,0,244,0,32,0,276,13.000,0.000,11.000,0.000,
2020,18642,Tennessee Valley Authority,NC,TVA,90,0,0,0,90,0.0,0.0,0.0,0.0,0.0,"1,194",0,0,0,"1,194",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,30,0,0,0,30,0,0,0,0,0,30,0,0,0,30,13.000,0.000,0.000,0.000,
2020,18642,Tennessee Valley Authority,TN,TVA,"18,561","25,957","20,858",0,"65,376",2.0,0.6,0.1,0.0,2.7,"244,929","344,080","228,651",0,"817,660",2.0,0.6,0.1,0.0,2.7,0,33,26,0,58,"13,221",207,569,0,"13,996",0,33,26,0,58,"13,221",207,569,0,"13,996",13.000,13.000,11.000,0.000,
2020,18642,Tennessee Valley Authority,VA,TVA,26,0,0,0,26,0.0,0.0,0.0,0.0,0.0,339,0,0,0,339,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,8,0,0,0,8,13.000,0.000,0.000,0.000,
2020,18917,Tillamook Peoples Utility Dist,OR,BPAT,436,772,"1,575",.,"2,783",0.1,0.1,0.2,.,0.3,"8,713","7,721","15,749",.,"32,183",1.0,0.9,1.8,.,3.7,242,124,352,.,718,96,49,139,.,284,242,124,352,.,718,96,49,139,.,284,20.000,10.000,10.000,.,
