Utility Characteristics,,,,,Number and Capacity (MW),,,,Photovoltaic,,,,,,,Storage,,,,,,Wind,,,,,,Hydroelectric,,,,,,Fuel Cells,,,,,,Internal Combustion,,,,,,Combustion Turbine,,,,,,Steam,,,,,,Other,,,,,,Total,,,,,
Year,State,Utility Number,Utility Name,BA_CODE,Number of Generators,Total Capacity,Capacity Back-up Only,Capacity Utility Owned,Type,Residential,Commercial,Industrial,Transportation,Direct Connected,Total,Residential,Commercial,Industrial,Transportation,Direct Connected,Total,Residential,Commercial,Industrial,Transportation,Direct Connected,Total,Residential,Commercial,Industrial,Transportation,Direct Connected,Total,Residential,Commercial,Industrial,Transportation,Direct Connected,Total,Residential,Commercial,Industrial,Transportation,Direct Connected,Total,Residential,Commercial,Industrial,Transportation,Direct Connected,Total,Residential,Commercial,Industrial,Transportation,Direct Connected,Total,Residential,Commercial,Industrial,Transportation,Direct Connected,Total,Residential,Commercial,Industrial,Transportation,Direct Connected,Total
2017,MI,305,Alger-Delta Coop Electric Assn,MISO,1,0.026,.,0.026,DC,.,0.026,.,.,.,0.026,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,0.026,0,0,0,0.026
2017,IA,329,"Allamakee-Clayton El Coop, Inc",MISO,1,0.1,0,0.1,AC,.,.,.,.,0.1,0.1,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,0,0,0,0.1,0.1
2017,MI,392,Alpena Power Co,MISO,1,0.012,.,.,AC,.,0.006,.,.,.,0.006,.,.,.,.,.,0,.,0.006,.,.,.,0.006,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,0.012,0,0,0,0.012
2017,TN,577,City of Alcoa Utilities,TVA,24,0.285,0,0,AC,0.132,0.153,0,0,0,0.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0.153,0,0,0,0.285
2017,TN,727,Appalachian Electric Coop,TVA,24,0.349,0,0,AC,0.16,0.189,0,0,0,0.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.189,0,0,0,0.349
2017,VA,733,Appalachian Power Co,PJM,10,1.386,0,0,AC,0.008,0.013,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.4,0,0,0.51,0,0,0,0,0,0,0,0.45,0.34,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0,0,0,0.065,0.008,0.638,0.74,0,0,1.386
2017,AL,750,Arab Electric Coop Inc,TVA,12,0.297,0,0,AC,0.097,0.2,0,0,0,0.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0.2,0,0,0,0.297
2017,AL,944,City of Athens - (AL),TVA,16,0.313,0,0,AC,0.176,0.137,0,0,0,0.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0.137,0,0,0,0.313
2017,TN,947,Athens Utility Board,TVA,35,0.571,0,0,AC,0.169,0.402,0,0,0,0.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169,0.402,0,0,0,0.571
2017,MN,1009,City of Austin - (MN),MISO,8,1.8,1.8,1.5,DC,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,1.8,.,.,.,1.8,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,1.8,0,0,0,1.8
2017,TX,1015,Austin Energy,ERCO,140,12.767,.,.,AC,.,12.767,.,.,.,12.767,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,12.767,0,0,0,12.767
2017,CA,1050,City of Azusa,CISO,5,0.405,.,.,DC,0.405,.,.,.,.,0.405,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0.405,0,0,0,0,0.405
2017,MN,1101,Bagley Public Utilities Comm,MISO,11,2.776,0.421,0.067,,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,0.032,2.744,.,.,2.776,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,0.032,2.744,0,0,2.776
2017,TX,1169,Bailey County Elec Coop Assn,SWPP,31,4.19,4.19,0,AC,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0.25,3.38,0.56,.,.,4.19,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0.25,3.38,0.56,0,0,4.19
2017,MI,1196,Village of Baraga - (MI),MISO,1,0.091,.,0.091,DC,.,0.091,0,.,.,0.091,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,0.091,0,0,0,0.091
2017,TX,1273,"Bartlett Electric Coop, Inc",ERCO,1,0.35,0.35,0.35,AC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0.35
2017,KS,1525,City of Beloit - (KS),SWPP,1,0.8,0.8,0.8,,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,0.8,0.8,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,0,0,0,0.8,0.8
2017,MN,1529,"Beltrami Electric Coop, Inc",MISO,12,2.139,2.139,0.437,DC,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,2.139,.,.,.,2.139,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,2.139,0,0,0,2.139
2017,TN,1578,Benton County,TVA,3,0.017,0,0,AC,0.014,0.003,0,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.003,0,0,0,0.017
2017,KY,1582,City of Benton - (KY),TVA,1,0.05,0,0,AC,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05
2017,AL,1640,City of Bessemer Utilities,TVA,1,0.011,0,0,AC,0.011,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0.011
2017,WI,1776,City of Black River Falls,MISO,3,0.013,.,0.013,DC,0.008,0.005,.,.,.,0.013,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0.008,0.005,0,0,0,0.013
2017,KY,1886,Blue Grass Energy Coop Corp,PJM,28,7.135,7.135,0.535,AC,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,7.135,.,.,.,7.135,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,7.135,0,0,0,7.135
2017,NC,1889,Blue Ridge Elec Member Corp - (NC),DUK,4,0.4,.,.,AC,0.4,.,.,.,.,0.4,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0.4,0,0,0,0,0.4
2017,GA,1891,Blue Ridge Mountain EMC - (GA),TVA,72,1.852,0,0,AC,0.382,1.46,0,0,0,1.842,0,0,0,0,0,0,0.007,0.003,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389,1.463,0,0,0,1.852
2017,NC,1891,Blue Ridge Mountain EMC - (GA),TVA,86,13.303,0,0,AC,5.429,7.874,0,0,0,13.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.429,7.874,0,0,0,13.303
2017,TN,1936,Bolivar Energy Authority,TVA,3,0.042,0,0,AC,0.012,0.03,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.03,0,0,0,0.042
2017,UT,2010,City of Bountiful,PACE,8,0.052,0,0,DC,0.052,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0,0,0,0.052
2017,TX,2049,"Bowie-Cass Electric Coop, Inc",SWPP,4,0.025,.,.,AC,0.02,0.005,.,.,.,0.025,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0.02,0.005,0,0,0,0.025
2017,KY,2056,City of Bowling Green - (KY),TVA,3,0.018,0,0,AC,0,0.018,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0.018
2017,UT,2220,Brigham City Corporation,PACE,3,2,.,.,AC,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,2,.,.,.,.,2,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,2,0,0,0,0,2
2017,TN,2247,City of Bristol - (TN),TVA,30,0.574,0,0,AC,0.264,0.31,0,0,0,0.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0.31,0,0,0,0.574
2017,VA,2248,Bristol Virginia Utilities,TVA,16,0.255,0,0,AC,0.079,0.176,0,0,0,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0.176,0,0,0,0.255
2017,WI,2273,Brodhead Water & Lighting Comm,MISO,1,0.006,.,0.006,,.,0.006,.,.,.,0.006,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,0.006,0,0,0,0.006
2017,MN,2316,Brown County Rural Elec Assn,MISO,3,0.21,.,.,AC,.,0.21,.,.,.,0.21,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,0.21,0,0,0,0.21
2017,TX,2409,Brownsville Public Utilities Board,ERCO,2,1,1,.,AC,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0.43,0.56,0.01,.,.,1,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0.43,0.56,0.01,0,0,1
2017,CA,2507,City of Burbank Water and Power,LDWP,2,0.5,.,0.5,AC,0.2,.,.,.,.,0.2,.,.,.,.,.,0,.,.,.,.,.,0,0.3,.,.,.,.,0.3,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0.5,0,0,0,0,0.5
2017,VT,2548,City of Burlington Electric - (VT),ISNE,9,0.937,0,0.499,AC,0,0.937,0,0,0,0.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937,0,0,0,0.937
2017,KS,2641,"Butler Rural El Coop Assn, Inc - (KS)",SWPP,4,1.5,.,1.5,AC,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,1.5,1.5,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,0,0,0,1.5,1.5
2017,IA,2652,Butler County Rural Elec Coop - (IA),SWPP,27,0.463,.,0.147,AC,0.245,.,.,.,0.147,0.392,.,.,.,.,.,0,0.071,.,.,.,.,0.071,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0.316,0,0,0,0.147,0.463
2017,MS,2849,Central Electric Power Assn - (MS),TVA,13,0.159,0,0,AC,0.026,0.133,0,0,0,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.133,0,0,0,0.159
2017,TN,2960,"Caney Fork Electric Coop, Inc",TVA,66,2.603,0,0,AC,0.34,2.237,0,0,0,2.577,0,0,0,0,0,0,0.02,0,0,0,0,0.02,0,0.006,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,2.243,0,0,0,2.603
2017,ND,2985,"Capital Electric Coop, Inc",SWPP,3,2.4,2.4,0.7,,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,2.4,.,.,.,2.4,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,2.4,0,0,0,2.4
2017,NC,3046,Duke Energy Progress - (NC),CPLE,304,23.423,0,0,AC,0.693,16.199,.,.,.,16.892,.,.,.,.,.,0,.,0.006,.,.,.,0.006,.,4.772,.,.,.,4.772,.,.,.,.,.,0,.,0.983,.,.,.,0.983,.,.,.,.,.,0,.,.,.,.,.,0,.,0.77,.,.,.,0.77,0.693,22.73,0,0,0,23.423
2017,SC,3046,Duke Energy Progress - (NC),CPLE,6,0.083,0,0,AC,0.017,0.066,.,.,.,0.083,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0.017,0.066,0,0,0,0.083
2017,TN,3075,Carroll County - (TN),TVA,13,0.218,0,0,AC,0.062,0.156,0,0,0,0.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0.156,0,0,0,0.218
2017,GA,3108,City of Cartersville - (GA),SOCO,2,1.4,.,.,AC,.,.,1.4,.,.,1.4,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,0,1.4,0,0,1.4
2017,AL,3222,Central Alabama Electric Coop,AEC,15,1.87,.,.,DC,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,1.87,.,.,.,.,1.87,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,1.87,0,0,0,0,1.87
2017,OK,3226,"Central Rural Electric Cooperative, Inc",AECI,3,1.904,0.9,1.904,AC,.,.,.,.,0.504,0.504,.,.,.,.,0.475,0.475,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,0.925,0.925,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,0,0,0,1.904,1.904
2017,NE,3235,City of Central City,SWPP,1,0.42,0,0.42,AC,.,0.42,.,.,.,0.42,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,0.42,0,0,0,0.42
2017,TX,3278,AEP Texas Central Company,ERCO,624,12.086,0,0.022,,3.34,6.039,0,0,0,9.379,0,0,0,0,0,0,0.175,0.582,0,0,0,0.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,0,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,3.515,8.571,0,0,0,12.086
2017,IA,3314,"Chariton Valley Elec Coop, Inc",AECI,5,0.11,0,0,,0.03,0.08,.,.,.,0.11,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0.03,0.08,0,0,0,0.11
2017,PA,3329,Borough of Chambersburg,PJM,23,1.73,0.38,0.45,AC,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,1,0.35,.,.,1.35,.,.,.,.,.,0,.,.,.,.,.,0,.,0.38,.,.,.,0.38,0,1.38,0.35,0,0,1.73
2017,MN,3400,City of Chaska - (MN),MISO,1,0.158,.,.,AC,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,0.158,0.158,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,0,0,0,0.158,0.158
2017,TN,3408,City of Chattanooga - (TN),TVA,238,5.303,0,0,AC,1.445,3.858,0,0,0,5.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.445,3.858,0,0,0,5.303
2017,WA,3413,PUD No 1 of Chelan County,CHPD,34,0.158,.,.,DC,.,.,.,.,0.118,0.118,.,.,.,.,0,0,.,.,.,.,0.04,0.04,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,0,0,0,0.158,0.158
2017,MI,3436,Cherryland Electric Coop Inc,MISO,9,0.305,.,0.05,AC,0.205,0.1,.,.,.,0.305,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0.205,0.1,0,0,0,0.305
2017,FL,3502,"Choctawhatche Elec Coop, Inc",AEC,3,0.44,.,.,AC,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0.44,.,.,.,.,0.44,0.44,0,0,0,0,0.44
2017,MD,3503,"Choptank Electric Coop, Inc",PJM,2,1.354,0,0,AC,0,0,1.354,.,.,1.354,0,0,0,.,.,0,0,0,0,.,.,0,0,0,0,.,.,0,0,0,0,.,.,0,0,0,0,.,.,0,0,0,0,.,.,0,0,0,0,.,.,0,0,0,0,.,.,0,0,0,1.354,0,0,1.354
2017,AK,3522,Chugach Electric Assn Inc,CEA,7,0.726,0.07,0,AC,.,0.036,.,.,.,0.036,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,0.69,.,.,.,0.69,.,.,.,.,.,0,.,.,.,.,.,0,0,0.726,0,0,0,0.726
2017,OH,3542,Duke Energy Ohio Inc,PJM,2,0.004,0,0.004,AC,.,0.004,.,.,.,0.004,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,0.004,0,0,0,0.004
2017,WA,3660,PUD No 1 of Clark County - (WA),BPAT,29,6.9,6.9,1.1,AC,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,2.1,4.8,.,.,6.9,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,0,2.1,4.8,0,0,6.9
2017,TN,3704,City of Clarksville - (TN),TVA,16,0.234,0,0,AC,0.052,0.18,0,0,0,0.232,0,0,0,0,0,0,0,0.002,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0.182,0,0,0,0.234
2017,TN,3758,City of Cleveland - (TN),TVA,13,0.49,0,0,AC,0.058,0.432,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0.432,0,0,0,0.49
2017,SC,3804,Clinton Combined Utility Sys,DUK,2,1.9,0,1.9,,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,1.9,.,.,.,.,1.9,.,.,.,.,.,0,.,.,.,.,.,0,.,.,.,.,.,0,1.9,0,0,0,0,1.9
