Data Year,Utility Number,Utility Name,State,County
2017,765,City of Arcadia - (WI),WI,Trempealeau
2017,768,City of Arcanum - (OH),OH,Darke
2017,789,Town of Argos,IN,Marshall
2017,792,City of Argyle - (WI),WI,Lafayette
2017,803,Arizona Public Service Co,AZ,Apache
2017,803,Arizona Public Service Co,AZ,Cochise
2017,803,Arizona Public Service Co,AZ,Coconino
2017,803,Arizona Public Service Co,AZ,Gila
2017,803,Arizona Public Service Co,AZ,Graham
2017,803,Arizona Public Service Co,AZ,Greenlee
2017,803,Arizona Public Service Co,AZ,Maricopa
2017,803,Arizona Public Service Co,AZ,Mohave
2017,803,Arizona Public Service Co,AZ,Navajo
2017,803,Arizona Public Service Co,AZ,Pima
2017,803,Arizona Public Service Co,AZ,Pinal
2017,803,Arizona Public Service Co,AZ,Santa Cruz
2017,803,Arizona Public Service Co,AZ,Yavapai
2017,803,Arizona Public Service Co,AZ,Yuma
2017,814,Entergy Arkansas Inc,AR,Arkansas
2017,814,Entergy Arkansas Inc,AR,Ashley
2017,814,Entergy Arkansas Inc,AR,Baxter
2017,814,Entergy Arkansas Inc,AR,Boone
2017,814,Entergy Arkansas Inc,AR,Bradley
2017,814,Entergy Arkansas Inc,AR,Calhoun
2017,814,Entergy Arkansas Inc,AR,Carroll
2017,814,Entergy Arkansas Inc,AR,Chicot
2017,814,Entergy Arkansas Inc,AR,Clark
2017,814,Entergy Arkansas Inc,AR,Clay
2017,814,Entergy Arkansas Inc,AR,Cleburne
2017,814,Entergy Arkansas Inc,AR,Cleveland
2017,814,Entergy Arkansas Inc,AR,Columbia
2017,814,Entergy Arkansas Inc,AR,Conway
2017,814,Entergy Arkansas Inc,AR,Craighead
2017,814,Entergy Arkansas Inc,AR,Crittenden
2017,814,Entergy Arkansas Inc,AR,Cross
2017,814,Entergy Arkansas Inc,AR,Dallas
2017,814,Entergy Arkansas Inc,AR,Desha
2017,814,Entergy Arkansas Inc,AR,Drew
2017,814,Entergy Arkansas Inc,AR,Faulkner
2017,814,Entergy Arkansas Inc,AR,Fulton
2017,814,Entergy Arkansas Inc,AR,Garland
2017,814,Entergy Arkansas Inc,AR,Grant
2017,814,Entergy Arkansas Inc,AR,Greene
2017,814,Entergy Arkansas Inc,AR,Hempstead
2017,814,Entergy Arkansas Inc,AR,Hot Spring
2017,814,Entergy Arkansas Inc,AR,Independence
2017,814,Entergy Arkansas Inc,AR,Izard
2017,814,Entergy Arkansas Inc,AR,Jackson
2017,814,Entergy Arkansas Inc,AR,Jefferson
2017,814,Entergy Arkansas Inc,AR,Johnson
2017,814,Entergy Arkansas Inc,AR,Lafayette
2017,814,Entergy Arkansas Inc,AR,Lawrence
2017,814,Entergy Arkansas Inc,AR,Lee
2017,814,Entergy Arkansas Inc,AR,Lincoln
2017,814,Entergy Arkansas Inc,AR,Logan
2017,814,Entergy Arkansas Inc,AR,Lonoke
2017,814,Entergy Arkansas Inc,AR,Marion
2017,814,Entergy Arkansas Inc,AR,Miller
2017,814,Entergy Arkansas Inc,AR,Mississippi
2017,814,Entergy Arkansas Inc,AR,Monroe
2017,814,Entergy Arkansas Inc,AR,Montgomery
2017,814,Entergy Arkansas Inc,AR,Nevada
2017,814,Entergy Arkansas Inc,AR,Newton
2017,814,Entergy Arkansas Inc,AR,Ouachita
2017,814,Entergy Arkansas Inc,AR,Perry
2017,814,Entergy Arkansas Inc,AR,Phillips
2017,814,Entergy Arkansas Inc,AR,Pike
2017,814,Entergy Arkansas Inc,AR,Poinsett
2017,814,Entergy Arkansas Inc,AR,Pope
2017,814,Entergy Arkansas Inc,AR,Prairie
2017,814,Entergy Arkansas Inc,AR,Pulaski
2017,814,Entergy Arkansas Inc,AR,Randolph
2017,814,Entergy Arkansas Inc,AR,Saline
2017,814,Entergy Arkansas Inc,AR,Scott
2017,814,Entergy Arkansas Inc,AR,Searcy
2017,814,Entergy Arkansas Inc,AR,Sharp
2017,814,Entergy Arkansas Inc,AR,St Francis
2017,814,Entergy Arkansas Inc,AR,Stone
2017,814,Entergy Arkansas Inc,AR,Union
2017,814,Entergy Arkansas Inc,AR,Van Buren
2017,814,Entergy Arkansas Inc,AR,White
2017,814,Entergy Arkansas Inc,AR,Woodruff
2017,814,Entergy Arkansas Inc,AR,Yell
2017,814,Entergy Arkansas Inc,TN,Tipton
2017,817,Arkansas Valley Elec Coop Corp,AR,Crawford
2017,817,Arkansas Valley Elec Coop Corp,AR,Franklin
2017,817,Arkansas Valley Elec Coop Corp,AR,Johnson
2017,817,Arkansas Valley Elec Coop Corp,AR,Logan
2017,817,Arkansas Valley Elec Coop Corp,AR,Madison
2017,817,Arkansas Valley Elec Coop Corp,AR,Newton
2017,817,Arkansas Valley Elec Coop Corp,AR,Pope
2017,817,Arkansas Valley Elec Coop Corp,AR,Scott
2017,817,Arkansas Valley Elec Coop Corp,AR,Sebastian
2017,817,Arkansas Valley Elec Coop Corp,AR,Washington
2017,817,Arkansas Valley Elec Coop Corp,AR,Yell
2017,817,Arkansas Valley Elec Coop Corp,OK,Adair
2017,817,Arkansas Valley Elec Coop Corp,OK,Le Flore
2017,817,Arkansas Valley Elec Coop Corp,OK,Sequoyah
2017,828,City of Arlington - (MN),MN,Sibley
2017,831,City of Arlington - (SD),SD,Brookings
2017,831,City of Arlington - (SD),SD,Kingsbury
2017,832,City of Arma - (KS),KS,Crawford
2017,871,Village of Arnold - (NE),NE,Custer
2017,878,Atmautluak Tribal Utilities,AK,Bethel
2017,887,"Arrowhead Electric Coop, Inc",MN,Cook
2017,887,"Arrowhead Electric Coop, Inc",MN,Lake
2017,902,Town of Ashburnham - (MA),MA,Worcester
2017,906,Town of Ashland,NH,Grafton
2017,907,City of Ashland - (OR),OR,Jackson
2017,911,City of Ashland - (KS),KS,Clark
2017,918,City of Aspen- (CO),CO,Pitkin
2017,925,"Ashley Chicot Elec Coop, Inc",AR,Ashley
2017,925,"Ashley Chicot Elec Coop, Inc",AR,Chicot
2017,925,"Ashley Chicot Elec Coop, Inc",AR,Drew
2017,925,"Ashley Chicot Elec Coop, Inc",LA,Morehouse
2017,942,Atchison-Holt Electric Coop,IA,Fremont
2017,942,Atchison-Holt Electric Coop,IA,Page
2017,942,Atchison-Holt Electric Coop,MO,Atchison
2017,942,Atchison-Holt Electric Coop,MO,Holt
2017,942,Atchison-Holt Electric Coop,MO,Nodaway
2017,944,City of Athens - (AL),AL,Limestone
2017,947,Athens Utility Board,TN,McMinn
2017,963,Atlantic City Electric Co,NJ,Atlantic
2017,963,Atlantic City Electric Co,NJ,Burlington
2017,963,Atlantic City Electric Co,NJ,Camden
2017,963,Atlantic City Electric Co,NJ,Cape May
2017,963,Atlantic City Electric Co,NJ,Cumberland
2017,963,Atlantic City Electric Co,NJ,Gloucester
2017,963,Atlantic City Electric Co,NJ,Ocean
2017,963,Atlantic City Electric Co,NJ,Salem
2017,965,Atlantic Municipal Utilities,IA,Audubon
2017,965,Atlantic Municipal Utilities,IA,Cass
2017,965,Atlantic Municipal Utilities,IA,Pottawattamie
2017,965,Atlantic Municipal Utilities,IA,Shelby
2017,989,City of Attica - (KS),KS,Harper
2017,993,Auburn Board of Public Works,NE,Johnson
2017,993,Auburn Board of Public Works,NE,Nemaha
2017,993,Auburn Board of Public Works,NE,Richardson
2017,994,City of Auburn - (IN),IN,DeKalb
2017,995,City of Auburn - (IA),IA,Sac
2017,998,City of Augusta - (KS),KS,Butler
2017,1000,City of Augusta - (AR),AR,Woodruff
2017,1002,City of Aurelia - (IA),IA,Cherokee
2017,1004,City of Aurora - (SD),SD,Brookings
2017,1009,City of Austin - (MN),MN,Mower
2017,1015,Austin Energy,TX,Travis
2017,1015,Austin Energy,TX,Williamson
2017,1024,City of Ava - (MO),MO,Douglas
2017,1024,City of Ava - (MO),MO,Lafayette
2017,1028,Town of Avilla - (IN),IN,Noble
2017,1033,City of Axtell - (KS),KS,Marshall
2017,1036,Town of Ayden - (NC),NC,Pitt
2017,1046,City of Aztec - (NM),NM,San Juan
2017,1050,City of Azusa,CA,Los Angeles
2017,1062,BARC Electric Coop Inc,VA,Alleghany
2017,1062,BARC Electric Coop Inc,VA,Augusta
2017,1062,BARC Electric Coop Inc,VA,Bath
2017,1062,BARC Electric Coop Inc,VA,Highland
2017,1062,BARC Electric Coop Inc,VA,Rockbridge
2017,1080,City of Badger - (SD),SD,Kingsbury
2017,1101,Bagley Public Utilities Comm,MN,Clearwater
2017,1119,Town of Bainbridge - (IN),IN,Putnam
2017,1148,City of Baldwin City- (KS),KS,Douglas
2017,1149,Baldwin County El Member Corp,AL,Baldwin
2017,1149,Baldwin County El Member Corp,AL,Monroe
2017,1167,Baltimore Gas & Electric Co,MD,Anne Arundel
2017,1167,Baltimore Gas & Electric Co,MD,Baltimore
2017,1167,Baltimore Gas & Electric Co,MD,Baltimore City
2017,1167,Baltimore Gas & Electric Co,MD,Calvert
2017,1167,Baltimore Gas & Electric Co,MD,Carroll
2017,1167,Baltimore Gas & Electric Co,MD,Harford
2017,1167,Baltimore Gas & Electric Co,MD,Howard
2017,1167,Baltimore Gas & Electric Co,MD,Montgomery
2017,1167,Baltimore Gas & Electric Co,MD,Prince Georges
2017,1169,Bailey County Elec Coop Assn,TX,Bailey
2017,1169,Bailey County Elec Coop Assn,TX,Castro
2017,1169,Bailey County Elec Coop Assn,TX,Cochran
2017,1169,Bailey County Elec Coop Assn,TX,Lamb
2017,1169,Bailey County Elec Coop Assn,TX,Parmer
2017,1170,Bamberg Board of Public Works,SC,Bamberg
2017,1172,Bancroft Municipal Utilities,IA,Kossuth
2017,1175,"Bandera Electric Coop, Inc",TX,Bandera
2017,1175,"Bandera Electric Coop, Inc",TX,Bexar
2017,1175,"Bandera Electric Coop, Inc",TX,Kendall
2017,1175,"Bandera Electric Coop, Inc",TX,Kerr
2017,1175,"Bandera Electric Coop, Inc",TX,Medina
2017,1175,"Bandera Electric Coop, Inc",TX,Real
2017,1175,"Bandera Electric Coop, Inc",TX,Uvalde
2017,1176,City of Bandon - (OR),OR,Coos
2017,1176,City of Bandon - (OR),OR,Curry
2017,1179,Emera Maine,ME,Aroostook
2017,1179,Emera Maine,ME,Hancock
2017,1179,Emera Maine,ME,Penobscot
2017,1179,Emera Maine,ME,Piscataquis
2017,1179,Emera Maine,ME,Waldo
2017,1179,Emera Maine,ME,Washington
2017,1181,Village of Bangor - (WI),WI,La Crosse
2017,1181,Village of Bangor - (WI),WI,Monroe
2017,1192,City of Banning - (CA),CA,Riverside
2017,1196,Village of Baraga - (MI),MI,Baraga
2017,1201,Barbourville Utility Comm,KY,Knox
2017,1205,City of Bardwell - (KY),KY,Carlisle
2017,1208,Town of Bargersville - (IN),IN,Johnson
2017,1232,City of Barnesville - (GA),GA,Lamar
2017,1233,City of Barnesville - (MN),MN,Clay
2017,1251,Barron Electric Coop,WI,Barron
2017,1251,Barron Electric Coop,WI,Burnett
2017,1251,Barron Electric Coop,WI,Chippewa
2017,1251,Barron Electric Coop,WI,Dunn
2017,1251,Barron Electric Coop,WI,Polk
2017,1251,Barron Electric Coop,WI,Rusk
2017,1251,Barron Electric Coop,WI,Sawyer
2017,1251,Barron Electric Coop,WI,Washburn
2017,1273,"Bartlett Electric Coop, Inc",TX,Bell
2017,1273,"Bartlett Electric Coop, Inc",TX,Burleson
2017,1273,"Bartlett Electric Coop, Inc",TX,Lee
2017,1273,"Bartlett Electric Coop, Inc",TX,Milam
2017,1273,"Bartlett Electric Coop, Inc",TX,Williamson
2017,1276,"Barrow Utils & Elec Coop, Inc",AK,North Slope
2017,1278,City of Barron - (WI),WI,Barron
2017,1279,Barry Electric Coop,MO,Barry
2017,1279,Barry Electric Coop,MO,McDonald
2017,1283,Bartholomew County Rural E M C,IN,Bartholomew
2017,1283,Bartholomew County Rural E M C,IN,Decatur
2017,1283,Bartholomew County Rural E M C,IN,Jackson
2017,1283,Bartholomew County Rural E M C,IN,Jennings
2017,1287,City of Bartlett - (TX),TX,Bell
2017,1287,City of Bartlett - (TX),TX,Williamson
2017,1299,"Barton Village, Inc",VT,Orleans
2017,1300,City of Bartow - (FL),FL,Polk
2017,1301,"Barton County Elec Coop, Inc",MO,Barton
2017,1301,"Barton County Elec Coop, Inc",MO,Cedar
2017,1301,"Barton County Elec Coop, Inc",MO,Dade
2017,1301,"Barton County Elec Coop, Inc",MO,Jasper
2017,1301,"Barton County Elec Coop, Inc",MO,Vernon
2017,1307,Basin Electric Power Coop,ND,Mercer
2017,1307,Basin Electric Power Coop,WY,Park
2017,1324,City of Bastrop - (TX),TX,Bastrop
2017,1325,City of Batavia - (IL),IL,Kane
2017,1326,Village of Bartley - (NE),NE,Red Willow
2017,1343,Bath Electric Gas & Water,NY,Steuben
2017,1346,City of Battle Creek- (NE),NE,Madison
