Utility Characteristics,,,,,IEEE Standard,,,,,,,,,,,,Other Standard,,,,,,,,,,
Data Year,Utility Number,Utility Name,State,Ownership,SAIDI With MED,SAIFI With MED,CAIDI With MED,SAIDI Without MED,SAIFI Without MED,CAIDI Without MED,SAIDI With MED Minus LOS,SAIFI With MED Minus LOS,CAIDI Minus MED,Number of Customers,Highest Dist. Voltage,Outages Recorded Automatically,SAIDI With MED,SAIFI With MED,CAIDI With MED,SAIDI Without MED,SAIFI Without MED,CAIDI Without MED,Number of Customers,Inactive Accounts Included,Momentary Interruptions,Highest Dist. Voltage,Outages Recorded Automatically
2017,296,"Alfalfa Electric Coop, Inc",OK,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,204.038,1.778,114.75703,50.67,1.248,40.600962,7667,N,O,14.4,Y
2017,305,Alger-Delta Coop Electric Assn,MI,Cooperative,334.6,0.987,339.00709,72.657,0.214,339.51869,239.08,0.705,339.12057,10038,34.5,Y,.,.,.,.,.,.,.,,,.,
2017,309,City of Algona - (IA),IA,Municipal,14.67,0.21,69.857143,.,.,.,.,.,.,3730,13.8,N,.,.,.,.,.,.,.,,,.,
2017,329,"Allamakee-Clayton El Coop, Inc",IA,Cooperative,317.4,1.48,214.45946,211.8,1.368,154.82456,215.59,0.685,314.72993,8777,12.5,Y,.,.,.,.,.,.,.,,,.,
2017,392,Alpena Power Co,MI,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,131,1.2,109.16667,65.8,0.8,82.25,16437,N,L,13.2,N
2017,407,Altamaha Electric Member Corp,GA,Cooperative,100.2,1.98,50.606061,31.5,0.64,49.21875,100.2,1.91,52.460733,20605,25,N,.,.,.,.,.,.,.,,,.,
2017,554,City of Ames - (IA),IA,Municipal,40.29,0.52,77.480769,40.29,0.52,77.480769,40.29,0.52,77.480769,26450,13.8,N,.,.,.,.,.,.,.,,,.,
2017,562,Amicalola Electric Member Corp,GA,Cooperative,3055.58,5.7,536.06667,513.93,3.4,151.15588,3052.21,2.26,1350.5354,47723,25,N,.,.,.,.,.,.,.,,,.,
2017,590,City of Anaheim - (CA),CA,Municipal,35.04,0.57,61.473684,35.04,0.57,61.473684,35.04,0.57,61.473684,120586,12,Y,.,.,.,.,.,.,.,,,.,
2017,599,Anchorage Municipal Light and Power,AK,Municipal,38.858,1.328,29.260542,27.375,1.252,21.865016,27.375,1.328,20.613705,31078,35,Y,.,.,.,.,.,.,.,,,.,
2017,636,City of Anderson - (IN),IN,Municipal,246.89,1.03,239.69903,122.318,0.704,173.74716,246.89,1.03,239.69903,33578,13.2,Y,.,.,.,.,.,.,.,,,.,
2017,689,Connexus Energy,MN,Cooperative,86.731,0.706,122.84844,32.063,0.436,73.538991,86.731,0.706,122.84844,131611.8,12.5,Y,.,.,.,.,.,.,.,,,.,
2017,694,Anza Electric Coop Inc,CA,Cooperative,1786.518,3.25,549.69785,1772.63,3.183,556.90544,61.518,3.04,20.236184,5113,7.2,N,.,.,.,.,.,.,.,,,.,
2017,727,Appalachian Electric Coop,TN,Cooperative,302.224,2.173,139.08145,220.061,1.995,110.30627,302.224,2.173,139.08145,45898,13.8,Y,.,.,.,.,.,.,.,,,.,
2017,733,Appalachian Power Co,VA,Investor Owned,338.7,1.512,224.00794,293.5,1.422,206.39944,313.2,1.432,218.71508,530682,35,Y,.,.,.,.,.,.,.,,,.,
2017,733,Appalachian Power Co,WV,Investor Owned,979.4,2.843,344.49525,597.9,2.513,237.9228,877.3,2.478,354.03551,424755,35,Y,.,.,.,.,.,.,.,,,.,
2017,803,Arizona Public Service Co,AZ,Investor Owned,116.5,0.91,128.02198,74.5,0.75,99.333333,116.2,0.9,129.11111,1220381,69,N,.,.,.,.,.,.,.,,,.,
2017,814,Entergy Arkansas Inc,AR,Investor Owned,504.4,2.195,229.79499,218.5,1.558,140.2439,485.5,2.072,234.31467,719992,34.5,Y,.,.,.,.,.,.,.,,,.,
2017,817,Arkansas Valley Elec Coop Corp,AR,Cooperative,463.198,2.898,159.83368,227.017,2.413,94.080812,417.804,2.403,173.86767,54801,14.4,Y,.,.,.,.,.,.,.,,,.,
2017,817,Arkansas Valley Elec Coop Corp,OK,Cooperative,156.995,1.971,79.652461,146.783,1.946,75.428058,75.404,1.06,71.135849,4516,7.2,Y,.,.,.,.,.,.,.,,,.,
2017,963,Atlantic City Electric Co,NJ,Investor Owned,116.69,1.09,107.05505,66.15,0.874,75.686499,116,1.07,108.41121,532881,69,Y,.,.,.,.,.,.,.,,,.,
2017,1009,City of Austin - (MN),MN,Municipal,5.619,0.094,59.776596,.,.,.,.,.,.,12352,13.8,N,.,.,.,.,.,.,.,,,.,
2017,1015,Austin Energy,TX,Municipal,138.18,1.02,135.47059,63.02,0.85,74.141176,132.94,0.92,144.5,465000,35,Y,.,.,.,.,.,.,.,,,.,
2017,1050,City of Azusa,CA,Municipal,.,.,.,51.741,0.359,144.12535,.,.,.,16555,12.5,N,.,.,.,.,.,.,.,,,.,
2017,1062,BARC Electric Coop Inc,VA,Cooperative,401.515,2.532,158.57622,241.935,1.692,142.98759,345.355,2.22,155.56532,12676,46,Y,.,.,.,.,.,.,.,,,.,
2017,1149,Baldwin County El Member Corp,AL,Cooperative,131.425,1.814,72.450386,75.041,1.02,73.569608,117.789,1.656,71.128623,73915,12.5,Y,.,.,.,.,.,.,.,,,.,
2017,1167,Baltimore Gas & Electric Co,MD,Investor Owned,96,0.83,115.66265,74,0.72,102.77778,96,0.82,117.07317,1275659,34.5,Y,.,.,.,.,.,.,.,,,.,
2017,1175,"Bandera Electric Coop, Inc",TX,Cooperative,88,0.702,125.35613,30.267,0.322,93.996894,84.9,0.63,134.7619,35644,24,Y,.,.,.,.,.,.,.,,,.,
2017,1179,Emera Maine,ME,Investor Owned,1897,3.05,621.96721,368,2.232,164.87455,1648,2.193,751.48199,167017,35,Y,.,.,.,.,.,.,.,,,.,
2017,1181,Village of Bangor - (WI),WI,Municipal,9.862,0.092,107.19565,.,.,.,.,.,.,1770,12.5,Y,.,.,.,.,.,.,.,,,.,
2017,1233,City of Barnesville - (MN),MN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,241.839,1.009,239.68186,.,.,.,1322,Y,F,2.4,N
2017,1251,Barron Electric Coop,WI,Cooperative,682.44,2.97,229.77778,62.524,1.17,53.439316,682.44,2.97,229.77778,18959,12.5,Y,.,.,.,.,.,.,.,,,.,
2017,1273,"Bartlett Electric Coop, Inc",TX,Cooperative,159.12,1.233,129.05109,48.04,0.653,73.568147,137.7,0.979,140.65373,11777,24.9,Y,.,.,.,.,.,.,.,,,.,
2017,1283,Bartholomew County Rural E M C,IN,Cooperative,440.14,3.43,128.3207,173.99,1.89,92.058201,312.25,2.34,133.44017,11517,12,Y,.,.,.,.,.,.,.,,,.,
2017,1300,City of Bartow - (FL),FL,Municipal,.,.,.,.,.,.,.,.,.,.,.,,19.526,0.423,46.160757,.,.,.,12002,N,L,35,N
2017,1366,City of Bay City - (MI),MI,Municipal,99.232,0.619,160.31018,99.232,0.619,160.31018,99.232,0.619,160.31018,20206,8.3,Y,.,.,.,.,.,.,.,,,.,
2017,1456,Town of Bedford - (VA),VA,Municipal,92.764,0.534,173.71536,92.764,0.534,173.71536,92.764,0.534,173.71536,6639,69,N,.,.,.,.,.,.,.,,,.,
2017,1458,"Beauregard Electric Coop, Inc",LA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,932.4,6.83,136.51537,179.4,1.82,98.571429,42711,N,F,24.9,Y
2017,1523,Town of Belmont - (MA),MA,Municipal,238.14,0.85,280.16471,238.14,0.85,280.16471,238.14,0.85,280.16471,11350,13.8,N,.,.,.,.,.,.,.,,,.,
2017,1529,"Beltrami Electric Coop, Inc",MN,Cooperative,93.667,0.787,119.01779,93.667,0.787,119.01779,.,.,.,20507,12.5,Y,.,.,.,.,.,.,.,,,.,
2017,1579,PUD No 1 of Benton County,WA,Political Subdivision,58.3,0.47,124.04255,58.3,0.47,124.04255,.,.,.,52580,15,Y,.,.,.,.,.,.,.,,,.,
2017,1591,"Big Country Electric Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,387.4,.,.,.,.,.,12863,N,L,69,Y
2017,1613,Berkeley Electric Coop Inc,SC,Cooperative,540.22,2.38,226.98319,138.96,1.79,77.631285,524.16,2.05,255.6878,96115,24.9,Y,.,.,.,.,.,.,.,,,.,
2017,1625,Benton Rural Electric Assn,WA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,163.27,1.2,136.05833,.,.,.,14260,N,L,34.5,N
2017,1675,Big Horn Rural Electric Co,WY,Cooperative,185.85,1.11,167.43243,.,.,.,.,.,.,3733,7.2,N,.,.,.,.,.,.,.,,,.,
2017,1708,Big Sandy Rural Elec Coop Corp,KY,Cooperative,530.72,3.577,148.37014,373.83,2.53,147.75889,530.72,3.577,148.37014,12768,13.2,Y,.,.,.,.,.,.,.,,,.,
2017,1723,"Big Bend Electric Coop, Inc",WA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,104.5,0.69,151.44928,71.86,0.59,121.79661,9222,N,O,24.9,N
2017,1763,"Black River Electric Coop, Inc - (SC)",SC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,124.5,1.327,93.820648,98.6,1.118,88.193202,32735,N,L,12.5,N
2017,1769,"Black Hills Electric Coop, Inc",SD,Cooperative,97.59,0.96,101.65625,97.59,0.96,101.65625,.,.,.,9893,7.2,N,.,.,.,.,.,.,.,,,.,
2017,1775,Black River Electric Coop - (MO),MO,Cooperative,441,.,.,326.4,.,.,.,.,.,24229,14.4,Y,.,.,.,.,.,.,.,,,.,
2017,1883,Blue Earth Light & Water,MN,Municipal,5.7,0.39,14.615385,.,.,.,.,.,.,2000,12,N,.,.,.,.,.,.,.,,,.,
2017,1886,Blue Grass Energy Coop Corp,KY,Cooperative,174.61,1.26,138.57937,105.06,0.98,107.20408,162.06,1.08,150.05556,57267,25,Y,.,.,.,.,.,.,.,,,.,
2017,1889,Blue Ridge Elec Member Corp - (NC),NC,Cooperative,216.2,1.52,142.23684,72.8,0.99,73.535354,216.2,1.52,142.23684,74805,15,Y,.,.,.,.,.,.,.,,,.,
2017,1890,Blue Ridge Electric Coop Inc - (SC),SC,Cooperative,994.84,.,.,150.05,.,.,976.47,.,.,68075,7.2,N,.,.,.,.,.,.,.,,,.,
2017,1892,"Bluebonnet Electric Coop, Inc",TX,Cooperative,156.378,1.31,119.37252,102.615,1.11,92.445946,142.066,1.15,123.53565,95425,14.4,N,.,.,.,.,.,.,.,,,.,
2017,1898,"Bon Homme Yankton El Assn, Inc",SD,Cooperative,448.55,1.05,427.19048,81.74,.,.,433.47,.,.,3772,12.5,Y,.,.,.,.,.,.,.,,,.,
2017,1936,Bolivar Energy Authority,TN,Municipal,163.251,1.201,135.92923,32.305,.,.,163.251,1.201,135.92923,11107,12.5,N,.,.,.,.,.,.,.,,,.,
2017,2001,Boone Electric Coop,MO,Cooperative,64.02,0.75,85.36,55.87,0.71,78.690141,59.49,0.66,90.136364,32063,13.2,Y,.,.,.,.,.,.,.,,,.,
2017,2049,"Bowie-Cass Electric Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,406.5,.,.,395.3,.,.,36924,N,O,12.5,Y
2017,2054,City of Bowling Green - (OH),OH,Municipal,3.218,0.025,128.72,3.218,0.025,128.72,.,.,.,14690,12.5,N,.,.,.,.,.,.,.,,,.,
2017,2056,City of Bowling Green - (KY),KY,Municipal,29.196,0.594,49.151515,28.619,0.585,48.921368,.,.,.,29835,12.5,N,.,.,.,.,.,.,.,,,.,
2017,2089,Bozrah Light & Power Company,CT,Municipal,179.28,1.85,96.908108,88.68,1.33,66.676692,179.28,1.8,99.6,2767,13.8,N,.,.,.,.,.,.,.,,,.,
2017,2144,Town of Braintree - (MA),MA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,9.71,0.17,57.117647,.,.,.,16621,N,F,13.8,Y
2017,2212,"Broad River Electric Coop, Inc",SC,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,115.39,.,.,115.39,.,.,20747,N,F,12.5,Y
2017,2247,City of Bristol - (TN),TN,Municipal,54.49,1.309,41.627196,41.751,1.162,35.930293,54.49,1.309,41.627196,33578,69,N,.,.,.,.,.,.,.,,,.,
2017,2248,Bristol Virginia Utilities,VA,Municipal,29.36,0.006,4893.3333,12.441,0.003,4147,29.36,0.006,4893.3333,16217,13.2,Y,.,.,.,.,.,.,.,,,.,
2017,2316,Brown County Rural Elec Assn,MN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,29.8,0.28,106.42857,29.8,0.28,106.42857,4469,N,L,12,N
2017,2409,Brownsville Public Utilities Board,TX,Municipal,34.38,0.294,116.93878,13.83,0.131,105.57252,34.38,0.294,116.93878,52520,12.5,N,.,.,.,.,.,.,.,,,.,
2017,2439,City of Bryan - (OH),OH,Municipal,45.889,0.987,46.493414,45.889,0.987,46.493414,.,.,.,5800,12.4,Y,.,.,.,.,.,.,.,,,.,
2017,2442,City of Bryan - (TX),TX,Municipal,.,.,.,.,.,.,.,.,.,.,.,,22.366,0.3,74.553333,.,.,.,57464,N,F,12.5,Y
2017,2485,City of Buffalo - (MN),MN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,13.636,0.135,101.00741,.,.,.,5935,Y,L,12,Y
2017,2502,"Buckeye Rural Elec Coop, Inc",OH,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,419.15,1.98,211.69192,419.15,1.98,211.69192,18659,N,L,12.5,N
2017,2507,City of Burbank Water and Power,CA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,12.559,0.515,24.386408,12.559,0.515,24.386408,52500,N,L,34.5,N
2017,2548,City of Burlington Electric - (VT),VT,Municipal,.,.,.,.,.,.,.,.,.,.,.,,.,0.67,.,.,.,.,21069,N,F,13.8,N
2017,2641,"Butler Rural El Coop Assn, Inc - (KS)",KS,Cooperative,161.7,1.49,108.52349,161.7,1.49,108.52349,88.8,0.87,102.06897,7498,12.5,Y,.,.,.,.,.,.,.,,,.,
2017,2651,Butler Rural Electric Coop Inc - (OH),OH,Cooperative,173.388,1.699,102.05297,86.69,0.951,91.156677,155.38,1.398,111.14449,11365,12,Y,.,.,.,.,.,.,.,,,.,
2017,2652,Butler County Rural Elec Coop - (IA),IA,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,111.02,1.68,66.083333,58.9,1.52,38.75,5090,N,F,12.5,N
2017,2655,"Butte Electric Coop, Inc",SD,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,29.35,0.272,107.90441,29.35,0.272,107.90441,5872,N,L,15,Y
2017,2812,City of Calhoun - (GA),GA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,58.446,0.635,92.040945,26.566,0.579,45.882556,5368,N,F,7.2,N
2017,2849,Central Electric Power Assn - (MS),MS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,253.5,.,.,216.06,.,.,36428,N,L,24.9,N
2017,2911,"Canadian Valley Elec Coop, Inc",OK,Cooperative,282.6,1.51,187.15232,.,.,.,.,.,.,25223,24.9,Y,.,.,.,.,.,.,.,,,.,
2017,2955,Canby Utility Board,OR,Municipal,.,.,.,.,.,.,.,.,.,.,.,,56.19,0.71,79.140845,56.19,0.71,79.140845,7134,N,F,12.5,N
2017,2960,"Caney Fork Electric Coop, Inc",TN,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,299.4,.,.,299.4,.,.,32447,N,L,26,N
2017,2961,"Caney Valley El Coop Assn, Inc",KS,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,309.95,2.886,107.39778,222.71,2.009,110.85615,5398,N,F,7.2,N
2017,2982,Cape Hatteras Elec Member Corp,NC,Cooperative,1804.51,3.88,465.0799,316.42,0.76,416.34211,1508.15,.,.,7723,12.5,,.,.,.,.,.,.,.,,,.,
2017,2985,"Capital Electric Coop, Inc",ND,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,22.6,0.3,75.333333,22.6,0.3,75.333333,20188,N,F,7.2,Y
2017,2998,"Carbon Power & Light, Inc",WY,Cooperative,895.6,3.52,254.43182,401.5,3.5,114.71429,734.6,2.16,340.09259,6405,25,Y,.,.,.,.,.,.,.,,,.,
2017,3046,Duke Energy Progress - (NC),NC,Investor Owned,204,1.39,146.76259,143,1.3,110,192,1.27,151.1811,1374344,35,Y,.,.,.,.,.,.,.,,,.,
2017,3046,Duke Energy Progress - (NC),SC,Investor Owned,179,1.65,108.48485,178,1.64,108.53659,168,1.49,112.75168,166068,35,Y,.,.,.,.,.,.,.,,,.,
2017,3076,"Carroll Electric Coop, Inc - (OH)",OH,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,766,.,.,520,.,.,11984,N,F,12.5,Y
2017,3081,Carroll Electric Member Corp - (GA),GA,Cooperative,566.28,2.52,224.71429,126.79,1.45,87.441379,553.88,2.46,225.15447,50733,24.9,Y,.,.,.,.,.,.,.,,,.,
2017,3093,Carroll Electric Coop Corp - (AR),AR,Cooperative,291.99,2.73,106.95604,102.2,1.35,75.703704,84.05,1.35,62.259259,85833,24.9,Y,.,.,.,.,.,.,.,,,.,
2017,3093,Carroll Electric Coop Corp - (AR),MO,Cooperative,214.65,1.14,188.28947,66.16,0.69,95.884058,66.16,0.69,95.884058,11169,24.9,Y,.,.,.,.,.,.,.,,,.,
2017,3113,City of Carthage - (MO),MO,Municipal,32.7,0.727,44.979367,32.7,0.727,44.979367,32.7,0.727,44.979367,7580,13.2,Y,.,.,.,.,.,.,.,,,.,
2017,3203,Cedar Falls Utilities,IA,Municipal,.,.,.,.,.,.,.,.,.,.,.,,49.6,0.65,76.307692,.,.,.,17888,N,L,69,N
2017,3208,Cedarburg Light & Water Comm,WI,Municipal,.,.,.,.,.,.,.,.,.,.,.,,21.266,0.433,49.113164,.,.,.,6267,N,F,25,N
2017,3222,Central Alabama Electric Coop,AL,Cooperative,337.3,.,.,146.41,.,.,303.09,.,.,43150,24.9,Y,.,.,.,.,.,.,.,,,.,
2017,3226,"Central Rural Electric Cooperative, Inc",OK,Cooperative,342.33,1.97,173.77157,184.75,1.67,110.62874,309.03,1.61,191.9441,20219,25,Y,.,.,.,.,.,.,.,,,.,
2017,3245,"Central Florida Elec Coop, Inc",FL,Cooperative,1325.61,.,.,185.31,.,.,1308.02,.,.,33344,25,Y,.,.,.,.,.,.,.,,,.,
2017,3248,Central Georgia El Member Corp,GA,Cooperative,864.321,2.071,417.34476,76.57,1.074,71.294227,863.341,1.966,439.13581,54775,25,Y,.,.,.,.,.,.,.,,,.,
2017,3249,Central Hudson Gas & Elec Corp,NY,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,300.4,1.545,194.43366,155.88,1.183,131.76669,302187,N,F,34.5,N
2017,3250,Central Electric Membership Corp. - (NC),NC,Cooperative,185.96,.,.,179.32,.,.,185.93,.,.,22619,25,Y,.,.,.,.,.,.,.,,,.,
2017,3264,Central Lincoln People's Ut Dt,OR,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,167,1.42,117.60563,.,.,.,38980,N,O,.,Y
2017,3265,Cleco Power LLC,LA,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,132,1.6,82.5,132,1.6,82.5,284407,N,F,34.5,Y
2017,3266,Central Maine Power Co,ME,Investor Owned,2693.3,2.73,986.55678,202.2,1.81,111.71271,2693.3,2.73,986.55678,631274,34.5,N,.,.,.,.,.,.,.,,,.,
2017,3268,Central Missouri Elec Coop Inc,MO,Cooperative,181.305,.,.,120.322,.,.,181.305,.,.,10774,25,N,.,.,.,.,.,.,.,,,.,
2017,3273,"Central New Mexico El Coop, Inc",NM,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,1019.9,2.8,364.25,159,1.2,132.5,17892,N,F,25,Y
2017,3278,AEP Texas Central Company,TX,Investor Owned,2050.9,2.218,924.66186,168.5,1.573,107.12015,1744.3,1.999,872.58629,835464,35,Y,.,.,.,.,.,.,.,,,.,
2017,3282,"Central Texas Elec Coop, Inc",TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,221.44,1.7,130.25882,124.45,1.28,97.226563,39603,N,L,24.9,Y
2017,3287,"Central Valley Elec Coop, Inc",NM,Cooperative,85.728,1.09,78.649541,85.728,1.09,78.649541,75.603,0.829,91.197829,15614,25,Y,.,.,.,.,.,.,.,,,.,
2017,3291,Central Virginia Electric Coop,VA,Cooperative,239,2.13,112.20657,239,2.13,112.20657,152,1.368,111.11111,36405,24.9,Y,.,.,.,.,.,.,.,,,.,
2017,3293,Central Wisconsin Elec Coop,WI,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,276.8,1.616,171.28713,.,.,.,7931,N,O,12.5,N
2017,3295,City of Centralia - (WA),WA,Municipal,394.642,2.092,188.6434,130.186,1.2,108.48833,394.642,2.092,188.6434,10236,12.5,N,.,.,.,.,.,.,.,,,.,
2017,3314,"Chariton Valley Elec Coop, Inc",IA,Cooperative,223,1.36,163.97059,118,0.83,142.16867,.,.,.,6063,25,Y,.,.,.,.,.,.,.,,,.,
2017,3329,Borough of Chambersburg,PA,Municipal,26.262,0.343,76.565598,26.262,0.343,76.565598,26.262,0.343,76.565598,11187,12.5,Y,.,.,.,.,.,.,.,,,.,
2017,3355,City of Chanute,KS,Municipal,.,.,.,.,.,.,.,.,.,.,.,,3.2,0.03,106.66667,.,.,.,5680,N,L,12.5,N
2017,3400,City of Chaska - (MN),MN,Municipal,.,.,.,.,.,.,.,.,.,.,.,,45.481,0.414,109.85749,.,.,.,10231,Y,F,8,N
2017,3408,City of Chattanooga - (TN),TN,Municipal,251.56,1.41,178.41135,63.52,0.63,100.8254,251.56,1.41,178.41135,181166,46,Y,.,.,.,.,.,.,.,,,.,
2017,3413,PUD No 1 of Chelan County,WA,Political Subdivision,.,.,.,.,.,.,.,.,.,.,.,,86.08,0.643,133.87247,.,.,.,50134,N,F,12.5,N
2017,3420,City of Cheney - (WA),WA,Municipal,32.092,0.146,219.80822,32.092,0.146,219.80822,32.092,0.146,219.80822,5676,13.2,N,.,.,.,.,.,.,.,,,.,
2017,3436,Cherryland Electric Coop Inc,MI,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,109.1,0.816,133.70098,68.7,0.566,121.37809,35581,,F,12.5,
2017,3461,Cheyenne Light Fuel & Power Co,WY,Investor Owned,63.861,1.303,49.010744,44.286,1.073,41.273066,61.36,0.992,61.854839,42130,35,Y,.,.,.,.,.,.,.,,,.,
2017,3470,Cherokee County Elec Coop Assn,TX,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,199,5,39.8,.,.,.,20383,N,L,25,N
2017,3477,City of Chicopee - (MA),MA,Municipal,17.54,0.405,43.308642,.,.,.,.,.,.,26375,13.8,N,.,.,.,.,.,.,.,,,.,
2017,3478,Cimarron Electric Coop,OK,Cooperative,260.7,1.659,157.14286,58.35,0.87,67.068966,242.84,1.236,196.47249,16935,24.9,Y,.,.,.,.,.,.,.,,,.,
2017,3486,Chillicothe Municipal Utils,MO,Municipal,36.144,1.247,28.984763,36.144,1.247,28.984763,.,.,.,4608,7.2,Y,.,.,.,.,.,.,.,,,.,
2017,3502,"Choctawhatche Elec Coop, Inc",FL,Cooperative,148.373,1.458,101.76475,75.882,1.004,75.579681,133.534,1.322,101.00908,49397,12.5,Y,.,.,.,.,.,.,.,,,.,
2017,3503,"Choptank Electric Coop, Inc",MD,Cooperative,150.47,1.66,90.644578,122.55,1.52,80.625,128.61,1.32,97.431818,53573,25,Y,.,.,.,.,.,.,.,,,.,
2017,3522,Chugach Electric Assn Inc,AK,Cooperative,90.8,0.7,129.71429,.,.,.,.,.,.,80984,.,Y,.,.,.,.,.,.,.,,,.,
2017,3527,Choctaw Electric Coop Inc,OK,Cooperative,.,.,.,.,.,.,.,.,.,.,.,,181.314,0.957,189.46082,.,.,.,14895,N,F,14.4,N
2017,3542,Duke Energy Ohio Inc,OH,Investor Owned,263.2,1.47,179.04762,158.5,1.28,123.82813,254.4,1.35,188.44444,719720,34.5,Y,.,.,.,.,.,.,.,,,.,
2017,3597,Citizens Electric Co - (PA),PA,Investor Owned,.,.,.,.,.,.,.,.,.,.,.,,136,1.14,119.29825,84,0.45,186.66667,7035,N,F,12.5,N
2017,3600,Citizens Electric Corporation - (MO),MO,Cooperative,313,.,.,94,.,.,313,.,.,26965,13.2,,.,.,.,.,.,.,.,,,.,
