Data Year,Utility Number,Utility Name,Ownership,State,BA Code,Total Revenue (Thousand Dollars),Total Sales (MWh),Total Customers,Water Heater,Net Metering,Demand Side Management,Time Based Programs
2017,14543,Tohono O'Odham Utility Authority,Political Subdivision,AZ,AZPS,10747,88959,3743,.,N,N,N
2017,16273,Roosevelt Irrigation District,Political Subdivision,AZ,SRP,3062,39608,188,.,N,Y,N
2017,16538,City of Safford - (AZ),Municipal,AZ,WALC,10145,80549,4749,.,Y,Y,N
2017,18805,Town of Thatcher- (AZ),Municipal,AZ,WALC,3078,30216,1773,.,Y,Y,N
2017,19016,Tonopah Irrigation District,Political Subdivision,AZ,AZPS,1577,26056,44,.,N,Y,N
2017,20618,Town of Wickenburg,Municipal,AZ,AZPS,2326,24750,1457,.,N,Y,N
2017,21239,Electrical Dist No7 Maricopa,Political Subdivision,AZ,AZPS,2791,48256,108,.,N,Y,N
2017,40355,Maricopa County M W C Dist #1,Political Subdivision,AZ,AZPS,3422,39450,139,.,N,Y,N
2017,40357,Electrical Dist No6 Pinal County,Political Subdivision,AZ,SRP,2210,35948,118,.,N,Y,N
2017,56535,City of Williams - AZ,Municipal,AZ,AZPS,4291,40922,1839,.,N,Y,N
2017,1702,City of Biggs - (CA),Municipal,CA,CISO,2122.1,16791,736,.,Y,N,N
2017,3990,Colorado River Indian Irr Proj,Federal,CA,WALC,1858,23465,2757,.,N,N,N
2017,7677,City of Gridley - (CA),Municipal,CA,CISO,6945,34793,2433,.,Y,N,N
2017,13149,City of Needles - (CA),Municipal,CA,WALC,6203,60185,3015,.,Y,N,N
2017,19131,Trinity Public Utilities Dist,Political Subdivision,CA,BANC,10075,111270,7351,.,Y,N,N
2017,19174,Tuolumne County Pub Power Agny,Political Subdivision,CA,CISO,2299.3,24723,32,.,N,N,N
2017,56224,Rancho Cucamonga Municipal Utility,Municipal,CA,CISO,11824,75509,933,.,Y,N,Y
2017,2550,City of Burlington - (CO),Municipal,CO,WACM,3883,31635,2223,.,N,N,N
2017,3227,City of Center - (CO),Municipal,CO,PSCO,1932,14866,806,.,N,N,N
2017,5036,City of Delta - (CO),Municipal,CO,WACM,6194,54053,3140,.,Y,N,N
2017,6418,Town of Fleming - (CO),Municipal,CO,WACM,321.8,2963,233,.,N,N,N
2017,7478,Town of Granada - (CO),Municipal,CO,WACM,423.6,1960,249,.,N,N,N
2017,8311,Town of Haxtun - (CO),Municipal,CO,WACM,945.7,7676,592,.,N,N,N
2017,8751,Town of Holly - (CO),Municipal,CO,WACM,1227.2,7736,561,.,N,N,N
2017,8777,City of Holyoke - (CO),Municipal,CO,WACM,2542,21406,1197,.,N,N,N
2017,9928,City of Julesburg - (CO),Municipal,CO,WACM,1061.9,10408,908,.,N,N,N
2017,10536,City of La Junta - (CO),Municipal,CO,PSCO,9685,78197,3831,.,N,N,N
2017,10633,City of Lamar - (CO),Municipal,CO,PSCO,14879,84280,5614,.,Y,N,N
2017,10730,City of Las Animas - (CO),Municipal,CO,WACM,3826,24076,2217,.,Y,N,N
2017,11376,Town of Lyons - (CO),Municipal,CO,PSCO,926,11433,1030,.,Y,N,N
2017,14054,Town of Oak Creek - (CO),Municipal,CO,WACM,1102,10587,608,.,N,N,N
2017,17834,City of Springfield - (CO),Municipal,CO,WACM,1579,10442,1056,.,N,N,N
2017,19204,City of Trinidad - (CO),Municipal,CO,WACM,7414,47984,4616,.,N,N,N
2017,21021,City of Wray,Municipal,CO,WACM,2581,22764,1310,.,N,N,N
2017,21143,City of Yuma - (CO),Municipal,CO,WACM,2990,30031,1643,.,N,N,N
2017,40230,Deseret Generation & Tran Coop,Cooperative,CO,PACE,3624.4,32175,1,.,N,N,N
2017,10935,City of Lewes - (DE),Municipal,DE,PJM,9561,86306,3747,.,Y,N,N
2017,1876,City of Blountstown - (FL),Municipal,FL,SOCO,4362,32554,1329,.,N,N,N
2017,2633,City of Bushnell - (FL),Municipal,FL,FPC,3099,22802,1076,.,Y,N,N
2017,3406,City of Chattahoochee - (FL),Municipal,FL,FPC,3920,36711,1173,.,N,N,N
2017,6609,City of Fort Meade - (FL),Municipal,FL,FPC,5413.2,39415,2734,.,N,Y,N
2017,12876,City of Moore Haven - (FL),Municipal,FL,FPL,1614,15003,1103,.,N,N,N
2017,13033,City of Mount Dora - (FL),Municipal,FL,FPC,9314.6,86949,5851,.,Y,N,N
2017,13521,City of Newberry - (FL),Municipal,FL,FPC,4149.8,35348,1819,.,Y,N,N
2017,20209,City of Wauchula - (FL),Municipal,FL,TEC,5969,59621,2802,.,N,N,N
2017,20735,City of Williston - (FL),Municipal,FL,FPC,4104,32826,1595,.,Y,N,N
2017,1232,City of Barnesville - (GA),Municipal,GA,SOCO,7817,85157,2815,.,N,N,N
2017,1826,City of Blakely - (GA),Municipal,GA,SOCO,8177.6,74619,2889,.,N,N,N
2017,2236,Town of Brinson - (GA),Municipal,GA,SOCO,188.4,1503,121,.,N,N,N
2017,4091,City of Commerce - (GA),Municipal,GA,SOCO,6175,52315,2867,.,N,N,N
2017,5236,City of Doerun - (GA),Municipal,GA,SOCO,861.5,5108,450,.,N,N,N
2017,5796,City of Ellaville,Municipal,GA,SOCO,3677.6,24082,865,.,N,N,N
2017,6130,City of Fairburn - (GA),Municipal,GA,SOCO,7758,85288,3268,.,N,N,N
2017,6598,City of Forsyth - (GA),Municipal,GA,SOCO,10454.8,74500,2649,.,N,N,N
2017,7515,City of Grantville - (GA),Municipal,GA,SOCO,1388,10488,975,.,N,N,N
2017,8022,City of Hampton - (GA),Municipal,GA,SOCO,3342,30711,2224,.,N,N,N
2017,8698,City of Hogansville - (GA),Municipal,GA,SOCO,3113,22520,1636,.,N,N,N
2017,9573,City of Jackson - (GA),Municipal,GA,SOCO,4579.1,36145,1616,.,N,N,N
2017,10571,City of LaFayette - (GA),Municipal,GA,SOCO,10450,91088,4784,.,N,N,N
2017,11587,City of Mansfield - (GA),Municipal,GA,SOCO,732.8,6927,268,.,N,N,N
2017,12851,City of Monticello - (GA),Municipal,GA,SOCO,3349,24903,1377,.,N,N,N
2017,14396,City of Palmetto - (GA),Municipal,GA,SOCO,3522,27796,1843,.,N,N,N
2017,15573,City of Quitman,Municipal,GA,SOCO,6745.9,48868,2376,.,N,N,N
2017,16637,City of Sandersville - (GA),Municipal,GA,SOCO,13391.5,124055,2780,.,N,N,N
2017,18403,City of Sylvester - (GA),Municipal,GA,SOCO,10260.2,85946,2700,.,N,N,N
2017,20393,City of West Point - (GA),Municipal,GA,SOCO,5662.8,51648,1617,.,N,N,N
2017,20534,City of Whigham - (GA),Municipal,GA,SOCO,985,5589,304,.,N,N,N
2017,40369,City of Oxford - (GA),Municipal,GA,SOCO,2369,17198,691,.,N,N,N
2017,149,City of Afton- (IA),Municipal,IA,MISO,845,6509,511,.,N,Y,N
2017,182,City of Akron - (IA),Municipal,IA,MISO,1455,15148,842,.,N,Y,N
2017,198,City of Alton,Municipal,IA,MISO,923.6,11315,581,.,N,Y,N
2017,405,City of Alta - (IA),Municipal,IA,MISO,1765.4,17002,833,.,N,N,N
2017,432,City of Alta Vista- (IA),Municipal,IA,MISO,182.2,1695,172,.,N,N,N
2017,682,City of Anita - (IA),Municipal,IA,MISO,816.4,8833,627,.,N,N,N
2017,700,City of Anthon - (IA),Municipal,IA,SWPP,618.9,5948,362,.,N,Y,N
2017,723,City of Aplington,Municipal,IA,MISO,724,6620,607,.,N,N,N
2017,995,City of Auburn - (IA),Municipal,IA,MISO,214,1836,180,.,N,N,N
2017,1002,City of Aurelia - (IA),Municipal,IA,MISO,757,6600,516,.,N,N,N
2017,1172,Bancroft Municipal Utilities,Municipal,IA,MISO,1535,16616,650,.,N,N,N
2017,1515,City of Bellevue - (IA),Municipal,IA,MISO,1936,21235,1740,.,Y,N,N
2017,1824,City of Bigelow - (MN),Municipal,IA,MISO,28.9,317,19,.,N,N,N
2017,1968,Boone Valley Electric Coop,Cooperative,IA,MISO,474,5193,114,.,N,N,N
2017,2183,City of Breda - (IA),Municipal,IA,MISO,505.1,4883,296,.,Y,N,N
2017,2287,City of Brooklyn - (IA),Municipal,IA,MISO,1256.3,11421,863,.,Y,Y,N
2017,2600,City of Burt,Municipal,IA,MISO,240,2862,275,.,Y,N,N
2017,2809,City of Callender - (IA),Municipal,IA,MISO,251,2042,190,.,N,N,N
2017,3029,City of Carlisle- (IA),Municipal,IA,MISO,2728,17097,4646,.,N,N,N
2017,3111,Cass Electric Coop,Cooperative,IA,MISO,124,1145,88,.,N,N,N
2017,3137,Cascade Municipal Utilities,Municipal,IA,MISO,1857,19073,1118,.,N,N,N
2017,3900,City of Coggon - (IA),Municipal,IA,MISO,555.2,3302,371,.,N,N,N
2017,4304,City of Corwith - (IA),Municipal,IA,MISO,376,2552,181,.,N,N,N
2017,4305,City of Coon Rapids,Municipal,IA,SWPP,1473.2,13737,797,.,N,N,N
2017,4375,City of Corning - (IA),Municipal,IA,MISO,1799.6,18501,1052,.,N,N,N
2017,4791,City of Danville - (IA),Municipal,IA,MISO,590.5,5384,434,.,N,N,N
2017,4919,City of Dayton - (IA),Municipal,IA,MISO,506,5896,457,.,N,Y,N
2017,5076,City of Denver - (IA),Municipal,IA,MISO,1437,12618,915,.,Y,N,N
2017,5155,City of Dike,Municipal,IA,MISO,829,6237,441,.,N,N,N
2017,5518,City of Dysart - (IA),Municipal,IA,MISO,1094,8347,707,.,N,Y,N
2017,5529,City of Durant - (IA),Municipal,IA,MISO,1804,14299,962,.,N,Y,N
2017,5563,City of Earlville - (IA),Municipal,IA,MISO,447,4679,425,.,N,N,N
2017,5827,City of Ellsworth - (IA),Municipal,IA,MISO,749.8,6437,287,.,N,N,N
2017,6127,City of Fairbank - (IA),Municipal,IA,MISO,900.9,7336,563,.,N,Y,N
2017,6210,City of Farnhamville - (IA),Municipal,IA,MISO,432.8,4563,260,.,N,N,N
2017,6496,City of Fonda - (IA),Municipal,IA,MISO,465,4687,371,.,N,N,N
2017,6501,City of Fontanelle - (IA),Municipal,IA,MISO,618,5582,465,.,N,N,N
2017,6759,City of Fredericksburg - (IA),Municipal,IA,MISO,1968,17929,541,.,N,N,N
2017,7295,City of Glidden - (IA),Municipal,IA,MISO,870,7745,664,.,N,N,N
2017,7424,Gowrie Municipal Utilities,Municipal,IA,MISO,949,7329,604,.,N,N,N
2017,7442,Grafton Electric - (IA),Municipal,IA,MISO,208,1710,160,.,N,N,N
2017,7486,City of Grand Junction - (IA),Municipal,IA,MISO,595,4859,480,.,N,N,N
2017,7837,City of Guttenberg,Municipal,IA,MISO,2084,17976,1417,.,Y,N,N
2017,8214,City of Hartley - (IA),Municipal,IA,SWPP,1682,19562,932,.,N,Y,N
2017,8847,City of Hopkinton - (IA),Municipal,IA,MISO,588,4344,379,.,N,N,N
2017,8966,Hudson Municipal Electric Utility,Municipal,IA,MISO,1626,12198,947,.,N,N,N
2017,10172,City of Marathon - (IA),Municipal,IA,MISO,298,1935,204,.,N,N,N
2017,10181,Keosauqua Municipal Light & Pwr,Municipal,IA,SWPP,1510.4,13684,780,.,N,Y,N
2017,10265,City of Kimballton - (IA),Municipal,IA,SWPP,199.9,2342,218,.,N,Y,N
2017,10542,La Porte City Utilities,Municipal,IA,MISO,1416.5,14797,1185,.,N,N,N
2017,10608,City of Lake Park - (IA),Municipal,IA,MISO,1355,11939,731,.,N,N,N
2017,10617,City of Lake View - (IA),Municipal,IA,MISO,1927.7,20189,1396,.,N,Y,N
2017,10706,City of Larchwood - (IA),Municipal,IA,MISO,794,8319,477,.,N,N,N
2017,10784,City of Lawler - (IA),Municipal,IA,MISO,305.8,2693,270,.,N,N,N
2017,10881,City of Lehigh - (IA),Municipal,IA,MISO,187,2423,282,.,N,N,N
2017,11093,City of Livermore- (IA),Municipal,IA,MISO,346.4,2524,220,.,N,N,N
2017,11141,City of Long Grove - (IA),Municipal,IA,MISO,354,2397,238,.,N,N,N
2017,11609,City of Mapleton- (IA),Municipal,IA,MISO,1364,13090,779,.,N,N,N
2017,12114,City of McGregor- (IA),Municipal,IA,MISO,803,6469,621,.,N,Y,N
2017,13382,City of Neola - (IA),Municipal,IA,MISO,589,4854,444,.,N,N,N
2017,13468,New London Municipal Utilities,Municipal,IA,MISO,1720.1,13533,1232,.,Y,N,N
2017,13990,City of Ogden - (IA),Municipal,IA,MISO,1673,13125,1174,.,N,N,N
2017,14166,City of Orient - (IA),Municipal,IA,MISO,282,2167,217,.,N,N,N
2017,14433,City of Panora - (IA),Municipal,IA,MISO,1205,11590,706,.,N,N,N
2017,14473,City of Paton - (IA),Municipal,IA,MISO,146,2070,142,.,N,N,N
2017,14577,City of Paullina - (IA),Municipal,IA,MISO,1197,9634,668,.,N,N,N
2017,15180,City of Pocahontas - (IA),Municipal,IA,MISO,2055.8,22339,1152,.,N,N,N
2017,15377,City of Primghar - (IA),Municipal,IA,MISO,881.1,8847,672,.,N,Y,N
2017,15751,City of Readlyn - (IA),Municipal,IA,MISO,663.2,4876,375,.,Y,N,N
2017,15862,City of Renwick - (IA),Municipal,IA,MISO,557.3,4446,176,.,N,Y,Y
2017,16211,City of Rockford- (IA),Municipal,IA,MISO,823,5636,559,.,N,N,N
2017,16528,City of Sabula - (IA),Municipal,IA,MISO,457,3259,416,.,N,N,N
2017,16992,City of Stanton - (IA),Municipal,IA,MISO,587,7228,344,.,N,Y,N
2017,17046,City of Shelby - (IA),Municipal,IA,SWPP,608,5872,345,.,N,N,N
2017,18014,City of State Center - (IA),Municipal,IA,MISO,1930.1,14551,988,.,N,Y,N
2017,18201,City of Stratford - (IA),Municipal,IA,MISO,572.7,4562,411,.,Y,N,N
2017,18204,City of Strawberry Point,Municipal,IA,MISO,1239.9,8036,727,.,N,N,N
2017,18231,City of Stuart - (IA),Municipal,IA,MISO,1633,12926,979,.,N,N,N
2017,18301,City of Sumner - (IA),Municipal,IA,MISO,2091.2,16318,1157,.,N,Y,Y
2017,19062,City of Traer - (IA),Municipal,IA,MISO,1738,14079,1098,.,N,Y,N
2017,19843,City of Villisca - (IA),Municipal,IA,MISO,1151,11129,740,.,N,N,N
2017,20025,City of Wall Lake - (IA),Municipal,IA,MISO,830.7,8647,544,.,N,N,N
2017,20364,City of West Bend,Municipal,IA,MISO,1710,17731,613,.,N,N,N
2017,20379,Town of Westfield - (IA),Municipal,IA,SWPP,74.5,701,73,.,N,N,N
2017,20396,West Point Utility System,Municipal,IA,MISO,1564,14858,742,.,N,N,N
2017,20604,City of Whittemore - (IA),Municipal,IA,MISO,.,.,.,.,N,N,N
2017,20846,City of Woolstock - (IA),Municipal,IA,MISO,206,1445,125,.,N,N,N
2017,20949,City of Woodbine - (IA),Municipal,IA,SWPP,1574,15430,903,.,N,Y,N
2017,27269,City of Stanhope - (IA),Municipal,IA,MISO,426.6,2705,261,.,Y,N,N
2017,40390,City of Buffalo - (IA),Municipal,IA,MISO,543,5851,543,.,N,N,N
2017,244,City of Albion - (ID),Municipal,ID,BPAT,277,2999,213,.,N,N,N
2017,1956,City of Bonners Ferry,Municipal,ID,BPAT,4802,78437,2713,.,Y,N,N
2017,5584,East End Mutual Elec Co Ltd,Cooperative,ID,BPAT,1698,22875,740,.,N,N,N
2017,6155,"Farmers Electric Company, Ltd - (ID)",Cooperative,ID,BPAT,218,3959,124,.,N,N,N
2017,7084,City of Declo - (ID),Municipal,ID,BPAT,24.7,324,130,.,N,N,Y
2017,8532,City of Heyburn - (ID),Municipal,ID,BPAT,3624.8,61507,1664,.,N,N,N
2017,9186,"Idaho County L&P Coop Assn, Inc",Cooperative,ID,AVA,5749.8,53955,3961,.,Y,N,N
2017,11211,Lost River Electric Coop Inc,Cooperative,ID,PACE,5627,72575,2682,.,N,N,N
2017,12609,City of Minidoka - (ID),Municipal,ID,BPAT,55,831,45,.,N,N,N
2017,15297,City of Plummer - (ID),Municipal,ID,AVA,2417.5,33339,953,.,N,N,Y
2017,17493,City of Soda Springs - (ID),Municipal,ID,PACE,2528.3,29495,1755,.,N,N,N
2017,17576,"South Side Electric, Inc",Cooperative,ID,BPAT,3002,57070,802,.,N,N,N
2017,20297,City of Weiser - (ID),Municipal,ID,BPAT,3416,50737,3416,.,N,N,N
2017,56536,Riverside Electric Cooperative,Cooperative,ID,IPCO,1366.2,20662,593,.,N,N,N
2017,229,City of Albany - (IL),Municipal,IL,MISO,543.6,4850,484,.,N,N,N
2017,366,City of Allendale- (IL),Municipal,IL,MISO,356,2978,249,.,N,N,N
2017,406,City of Altamont - (IL),Municipal,IL,MISO,2324,21762,1524,.,N,N,N
2017,1648,Village of Bethany - (IL),Municipal,IL,MISO,1165,9244,695,.,N,N,N
2017,2188,City of Breese - (IL),Municipal,IL,MISO,5516.4,50312,2320,.,Y,N,N
2017,2634,City of Bushnell - (IL),Municipal,IL,MISO,3168,31710,1620,.,Y,N,N
2017,2776,Cairo Public Utility Company,Municipal,IL,MISO,6453.8,63523,1264,.,N,N,N
2017,3037,City of Carlyle - (IL),Municipal,IL,MISO,3987,32434,1820,.,N,N,N
2017,3040,City of Carmi - (IL),Municipal,IL,MISO,6895,52486,3215,.,N,N,N
2017,3153,City of Casey - (IL),Municipal,IL,MISO,3092,27324,1950,.,N,N,N
2017,3405,Village of Chatham - (IL),Municipal,IL,MISO,9116,74807,5973,.,Y,N,N
2017,3726,Clay Electric Coop Inc,Cooperative,IL,MISO,7060.6,49082,3218,.,Y,N,N
2017,5531,Enerstar Power Corp,Cooperative,IL,MISO,11574.2,78370,5259,.,Y,N,N
2017,6141,City of Fairfield- (IL),Municipal,IL,MISO,7690,58997,3219,.,N,N,N
2017,6192,City of Farmer City - (IL),Municipal,IL,MISO,2510,17706,1193,.,N,N,N
2017,6764,Village of Freeburg - (IL),Municipal,IL,MISO,4919,38416,2214,.,Y,N,N
2017,7095,City of Geneseo - (IL),Municipal,IL,MISO,6512,60909,4052,.,Y,N,N
2017,7633,Village of Greenup - (IL),Municipal,IL,MISO,2209,17439,926,.,N,N,N
2017,11736,City of Marshall - (IL),Municipal,IL,MISO,6932,61691,2624,.,N,N,N
2017,11790,City of Mascoutah - (IL),Municipal,IL,MISO,7798,56088,3655,.,Y,N,N
2017,12070,McDonough Power Coop,Cooperative,IL,MISO,10427.4,70247,5122,.,Y,N,N
2017,12167,City of McLeansboro - (IL),Municipal,IL,MISO,3328,23398,1542,.,N,N,N
2017,12388,City of Metropolis - (IL),Municipal,IL,MISO,9062,74586,3859,.,N,N,N
2017,13560,City of Newton - (IL),Municipal,IL,MISO,2542,24921,1647,.,N,N,N
2017,13993,City of Oglesby - (IL),Municipal,IL,MISO,3176,32453,2032,.,N,N,N
2017,15772,City of Red Bud - (IL),Municipal,IL,MISO,5365,45270,2319,.,Y,N,N
2017,16092,Village of Riverton - (IL),Municipal,IL,MISO,3042.3,20011,1742,.,N,N,N
2017,16198,City of Rock Falls - (IL),Municipal,IL,MISO,9124,71338,5370,.,N,N,N
2017,16269,City of Roodhouse - (IL),Municipal,IL,MISO,1370,10311,936,.,N,N,N
2017,17838,"Spoon River Electric Coop, Inc",Cooperative,IL,MISO,10046,68471,5017,.,N,N,N
2017,18277,City of Sullivan - (IL),Municipal,IL,MISO,7909,68206,3206,.,Y,N,N
2017,20180,City of Waterloo - (IL),Municipal,IL,MISO,11046,82409,4818,.,Y,N,N
2017,29296,Western Illinois Elec Coop,Cooperative,IL,MISO,8793,65919,3653,.,Y,N,N
2017,40367,Village of Ladd - (IL),Municipal,IL,MISO,1393,11406,631,.,N,N,N
2017,157,Town of Advance - (IN),Municipal,IN,MISO,554.9,4267,274,.,N,N,N
2017,789,Town of Argos,Municipal,IN,MISO,2704.4,24280,865,.,N,N,N
2017,1028,Town of Avilla - (IN),Municipal,IN,PJM,3369.9,34081,1131,.,N,N,N
2017,1119,Town of Bainbridge - (IN),Municipal,IN,MISO,674.4,5426,389,.,N,N,N
2017,1208,Town of Bargersville - (IN),Municipal,IN,MISO,5850,48477,3163,.,N,N,N
2017,2289,Town of Brooklyn,Municipal,IN,MISO,795,6950,553,.,N,N,N
2017,2304,Town of Brookston - (IN),Municipal,IN,MISO,1258.2,11865,837,.,N,N,N
2017,2964,Cannelton Utilities,Municipal,IN,MISO,1250.6,13522,932,.,N,N,N
2017,3230,Town of Centerville - (IN),Municipal,IN,MISO,2879.8,22599,1419,.,N,N,N
2017,3323,Town of Chalmers - (IN),Municipal,IN,MISO,497,3460,351,.,N,N,N
2017,3815,Town of Coatesville - (IN),Municipal,IN,MISO,490.3,4325,308,.,N,N,N
2017,4429,City of Covington - (IN),Municipal,IN,MISO,2660,23757,1587,.,N,N,N
2017,4486,Town of Crane - (IN),Municipal,IN,MISO,175,828,89,.,N,N,N
2017,4799,Darlington Light & Power Co,Municipal,IN,MISO,1979,18395,702,.,N,N,N
2017,5071,Town of Dunreith - (IN),Municipal,IN,MISO,201,1400,155,.,N,N,N
2017,5392,Dublin Municipal Electric Util,Municipal,IN,MISO,596,4115,502,.,Y,N,N
