Utility Characteristics,,,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
,,,,,,,,,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers,Revenues,Sales,Customers
2017,155,Agralite Electric Coop,A,Bundled,O,MN,Cooperative,MISO,10250,82639,4382,5799,76847,273,6340,73485,571,.,.,.,22389,232971,5226
2017,162,Aiken Electric Coop Inc,A,Bundled,O,SC,Cooperative,SC,81884,582815,44525,14999,128748,2748,13640,185825,15,.,.,.,110523,897388,47288
2017,176,Ajo Improvement Co,A,Bundled,O,AZ,Investor Owned,AZPS,519.1,4597,776,307.2,2999,204,0,0,0,0,0,0,826.3,7596,980
2017,195,Alabama Power Co,A,Bundled,O,AL,Investor Owned,SOCO,2302495,17218624,1268271,1678662,13804123,200600,1476669,22686919,6171,.,.,.,5457826,53709666,1475042
2017,201,City of Alachua - (FL),A,Bundled,O,FL,Municipal,FPC,4923,42300,3787,8921,84749,719,.,.,.,.,.,.,13844,127049,4506
2017,207,City of Alameda,A,Bundled,O,CA,Municipal,CISO,22851,126480,30811,35260.6,216790,4307,.,.,.,.,.,.,58111.6,343270,35118
2017,213,Alaska Electric Light&Power Co,A,Bundled,O,AK,Investor Owned,NA,17950.6,151017,14579,11798.6,119953,2295,17593,143240,131,.,.,.,47342.2,414210,17005
2017,219,Alaska Power and Telephone Co,A,Bundled,O,AK,Investor Owned,NA,8095,26264,5496,9862,39529,2370,0,0,0,0,0,0,17957,65793,7866
2017,221,"Alaska Village Elec Coop, Inc",A,Bundled,O,AK,Cooperative,NA,18561,41535,8158,27027,74302,3256,0,0,0,0,0,0,45588,115837,11414
2017,230,Albany Water Gas & Light Comm,A,Bundled,O,GA,Municipal,SOCO,36596,337765,31473,58586,539067,5610,.,.,.,.,.,.,95182,876832,37083
2017,232,City of Albemarle - (NC),A,Bundled,O,NC,Municipal,DUK,16072.9,120632,9876,14016,127049,2233,2521.3,30558,15,0,0,0,32610.2,278239,12124
2017,240,Albemarle Electric Member Corp,A,Bundled,O,NC,Cooperative,PJM,22346,171386,11679,3873,35031,1120,495,6912,19,0,0,0,26714,213329,12818
2017,241,Albertville Municipal Utilities Board,A,Bundled,O,AL,Municipal,TVA,10986,111770,7931,17258,168164,2237,18261,305646,15,0,0,0,46505,585580,10183
2017,261,AGC Division of APG Inc,A,Bundled,O,IN,Investor Owned,MISO,0,0,0,0,0,0,65899,431636,1,0,0,0,65899,431636,1
2017,276,Alcorn County Elec Power Assn,A,Bundled,O,MS,Cooperative,TVA,23515,204068,14646,19909,167000,4123,11951,214819,6,0,0,0,55375,585887,18775
2017,289,City of Alexander City,A,Bundled,O,AL,Municipal,SOCO,5397,50590,5083,3936,27354,993,3774,45131,68,.,.,.,13107,123075,6144
2017,295,City of Alexandria - (MN),A,Bundled,O,MN,Municipal,MISO,7636.1,72706,7995,3687,36462,1672,13400.9,171068,203,.,.,.,24724,280236,9870
2017,296,"Alfalfa Electric Coop, Inc",A,Bundled,O,KS,Cooperative,SWPP,372,3789,227,935,7435,717,1613,22115,18,.,.,.,2920,33339,962
2017,296,"Alfalfa Electric Coop, Inc",A,Bundled,O,OK,Cooperative,SWPP,4624,47574,2737,5623,40384,4691,52087,862586,233,.,.,.,62334,950544,7661
2017,298,City of Alexandria - (LA),A,Bundled,O,LA,Municipal,MISO,28514,274578,20216,37961.3,380802,3779,415.2,4824,5,0,0,0,66890.5,660204,24000
2017,305,Alger-Delta Coop Electric Assn,A,Bundled,O,MI,Cooperative,MISO,9842,47807,9439,2125,13598,511,2869,21736,1,0,0,0,14836,83141,9951
2017,307,Algoma Utility Comm,A,Bundled,O,WI,Municipal,MISO,1393.6,10921,1658,2029.6,19496,358,879.3,10027,2,0,0,0,4302.5,40444,2018
2017,308,City of Acworth - (GA),A,Bundled,O,GA,Municipal,SOCO,8459.9,59403,5930,4383,34101,587,239.8,1784,3,.,.,.,13082.7,95288,6520
2017,309,City of Algona - (IA),A,Bundled,O,IA,Municipal,SWPP,4045,28107,3035,3476,29898,681,3854,56092,14,.,.,.,11375,114097,3730
2017,329,"Allamakee-Clayton El Coop, Inc",A,Bundled,O,IA,Cooperative,MISO,16669.1,112248,9454,1758.5,13866,517,.,.,.,.,.,.,18427.6,126114,9971
2017,367,City of Alliance- (NE),A,Bundled,O,NE,Municipal,SWPP,4873.6,37878,4150,4980.5,42016,1056,2833.4,28223,11,.,.,.,12687.5,108117,5217
2017,392,Alpena Power Co,A,Bundled,O,MI,Investor Owned,MISO,11842,85293,13708,12453.7,104553,3979,10446.4,168985,4,.,.,.,34742.1,358831,17691
2017,407,Altamaha Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,31461.4,228658,18537,8624.5,65704,1858,9169,112099,235,.,.,.,49254.9,406461,20630
2017,416,City of Altus - (OK),A,Bundled,O,OK,Municipal,SWPP,12512.1,86753,7571,7181.7,66330,1193,3648.4,46005,2,.,.,.,23342.2,199088,8766
2017,471,Amana Society Service Co,A,Bundled,O,IA,Investor Owned,MISO,889,6850,703,955,8312,182,6070,84459,1,0,0,0,7914,99621,886
2017,540,BP Energy Company,B,Energy,O,WA,Retail Power Marketer,PSEI,0,0,0,0,0,0,20215,838724,2,0,0,0,20215,838724,2
2017,540,BP Energy Company,D,Bundled,O,TX,Retail Power Marketer,ERCO,0,0,0,0,0,0,3432,42396,2,0,0,0,3432,42396,2
2017,554,City of Ames - (IA),A,Bundled,O,IA,Municipal,MISO,19848.1,164873,23445,29230.5,340083,2986,11101.7,136008,6,.,.,.,60180.3,640964,26437
2017,560,City of Amherst- (OH),A,Bundled,O,OH,Municipal,PJM,6069,55291,5443,1703,13412,501,3324,31230,68,.,.,.,11096,99933,6012
2017,562,Amicalola Electric Member Corp,A,Bundled,O,GA,Cooperative,SOCO,68442.4,588113,43564,13926.4,110390,4818,.,.,.,.,.,.,82368.8,698503,48382
2017,571,City of Amory,A,Bundled,O,MS,Municipal,TVA,4035,37913,2915,6212,55387,1092,3064,39837,3,0,0,0,13311,133137,4010
2017,577,City of Alcoa Utilities,A,Bundled,O,TN,Municipal,TVA,38559,360955,25382,23802,228445,3598,138,997,1,0,0,0,62499,590397,28980
2017,590,City of Anaheim - (CA),A,Bundled,O,CA,Municipal,CISO,99455,601952,111347,137843,766709,15086,137754,976217,304,.,.,.,375052,2344878,126737
2017,599,Anchorage Municipal Light and Power,A,Bundled,O,AK,Municipal,AMPL,26125.8,127375,24680,140604.6,839303,6392,.,.,.,.,.,.,166730.4,966678,31072
2017,604,City of Andalusia,A,Bundled,O,AL,Municipal,AEC,5245,39538,3605,8639,60978,987,13453,268669,2,.,.,.,27337,369185,4594
2017,636,City of Anderson - (IN),A,Bundled,O,IN,Municipal,PJM,34765.8,291037,31302,31040.6,315130,4251,17956.1,237391,57,0,0,0,83762.5,843558,35610
2017,689,Connexus Energy,A,Bundled,O,MN,Cooperative,MISO,154207.5,1127318,120470,68811.3,659735,11420,12659.5,131560,399,0,0,0,235678.3,1918613,132289
2017,690,City of Bardstown - (KY),A,Bundled,O,KY,Municipal,LGEE,3815,42315,3372,4817,54265,1197,7463,96161,15,.,.,.,16095,192741,4584
2017,691,City of Anoka,A,Bundled,O,MN,Municipal,MISO,9158,71616,10765,9610,96583,1323,8725,100653,17,.,.,.,27493,268852,12105
2017,694,Anza Electric Coop Inc,A,Bundled,O,CA,Cooperative,WALC,8498,47396,4338,2113,11840,333,0,0,0,.,.,.,10611,59236,4671
2017,719,Town of Apex- (NC),A,Bundled,O,NC,Municipal,CPLE,19078.7,188460,16934,10141.4,115338,1469,.,.,.,.,.,.,29220.1,303798,18403
2017,727,Appalachian Electric Coop,A,Bundled,O,TN,Cooperative,TVA,66123,573078,39763,28123,246674,6524,4021,70381,5,0,0,0,98267,890133,46291
2017,733,Appalachian Power Co,A,Bundled,O,VA,Investor Owned,PJM,668736,5845299,451183,350171,3857530,76766,346903,5165262,1872,0,0,0,1365810,14868091,529821
2017,733,Appalachian Power Co,A,Bundled,O,WV,Investor Owned,PJM,574030,4855573,357387,313447,3380620,66352,291673,4325050,2243,0,0,0,1179150,12561243,425982
2017,733,Appalachian Power Co,C,Delivery,O,VA,Investor Owned,PJM,0,0,0,442,50970,54,447,112729,3,0,0,0,889,163699,57
2017,750,Arab Electric Coop Inc,A,Bundled,O,AL,Cooperative,TVA,19778,179106,12510,11676,105036,2963,369,4296,1,0,0,0,31823,288438,15473
2017,803,Arizona Public Service Co,A,Bundled,O,AZ,Investor Owned,AZPS,1792453,13207135,1080665,1423610,12526675,129904,190954,2284201,4058,.,.,.,3407017,28018011,1214627
2017,814,Entergy Arkansas Inc,A,Bundled,O,AR,Investor Owned,MISO,761278.7,7298398,591111,509944.2,6061639,94320,468306.1,7528292,23423,9.7,78,1,1739538.7,20888407,708855
2017,814,Entergy Arkansas Inc,A,Bundled,O,TN,Investor Owned,MISO,1.8,18,2,3.1,22,3,1.7,9,3,0,0,0,6.6,49,8
2017,817,Arkansas Valley Elec Coop Corp,A,Bundled,O,AR,Cooperative,SWPP,74314.2,676759,50951,16980.5,168692,3766,14037.4,257717,26,0,0,0,105332.1,1103168,54743
2017,817,Arkansas Valley Elec Coop Corp,A,Bundled,O,OK,Cooperative,SWPP,5897,53468,4111,2740.2,29444,487,0,0,0,0,0,0,8637.2,82912,4598
2017,828,City of Arlington - (MN),A,Bundled,O,MN,Municipal,MISO,783.7,8148,972,735.1,7531,162,0,0,0,0,0,0,1518.8,15679,1134
2017,887,"Arrowhead Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,6338.6,42863,3803,3269.4,29113,431,.,.,.,.,.,.,9608,71976,4234
2017,907,City of Ashland - (OR),A,Bundled,O,OR,Municipal,PACW,8112.8,92940,10386,7264.7,84350,1613,.,.,.,.,.,.,15377.5,177290,11999
2017,918,City of Aspen- (CO),A,Bundled,O,CO,Municipal,PSCO,2622,22063,2017,4348,42411,1005,.,.,.,.,.,.,6970,64474,3022
2017,942,Atchison-Holt Electric Coop,A,Bundled,O,IA,Cooperative,AECI,1355,9597,1019,605,5617,85,200,908,60,.,.,.,2160,16122,1164
2017,942,Atchison-Holt Electric Coop,A,Bundled,O,MO,Cooperative,AECI,3508,24848,2353,1560,14543,197,2092,27702,142,.,.,.,7160,67093,2692
2017,944,City of Athens - (AL),A,Bundled,O,AL,Municipal,TVA,59036,595013,38921,33652,317955,6985,10717,180841,11,0,0,0,103405,1093809,45917
2017,947,Athens Utility Board,A,Bundled,O,TN,Municipal,TVA,15008,146564,10903,16578,151618,2295,17191,330579,8,0,0,0,48777,628761,13207
2017,963,Atlantic City Electric Co,A,Bundled,O,NJ,Investor Owned,PJM,571316.5,3241101,415072,171196.9,1125750,44441,8221.9,81184,429,0,0,0,750735.3,4448035,459942
2017,963,Atlantic City Electric Co,C,Delivery,O,NJ,Investor Owned,PJM,47519.9,611602,70918,161606.5,2864249,20097,27467.5,660667,375,0,0,0,236593.9,4136518,91390
2017,965,Atlantic Municipal Utilities,A,Bundled,O,IA,Municipal,MISO,3385.2,39357,3825,4329.2,57288,832,651.6,11468,1,.,.,.,8366,108113,4658
2017,970,Homefield Energy,B,Energy,O,IL,Retail Power Marketer,PJM,67843.3,1004373,101713,27511.4,303342,177,1432.5,13769,19,0,0,0,96787.2,1321484,101909
2017,970,Homefield Energy,B,Energy,O,IL,Retail Power Marketer,MISO,261702.3,4463171,465863,145169.1,2509158,3102,22234.5,496259,107,1848.5,22839,1,430954.4,7491427,469073
2017,993,Auburn Board of Public Works,A,Bundled,O,NE,Municipal,SWPP,2215,23303,1857,2711,29459,913,281,2828,1,.,.,.,5207,55590,2771
2017,994,City of Auburn - (IN),A,Bundled,O,IN,Municipal,PJM,5699.6,61201,6436,2936.8,27486,985,30041.2,337989,136,.,.,.,38677.6,426676,7557
2017,998,City of Augusta - (KS),A,Bundled,O,KS,Municipal,SWPP,4061.5,36003,3895,2140.9,21373,412,793.8,8663,24,.,.,.,6996.2,66039,4331
2017,1009,City of Austin - (MN),A,Bundled,O,MN,Municipal,MISO,10523.5,75834,10468,14442,131572,1710,10929.7,128511,1,.,.,.,35895.2,335917,12179
2017,1015,Austin Energy,A,Bundled,O,TX,Municipal,ERCO,461460.3,4314170,424554,543609.9,5748031,51086,174409.8,2843360,104,.,.,.,1179480,12905561,475744
2017,1024,City of Ava - (MO),A,Bundled,O,MO,Municipal,AECI,829,10925,1198,315,4336,297,1887,45984,49,0,0,0,3031,61245,1544
2017,1036,Town of Ayden - (NC),A,Bundled,O,NC,Municipal,CPLE,5305.7,43798,3592,3089.7,26713,478,2528.6,31276,1,.,.,.,10924,101787,4071
2017,1050,City of Azusa,A,Bundled,O,CA,Municipal,CISO,11498,86287,14667,15201,82792,1854,10146,86896,34,.,.,.,36845,255975,16555
2017,1062,BARC Electric Coop Inc,A,Bundled,O,VA,Cooperative,PJM,15561.8,121043,11944,5608.2,52358,779,.,.,.,.,.,.,21170,173401,12723
2017,1101,Bagley Public Utilities Comm,A,Bundled,O,MN,Municipal,MISO,697.2,5488,546,396,3430,145,1617.1,15194,70,.,.,.,2710.3,24112,761
2017,1148,City of Baldwin City- (KS),A,Bundled,O,KS,Municipal,SWPP,2353.1,16267,1741,1960.7,14424,241,.,.,.,.,.,.,4313.8,30691,1982
2017,1149,Baldwin County El Member Corp,A,Bundled,O,AL,Cooperative,AEC,107591,884595,67787,45047,463132,7078,.,.,.,.,.,.,152638,1347727,74865
2017,1167,Baltimore Gas & Electric Co,A,Bundled,O,MD,Investor Owned,PJM,1262877.3,8944070,872518,312166.2,2576385,65620,13790.7,125435,3103,.,.,.,1588834.2,11645890,941241
2017,1167,Baltimore Gas & Electric Co,C,Delivery,O,MD,Investor Owned,PJM,165359.5,3149792,282879,388541.8,12743588,54299,29818.6,1155341,2622,2159.7,276155,3,585879.6,17324876,339803
2017,1169,Bailey County Elec Coop Assn,A,Bundled,O,TX,Cooperative,SWPP,2856.1,24276,3395,4942.5,50164,795,17931.7,170715,4734,.,.,.,25730.3,245155,8924
2017,1175,"Bandera Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,43195.3,408561,30087,13867.1,153184,5306,1470.9,20154,59,.,.,.,58533.3,581899,35452
2017,1176,City of Bandon - (OR),A,Bundled,O,OR,Municipal,BPAT,3034,35667,2970,2460,28099,848,155,1549,2,0,0,0,5649,65315,3820
2017,1179,Emera Maine,A,Bundled,O,ME,Investor Owned,NBSO,25113.3,183789,28835,12541.6,89917,6582,3564.6,38706,117,0,0,0,41219.5,312412,35534
2017,1179,Emera Maine,A,Bundled,O,ME,Investor Owned,ISNE,107149.9,568684,95627,55368.1,487196,15427,1702.1,14196,27,0,0,0,164220.1,1070076,111081
2017,1179,Emera Maine,C,Delivery,O,ME,Investor Owned,NBSO,11.2,169,53,661.5,9509,370,3994.1,197167,85,0,0,0,4666.8,206845,508
2017,1179,Emera Maine,C,Delivery,O,ME,Investor Owned,ISNE,5570.4,50268,8070,10626.7,116414,2851,9857,180925,23,0,0,0,26054.1,347607,10944
2017,1181,Village of Bangor - (WI),A,Bundled,O,WI,Municipal,MISO,1505.7,11540,1305,1164,9469,439,454.4,4223,8,.,.,.,3124.1,25232,1752
2017,1192,City of Banning - (CA),A,Bundled,O,CA,Municipal,CISO,14902.3,73845,10985,11518.4,55493,1132,2337.4,15999,12,.,.,.,28758.1,145337,12129
2017,1196,Village of Baraga - (MI),A,Bundled,O,MI,Municipal,MISO,379,2886,652,2053,16290,242,0,0,0,0,0,0,2432,19176,894
2017,1201,Barbourville Utility Comm,A,Bundled,O,KY,Municipal,LGEE,4026.3,38879,3430,701.6,6956,513,3554.2,42653,185,.,.,.,8282.1,88488,4128
2017,1233,City of Barnesville - (MN),A,Bundled,O,MN,Municipal,MISO,1578.8,16933,1193,473.7,4897,129,.,.,.,.,.,.,2052.5,21830,1322
2017,1251,Barron Electric Coop,A,Bundled,O,WI,Cooperative,MISO,25252,192140,18106,3251,32448,206,9603,129605,165,.,.,.,38106,354193,18477
2017,1273,"Bartlett Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,16497.6,153436,10790,3692.1,36096,987,0,0,0,0,0,0,20189.7,189532,11777
2017,1276,"Barrow Utils & Elec Coop, Inc",A,Bundled,O,AK,Cooperative,NA,1486,11243,1513,4469.4,37922,500,.,.,.,.,.,.,5955.4,49165,2013
2017,1279,Barry Electric Coop,A,Bundled,O,MO,Cooperative,AECI,12318.5,105857,8433,4472.5,46799,1278,1265.9,15684,3,.,.,.,18056.9,168340,9714
2017,1283,Bartholomew County Rural E M C,A,Bundled,O,IN,Cooperative,MISO,19025,148983,10918,4371,41016,635,16772,213713,11,.,.,.,40168,403712,11564
2017,1300,City of Bartow - (FL),A,Bundled,O,FL,Municipal,FPC,17568,135411,10533,8821,69602,1445,7894,63951,288,.,.,.,34283,268964,12266
2017,1301,"Barton County Elec Coop, Inc",A,Bundled,O,MO,Cooperative,AECI,10346,77955,5906,4061,36555,651,1858,30967,6,.,.,.,16265,145477,6563
2017,1307,Basin Electric Power Coop,A,Bundled,O,ND,Cooperative,SWPP,.,.,.,.,.,.,54121,1021838,1,.,.,.,54121,1021838,1
2017,1307,Basin Electric Power Coop,A,Bundled,O,WY,Cooperative,WACM,.,.,.,25,435,1,.,.,.,.,.,.,25,435,1
2017,1325,City of Batavia - (IL),A,Bundled,O,IL,Municipal,PJM,12050.2,85510,9596,18486.6,157845,1323,16447.9,173548,10,.,.,.,46984.7,416903,10929
2017,1366,City of Bay City - (MI),A,Bundled,O,MI,Municipal,MISO,16979,129556,17858,15765,127254,2221,5531,51131,127,.,.,.,38275,307941,20206
2017,1367,"Bayfield Electric Coop, Inc",A,Bundled,O,MI,Cooperative,MISO,50,170,65,.,.,.,.,.,.,.,.,.,50,170,65
2017,1367,"Bayfield Electric Coop, Inc",A,Bundled,O,WI,Cooperative,MISO,12287,68319,8865,1030,9136,70,.,.,.,.,.,.,13317,77455,8935
2017,1417,"Beartooth Electric Coop, Inc",A,Bundled,O,MT,Cooperative,NWMT,6504.3,48153,5142,1178,10285,533,139.6,1449,1,.,.,.,7821.9,59887,5676
2017,1417,"Beartooth Electric Coop, Inc",A,Bundled,O,WY,Cooperative,NWMT,595.1,4646,399,245.7,2186,83,.,.,.,.,.,.,840.8,6832,482
2017,1427,City of Beatrice - (NE),A,Bundled,O,NE,Municipal,SWPP,6660.3,65812,5761,2510.4,25006,880,6685.3,87225,124,.,.,.,15856,178043,6765
2017,1456,Town of Bedford - (VA),A,Bundled,O,VA,Municipal,PJM,10280,78494,5730,4931.8,39666,870,5293.7,85392,29,0,0,0,20505.5,203552,6629
2017,1458,"Beauregard Electric Coop, Inc",A,Bundled,O,LA,Cooperative,MISO,61806,585358,38958,31767,470455,3753,.,.,.,.,.,.,93573,1055813,42711
2017,1523,Town of Belmont - (MA),A,Bundled,O,MA,Municipal,ISNE,14274,67886,10594,5529,27375,842,4612.9,26811,20,0,0,0,24415.9,122072,11456
2017,1525,City of Beloit - (KS),A,Bundled,O,KS,Municipal,SWPP,1979,15909,1815,1536,11976,469,1313,14107,33,.,.,.,4828,41992,2317
2017,1529,"Beltrami Electric Coop, Inc",A,Bundled,O,MN,Cooperative,MISO,35802,287164,19469,8207,76274,1403,16,54,18,.,.,.,44025,363492,20890
2017,1566,City of Bennettsville - (SC),A,Bundled,O,SC,Municipal,SC,5720,44211,4013,3200,34037,536,.,.,.,.,.,.,8920,78248,4549
2017,1573,City of Benson - (MN),A,Bundled,O,MN,Municipal,MISO,1315.7,14463,1519,491.4,4673,262,1116.2,14081,56,.,.,.,2923.3,33217,1837
2017,1578,Benton County,A,Bundled,O,TN,Municipal,TVA,13386,104219,8505,7497,57831,1895,2476,27192,3,0,0,0,23359,189242,10403
2017,1579,PUD No 1 of Benton County,A,Bundled,O,WA,Political Subdivision,BPAT,63129,760746,45813,37096,551463,6306,25264,472889,992,.,.,.,125489,1785098,53111
2017,1581,City of Benton - (AR),A,Bundled,O,AR,Municipal,MISO,12873.5,138216,13252,5826.3,72406,1774,3069.5,38778,22,.,.,.,21769.3,249400,15048
2017,1582,City of Benton - (KY),A,Bundled,O,KY,Municipal,TVA,2739,22544,1820,3720,32746,702,963,12109,1,0,0,0,7422,67399,2523
2017,1586,City of Bentonville - (AR),A,Bundled,O,AR,Municipal,SWPP,24922,218437,19416,36858,430630,2945,.,.,.,.,.,.,61780,649067,22361
2017,1591,"Big Country Electric Coop, Inc",A,Bundled,O,TX,Cooperative,ERCO,10072,76818,8663,14935,138940,3505,1791,21653,695,.,.,.,26798,237411,12863
2017,1601,City of Beresford,A,Bundled,O,SD,Municipal,SWPP,1283,9279,929,625,4920,229,1532,14640,18,.,.,.,3440,28839,1176
2017,1611,"Linde Energy Services, Inc.",B,Energy,O,DE,Retail Power Marketer,PJM,0,0,0,0,0,0,10798,226822,1,0,0,0,10798,226822,1
2017,1611,"Linde Energy Services, Inc.",B,Energy,O,IL,Retail Power Marketer,MISO,0,0,0,0,0,0,10554,258667,5,0,0,0,10554,258667,5
2017,1611,"Linde Energy Services, Inc.",B,Energy,O,MA,Retail Power Marketer,ISNE,0,0,0,0,0,0,104,1074,1,0,0,0,104,1074,1
2017,1611,"Linde Energy Services, Inc.",B,Energy,O,ME,Retail Power Marketer,ISNE,0,0,0,0,0,0,5767,91174,1,0,0,0,5767,91174,1
2017,1611,"Linde Energy Services, Inc.",B,Energy,O,NJ,Retail Power Marketer,PJM,0,0,0,0,0,0,212,3091,2,0,0,0,212,3091,2
2017,1611,"Linde Energy Services, Inc.",B,Energy,O,NY,Retail Power Marketer,NYIS,0,0,0,0,0,0,2628,43205,3,0,0,0,2628,43205,3
2017,1611,"Linde Energy Services, Inc.",B,Energy,O,OH,Retail Power Marketer,PJM,0,0,0,0,0,0,8398,185699,5,0,0,0,8398,185699,5
2017,1611,"Linde Energy Services, Inc.",B,Energy,O,PA,Retail Power Marketer,PJM,0,0,0,0,0,0,29310,636293,4,0,0,0,29310,636293,4
2017,1613,Berkeley Electric Coop Inc,A,Bundled,O,SC,Cooperative,SC,164917,1251505,85472,42571,348568,10943,69920,984482,42,0,0,0,277408,2584555,96457
2017,1625,Benton Rural Electric Assn,A,Bundled,O,WA,Cooperative,BPAT,19626,228300,11524,8678,128010,1365,12161,192289,1371,.,.,.,40465,548599,14260
2017,1640,City of Bessemer Utilities,A,Bundled,O,AL,Municipal,TVA,11850,108455,9385,19433,178477,1766,1,8,1,0,0,0,31284,286940,11152
2017,1675,Big Horn Rural Electric Co,A,Bundled,O,MT,Cooperative,WACM,50,291,41,329,2190,31,1922,17176,1,.,.,.,2301,19657,73
2017,1675,Big Horn Rural Electric Co,A,Bundled,O,WY,Cooperative,WACM,4338,29059,2975,2589,23265,453,5949,58708,305,.,.,.,12876,111032,3733
2017,1683,"Big Horn County Elec Coop, Inc",A,Bundled,O,MT,Cooperative,BPAT,4581,39206,3087,2507.4,21499,584,.,.,.,.,.,.,7088.4,60705,3671
2017,1683,"Big Horn County Elec Coop, Inc",A,Bundled,O,WY,Cooperative,BPAT,416,3574,270,81.7,574,27,.,.,.,.,.,.,497.7,4148,297
2017,1708,Big Sandy Rural Elec Coop Corp,A,Bundled,O,KY,Cooperative,PJM,17073,143088,11848,3948,34150,1081,1126,13920,10,.,.,.,22147,191158,12939
2017,1723,"Big Bend Electric Coop, Inc",A,Bundled,O,WA,Cooperative,BPAT,8325,113164,4910,8227,113702,1854,17294,302768,2450,0,0,0,33846,529634,9214
2017,1736,Blachly-Lane County Coop El Assn,A,Bundled,O,OR,Cooperative,BPAT,6698,54508,3239,933,10668,358,6090,108316,24,.,.,.,13721,173492,3621
2017,1738,Bonneville Power Administration,A,Bundled,O,OR,Federal,BPAT,0,0,0,228,5697,1,0,0,0,0,0,0,228,5697,1
2017,1738,Bonneville Power Administration,A,Bundled,O,WA,Federal,BPAT,0,0,0,32955,797328,7,25733.4,3731333,3,0,0,0,58688.4,4528661,10
2017,1738,Bonneville Power Administration,C,Delivery,O,WA,Federal,BPAT,0,0,0,0,0,0,1665,307718,1,0,0,0,1665,307718,1
2017,1763,"Black River Electric Coop, Inc - (SC)",A,Bundled,O,SC,Cooperative,SC,52048.5,437750,28085,13645,109489,4033,9680.6,122535,18,.,.,.,75374.1,669774,32136
2017,1764,Black Diamond Power Co,A,Bundled,O,WV,Investor Owned,PJM,4276.6,34680,3457,1770.4,14918,481,0,0,0,0,0,0,6047,49598,3938
2017,1769,"Black Hills Electric Coop, Inc",A,Bundled,O,SD,Cooperative,SWPP,15795.1,108911,8572,4084.6,30837,1234,317.8,2135,84,0,0,0,20197.5,141883,9890
2017,1775,Black River Electric Coop - (MO),A,Bundled,O,MO,Cooperative,AECI,28804,279527,20494,13374,138698,3754,1677,26869,2,0,0,0,43855,445094,24250
2017,1776,City of Black River Falls,A,Bundled,O,WI,Municipal,MISO,2350.2,18087,2215,4454.8,38649,522,0,0,0,0,0,0,6805,56736,2737
2017,1780,Black Warrior Elec Member Corp,A,Bundled,O,AL,Cooperative,SOCO,28104.6,252569,20484,11053.3,101147,6137,1120.4,13693,2,.,.,.,40278.3,367409,26623
