Year,Month,Event date,Event time,Restoration date,Restoration time,Duration,Unnamed: 7,Utility/Power Pool,NERC Region,Area Affected,Type of Disturbance,Loss (megawatts),Number of Customers Affected,
2017,3,03/01/2017 11:49 AM,,03/02/2017,9:30 PM,"33 Hours, 41 Minutes",,American Electric Power,RFC,Kentucky: West Virginia:,hour or more-Severe Weather,Unknown,98575,
,,,,,,,,,,Connecticut: Maine:,,,,
,,,,,,,,,,Massachusetts: New,Loss of electric service to more,,,
,,,,,,,,,,Hampshire: Rhode Island:,"than 50,000 customers for 1",,,
2017,3,03/02/2017 12:20 PM,,03/02/2017 11:45 PM,,"11 Hours, 25 Minutes",,ISO New England,NPCC,Vermont:,hour or more-Severe Weather,Unknown,54316,
,,,,,,,,,,"Missouri: Jackson County,",,,,
,,,,,,,,,,"Platte County, Cass County,",,,,
,,,,,,,,,,"Lafayette County, Chariton",Loss of electric service to more,,,
,,,,,,,,,,"County, Carroll County, Clay","than 50,000 customers for 1",,,
2017,3,03/06/2017,8:00 PM,03/07/2017,1:00 AM,"5 Hours,",0 Minutes,Kansas City Power & Light Co,SERC,"County, Johnson County;",hour or more-Severe Weather,Unknown,97734,
,,,,,,,,,,"Michigan: Jackson County,",,,,
,,,,,,,,,,"Calhoun County, Ingham",,,,
,,,,,,,,,,"County, Hillsdale County,",,,,
,,,,,,,,,,"Washtenaw County, Kent",,,,
,,,,,,,,,,"County, Ottawa County,",Loss of electric service to more,,,
,,,,,,,,,,"Midland County, Saginaw","than 50,000 customers for 1",,,
2017,3,03/08/2017,9:30 AM,03/11/2017,5:00 AM,"67 Hours, 30 Minutes",,Consumers Energy Co,RFC,County;,hour or more-Severe Weather,Unknown,343000,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,3,03/08/2017 11:30 AM,,03/08/2017,7:52 PM,"8 Hours, 22 Minutes",,Cleveland Electric Illum Co,RFC,Ohio,hour or more-Severe Weather,Unknown,71012,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,3,03/08/2017 12:00 PM,,03/11/2017 11:31 AM,,"71 Hours, 31 Minutes",,Detroit Edison Co,RFC,Michigan,hour or more-Severe Weather,Unknown,800000,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
,,,,,,,,,,,hour or more-Severe,,,
,,,,,,,,Niagara Mohawk Power Corporation (dba National,,,Weather/Transmission,,,
2017,3,03/08/2017,1:30 PM,03/08/2017,4:30 PM,"3 Hours,",0 Minutes,Grid),NPCC,New York,Interruption,Unknown,106869,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,3,03/08/2017,3:33 PM,,.,.,". Hours,",. Minutes,Rochester Gas & Electric Corp,NPCC,New York,hour or more-Severe Weather,Unknown,50000
,,,,,,,,,,Connecticut: Massachusetts:,Loss of electric service to more,,,
,,,,,,,,,,Rhode Island: New Hampshire:,"than 50,000 customers for 1",,,
2017,3,03/14/2017 12:32 PM,,,.,.,". Hours,",. Minutes,ISO New England,NPCC,Maine: Vermont:,hour or more-Severe Weather,Unknown,69647
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,3,03/21/2017,8:00 PM,03/22/2017,9:15 AM,"13 Hours, 15 Minutes",,Southern Company,SERC,Georgia,hour or more-Severe Weather,857,257000,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,3,03/29/2017,3:30 AM,03/31/2017,6:00 AM,"50 Hours, 30 Minutes",,Oncor Electric Delivery Company LLC,TRE,Texas,hour or more-Severe Weather,Unknown,175000,
,,,,,,,,,,,,,3/22/2018 3:20:17 PM,
"Table B.2 Major Disturbances and Unusual Occurrences, 2017",,,,,,,,,,,,,,
,,,,,,,,,,,,,Number of,
,,,,Restoration Date and,,,,,NERC,,,,Customers,
Year,Month,Event Date and Time,,,Time,,Duration,Utility/Power Pool,Region,Area Affected,Type of Disturbance,Loss (megawatts),Affected,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,4,04/03/2017 11:00 AM,,04/03/2017,8:00 PM,"9 Hours,",0 Minutes,Southern Company,SERC,"Alabama, Georgia",hour or more-Severe Weather,290,86330,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,4,04/06/2017,7:00 PM,,.,.,". Hours,",. Minutes,Pacific Gas & Electric Co,WECC,California,hour or more-Severe Weather,Unknown,100000
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,4,04/07/2017,4:33 AM,04/07/2017,8:20 AM,"3 Hours, 47 Minutes",,Pacificorp,WECC,Oregon,hour or more-Severe Weather,100,64852,
,,,,,,,,,,"Oregon: Multnomah County,",Loss of electric service to more,,,
,,,,,,,,,,"Washington County, Marion","than 50,000 customers for 1",,,
2017,4,04/07/2017,8:15 AM,04/08/2017 12:14 AM,,"15 Hours, 59 Minutes",,Portland General Electric Co,WECC,"County, Clackamas County",hour or more-Severe Weather,Unknown,153867,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,North Carolina: Mecklenburg,"than 50,000 customers for 1",,,
2017,4,04/24/2017,5:32 AM,04/24/2017,6:33 AM,"1 Hours,",1 Minutes,Duke Energy Carolinas,SERC,County,hour or more-Severe Weather,240,74698,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,"Arkansas, Louisiana,","than 50,000 customers for 1",,,
2017,4,04/30/2017,1:00 AM,04/30/2017,5:45 PM,"16 Hours, 45 Minutes",,Entergy Corp,SERC,Mississippi,hour or more-Severe Weather,Unknown,145174,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,5,05/01/2017 11:14 PM,,05/01/2017 11:34 PM,,"0 Hours, 20 Minutes",,Pennsylvania Electric Co,RFC,Ohio,hour or more-Severe Weather,Unknown,92390,
,,,,,,,,,,,Load shedding of 100,,,
,,,,,,,,,,,Megawatts or more,,,
,,,,,,,,,,,implemented under emergency,,,
,,,,,,,,,,,operational policy-Generation,,,
2017,5,05/03/2017,6:58 PM,05/03/2017,9:15 PM,"2 Hours, 17 Minutes",,Southern California Edison Co,WECC,California,Inadequacy,572,0,
,,,,,,,,,,,Load shedding of 100,,,
,,,,,,,,,,,Megawatts or more,,,
,,,,,,,,,,,implemented under emergency,,,
,,,,,,,,,,,operational policy-Generation,,,
2017,5,05/03/2017,7:05 PM,05/03/2017,9:00 PM,"1 Hours, 55 Minutes",,California ISO,WECC,California,Inadequacy,878,Unknown,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,5,05/04/2017,5:00 AM,05/04/2017 10:00 PM,,"17 Hours,",0 Minutes,Southern Company,SERC,Alabama: Georgia,hour or more-Severe Weather,200,60377,
,,,,,,,,,,,Fuel supply emergencies that,,,
,,,,,,,,,,,could impact electric power,,,
,,,,,,,,,,,system adequacy or reliability-,,,
2017,5,05/07/2017,5:15 AM,,.,.,". Hours,",. Minutes,California Department of Water Resources,WECC,California: Fresno County,Fuel Supply Deficiency,0,0
,,,,,,,,,,,Public appeal to reduce the use,,,
,,,,,,,,,,,of electricity for purposes of,,,
,,,,,,,,,,,maintaining the continuity of the,,,
,,,,,,,,,,,electric power system-,,,
2017,5,05/07/2017 11:30 PM,,05/08/2017,5:00 AM,"5 Hours, 30 Minutes",,Owensboro Municipal Utilities,SERC,Kentucky: Daviess County,Generation Inadequacy,80,0,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,5,05/19/2017,5:30 AM,,.,.,". Hours,",. Minutes,Ameren Missouri,SERC,Missouri: St. Louis County,hour or more-Severe Weather,Unknown,70696
,,,,,,,,,,"Tennessee: Shelby County,",,,,
,,,,,,,,,,"Putnam County, Knox County,",,,,
,,,,,,,,,,"Davidson County, Hamilton",Loss of electric service to more,,,
,,,,,,,,,,County; Alabama: Madison,"than 50,000 customers for 1",,,
2017,5,05/27/2017 11:00 PM,,,.,.,". Hours,",. Minutes,Tennessee Valley Authority,SERC,County,hour or more-Severe Weather,Unknown,116000
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,5,05/27/2017 11:10 PM,,,.,.,". Hours,",. Minutes,Memphis Light Gas and Water Division,SERC,Tennessee: Shelby County,hour or more-Severe Weather,391,188000
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,5,05/28/2017,7:30 PM,05/29/2017 10:00 PM,,"26 Hours, 30 Minutes",,American Electric Power - (SPP Reliability Region),TRE,Texas: Louisiana,hour or more-Severe Weather,Unknown,103000,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,5,05/28/2017,7:30 PM,05/29/2017 10:00 PM,,"26 Hours, 30 Minutes",,"Southwest Power Pool, Inc.",SERC,Louisiana: Texas,hour or more-Severe Weather,Unknown,103000,
,,,,,,,,,,,Electrical System Separation,,,
,,,,,,,,,,,(Islanding) where part or parts,,,
,,,,,,,,,,,of a power grid remain(s),,,
,,,,,,,,,,,operational in an otherwise,,,
,,,,,,,,,,,blacked out area or within the,,,
,,,,,,,,,,,partial failure of an integrated,,,
,,,,,,,,,,,electrical system-Transmission,,,
2017,6,06/11/2017,2:39 PM,06/11/2017,5:55 PM,"3 Hours, 16 Minutes",,MISO,RFC,Michigan,Interruption,63,Unknown,
,,,,,,,,,,"Michigan: Kent County, Ottawa",,,,
,,,,,,,,,,"County, Muskegon County,",Loss of electric service to more,,,
,,,,,,,,,,"Barry County, Oceana County,","than 50,000 customers for 1",,,
2017,7,07/07/2017,3:30 AM,07/08/2017,7:30 PM,"40 Hours,",0 Minutes,Consumers Energy Co,RFC,Eaton County,hour or more-Severe Weather,Unknown,160000,
,,,,,,,,,,,Uncontrolled loss of 300,,,
,,,,,,,,,,,Megawatts or more of firm,,,
,,,,,,,,,,,system loads for more than 15,,,
,,,,,,,,,,,minutes from a single incident-,,,
2017,7,07/08/2017,6:52 PM,07/09/2017,8:00 AM,"13 Hours,",8 Minutes,Los Angeles Department of Water & Power,WECC,California: Los Angeles County,Transmission Interruption,645,176867,
,,,,,,,,,,,Uncontrolled loss of 300,,,
,,,,,,,,,,,Megawatts or more of firm,,,
,,,,,,,,,,,system loads for more than 15,,,
,,,,,,,,Western Area Power Administration - Western Area,,,minutes from a single incident-,,,
2017,7,07/18/2017,4:23 PM,07/18/2017,6:39 PM,"2 Hours, 16 Minutes",,Lower Colorado,WECC,Nevada,Severe Weather,0,0,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,7,07/22/2017 10:00 PM,,,.,.,". Hours,",. Minutes,"Southwest Power Pool, Inc.",SERC,Missouri,hour or more-Severe Weather,Unknown,131000
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,7,07/22/2017 10:00 PM,,,.,.,". Hours,",. Minutes,KCP&L Greater Missouri Operations Company,SERC,Missouri,hour or more-Severe Weather,Unknown,115000
,,,,,,,,,,"Missouri: Clay County, Jackson",,,,
,,,,,,,,,,"County, Lafayette County,",,,,
,,,,,,,,,,Platte County; Kansas:,Loss of electric service to more,,,
,,,,,,,,,,"Johnson County, Miami County,","than 50,000 customers for 1",,,
2017,7,07/22/2017 10:00 PM,,07/23/2017 12:00 PM,,"14 Hours,",0 Minutes,Kansas City Power & Light Co,SERC,Wyandotte County,hour or more-Severe Weather,Unknown,112540,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,7,07/23/2017,4:00 AM,,.,.,". Hours,",. Minutes,Ameren Missouri,SERC,Missouri: Illinois,hour or more-Severe Weather,Unknown,82000
,,,,,,,,,,,Fuel supply emergencies that,,,
,,,,,,,,,,,could impact electric power,,,
,,,,,,,,,,,system adequacy or reliability-,,,
2017,7,07/27/2017,6:00 AM,07/27/2017 11:29 AM,,"5 Hours, 29 Minutes",,California Department of Water Resources,WECC,California: Butte County,Fuel Supply Deficiency,0,0,
,,,,,,,,,,,,,3/22/2018 3:20:17 PM,
"Table B.2 Major Disturbances and Unusual Occurrences, 2017",,,,,,,,,,,,,,
,,,,,,,,,,,,,Number of,
,,,,Restoration Date and,,,,,NERC,,,,Customers,
Year,Month,Event Date and Time,,,Time,,Duration,Utility/Power Pool,Region,Area Affected,Type of Disturbance,Loss (megawatts),Affected,
,,,,,,,,,,,Electrical System Separation,,,
,,,,,,,,,,,(Islanding) where part or parts,,,
,,,,,,,,,,,of a power grid remain(s),,,
,,,,,,,,,,,operational in an otherwise,,,
,,,,,,,,,,,blacked out area or within the,,,
,,,,,,,,,,,partial failure of an integrated,,,
,,,,,,,,,,,electrical system-System,,,
2017,8,08/21/2017 11:41 PM,,08/22/2017 12:21 AM,,"0 Hours, 40 Minutes",,Pacific Gas & Electric Co,WECC,California: Plumas County,Operations,1,2,
,,,,,,,,,,"Texas: Matagorda County,",,,,
,,,,,,,,,,"Nueces County, Aransas",,,,
,,,,,,,,,,"County, Refugio County, San",,,,
,,,,,,,,,,"Patricio County, Calhoun",,,,
,,,,,,,,,,"County, Victoria County,",,,,
,,,,,,,,,,"Jackson County, Live Oak",Loss of electric service to more,,,
,,,,,,,,,,"County, Jim Wells County, Bee","than 50,000 customers for 1",,,
2017,8,08/25/2017,6:17 PM,09/02/2017,5:00 PM,"190 Hours, 43 Minutes",,American Electric Power - Texas,TRE,"County, Lavaca County",hour or more-Severe Weather,Unknown,220400,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,8,08/25/2017,6:30 PM,09/05/2017,5:00 PM,"262 Hours, 30 Minutes",,ERCOT,TRE,Texas,hour or more-Severe Weather,Unknown,330000,
,,,,,,,,,,,Electrical System Separation,,,
,,,,,,,,,,,(Islanding) where part or parts,,,
,,,,,,,,,,,of a power grid remain(s),,,
,,,,,,,,,,,operational in an otherwise,,,
,,,,,,,,,,,blacked out area or within the,,,
,,,,,,,,,,,partial failure of an integrated,,,
,,,,,,,,,,,electrical system-Severe,,,
2017,8,08/26/2017 12:39 AM,,08/26/2017 12:52 AM,,"0 Hours, 13 Minutes",,ERCOT,TRE,Texas,Weather,Unknown,Unknown,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,8,08/26/2017,6:26 AM,09/08/2017 12:00 AM,,"305 Hours, 34 Minutes",,CenterPoint Energy,TRE,Texas,hour or more-Severe Weather,Unknown,1076868,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,8,08/27/2017,5:10 AM,09/08/2017 12:00 AM,,"282 Hours, 50 Minutes",,CenterPoint Energy,TRE,Texas: Harris County,hour or more-Severe Weather,Unknown,1076868,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,8,08/30/2017,2:15 AM,,.,.,". Hours,",. Minutes,Entergy Corp,TRE,Texas,hour or more-Severe Weather,Unknown,78500
,,,,,,,,,,,Load shedding of 100,,,
,,,,,,,,,,,Megawatts or more,,,
,,,,,,,,,,,implemented under emergency,,,
,,,,,,,,,,,operational policy-Severe,,,
2017,8,08/31/2017,2:49 PM,08/31/2017,5:14 PM,"2 Hours, 25 Minutes",,Southern California Edison Co,WECC,California: Los Angeles County,Weather,100,0,
,,,,,,,,,,,Load shedding of 100,,,
,,,,,,,,,,,Megawatts or more,,,
,,,,,,,,,,,implemented under emergency,,,
,,,,,,,,,,,operational policy-Severe,,,
2017,9,09/01/2017,3:41 PM,09/01/2017,8:30 PM,"4 Hours, 49 Minutes",,Southern California Edison Co,WECC,California:,Weather,337,0,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,"Florida: Hillsborough County,","than 50,000 customers for 1",,,
2017,9,09/09/2017 12:00 AM,,,.,.,". Hours,",. Minutes,Tampa Electric Company,FRCC,"Pasco County, Polk County;",hour or more-Severe Weather,1275,425000
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,9,09/09/2017 12:30 PM,,,.,.,". Hours,",. Minutes,Florida Power & Light,FRCC,Florida:,hour or more-Severe Weather,Unknown,3500000
,,,,,,,,,,"Florida: Alachua County, Bay",,,,
,,,,,,,,,,"County, Brevard County, Citrus",,,,
,,,,,,,,,,"County, Columbia County, Dixie",,,,
,,,,,,,,,,"County, Flagler County,",,,,
,,,,,,,,,,"Franklin County, Gilchrist",,,,
,,,,,,,,,,"County, Gulf County, Hamilton",,,,
,,,,,,,,,,"County, Hardee County,",,,,
,,,,,,,,,,"Hernando County, Highlands",,,,
,,,,,,,,,,"County, Jefferson County,",,,,
,,,,,,,,,,"Lafayette County, Lake County,",,,,
,,,,,,,,,,"Leon County, Levy County,",,,,
,,,,,,,,,,"Madison County, Marion",,,,
,,,,,,,,,,"County, Orange County,",Loss of electric service to more,,,
,,,,,,,,,,"Osceola County, Pasco County,","than 50,000 customers for 1",,,
2017,9,09/10/2017,6:35 PM,09/13/2017,5:00 PM,"70 Hours, 25 Minutes",,Duke Energy Florida,FRCC,"Pinellas County, Po",hour or more-Severe Weather,4500,1000000,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,9,09/10/2017,8:37 PM,,.,.,". Hours,",. Minutes,Seminole Electric Cooperative Inc,FRCC,Florida:,hour or more-Severe Weather,Unknown,452555
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,9,09/11/2017 12:30 AM,,,.,.,". Hours,",. Minutes,Lakeland Electric,FRCC,Florida:,hour or more-Severe Weather,200,20000
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,9,09/11/2017,2:27 AM,09/15/2017,8:44 PM,"114 Hours, 17 Minutes",,Southern Company,SERC,Georgia:,hour or more-Severe Weather,132,39659,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,9,09/11/2017 12:55 PM,,09/12/2017,8:00 AM,"19 Hours,",5 Minutes,South Carolina Electric and Gas,SERC,South Carolina:,hour or more-Severe Weather,687,154832,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,9,09/11/2017,5:30 PM,09/13/2017,9:30 AM,"40 Hours,",0 Minutes,Duke Energy Carolinas,SERC,North Carolina: South Carolina:,hour or more-Severe Weather,365,265729,
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
2017,10,10/08/2017,3:00 AM,,.,.,". Hours,",. Minutes,Southern Company,SERC,Alabama: Florida: Mississippi:,hour or more-Severe Weather,306,91945
,,,,,,,,,,,Loss of electric service to more,,,
,,,,,,,,,,,"than 50,000 customers for 1",,,
,,,,,,,,,,,hour or more-Severe,,,
,,,,,,,,,,,Weather/Transmission,,,
2017,10,10/09/2017,2:03 AM,10/17/2017,1:30 PM,"203 Hours, 27 Minutes",,Pacific Gas & Electric Co,WECC,California:,Interruption,177,117900,
,,,,,,,,,,,Electrical System Separation,,,
,,,,,,,,,,,(Islanding) where part or parts,,,
,,,,,,,,,,,of a power grid remain(s),,,
,,,,,,,,,,,operational in an otherwise,,,
,,,,,,,,,,,blacked out area or within the,,,
,,,,,,,,,,,partial failure of an integrated,,,
,,,,,,,,,,,electrical system-Severe,,,
2017,10,10/09/2017,6:44 AM,,.,.,". Hours,",. Minutes,Pacific Gas & Electric Co,WECC,California:,Weather,100,Unknown
,,,,,,,,,,,Public appeal to reduce the use,,,
,,,,,,,,,,,of electricity for purposes of,,,
,,,,,,,,,,,maintaining the continuity of the,,,
,,,,,,,,,,,electric power system-System,,,
2017,10,10/12/2017,9:09 AM,,.,.,". Hours,",. Minutes,Clarksdale Public Utilities,SERC,Mississippi: Coahoma County;,Operations,Unknown,Unknown
,,,,,,,,,,,Electrical System Separation,,,
,,,,,,,,,,,(Islanding) where part or parts,,,
,,,,,,,,,,,of a power grid remain(s),,,
,,,,,,,,,,,operational in an otherwise,,,
,,,,,,,,,,,blacked out area or within the,,,
,,,,,,,,,,,partial failure of an integrated,,,
,,,,,,,,,,,electrical system-Transmission,,,
2017,10,10/16/2017,3:45 PM,10/16/2017,4:09 PM,"0 Hours, 24 Minutes",,Bonneville Power Administration,WECC,Washington: Montana:,Interruption,0,0,
,,,,,,,,,,,,,3/22/2018 3:20:17 PM,
"Table B.2 Major Disturbances and Unusual Occurrences, 2017",,,,,,,,,,,,,,
,,,,,,,,,,,,,Number of,
,,,,Restoration Date and,,,,,NERC,,,,Customers,
Year,Month,Event Date and Time,,,Time,,Duration,Utility/Power Pool,Region,Area Affected,Type of Disturbance,Loss (megawatts),Affected,
,,,,,,,,,,,Electrical System Separation,,,
,,,,,,,,,,,(Islanding) where part or parts,,,
,,,,,,,,,,,of a power grid remain(s),,,
,,,,,,,,,,,operational in an otherwise,,,
,,,,,,,,,,,blacked out area or within the,,,
,,,,,,,,,,,partial failure of an integrated,,,
,,,,,,,,,,,electrical system-Transmission,,,
2017,10,10/16/2017,3:55 PM,10/16/2017,4:10 PM,"0 Hours, 15 Minutes",,Peak Reliability,WECC,Washington:,Interruption,0,0,
,,,,,,,,,,,Uncontrolled loss of 300,,,
,,,,,,,,,,,Megawatts or more of firm,,,
,,,,,,,,,,,system loads for more than 15,,,
,,,,,,,,,,,minutes from a single incident-,,,
2017,10,10/20/2017,3:44 AM,10/20/2017,3:45 AM,"0 Hours,",1 Minutes,Peak Reliability,WECC,Washington:,Severe Weather,900,Unknown,
,,,,,,,,,,,Loss of electric service to more,,,
